timestamp,part_id,temps_cycle_sec,pression_outil_bar,vitesse_rotation_outil_rpm,taux_reprise_manuelle,defauts_surface_detectes
2023-10-26 10:57:43,P-Usine_A-000145,31.8,4.0,1564,NON,0
2023-10-26 10:59:25,P-Usine_A-000146,32.0,5.6,1540,NON,0
2023-10-26 11:07:33,P-Usine_A-000147,31.2,4.7,1561,OUI,0
2023-10-26 11:03:39,P-Usine_A-000148,,4.5,1564,NON,0
2023-10-26 11:01:26,P-Usine_A-000149,31.7,4.9,1512,NON,0
2023-10-26 11:07:44,P-Usine_A-000150,27.0,5.2,1526,NON,0
2023-10-26 11:04:30,P-Usine_A-000151,30.6,4.5,1555,NON,0
2023-10-26 11:09:29,P-Usine_A-000152,28.9,5.2,1545,NON,2
2023-10-26 11:10:33,P-Usine_A-000153,25.2,4.6,1518,NON,0
2023-10-26 11:13:57,P-Usine_A-000154,28.3,4.2,1590,NON,0
2023-10-26 11:13:57,P-Usine_A-000154,28.3,4.2,1590,NON,0
2023-10-26 11:07:19,P-Usine_A-000155,32.3,5.6,1515,OUI,0
2023-10-26 11:06:27,P-Usine_A-000156,26.1,4.1,1503,NON,1
2023-10-26 11:07:29,P-Usine_A-000157,27.7,4.2,1520,NON,0
2023-10-26 11:13:45,P-Usine_A-000158,28.6,4.9,1589,NON,0
2023-10-26 11:17:12,P-Usine_A-000159,26.0,5.3,1585,NON,0
2023-10-26 11:18:54,P-Usine_A-000160,31.0,5.5,1591,OUI,0
2023-10-26 11:12:10,P-Usine_A-000161,34.3,5.1,1566,NON,0
2023-10-26 11:16:42,P-Usine_A-000162,30.0,5.3,1533,NON,0
2023-10-26 11:16:01,P-Usine_A-000163,28.3,5.0,1597,NON,2
2023-10-26 11:16:01,P-Usine_A-000163,28.3,5.0,1597,NON,2
2023-10-26 11:22:27,P-Usine_A-000164,26.7,6.0,1599,NON,0
2023-10-26 11:20:37,P-Usine_A-000165,33.0,5.4,1595,NON,0
2023-10-26 11:21:51,P-Usine_A-000166,32.6,5.8,1533,NON,0
2023-10-26 11:26:22,P-Usine_A-000167,26.9,5.0,1524,NON,0
2023-10-26 11:27:06,P-Usine_A-000168,33.1,4.4,1584,NON,0
2023-10-26 11:20:04,P-Usine_A-000169,31.8,5.9,1574,NON,0
2023-10-26 11:20:04,P-Usine_A-000169,31.8,5.9,1574,NON,0
2023-10-26 11:22:38,P-Usine_A-000170,32.1,4.7,1532,NON,0
2023-10-26 11:27:42,P-Usine_A-000171,34.4,4.4,1511,NON,0
2023-10-26 11:25:36,P-Usine_A-000172,28.3,4.3,1577,NON,0
2023-10-26 11:28:57,P-Usine_A-000173,29.4,4.9,1537,NON,0
2023-10-26 11:26:51,P-Usine_A-000174,33.9,5.5,1550,OUI,0
2023-10-26 11:24:59,P-Usine_A-000175,30.4,5.0,1509,NON,0
2023-10-26 11:31:51,P-Usine_A-000176,28.7,4.7,1543,NON,0
2023-10-26 11:29:20,P-Usine_A-000177,28.8,4.5,1569,NON,0
2023-10-26 11:33:05,P-Usine_A-000178,25.2,4.0,1565,NON,0
2023-10-26 11:32:07,P-Usine_A-000179,31.6,5.4,1580,OUI,1
2023-10-26 11:37:31,P-Usine_A-000180,27.4,5.3,1549,NON,0
2023-10-26 11:35:30,P-Usine_A-000181,28.7,5.8,1526,NON,1
2023-10-26 11:32:11,P-Usine_A-000182,33.7,4.0,1539,NON,0
2023-10-26 11:39:50,P-Usine_A-000183,33.3,4.2,1579,NON,999.9
2023-10-26 11:39:09,P-Usine_A-000184,32.4,5.3,1549,OUI,0
2023-10-26 11:42:18,P-Usine_A-000185,27.7,5.3,1573,NON,0
2023-10-26 11:41:41,P-Usine_A-000186,29.5,4.2,1513,NON,1
2023-10-26 11:45:04,P-Usine_A-000187,30.1,5.3,1564,NON,0
2023-10-26 11:40:54,P-Usine_A-000188,28.7,5.2,1590,NON,0
2023-10-26 11:47:33,P-Usine_A-000189,34.2,4.8,1538,NON,0
2023-10-26 11:47:33,P-Usine_A-000189,34.2,4.8,1538,NON,0
2023-10-26 11:42:24,P-Usine_A-000190,34.1,4.3,1580,OUI,0
2023-10-26 11:41:40,P-Usine_A-000191,32.3,5.7,1532,NON,0
2023-10-26 11:47:58,P-Usine_A-000192,25.7,5.5,1537,NON,0
2023-10-26 11:43:03,P-Usine_A-000193,,5.8,1569,OUI,0
2023-10-26 11:53:15,P-Usine_A-000194,26.1,4.2,1599,NON,0
2023-10-26 11:52:38,P-Usine_A-000195,31.5,4.2,1596,OUI,0
2023-10-26 11:46:20,P-Usine_A-000196,32.6,4.8,1522,NON,0
2023-10-26 11:55:29,P-Usine_A-000197,29.4,5.9,1535,NON,0
2023-10-26 11:52:19,P-Usine_A-000198,35.0,4.1,1514,OUI,0
2023-10-26 11:53:20,P-Usine_A-000199,31.7,5.3,1564,NON,3
2023-10-26 11:57:23,P-Usine_A-000200,31.2,5.5,,NON,0
2023-10-26 11:57:39,P-Usine_A-000201,33.7,4.5,1580,NON,0
2023-10-26 11:52:43,P-Usine_A-000202,25.0,4.6,1535,NON,0
2023-10-26 11:55:12,P-Usine_A-000203,32.9,4.5,1547,NON,0
2023-10-26 11:56:32,P-Usine_A-000204,27.2,5.7,1531,NON,0
2023-10-26 11:57:49,P-Usine_A-000205,,4.8,1542,NON,0
2023-10-26 12:01:51,P-Usine_A-000206,25.5,4.8,1506,OUI,0
2023-10-26 11:59:36,P-Usine_A-000207,29.9,5.5,1560,NON,0
2023-10-26 12:07:28,P-Usine_A-000208,999.9,4.5,1534,NON,0
2023-10-26 12:06:14,P-Usine_A-000209,31.5,4.3,1504,NON,0
2023-10-26 12:05:20,P-Usine_A-000210,28.8,5.2,1545,NON,0
2023-10-26 12:07:31,P-Usine_A-000211,25.5,4.8,1518,NON,2
2023-10-26 12:10:55,P-Usine_A-000212,29.1,4.4,1545,NON,0
2023-10-26 12:09:44,P-Usine_A-000213,32.6,5.0,1573,NON,1
,P-Usine_A-000214,27.6,4.4,1520,NON,0
2023-10-26 12:07:40,P-Usine_A-000215,,4.1,1546,NON,3
2023-10-26 12:09:55,P-Usine_A-000216,26.9,4.1,1502,NON,0
2023-10-26 12:06:57,P-Usine_A-000217,32.3,4.1,1551,NON,0
2023-10-26 12:08:21,P-Usine_A-000218,25.5,5.6,1530,NON,0
2023-10-26 12:09:44,P-Usine_A-000219,34.5,5.6,1517,NON,0
2023-10-26 12:17:38,P-Usine_A-000220,30.0,5.4,1539,NON,0
2023-10-26 12:12:29,P-Usine_A-000221,31.4,5.1,1562,NON,0
2023-10-26 12:17:02,P-Usine_A-000222,28.6,4.7,1549,NON,0
2023-10-26 12:20:27,P-Usine_A-000223,32.7,4.1,1536,NON,0
2023-10-26 12:19:31,P-Usine_A-000224,34.7,5.4,1582,OUI,0
2023-10-26 12:23:31,P-Usine_A-000225,28.1,4.9,1559,NON,0
2023-10-26 12:19:51,P-Usine_A-000226,31.3,4.6,1500,OUI,0
2023-10-26 12:17:51,P-Usine_A-000227,34.8,4.3,1541,NON,0
2023-10-26 12:20:09,P-Usine_A-000228,34.0,5.8,1566,NON,0
2023-10-26 12:20:08,P-Usine_A-000229,32.7,4.8,1516,NON,3
2023-10-26 12:24:04,P-Usine_A-000230,30.5,5.5,1508,NON,0
2023-10-26 12:27:35,P-Usine_A-000231,28.5,4.8,1587,NON,0
2023-10-26 12:27:21,P-Usine_A-000232,27.9,5.3,1569,NON,0
2023-10-26 12:31:20,P-Usine_A-000233,32.3,4.5,1553,NON,0
2023-10-26 12:29:34,P-Usine_A-000234,31.6,5.5,1550,NON,0
2023-10-26 12:29:34,P-Usine_A-000234,31.6,5.5,1550,NON,0
2023-10-26 12:28:37,P-Usine_A-000235,29.8,4.6,1519,NON,0
2023-10-26 12:29:44,P-Usine_A-000236,29.5,5.8,1558,NON,0
2023-10-26 12:29:50,P-Usine_A-000237,29.9,5.5,1575,NON,0
2023-10-26 12:27:30,P-Usine_A-000238,34.3,5.3,1550,NON,0
2023-10-26 12:34:22,P-Usine_A-000239,25.2,5.5,1545,NON,0
2023-10-26 12:37:06,P-Usine_A-000240,32.6,4.5,1581,NON,0
2023-10-26 12:37:39,P-Usine_A-000241,34.1,4.9,1589,NON,0
2023-10-26 12:39:24,P-Usine_A-000242,33.3,4.7,1545,NON,0
2023-10-26 12:38:44,P-Usine_A-000243,33.1,5.0,1596,,0
2023-10-26 12:37:22,P-Usine_A-000244,34.7,5.5,1564,OUI,0
2023-10-26 12:36:15,P-Usine_A-000245,33.5,5.7,1559,NON,0
2023-10-26 12:37:02,P-Usine_A-000246,32.3,5.5,1511,OUI,2
2023-10-26 12:42:30,P-Usine_A-000247,30.9,6.0,1524,NON,0
2023-10-26 12:38:41,P-Usine_A-000248,33.2,5.6,1548,NON,0
2023-10-26 12:46:12,P-Usine_A-000249,27.6,5.9,1519,NON,0
2023-10-26 12:42:02,P-Usine_A-000250,28.2,5.4,1506,NON,0
2023-10-26 12:46:18,P-Usine_A-000251,29.6,5.4,1587,NON,0
2023-10-26 12:50:58,P-Usine_A-000252,30.6,4.7,1554,NON,0
2023-10-26 12:50:58,P-Usine_A-000252,30.6,4.7,1554,NON,0
2023-10-26 12:48:05,P-Usine_A-000253,26.6,5.3,1540,NON,0
2023-10-26 12:51:26,P-Usine_A-000254,28.2,4.3,1548,NON,0
2023-10-26 12:49:43,P-Usine_A-000255,27.0,5.5,1509,NON,0
2023-10-26 12:53:09,P-Usine_A-000256,27.6,5.0,1581,NON,1
2023-10-26 12:51:40,P-Usine_A-000257,34.8,5.1,1539,NON,0
2023-10-26 12:48:42,P-Usine_A-000258,25.7,5.3,1544,NON,0
2023-10-26 12:54:45,P-Usine_A-000259,25.8,4.5,1567,NON,0
2023-10-26 12:54:20,P-Usine_A-000260,28.4,5.2,1587,NON,0
2023-10-26 12:57:11,P-Usine_A-000261,26.9,4.4,1598,NON,0
2023-10-26 12:57:58,P-Usine_A-000262,26.2,5.2,1581,NON,0
2023-10-26 13:00:30,P-Usine_A-000263,33.9,4.5,1520,NON,0
2023-10-26 12:58:25,P-Usine_A-000264,28.8,4.6,1542,NON,0
2023-10-26 13:02:44,P-Usine_A-000265,25.2,4.3,1570,NON,0
2023-10-26 12:55:25,P-Usine_A-000266,30.2,4.9,1543,NON,0
2023-10-26 12:55:25,P-Usine_A-000266,30.2,4.9,1543,NON,0
2023-10-26 12:56:36,P-Usine_A-000267,35.0,5.4,1506,NON,1
2023-10-26 13:02:35,P-Usine_A-000268,27.3,4.1,1593,NON,0
2023-10-26 13:06:48,P-Usine_A-000269,25.2,5.6,1533,NON,0
2023-10-26 13:08:03,P-Usine_A-000270,28.5,4.1,1521,OUI,0
2023-10-26 13:03:08,P-Usine_A-000271,26.2,4.5,1573,OUI,0
2023-10-26 13:03:54,P-Usine_A-000272,30.6,4.9,1557,NON,3
2023-10-26 13:02:39,P-Usine_A-000273,33.3,5.3,1519,NON,0
2023-10-26 13:11:17,P-Usine_A-000274,34.3,5.2,1510,NON,0
2023-10-26 13:05:34,P-Usine_A-000275,28.1,5.0,1596,NON,0
2023-10-26 13:10:26,P-Usine_A-000276,25.3,4.0,1501,NON,0
2023-10-26 13:12:14,P-Usine_A-000277,26.1,4.6,1556,NON,0
2023-10-26 13:08:53,P-Usine_A-000278,25.9,4.4,1569,OUI,0
2023-10-26 13:13:44,P-Usine_A-000279,30.7,5.8,1516,NON,0
2023-10-26 13:13:44,P-Usine_A-000279,30.7,5.8,1516,NON,0
2023-10-26 13:18:32,P-Usine_A-000280,28.3,6.0,1577,NON,0
2023-10-26 13:13:07,P-Usine_A-000281,28.4,4.5,1583,NON,0
2023-10-26 13:20:15,P-Usine_A-000282,34.3,5.8,1578,NON,0
2023-10-26 13:22:21,P-Usine_A-000283,31.5,4.9,1541,NON,0
2023-10-26 13:16:36,P-Usine_A-000284,27.4,4.2,1542,NON,0
2023-10-26 13:15:57,P-Usine_A-000285,25.7,4.4,1528,999.9,0
2023-10-26 13:22:07,P-Usine_A-000286,33.7,5.4,1536,NON,1
2023-10-26 13:24:42,P-Usine_A-000287,34.5,4.7,1529,NON,0
2023-10-26 13:20:54,P-Usine_A-000288,29.7,5.7,1518,NON,0
2023-10-26 13:28:26,P-Usine_A-000289,28.8,4.8,1510,OUI,0
2023-10-26 13:21:58,P-Usine_A-000290,33.5,5.6,1576,NON,0
2023-10-26 13:25:48,P-Usine_A-000291,30.8,5.3,1538,NON,0
2023-10-26 13:22:52,P-Usine_A-000292,26.5,4.9,1532,NON,0
2023-10-26 13:24:40,P-Usine_A-000293,27.4,4.4,1547,NON,1
2023-10-26 13:26:17,P-Usine_A-000294,26.1,4.2,1553,NON,0
2023-10-26 13:30:41,P-Usine_A-000295,34.8,4.8,1588,NON,0
2023-10-26 13:34:51,P-Usine_A-000296,30.7,4.9,1501,NON,0
2023-10-26 13:35:43,P-Usine_A-000297,34.6,4.8,1534,NON,0
2023-10-26 13:32:28,P-Usine_A-000298,32.6,4.5,1598,NON,0
2023-10-26 13:29:22,P-Usine_A-000299,33.6,5.6,1520,NON,0
2023-10-26 13:37:27,P-Usine_A-000300,34.7,4.1,1567,NON,0
2023-10-26 13:37:27,P-Usine_A-000300,34.7,4.1,1567,NON,0
2023-10-26 13:32:18,P-Usine_A-000301,33.3,4.0,1597,NON,0
2023-10-26 13:32:07,P-Usine_A-000302,29.4,4.3,1554,OUI,0
2023-10-26 13:39:00,P-Usine_A-000303,28.2,5.4,1552,NON,0
2023-10-26 13:39:10,P-Usine_A-000304,27.7,5.9,1534,NON,0
2023-10-26 13:40:40,P-Usine_A-000305,33.5,5.3,1598,OUI,2
2023-10-26 13:41:56,P-Usine_A-000306,29.5,6.0,1532,NON,0
2023-10-26 13:45:11,P-Usine_A-000307,33.2,5.8,1549,NON,0
2023-10-26 13:39:59,P-Usine_A-000308,25.4,5.9,1512,NON,0
2023-10-26 13:44:53,P-Usine_A-000309,31.9,4.6,1542,NON,0
2023-10-26 13:47:27,P-Usine_A-000310,27.4,6.0,1527,NON,0
2023-10-26 13:42:28,P-Usine_A-000311,31.3,6.0,1510,NON,0
2023-10-26 13:45:36,P-Usine_A-000312,26.4,5.7,1594,NON,0
2023-10-26 13:51:58,P-Usine_A-000313,30.7,4.9,1563,NON,0
2023-10-26 13:53:17,P-Usine_A-000314,27.9,5.8,1533,NON,3
2023-10-26 13:47:04,P-Usine_A-000315,30.4,5.8,1553,NON,3
2023-10-26 13:47:19,P-Usine_A-000316,26.4,5.4,1575,NON,0
2023-10-26 13:56:00,P-Usine_A-000317,34.7,5.2,1507,NON,0
2023-10-26 13:53:28,P-Usine_A-000318,34.6,4.3,1512,NON,0
2023-10-26 13:49:47,P-Usine_A-000319,31.3,5.4,1516,NON,0
2023-10-26 13:51:46,P-Usine_A-000320,33.9,4.3,1597,OUI,0
2023-10-26 14:00:17,P-Usine_A-000321,30.7,4.1,1560,NON,0
2023-10-26 14:00:14,P-Usine_A-000322,27.7,5.2,1580,NON,2
2023-10-26 13:53:45,P-Usine_A-000323,25.2,4.9,1521,NON,0
2023-10-26 13:56:33,P-Usine_A-000324,29.0,4.8,1582,NON,0
2023-10-26 14:01:17,P-Usine_A-000325,30.5,5.9,1555,NON,0
2023-10-26 13:59:44,P-Usine_A-000326,29.2,5.0,1515,NON,1
2023-10-26 14:05:30,P-Usine_A-000327,34.6,5.5,1579,NON,0
2023-10-26 14:00:40,P-Usine_A-000328,999.9,5.9,1533,NON,0
2023-10-26 14:00:47,P-Usine_A-000329,34.5,4.5,1527,NON,0
2023-10-26 14:03:28,P-Usine_A-000330,27.2,5.6,1588,OUI,0
2023-10-26 14:10:23,P-Usine_A-000331,32.3,5.2,1574,NON,0
2023-10-26 14:02:50,P-Usine_A-000332,25.9,4.6,1503,NON,0
