timestamp,part_id,couple_percage_nm,vitesse_rotation_rpm,nb_cycles_outil,usure_outil_pct,temperature_actuateur,micro_arrets
2023-10-26 09:01:10,P-Usine_A-000054,4.77,2482,55,10.8,40.4,0
2023-10-26 09:01:57,P-Usine_A-000055,4.95,2478,56,11.0,38.4,0
2023-10-26 09:02:02,P-Usine_A-000056,4.84,2447,57,11.2,39.4,2
2023-10-26 09:06:57,P-Usine_A-000057,4.55,2494,58,11.4,41.4,1
2023-10-26 09:06:35,P-Usine_A-000058,999.9,2503,59,11.6,42.2,0
2023-10-26 09:05:42,P-Usine_A-000059,5.29,2579,60,11.8,37.4,999.9
2023-10-26 09:09:25,P-Usine_A-000060,5.48,2376,61,12.0,36.0,1
2023-10-26 09:11:04,P-Usine_A-000061,5.99,2517,62,12.2,37.8,0
2023-10-26 09:13:30,P-Usine_A-000062,5.52,2526,63,12.4,35.3,0
2023-10-26 09:16:56,P-Usine_A-000063,5.19,2478,64,12.6,40.2,0
2023-10-26 09:12:08,P-Usine_A-000064,4.98,2486,65,12.8,40.9,0
2023-10-26 09:12:33,P-Usine_A-000065,5.12,2459,66,13.0,44.1,1
2023-10-26 09:16:10,P-Usine_A-000066,4.98,2573,67,13.2,36.3,0
2023-10-26 09:12:44,P-Usine_A-000067,5.46,2524,68,13.4,41.7,1
2023-10-26 09:20:14,P-Usine_A-000068,5.3,2632,69,13.6,42.0,1
2023-10-26 09:16:30,P-Usine_A-000069,5.4,2572,70,13.8,35.6,2
2023-10-26 09:18:04,P-Usine_A-000070,5.16,2581,71,14.0,36.6,
2023-10-26 09:16:11,P-Usine_A-000071,5.02,2569,72,14.2,40.6,1
2023-10-26 09:20:56,P-Usine_A-000072,4.81,2569,73,14.4,35.8,2
2023-10-26 09:20:00,P-Usine_A-000073,5.66,2563,74,14.6,41.7,1
2023-10-26 09:25:44,P-Usine_A-000074,4.46,2490,75,14.8,41.9,2
2023-10-26 09:22:49,P-Usine_A-000075,5.3,2581,76,15.0,38.2,1
2023-10-26 09:30:30,P-Usine_A-000076,4.53,2500,77,15.2,37.8,0
2023-10-26 09:30:24,P-Usine_A-000077,4.29,2399,78,15.4,42.1,1
2023-10-26 09:28:38,P-Usine_A-000078,4.68,2526,79,15.6,41.7,0
2023-10-26 09:26:51,P-Usine_A-000079,4.81,2461,80,15.8,42.9,1
2023-10-26 09:25:10,P-Usine_A-000080,4.24,2495,81,16.0,42.5,1
2023-10-26 09:34:00,P-Usine_A-000081,5.97,,82,16.2,40.5,1
2023-10-26 09:33:48,P-Usine_A-000082,4.29,2462,83,16.4,43.7,2
2023-10-26 09:35:12,P-Usine_A-000083,5.94,2467,84,16.6,35.9,0
2023-10-26 09:29:06,P-Usine_A-000084,5.86,2481,85,16.8,43.9,2
2023-10-26 09:35:41,P-Usine_A-000085,5.83,2512,86,17.0,36.0,1
2023-10-26 09:37:48,P-Usine_A-000086,4.66,2484,87,17.2,41.1,0
2023-10-26 09:32:10,P-Usine_A-000087,5.57,2405,88,17.4,42.9,0
2023-10-26 09:35:34,P-Usine_A-000088,4.34,2478,89,17.6,37.7,0
2023-10-26 09:34:42,P-Usine_A-000089,4.03,2556,90,17.8,36.9,1
2023-10-26 09:39:42,P-Usine_A-000090,4.15,2593,91,18.0,43.9,1
2023-10-26 09:45:39,P-Usine_A-000091,4.24,2472,92,18.2,37.9,2
2023-10-26 09:40:31,P-Usine_A-000092,4.18,2617,93,18.4,35.9,0
2023-10-26 09:41:08,P-Usine_A-000093,5.0,2486,94,18.6,38.0,1
2023-10-26 09:47:52,P-Usine_A-000094,4.98,2442,95,18.8,41.3,2
2023-10-26 09:42:15,P-Usine_A-000095,5.37,2434,96,19.0,37.0,0
2023-10-26 09:42:17,P-Usine_A-000096,4.33,2531,97,19.2,38.6,2
2023-10-26 09:49:22,P-Usine_A-000097,5.18,2499,98,19.4,43.2,2
2023-10-26 09:43:45,P-Usine_A-000098,4.87,2555,99,19.6,36.4,1
2023-10-26 09:52:08,P-Usine_A-000099,4.34,2534,100,19.8,44.6,0
2023-10-26 09:49:27,P-Usine_A-000100,4.92,2510,101,20.0,43.0,1
2023-10-26 09:49:12,P-Usine_A-000101,4.27,2540,102,20.2,42.4,1
2023-10-26 09:48:40,P-Usine_A-000102,5.05,2499,103,20.4,36.9,1
2023-10-26 09:54:31,P-Usine_A-000103,4.8,2498,104,20.6,38.8,1
2023-10-26 09:51:36,P-Usine_A-000104,4.62,2462,105,20.8,41.8,0
2023-10-26 09:58:02,P-Usine_A-000105,4.73,2473,106,21.0,36.7,2
2023-10-26 09:56:13,P-Usine_A-000106,4.88,2477,107,21.2,,0
2023-10-26 10:01:51,P-Usine_A-000107,5.49,2527,108,21.4,41.7,0
2023-10-26 10:01:42,P-Usine_A-000108,4.72,2416,109,21.6,42.5,2
2023-10-26 10:03:25,P-Usine_A-000109,4.43,2393,110,21.8,44.1,1
2023-10-26 10:03:25,P-Usine_A-000110,5.2,2569,111,22.0,44.4,0
2023-10-26 10:04:30,P-Usine_A-000111,5.34,2503,112,22.2,43.0,2
2023-10-26 10:06:26,P-Usine_A-000112,5.21,2587,113,22.4,44.4,1
2023-10-26 09:59:07,P-Usine_A-000113,4.7,2567,114,22.6,35.0,2
2023-10-26 09:59:48,P-Usine_A-000114,4.18,2443,115,22.8,41.1,1
2023-10-26 10:01:10,P-Usine_A-000115,5.96,2506,116,23.0,37.3,0
2023-10-26 10:05:28,P-Usine_A-000116,5.07,2429,117,23.2,35.5,1
2023-10-26 10:10:14,P-Usine_A-000117,4.44,2577,118,23.4,35.7,2
2023-10-26 10:03:37,P-Usine_A-000118,5.29,2476,119,23.6,35.5,1
2023-10-26 10:07:05,P-Usine_A-000119,5.84,2496,120,23.8,38.6,1
2023-10-26 10:05:44,P-Usine_A-000120,5.29,2488,121,24.0,38.7,2
2023-10-26 10:07:01,P-Usine_A-000121,5.96,2522,122,24.2,39.2,2
2023-10-26 10:12:45,P-Usine_A-000122,5.5,2486,123,24.4,37.3,2
2023-10-26 10:10:42,P-Usine_A-000123,4.02,2587,124,24.6,39.9,1
2023-10-26 10:16:50,P-Usine_A-000124,5.91,2531,125,24.8,40.6,2
2023-10-26 10:15:05,P-Usine_A-000125,4.86,2493,126,25.0,40.7,2
2023-10-26 10:15:05,P-Usine_A-000125,4.86,2493,126,25.0,40.7,2
2023-10-26 10:21:09,P-Usine_A-000126,5.98,2441,127,25.2,44.0,2
2023-10-26 10:17:05,P-Usine_A-000127,5.02,2462,128,25.4,41.0,2
2023-10-26 10:15:15,P-Usine_A-000128,4.07,2503,129,25.6,43.3,0
2023-10-26 10:15:10,P-Usine_A-000129,5.27,2518,130,25.8,35.6,0
2023-10-26 10:18:34,P-Usine_A-000130,4.03,2541,131,26.0,42.6,0
2023-10-26 10:23:55,P-Usine_A-000131,5.2,2446,132,26.2,38.6,1
2023-10-26 10:25:15,P-Usine_A-000132,4.55,2555,133,26.4,41.8,2
2023-10-26 10:21:04,P-Usine_A-000133,5.9,2390,134,26.6,37.7,0
2023-10-26 10:29:27,P-Usine_A-000134,5.48,2418,135,26.8,42.6,2
2023-10-26 10:30:18,P-Usine_A-000135,5.28,2445,136,27.0,40.4,2
2023-10-26 10:21:33,P-Usine_A-000136,5.04,2507,137,27.2,43.2,1
2023-10-26 10:29:02,P-Usine_A-000137,5.96,2486,138,27.4,38.6,999.9
2023-10-26 10:29:34,P-Usine_A-000138,5.0,2581,139,27.6,37.5,2
2023-10-26 10:29:36,P-Usine_A-000139,4.32,2501,140,27.8,38.7,1
2023-10-26 10:32:56,P-Usine_A-000140,5.01,2519,141,28.0,35.1,0
2023-10-26 10:30:22,P-Usine_A-000141,4.21,2380,142,28.2,44.6,2
2023-10-26 10:33:22,P-Usine_A-000142,4.01,2479,143,28.4,37.6,1
2023-10-26 10:35:09,P-Usine_A-000143,4.08,2560,144,28.6,38.1,1
2023-10-26 10:31:41,P-Usine_A-000144,5.27,2581,145,28.8,37.2,1
2023-10-26 10:39:41,P-Usine_A-000145,5.69,2577,146,29.0,35.6,1
2023-10-26 10:34:56,P-Usine_A-000146,4.22,2397,147,29.2,39.7,0
2023-10-26 10:35:24,P-Usine_A-000147,4.64,2493,148,29.4,40.5,1
2023-10-26 10:36:26,P-Usine_A-000148,5.17,2429,149,29.6,43.0,2
2023-10-26 10:42:13,P-Usine_A-000149,4.33,2458,150,29.8,44.1,2
2023-10-26 10:45:25,P-Usine_A-000150,4.61,2502,151,30.0,41.1,2
2023-10-26 10:36:41,P-Usine_A-000151,4.24,2494,152,30.2,38.5,1
2023-10-26 10:45:20,P-Usine_A-000152,4.39,2504,153,30.4,43.4,1
2023-10-26 10:46:56,P-Usine_A-000153,5.2,2502,154,30.6,39.5,2
2023-10-26 10:48:03,P-Usine_A-000154,4.52,2466,155,30.8,38.9,2
2023-10-26 10:47:07,P-Usine_A-000155,4.57,2514,156,31.0,44.7,0
2023-10-26 10:43:52,P-Usine_A-000156,4.34,2526,157,31.2,43.6,1
2023-10-26 10:49:53,P-Usine_A-000157,4.83,2530,158,31.4,44.3,0
2023-10-26 10:50:10,P-Usine_A-000158,4.06,2441,159,31.6,44.4,1
2023-10-26 10:54:01,P-Usine_A-000159,4.92,2538,,31.8,43.5,1
2023-10-26 10:49:37,P-Usine_A-000160,5.51,2556,161,32.0,40.0,2
2023-10-26 10:50:48,P-Usine_A-000161,4.54,2488,162,32.2,40.7,0
2023-10-26 10:50:52,P-Usine_A-000162,5.25,2463,163,32.4,44.5,2
2023-10-26 10:56:45,P-Usine_A-000163,5.6,2480,164,32.6,39.0,0
2023-10-26 10:52:10,P-Usine_A-000164,4.8,2524,165,32.8,40.1,0
2023-10-26 10:54:09,P-Usine_A-000165,4.0,2498,166,33.0,43.5,0
2023-10-26 10:54:09,P-Usine_A-000165,4.0,2498,166,33.0,43.5,0
2023-10-26 10:51:38,P-Usine_A-000166,4.6,2496,167,33.2,44.3,0
2023-10-26 10:53:51,P-Usine_A-000167,5.52,2552,168,33.4,36.7,2
2023-10-26 10:58:18,P-Usine_A-000168,5.9,2494,169,33.6,43.9,0
2023-10-26 11:04:09,P-Usine_A-000169,4.22,2508,170,33.8,42.2,2
2023-10-26 10:58:07,P-Usine_A-000170,5.74,2514,171,34.0,41.9,1
2023-10-26 11:04:40,P-Usine_A-000171,4.27,2532,172,34.2,43.6,1
2023-10-26 11:02:05,P-Usine_A-000172,4.5,2428,173,34.4,37.3,0
2023-10-26 11:06:45,P-Usine_A-000173,4.85,2537,174,34.6,38.0,2
2023-10-26 11:06:48,P-Usine_A-000174,4.64,2572,175,34.8,44.8,1
2023-10-26 11:00:24,P-Usine_A-000175,,2568,176,35.0,37.7,1
2023-10-26 11:07:09,P-Usine_A-000176,5.9,2527,177,35.2,39.3,1
2023-10-26 11:05:34,P-Usine_A-000177,5.28,2541,178,35.4,35.4,1
2023-10-26 11:05:23,P-Usine_A-000178,5.28,2474,179,35.6,40.7,0
2023-10-26 11:04:05,P-Usine_A-000179,4.47,2495,180,35.8,35.1,2
2023-10-26 11:08:04,P-Usine_A-000180,5.51,2543,181,36.0,38.4,2
2023-10-26 11:06:01,P-Usine_A-000181,4.52,2567,182,36.2,41.3,1
2023-10-26 11:11:35,P-Usine_A-000182,4.08,2448,183,36.4,38.3,1
2023-10-26 11:09:29,P-Usine_A-000183,5.56,2576,184,36.6,38.1,0
2023-10-26 11:11:30,P-Usine_A-000184,4.67,2577,185,36.8,42.7,1
2023-10-26 11:11:30,P-Usine_A-000184,4.67,2577,185,36.8,42.7,1
2023-10-26 11:15:06,P-Usine_A-000185,4.46,2497,186,37.0,35.7,1
2023-10-26 11:16:15,P-Usine_A-000186,4.18,2398,187,37.2,38.2,0
2023-10-26 11:15:07,P-Usine_A-000187,5.38,2463,188,37.4,43.4,0
2023-10-26 11:15:07,P-Usine_A-000187,5.38,2463,188,37.4,43.4,0
2023-10-26 11:18:19,P-Usine_A-000188,5.46,2444,189,37.6,36.5,0
2023-10-26 11:21:12,P-Usine_A-000189,5.94,2634,190,37.8,36.4,1
2023-10-26 11:17:08,P-Usine_A-000190,4.1,2496,191,38.0,39.4,0
2023-10-26 11:19:58,P-Usine_A-000191,4.67,2514,192,38.2,36.3,1
2023-10-26 11:18:18,P-Usine_A-000192,5.54,2471,193,38.4,40.7,0
2023-10-26 11:21:54,P-Usine_A-000193,5.97,2474,194,38.6,37.7,1
2023-10-26 11:25:25,P-Usine_A-000194,4.59,2589,,38.8,38.6,2
2023-10-26 11:23:52,P-Usine_A-000195,4.47,2452,196,39.0,44.6,0
2023-10-26 11:22:26,P-Usine_A-000196,4.78,2446,197,39.2,41.9,1
2023-10-26 11:23:32,P-Usine_A-000197,4.53,2545,198,39.4,37.0,1
2023-10-26 11:25:39,P-Usine_A-000198,5.82,2469,199,39.6,42.4,0
2023-10-26 11:32:59,P-Usine_A-000199,5.94,2444,200,39.8,35.0,1
2023-10-26 11:31:59,P-Usine_A-000200,5.11,2430,201,40.0,40.0,1
2023-10-26 11:34:54,P-Usine_A-000201,4.48,2525,202,40.2,43.7,1
2023-10-26 11:27:22,P-Usine_A-000202,5.29,2504,203,40.4,39.5,0
2023-10-26 11:31:37,P-Usine_A-000203,4.61,2475,204,40.6,38.5,2
2023-10-26 11:33:17,P-Usine_A-000204,5.65,2456,205,40.8,42.3,0
2023-10-26 11:31:44,P-Usine_A-000205,5.99,2408,206,41.0,40.1,0
2023-10-26 11:38:48,P-Usine_A-000206,5.38,2527,207,41.2,35.6,999.9
2023-10-26 11:32:02,P-Usine_A-000207,4.48,2522,208,41.4,37.0,1
2023-10-26 11:42:07,P-Usine_A-000208,4.55,2505,209,41.6,37.1,0
2023-10-26 11:34:30,P-Usine_A-000209,5.14,2498,210,41.8,44.3,0
2023-10-26 11:40:51,P-Usine_A-000210,4.48,2511,211,42.0,40.6,0
2023-10-26 11:38:36,P-Usine_A-000211,5.78,2432,212,42.2,40.6,1
2023-10-26 11:44:57,P-Usine_A-000212,4.11,2534,213,42.4,44.0,2
2023-10-26 11:46:10,P-Usine_A-000213,5.03,2461,214,42.6,38.1,1
2023-10-26 11:38:56,P-Usine_A-000214,4.09,2492,215,42.8,37.3,2
2023-10-26 11:41:12,P-Usine_A-000215,4.86,2456,216,43.0,41.7,0
2023-10-26 11:49:21,P-Usine_A-000216,5.48,2476,217,43.2,39.1,2
2023-10-26 11:48:48,P-Usine_A-000217,4.57,2513,218,43.4,41.9,2
2023-10-26 11:52:16,P-Usine_A-000218,4.85,2489,219,43.6,37.0,2
2023-10-26 11:45:31,P-Usine_A-000219,5.97,2558,220,43.8,44.5,0
2023-10-26 11:52:43,P-Usine_A-000220,5.47,2429,221,44.0,39.3,1
2023-10-26 11:47:59,P-Usine_A-000221,4.58,2547,222,44.2,42.5,0
2023-10-26 11:49:46,P-Usine_A-000222,5.28,2537,223,44.4,37.0,2
2023-10-26 11:55:10,P-Usine_A-000223,4.3,2484,224,44.6,36.1,0
2023-10-26 11:57:44,P-Usine_A-000224,4.31,2525,225,44.8,35.2,2
2023-10-26 11:49:37,P-Usine_A-000225,4.52,2490,226,45.0,40.5,0
2023-10-26 11:57:59,P-Usine_A-000226,4.28,2502,227,45.2,39.6,2
2023-10-26 11:55:24,P-Usine_A-000227,4.04,2513,228,45.4,43.3,0
2023-10-26 11:55:55,P-Usine_A-000228,5.87,2417,229,45.6,42.5,2
2023-10-26 11:55:55,P-Usine_A-000228,5.87,2417,229,45.6,42.5,2
2023-10-26 11:56:33,P-Usine_A-000229,6.0,2492,230,,44.9,0
2023-10-26 11:57:16,P-Usine_A-000230,4.27,2493,231,46.0,38.3,2
2023-10-26 11:56:47,P-Usine_A-000231,5.0,2464,232,46.2,38.7,1
2023-10-26 12:01:55,P-Usine_A-000232,5.13,2507,233,46.4,43.7,0
2023-10-26 11:59:55,P-Usine_A-000233,5.05,2498,234,46.6,44.4,0
2023-10-26 12:07:45,P-Usine_A-000234,4.28,2558,235,46.8,40.3,1
2023-10-26 12:02:57,P-Usine_A-000235,5.78,2487,236,47.0,37.9,0
2023-10-26 12:06:44,P-Usine_A-000236,4.8,2566,237,47.2,43.0,0
2023-10-26 12:10:07,P-Usine_A-000237,4.72,2449,238,47.4,41.8,0
2023-10-26 12:11:24,P-Usine_A-000238,5.36,2532,239,47.6,44.7,0
2023-10-26 12:12:47,P-Usine_A-000239,4.65,2472,240,47.8,42.2,2
2023-10-26 12:09:27,P-Usine_A-000240,5.37,2513,241,48.0,40.8,2
2023-10-26 12:15:07,P-Usine_A-000241,5.14,2561,242,48.2,35.8,2
2023-10-26 12:16:41,P-Usine_A-000242,4.53,2531,243,48.4,37.4,1
2023-10-26 12:12:59,P-Usine_A-000243,5.82,2380,244,48.6,37.7,1
2023-10-26 12:15:54,P-Usine_A-000244,5.44,2577,245,48.8,42.8,0
2023-10-26 12:12:09,P-Usine_A-000245,5.21,2478,246,49.0,41.9,2
2023-10-26 12:16:28,P-Usine_A-000246,4.74,2464,247,49.2,43.4,1
2023-10-26 12:17:52,P-Usine_A-000247,4.41,2553,248,49.4,44.2,0
2023-10-26 12:22:16,P-Usine_A-000248,5.32,2499,249,49.6,43.0,0
2023-10-26 12:15:21,P-Usine_A-000249,5.01,2542,250,49.8,38.0,0
2023-10-26 12:16:47,P-Usine_A-000250,4.32,2534,251,50.0,37.2,2
2023-10-26 12:17:14,P-Usine_A-000251,5.52,2517,252,50.2,42.1,2
2023-10-26 12:18:30,P-Usine_A-000252,4.46,2477,253,50.4,37.4,2
2023-10-26 12:24:29,P-Usine_A-000253,5.31,2576,254,50.6,35.9,1
2023-10-26 12:23:44,P-Usine_A-000254,5.32,2537,255,50.8,41.3,2
2023-10-26 12:20:26,P-Usine_A-000255,5.88,2449,256,51.0,39.7,1
2023-10-26 12:24:20,P-Usine_A-000256,5.4,2515,257,51.2,36.3,2
2023-10-26 12:24:41,P-Usine_A-000257,4.18,2527,258,51.4,39.9,0
2023-10-26 12:28:40,P-Usine_A-000258,4.97,2451,259,51.6,39.6,1
2023-10-26 12:28:52,P-Usine_A-000259,4.33,2498,260,51.8,41.5,2
2023-10-26 12:27:42,P-Usine_A-000260,5.65,2438,261,52.0,44.5,1
2023-10-26 12:28:03,P-Usine_A-000261,5.24,2518,262,52.2,37.5,1
2023-10-26 12:29:56,P-Usine_A-000262,4.41,2494,263,52.4,35.0,1
2023-10-26 12:30:03,P-Usine_A-000263,4.28,2458,264,52.6,36.2,2
2023-10-26 12:28:58,P-Usine_A-000264,5.48,2532,265,52.8,44.3,1
2023-10-26 12:31:31,P-Usine_A-000265,5.77,2538,266,53.0,42.3,2
2023-10-26 12:34:27,P-Usine_A-000266,5.93,2500,267,53.2,42.3,0
2023-10-26 12:33:26,P-Usine_A-000267,5.75,2460,268,53.4,39.2,0
2023-10-26 12:41:19,P-Usine_A-000268,5.71,2494,269,53.6,36.1,0
2023-10-26 12:38:50,P-Usine_A-000269,5.19,2474,270,53.8,36.3,0
2023-10-26 12:34:23,P-Usine_A-000270,4.06,2465,271,54.0,35.6,1
2023-10-26 12:35:58,P-Usine_A-000271,5.91,2422,272,54.2,35.8,0
2023-10-26 12:37:42,P-Usine_A-000272,5.37,2537,999.9,54.4,39.4,2
2023-10-26 12:39:47,P-Usine_A-000273,999.9,2469,274,54.6,40.2,0
2023-10-26 12:47:54,P-Usine_A-000274,4.49,2433,275,54.8,38.9,0
2023-10-26 12:47:24,P-Usine_A-000275,5.91,2498,276,55.0,38.4,1
2023-10-26 12:41:51,P-Usine_A-000276,4.86,2490,277,55.2,44.7,2
2023-10-26 12:45:45,P-Usine_A-000277,5.33,2518,278,55.4,35.9,0
2023-10-26 12:44:31,P-Usine_A-000278,4.62,2456,279,55.6,43.6,1
2023-10-26 12:52:15,P-Usine_A-000279,5.36,2540,280,55.8,44.5,1
2023-10-26 12:47:36,P-Usine_A-000280,5.81,2460,281,56.0,35.2,1
2023-10-26 12:46:34,P-Usine_A-000281,4.35,2413,282,56.2,43.7,0
2023-10-26 12:51:04,P-Usine_A-000282,5.27,2453,283,56.4,36.5,1
2023-10-26 12:52:17,P-Usine_A-000283,5.57,2455,284,56.6,39.9,1
2023-10-26 12:52:06,P-Usine_A-000284,5.27,2428,285,56.8,44.6,1
2023-10-26 12:53:50,P-Usine_A-000285,5.01,2495,286,57.0,42.9,1
2023-10-26 12:53:50,P-Usine_A-000285,5.01,2495,286,57.0,42.9,1
2023-10-26 12:53:54,P-Usine_A-000286,5.26,2489,287,57.2,39.3,2
2023-10-26 12:55:06,P-Usine_A-000287,4.63,2462,288,57.4,43.2,0
2023-10-26 12:56:55,P-Usine_A-000288,5.36,2517,289,57.6,41.7,0
2023-10-26 12:59:49,P-Usine_A-000289,5.69,2600,290,57.8,38.0,2
2023-10-26 12:58:55,P-Usine_A-000290,4.75,2648,291,58.0,36.6,2
2023-10-26 12:59:21,P-Usine_A-000291,6.0,2478,292,58.2,39.0,2
2023-10-26 13:02:20,P-Usine_A-000292,4.02,2469,293,58.4,42.3,0
2023-10-26 13:02:19,P-Usine_A-000293,4.59,2456,294,58.6,40.9,0
2023-10-26 13:01:46,P-Usine_A-000294,4.13,2464,295,58.8,35.5,0
2023-10-26 13:01:08,P-Usine_A-000295,5.02,2431,296,59.0,38.0,2
2023-10-26 13:07:08,P-Usine_A-000296,4.4,2424,297,59.2,37.8,0
2023-10-26 13:01:57,P-Usine_A-000297,4.52,2415,298,59.4,36.9,1
2023-10-26 13:04:18,P-Usine_A-000298,4.99,2505,299,59.6,42.8,0
2023-10-26 13:09:43,P-Usine_A-000299,4.69,2582,300,59.8,39.9,1
2023-10-26 13:05:10,P-Usine_A-000300,5.32,2554,301,60.0,39.7,2
2023-10-26 13:07:10,P-Usine_A-000301,5.52,2477,302,60.2,41.5,0
2023-10-26 13:07:11,P-Usine_A-000302,5.09,2507,303,60.4,40.1,2
2023-10-26 13:13:30,P-Usine_A-000303,4.89,2539,304,60.6,37.3,0
2023-10-26 13:12:01,P-Usine_A-000304,5.86,2499,305,60.8,41.1,0
2023-10-26 13:14:47,P-Usine_A-000305,5.53,2502,306,61.0,35.3,2
2023-10-26 13:11:15,P-Usine_A-000306,5.73,2506,307,61.2,39.8,0
2023-10-26 13:11:15,P-Usine_A-000306,5.73,2506,307,61.2,39.8,0
2023-10-26 13:19:45,P-Usine_A-000307,4.41,2451,308,61.4,45.0,2
2023-10-26 13:12:56,P-Usine_A-000308,5.18,2539,309,61.6,39.3,0
2023-10-26 13:14:25,P-Usine_A-000309,5.09,2435,310,61.8,39.5,0
2023-10-26 13:20:20,P-Usine_A-000310,5.2,2458,311,62.0,43.5,0
2023-10-26 13:16:04,P-Usine_A-000311,4.61,2492,312,62.2,43.6,0
2023-10-26 13:18:30,P-Usine_A-000312,4.22,2506,313,62.4,44.7,2
2023-10-26 13:22:07,P-Usine_A-000313,5.85,2473,314,62.6,40.4,0
2023-10-26 13:22:07,P-Usine_A-000313,5.85,2473,314,62.6,40.4,0
2023-10-26 13:20:00,P-Usine_A-000314,5.16,2539,315,62.8,42.7,1
