timestamp,part_id,defaut_surface,microfissure,defaut_peinture,gravite_defaut,decision,photo_url
2023-10-26 09:58:17,P-Usine_A-000078,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:07:21,P-Usine_A-000079,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000079_vis.jpg
2023-10-26 10:06:41,P-Usine_A-000080,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:07:13,P-Usine_A-000081,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:06:32,P-Usine_A-000082,OUI,NON,N/A,MAJEUR,REBUT,http://internal-storage/P-Usine_A-000082_vis.jpg
2023-10-26 10:07:25,P-Usine_A-000083,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:08:08,P-Usine_A-000084,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:05:02,P-Usine_A-000085,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:10:18,P-Usine_A-000086,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:12:36,P-Usine_A-000087,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:12:13,P-Usine_A-000088,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:12:45,P-Usine_A-000089,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:13:06,P-Usine_A-000090,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:14:59,P-Usine_A-000091,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:19:23,P-Usine_A-000092,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:22:03,P-Usine_A-000093,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000093_vis.jpg
2023-10-26 10:16:24,P-Usine_A-000094,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:18:28,P-Usine_A-000095,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000095_vis.jpg
2023-10-26 10:23:37,P-Usine_A-000096,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:18:00,P-Usine_A-000097,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:21:42,P-Usine_A-000098,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:23:04,P-Usine_A-000099,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:26:07,P-Usine_A-000100,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:29:55,P-Usine_A-000101,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:27:29,P-Usine_A-000102,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:29:16,P-Usine_A-000103,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000103_vis.jpg
2023-10-26 10:28:01,P-Usine_A-000104,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:29:06,P-Usine_A-000105,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:33:34,P-Usine_A-000106,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:34:44,P-Usine_A-000107,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:34:42,P-Usine_A-000108,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:38:57,P-Usine_A-000109,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:32:04,P-Usine_A-000110,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:32:12,P-Usine_A-000111,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:38:22,P-Usine_A-000112,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000112_vis.jpg
2023-10-26 10:41:07,P-Usine_A-000113,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:41:49,P-Usine_A-000114,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:40:15,P-Usine_A-000115,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:45:57,P-Usine_A-000116,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:43:14,P-Usine_A-000117,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:41:26,P-Usine_A-000118,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:41:52,P-Usine_A-000119,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:46:24,P-Usine_A-000120,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:46:14,P-Usine_A-000121,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:43:51,P-Usine_A-000122,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:49:57,P-Usine_A-000123,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:52:09,P-Usine_A-000124,OUI,NON,N/A,MAJEUR,REBUT,http://internal-storage/P-Usine_A-000124_vis.jpg
2023-10-26 10:50:37,P-Usine_A-000125,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:48:35,P-Usine_A-000126,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:53:58,P-Usine_A-000127,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:49:07,P-Usine_A-000128,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:54:10,P-Usine_A-000129,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:51:06,P-Usine_A-000130,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:53:41,P-Usine_A-000131,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000131_vis.jpg
2023-10-26 10:53:45,P-Usine_A-000132,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:01:00,P-Usine_A-000133,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:56:42,P-Usine_A-000134,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:05:13,P-Usine_A-000135,OUI,NON,N/A,MAJEUR,REBUT,http://internal-storage/P-Usine_A-000135_vis.jpg
2023-10-26 10:57:27,P-Usine_A-000136,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:02:43,P-Usine_A-000137,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:02:12,P-Usine_A-000138,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:04:32,P-Usine_A-000139,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000139_vis.jpg
2023-10-26 11:07:45,P-Usine_A-000140,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:04:30,P-Usine_A-000141,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:07:19,P-Usine_A-000142,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:04:17,P-Usine_A-000143,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:09:22,P-Usine_A-000144,NON,NON,999.9,AUCUN,OK,
2023-10-26 11:07:20,P-Usine_A-000145,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:14:28,P-Usine_A-000146,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:12:29,P-Usine_A-000147,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:12:37,P-Usine_A-000148,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:11:43,P-Usine_A-000149,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:11:43,P-Usine_A-000149,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:16:53,P-Usine_A-000150,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:17:18,P-Usine_A-000151,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:17:18,P-Usine_A-000151,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:21:56,P-Usine_A-000152,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000152_vis.jpg
2023-10-26 11:19:53,P-Usine_A-000153,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:20:56,P-Usine_A-000154,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:23:54,P-Usine_A-000155,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:23:02,P-Usine_A-000156,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000156_vis.jpg
2023-10-26 11:20:39,P-Usine_A-000157,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000157_vis.jpg
2023-10-26 11:18:55,P-Usine_A-000158,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:26:20,P-Usine_A-000159,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:27:41,P-Usine_A-000160,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:21:47,P-Usine_A-000161,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:29:54,P-Usine_A-000162,999.9,NON,N/A,AUCUN,OK,
2023-10-26 11:27:55,P-Usine_A-000163,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000163_vis.jpg
2023-10-26 11:28:17,P-Usine_A-000164,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:32:50,P-Usine_A-000165,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:28:16,P-Usine_A-000166,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:34:54,P-Usine_A-000167,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:36:22,P-Usine_A-000168,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:36:22,P-Usine_A-000168,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:33:32,P-Usine_A-000169,NON,NON,N/A,AUCUN,,
2023-10-26 11:38:30,P-Usine_A-000170,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:31:28,P-Usine_A-000171,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:36:04,P-Usine_A-000172,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:42:11,P-Usine_A-000173,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:34:33,P-Usine_A-000174,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:37:56,P-Usine_A-000175,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:37:56,P-Usine_A-000175,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:45:23,P-Usine_A-000176,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:43:36,P-Usine_A-000177,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:43:36,P-Usine_A-000177,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:45:48,P-Usine_A-000178,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:45:15,P-Usine_A-000179,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000179_vis.jpg
2023-10-26 11:43:00,P-Usine_A-000180,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:41:31,P-Usine_A-000181,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000181_vis.jpg
2023-10-26 11:44:03,P-Usine_A-000182,999.9,NON,N/A,AUCUN,OK,
2023-10-26 11:51:28,P-Usine_A-000183,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000183_vis.jpg
2023-10-26 11:50:59,,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:51:01,P-Usine_A-000185,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:46:25,P-Usine_A-000186,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000186_vis.jpg
2023-10-26 11:51:12,P-Usine_A-000187,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:55:40,P-Usine_A-000188,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:57:55,P-Usine_A-000189,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:53:43,P-Usine_A-000190,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:54:30,P-Usine_A-000191,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:01:02,P-Usine_A-000192,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:00:04,P-Usine_A-000193,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:57:20,P-Usine_A-000194,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:55:32,P-Usine_A-000195,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:04:30,P-Usine_A-000196,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:02:14,P-Usine_A-000197,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:01:11,P-Usine_A-000198,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:01:11,P-Usine_A-000198,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:06:44,P-Usine_A-000199,OUI,NON,N/A,MAJEUR,REBUT,http://internal-storage/P-Usine_A-000199_vis.jpg
2023-10-26 12:03:09,P-Usine_A-000200,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:03:47,P-Usine_A-000201,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:07:05,P-Usine_A-000202,NON,NON,N/A,AUCUN,OK,999.9
2023-10-26 12:06:50,P-Usine_A-000203,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:07:07,P-Usine_A-000204,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:14:13,P-Usine_A-000205,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:07:09,P-Usine_A-000206,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:07:30,P-Usine_A-000207,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:15:39,P-Usine_A-000208,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:15:14,P-Usine_A-000209,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:15:18,P-Usine_A-000210,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:15:05,P-Usine_A-000211,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000211_vis.jpg
2023-10-26 12:20:33,P-Usine_A-000212,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:16:17,P-Usine_A-000213,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000213_vis.jpg
2023-10-26 12:15:01,P-Usine_A-000214,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:22:46,P-Usine_A-000215,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000215_vis.jpg
2023-10-26 12:19:38,P-Usine_A-000216,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:20:10,P-Usine_A-000217,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:24:04,P-Usine_A-000218,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:23:58,P-Usine_A-000219,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:21:09,P-Usine_A-000220,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000220_vis.jpg
2023-10-26 12:24:22,P-Usine_A-000221,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:30:25,P-Usine_A-000222,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:24:40,P-Usine_A-000223,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:25:32,P-Usine_A-000224,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:26:38,P-Usine_A-000225,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:29:54,P-Usine_A-000226,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:34:54,P-Usine_A-000227,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:35:54,P-Usine_A-000228,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:31:50,P-Usine_A-000229,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000229_vis.jpg
2023-10-26 12:29:59,P-Usine_A-000230,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:29:59,P-Usine_A-000230,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:32:09,P-Usine_A-000231,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:36:41,P-Usine_A-000232,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:34:31,P-Usine_A-000233,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:37:06,P-Usine_A-000234,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:42:54,P-Usine_A-000235,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:35:42,P-Usine_A-000236,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:37:31,P-Usine_A-000237,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:44:05,P-Usine_A-000238,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:39:38,P-Usine_A-000239,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:41:50,P-Usine_A-000240,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:42:29,P-Usine_A-000241,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:43:38,P-Usine_A-000242,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:43:25,P-Usine_A-000243,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:50:01,P-Usine_A-000244,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:50:53,P-Usine_A-000245,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:52:08,P-Usine_A-000246,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000246_vis.jpg
2023-10-26 12:53:06,P-Usine_A-000247,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:47:59,P-Usine_A-000248,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:54:21,P-Usine_A-000249,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:56:16,P-Usine_A-000250,NON,NON,,AUCUN,OK,
2023-10-26 12:54:19,P-Usine_A-000251,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:01:01,P-Usine_A-000252,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:55:31,P-Usine_A-000253,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:55:14,P-Usine_A-000254,,NON,N/A,AUCUN,OK,
2023-10-26 12:55:06,P-Usine_A-000255,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:02:34,P-Usine_A-000256,OUI,NON,N/A,999.9,REBUT,http://internal-storage/P-Usine_A-000256_vis.jpg
2023-10-26 13:00:50,P-Usine_A-000257,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:06:46,P-Usine_A-000258,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:02:44,P-Usine_A-000259,999.9,NON,N/A,AUCUN,OK,
2023-10-26 13:03:52,P-Usine_A-000260,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:02:59,P-Usine_A-000261,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:04:29,P-Usine_A-000262,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:10:33,P-Usine_A-000263,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:05:09,P-Usine_A-000264,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:10:14,P-Usine_A-000265,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:06:41,P-Usine_A-000266,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:10:48,P-Usine_A-000267,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000267_vis.jpg
2023-10-26 13:15:18,P-Usine_A-000268,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:12:58,P-Usine_A-000269,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:09:59,P-Usine_A-000270,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:11:02,P-Usine_A-000271,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:14:59,P-Usine_A-000272,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_A-000272_vis.jpg
2023-10-26 13:16:58,P-Usine_A-000273,NON,NON,,AUCUN,OK,
2023-10-26 13:16:44,P-Usine_A-000274,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:20:17,P-Usine_A-000275,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:19:08,P-Usine_A-000276,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:23:01,P-Usine_A-000277,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:18:13,P-Usine_A-000278,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:21:49,P-Usine_A-000279,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:26:57,P-Usine_A-000280,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:24:48,P-Usine_A-000281,NON,NON,N/A,AUCUN,OK,
