timestamp,part_id,laser_power_kw,cutting_speed_mms,head_temp_c,gas_consumption,status
2023-10-26 08:28:16,P-Usine_A-000027,3.61,116.7,50.1,13.38,RUN
2023-10-26 08:31:16,P-Usine_A-000028,3.79,82.0,49.4,12.12,RUN
2023-10-26 08:29:56,P-Usine_A-000029,4.12,93.5,56.8,14.25,RUN
2023-10-26 08:31:32,P-Usine_A-000030,3.63,91.8,47.7,10.44,RUN
2023-10-26 08:34:22,P-Usine_A-000031,3.7,100.4,53.3,10.34,RUN
2023-10-26 08:31:36,P-Usine_A-000032,3.79,91.0,46.1,14.48,RUN
2023-10-26 08:38:21,P-Usine_A-000033,4.01,116.1,53.9,13.16,RUN
2023-10-26 08:37:09,P-Usine_A-000034,4.0,100.5,52.6,10.33,RUN
2023-10-26 08:32:18,P-Usine_A-000035,4.26,94.5,43.4,11.09,RUN
2023-10-26 08:32:31,P-Usine_A-000036,4.08,117.7,49.7,11.01,RUN
2023-10-26 08:38:24,P-Usine_A-000037,3.69,90.0,40.3,11.64,RUN
2023-10-26 08:37:11,P-Usine_A-000038,4.14,102.6,40.1,10.03,RUN
2023-10-26 08:40:19,P-Usine_A-000039,4.16,98.6,40.2,10.79,RUN
2023-10-26 08:45:29,P-Usine_A-000040,4.38,84.9,47.5,11.63,RUN
2023-10-26 08:38:23,P-Usine_A-000041,4.11,117.7,59.7,14.06,RUN
2023-10-26 08:44:46,P-Usine_A-000042,3.98,81.3,58.8,11.82,RUN
2023-10-26 08:43:56,P-Usine_A-000043,3.74,107.0,45.8,10.55,RUN
2023-10-26 08:39:31,P-Usine_A-000044,4.32,82.0,54.1,11.08,RUN
2023-10-26 08:42:14,P-Usine_A-000045,3.91,91.8,56.8,10.55,RUN
2023-10-26 08:42:14,P-Usine_A-000045,3.91,91.8,56.8,10.55,RUN
2023-10-26 08:46:46,P-Usine_A-000046,4.04,115.5,42.0,11.41,STOP
2023-10-26 08:47:09,P-Usine_A-000047,4.29,86.6,55.8,11.21,RUN
2023-10-26 08:51:00,P-Usine_A-000048,4.18,90.5,51.6,14.2,RUN
2023-10-26 08:46:46,P-Usine_A-000049,4.11,101.8,51.3,,RUN
2023-10-26 08:46:31,P-Usine_A-000050,3.81,119.6,50.4,13.37,RUN
2023-10-26 08:46:31,P-Usine_A-000050,3.81,119.6,50.4,13.37,RUN
2023-10-26 08:48:45,P-Usine_A-000051,4.13,81.8,42.8,12.56,RUN
2023-10-26 08:53:48,P-Usine_A-000052,3.74,114.1,53.2,13.51,RUN
2023-10-26 08:55:57,P-Usine_A-000053,3.97,94.3,54.2,13.97,RUN
2023-10-26 08:59:09,P-Usine_A-000054,4.22,100.2,53.5,12.6,RUN
2023-10-26 08:59:41,P-Usine_A-000055,3.68,116.2,58.7,10.11,RUN
2023-10-26 08:51:35,P-Usine_A-000056,4.39,104.6,55.6,13.05,RUN
2023-10-26 08:52:52,P-Usine_A-000057,4.03,100.2,41.7,13.21,RUN
2023-10-26 08:52:52,P-Usine_A-000057,4.03,100.2,41.7,13.21,RUN
2023-10-26 08:54:45,P-Usine_A-000058,3.5,83.0,55.0,10.51,RUN
2023-10-26 09:03:34,P-Usine_A-000059,3.61,112.2,53.4,10.36,RUN
2023-10-26 09:01:48,P-Usine_A-000060,3.94,88.9,45.8,12.53,RUN
2023-10-26 08:59:33,P-Usine_A-000061,4.37,87.7,48.3,13.55,RUN
2023-10-26 09:00:18,P-Usine_A-000062,3.89,100.0,50.6,12.66,RUN
2023-10-26 09:00:33,P-Usine_A-000063,4.33,101.5,57.0,12.23,RUN
2023-10-26 09:02:40,P-Usine_A-000064,3.68,98.0,41.6,10.09,RUN
2023-10-26 09:10:11,P-Usine_A-000065,4.09,89.0,45.9,10.27,RUN
2023-10-26 09:05:44,P-Usine_A-000066,3.64,110.3,50.1,10.36,RUN
2023-10-26 09:10:47,P-Usine_A-000067,4.18,109.3,50.8,10.7,RUN
2023-10-26 09:05:35,P-Usine_A-000068,4.27,98.1,54.1,10.79,RUN
2023-10-26 09:05:45,P-Usine_A-000069,3.95,112.7,50.7,11.6,RUN
2023-10-26 09:12:19,P-Usine_A-000070,3.69,82.5,47.6,12.1,RUN
,P-Usine_A-000071,3.92,94.7,59.5,11.62,RUN
2023-10-26 09:13:35,P-Usine_A-000072,4.1,112.4,58.6,13.59,STOP
2023-10-26 09:15:00,P-Usine_A-000073,4.33,99.0,45.9,12.06,RUN
2023-10-26 09:13:41,P-Usine_A-000074,4.09,95.6,54.8,10.19,RUN
2023-10-26 09:16:26,P-Usine_A-000075,3.94,114.9,44.2,12.8,RUN
2023-10-26 09:20:04,P-Usine_A-000076,3.79,97.6,41.4,10.62,RUN
2023-10-26 09:21:46,P-Usine_A-000077,4.17,87.8,46.7,13.22,RUN
2023-10-26 09:15:30,P-Usine_A-000078,4.44,105.2,53.6,10.27,RUN
2023-10-26 09:22:47,P-Usine_A-000079,3.52,117.6,51.1,13.5,RUN
2023-10-26 09:22:45,P-Usine_A-000080,4.4,85.5,57.9,14.9,RUN
2023-10-26 09:18:41,P-Usine_A-000081,3.73,85.2,45.7,11.0,RUN
2023-10-26 09:20:46,P-Usine_A-000082,4.44,96.6,44.4,10.57,RUN
2023-10-26 09:22:17,P-Usine_A-000083,3.57,91.5,41.7,11.81,RUN
2023-10-26 09:20:37,P-Usine_A-000084,3.67,119.0,53.5,13.95,RUN
2023-10-26 09:26:29,P-Usine_A-000085,4.28,97.2,43.6,10.42,RUN
2023-10-26 09:26:04,P-Usine_A-000086,3.97,105.9,49.9,14.0,RUN
2023-10-26 09:26:58,P-Usine_A-000087,4.15,83.3,50.6,10.48,RUN
2023-10-26 09:26:58,P-Usine_A-000087,4.15,83.3,50.6,10.48,RUN
2023-10-26 09:30:19,P-Usine_A-000088,4.46,91.4,46.5,12.13,STOP
2023-10-26 09:28:51,P-Usine_A-000089,4.49,87.8,43.5,11.26,RUN
2023-10-26 09:26:55,P-Usine_A-000090,4.06,105.2,59.4,999.9,RUN
2023-10-26 09:35:17,P-Usine_A-000091,4.09,91.4,46.4,12.52,RUN
2023-10-26 09:32:00,P-Usine_A-000092,4.01,80.6,43.5,10.37,RUN
2023-10-26 09:28:56,P-Usine_A-000093,3.64,85.7,41.6,14.01,RUN
2023-10-26 09:36:55,P-Usine_A-000094,3.62,81.8,56.4,11.84,RUN
2023-10-26 09:35:27,P-Usine_A-000095,4.29,107.0,49.1,11.72,RUN
2023-10-26 09:31:18,P-Usine_A-000096,4.42,101.7,52.1,13.84,RUN
2023-10-26 09:38:29,P-Usine_A-000097,3.63,95.3,,12.79,RUN
2023-10-26 09:41:56,P-Usine_A-000098,3.53,112.9,49.8,11.06,RUN
2023-10-26 09:40:59,P-Usine_A-000099,4.14,97.7,56.7,11.72,RUN
2023-10-26 09:45:01,P-Usine_A-000100,4.24,88.1,52.2,10.63,RUN
2023-10-26 09:38:46,P-Usine_A-000101,3.62,80.1,56.1,12.6,RUN
2023-10-26 09:43:36,P-Usine_A-000102,3.54,118.4,56.6,12.19,STOP
2023-10-26 09:47:33,P-Usine_A-000103,3.52,100.5,46.6,14.95,RUN
2023-10-26 09:46:38,P-Usine_A-000104,4.17,83.1,40.9,13.97,RUN
2023-10-26 09:40:18,P-Usine_A-000105,3.55,112.1,48.8,14.17,RUN
2023-10-26 09:45:22,P-Usine_A-000106,4.12,103.3,46.1,12.81,RUN
2023-10-26 09:46:58,P-Usine_A-000107,3.88,88.2,58.0,12.1,RUN
2023-10-26 09:51:53,P-Usine_A-000108,3.93,92.5,49.3,13.41,RUN
2023-10-26 09:46:14,P-Usine_A-000109,4.3,83.9,48.5,10.07,RUN
2023-10-26 09:51:15,P-Usine_A-000110,3.81,80.4,59.6,11.85,RUN
2023-10-26 09:52:33,P-Usine_A-000111,3.66,93.8,41.5,10.53,RUN
2023-10-26 09:53:05,P-Usine_A-000112,3.95,105.4,43.7,12.24,RUN
2023-10-26 09:53:05,P-Usine_A-000112,3.95,105.4,43.7,12.24,RUN
2023-10-26 09:51:45,P-Usine_A-000113,3.59,999.9,55.9,10.39,RUN
2023-10-26 09:53:19,P-Usine_A-000114,4.3,87.4,55.4,10.16,RUN
2023-10-26 09:51:12,P-Usine_A-000115,3.85,115.6,40.5,10.44,STOP
2023-10-26 09:51:40,P-Usine_A-000116,4.33,111.6,53.3,10.69,RUN
2023-10-26 09:54:38,P-Usine_A-000117,4.41,110.7,45.5,11.07,RUN
2023-10-26 10:00:20,P-Usine_A-000118,4.17,118.1,53.2,10.74,RUN
2023-10-26 09:58:40,P-Usine_A-000119,4.19,108.3,53.6,10.01,RUN
2023-10-26 10:01:04,P-Usine_A-000120,4.18,89.1,51.8,13.8,RUN
2023-10-26 09:59:12,P-Usine_A-000121,4.04,999.9,49.2,13.64,STOP
2023-10-26 09:57:58,P-Usine_A-000122,3.87,95.9,41.7,10.42,RUN
2023-10-26 10:02:58,P-Usine_A-000123,3.7,97.7,44.4,13.24,RUN
2023-10-26 10:03:06,P-Usine_A-000124,4.35,107.0,40.8,10.89,RUN
2023-10-26 10:09:41,P-Usine_A-000125,4.37,110.7,57.1,14.48,RUN
2023-10-26 10:07:38,P-Usine_A-000126,3.6,102.9,49.8,14.62,RUN
2023-10-26 10:11:39,P-Usine_A-000127,4.19,119.3,47.7,14.67,RUN
2023-10-26 10:10:16,P-Usine_A-000128,4.46,99.3,41.7,10.33,RUN
2023-10-26 10:07:50,P-Usine_A-000129,4.18,90.5,55.3,13.79,RUN
2023-10-26 10:10:21,P-Usine_A-000130,4.21,108.0,46.1,11.91,RUN
2023-10-26 10:14:09,P-Usine_A-000131,3.62,85.4,46.4,14.6,RUN
2023-10-26 10:14:09,P-Usine_A-000131,3.62,85.4,46.4,14.6,RUN
2023-10-26 10:07:51,P-Usine_A-000132,4.04,84.9,46.3,11.33,RUN
2023-10-26 10:17:31,P-Usine_A-000133,4.04,102.3,45.1,11.99,RUN
2023-10-26 10:15:55,P-Usine_A-000134,4.47,103.9,58.8,14.82,RUN
2023-10-26 10:16:23,P-Usine_A-000135,3.69,107.6,58.7,13.54,RUN
2023-10-26 10:14:31,P-Usine_A-000136,3.85,107.7,56.7,13.97,RUN
2023-10-26 10:21:46,P-Usine_A-000137,4.23,100.0,47.1,13.04,RUN
2023-10-26 10:18:44,P-Usine_A-000138,4.05,81.5,46.0,12.52,RUN
2023-10-26 10:17:50,P-Usine_A-000139,3.78,117.8,59.2,13.27,RUN
2023-10-26 10:19:09,P-Usine_A-000140,3.56,85.8,44.0,13.78,RUN
2023-10-26 10:24:49,P-Usine_A-000141,3.67,112.6,59.4,13.89,RUN
2023-10-26 10:23:22,P-Usine_A-000142,3.7,89.0,41.6,13.21,RUN
2023-10-26 10:24:37,P-Usine_A-000143,4.4,108.0,51.0,14.26,RUN
2023-10-26 10:23:11,P-Usine_A-000144,4.16,99.4,51.6,13.26,RUN
2023-10-26 10:20:40,P-Usine_A-000145,3.52,99.6,42.6,14.25,RUN
2023-10-26 10:22:13,P-Usine_A-000146,3.73,107.9,52.2,10.61,RUN
2023-10-26 10:22:48,P-Usine_A-000147,3.77,89.7,50.0,12.46,RUN
2023-10-26 10:23:35,P-Usine_A-000148,4.48,105.0,56.4,13.78,RUN
2023-10-26 10:34:30,P-Usine_A-000149,4.41,107.3,45.9,13.95,RUN
2023-10-26 10:28:58,P-Usine_A-000150,3.87,84.2,59.6,13.46,RUN
2023-10-26 10:28:58,P-Usine_A-000150,3.87,84.2,59.6,13.46,RUN
2023-10-26 10:36:02,P-Usine_A-000151,3.94,82.6,48.0,10.18,RUN
2023-10-26 10:37:01,P-Usine_A-000152,3.72,104.9,48.6,14.35,RUN
2023-10-26 10:37:57,P-Usine_A-000153,4.48,89.5,47.8,14.61,RUN
2023-10-26 10:33:50,P-Usine_A-000154,3.63,107.3,56.7,12.04,RUN
2023-10-26 10:31:43,P-Usine_A-000155,4.15,111.8,54.1,11.1,RUN
2023-10-26 10:33:43,P-Usine_A-000156,4.14,93.1,55.0,10.75,RUN
2023-10-26 10:42:17,P-Usine_A-000157,4.47,87.3,41.8,12.42,RUN
2023-10-26 10:43:34,P-Usine_A-000158,3.66,119.1,46.6,14.48,RUN
2023-10-26 10:41:28,P-Usine_A-000159,3.66,93.4,43.2,11.97,RUN
2023-10-26 10:44:24,P-Usine_A-000160,3.87,116.3,55.7,14.91,RUN
2023-10-26 10:45:54,P-Usine_A-000161,3.89,82.2,59.3,13.09,RUN
2023-10-26 10:39:40,P-Usine_A-000162,4.2,114.9,51.9,14.27,RUN
2023-10-26 10:39:30,P-Usine_A-000163,3.71,107.8,52.8,13.53,RUN
2023-10-26 10:45:39,P-Usine_A-000164,3.97,112.6,56.0,10.29,RUN
2023-10-26 10:46:53,P-Usine_A-000165,3.81,117.7,45.6,10.27,RUN
2023-10-26 10:43:45,P-Usine_A-000166,4.33,83.1,54.0,14.02,RUN
2023-10-26 10:49:08,P-Usine_A-000167,3.57,85.4,50.5,11.7,RUN
2023-10-26 10:53:08,P-Usine_A-000168,3.92,115.9,51.2,12.78,RUN
2023-10-26 10:46:52,P-Usine_A-000169,4.31,102.7,44.7,13.94,RUN
2023-10-26 10:50:18,P-Usine_A-000170,3.88,85.1,41.3,11.67,RUN
2023-10-26 10:55:24,P-Usine_A-000171,4.04,114.2,46.7,11.46,RUN
2023-10-26 10:57:35,P-Usine_A-000172,4.27,85.5,43.0,10.78,RUN
2023-10-26 10:51:40,P-Usine_A-000173,3.86,89.0,49.4,12.53,RUN
2023-10-26 10:50:33,P-Usine_A-000174,4.08,109.2,45.4,11.15,RUN
2023-10-26 10:59:11,P-Usine_A-000175,4.18,96.6,42.6,12.26,RUN
2023-10-26 10:54:54,P-Usine_A-000176,4.31,104.6,41.0,14.28,RUN
2023-10-26 11:01:33,P-Usine_A-000177,4.29,115.2,49.4,10.54,RUN
2023-10-26 11:00:22,P-Usine_A-000178,4.45,93.4,59.4,13.15,RUN
2023-10-26 11:00:11,P-Usine_A-000179,4.05,93.4,57.9,10.84,RUN
2023-10-26 11:00:43,P-Usine_A-000180,3.72,118.7,53.0,13.03,RUN
2023-10-26 11:05:38,P-Usine_A-000181,3.51,114.9,52.3,12.6,RUN
2023-10-26 10:59:00,P-Usine_A-000182,4.4,81.0,54.0,10.3,RUN
2023-10-26 10:59:20,P-Usine_A-000183,3.85,109.7,49.8,12.26,RUN
2023-10-26 11:02:37,P-Usine_A-000184,3.64,94.9,59.8,12.64,RUN
2023-10-26 11:01:42,P-Usine_A-000185,4.02,85.8,55.1,12.37,RUN
2023-10-26 11:06:40,P-Usine_A-000186,3.86,108.0,43.0,14.75,RUN
2023-10-26 11:12:34,P-Usine_A-000187,4.03,93.7,51.5,13.78,RUN
2023-10-26 11:13:03,P-Usine_A-000188,3.98,81.1,56.6,10.81,RUN
2023-10-26 11:11:40,P-Usine_A-000189,3.71,114.5,41.8,11.91,RUN
2023-10-26 11:12:26,P-Usine_A-000190,3.84,83.1,46.5,13.82,RUN
2023-10-26 11:10:43,P-Usine_A-000191,4.28,97.7,54.4,14.55,RUN
2023-10-26 11:13:28,P-Usine_A-000192,4.22,111.2,50.5,11.06,RUN
2023-10-26 11:08:47,P-Usine_A-000193,4.13,81.1,53.0,10.83,RUN
2023-10-26 11:12:10,P-Usine_A-000194,4.3,119.3,47.2,14.94,RUN
2023-10-26 11:11:27,P-Usine_A-000195,3.88,109.8,45.7,13.99,RUN
2023-10-26 11:14:43,P-Usine_A-000196,3.85,94.4,41.1,12.27,RUN
2023-10-26 11:16:03,P-Usine_A-000197,4.43,115.9,52.2,10.43,RUN
2023-10-26 11:17:39,P-Usine_A-000198,3.97,103.0,54.9,11.73,RUN
2023-10-26 11:22:26,P-Usine_A-000199,3.51,112.9,44.8,12.57,RUN
2023-10-26 11:19:04,P-Usine_A-000200,4.46,85.4,41.9,12.27,RUN
2023-10-26 11:18:08,P-Usine_A-000201,3.61,82.2,47.3,10.82,RUN
2023-10-26 11:25:25,P-Usine_A-000202,4.45,88.7,42.7,10.14,RUN
2023-10-26 11:25:42,P-Usine_A-000203,3.76,117.2,50.2,11.45,RUN
2023-10-26 11:29:35,P-Usine_A-000204,3.92,118.3,55.6,11.23,RUN
2023-10-26 11:22:41,P-Usine_A-000205,3.62,112.9,55.5,12.84,RUN
2023-10-26 11:28:06,P-Usine_A-000206,4.29,111.0,49.9,14.55,RUN
2023-10-26 11:25:46,P-Usine_A-000207,4.5,118.0,58.7,12.35,RUN
2023-10-26 11:31:53,P-Usine_A-000208,4.24,116.8,47.4,12.02,RUN
2023-10-26 11:25:16,P-Usine_A-000209,4.37,116.9,40.5,10.4,RUN
2023-10-26 11:34:27,P-Usine_A-000210,3.97,84.4,60.0,12.05,RUN
2023-10-26 11:28:13,P-Usine_A-000211,4.21,84.6,53.8,12.28,RUN
2023-10-26 11:31:21,P-Usine_A-000212,3.63,108.0,51.3,14.1,RUN
2023-10-26 11:30:26,P-Usine_A-000213,4.48,83.2,53.6,11.51,RUN
2023-10-26 11:34:33,P-Usine_A-000214,999.9,108.6,52.8,10.73,RUN
2023-10-26 11:36:57,P-Usine_A-000215,4.21,100.5,47.7,10.06,RUN
2023-10-26 11:33:22,P-Usine_A-000216,3.73,92.6,51.9,11.19,RUN
2023-10-26 11:36:39,P-Usine_A-000217,3.57,115.8,58.2,13.83,RUN
2023-10-26 11:36:09,P-Usine_A-000218,3.67,111.4,42.3,12.63,RUN
2023-10-26 11:42:47,P-Usine_A-000219,4.28,110.8,54.6,11.96,RUN
2023-10-26 11:39:12,P-Usine_A-000220,3.59,94.1,48.5,12.28,RUN
2023-10-26 11:39:29,P-Usine_A-000221,3.69,102.8,40.3,11.82,RUN
2023-10-26 11:37:07,P-Usine_A-000222,4.08,112.6,51.9,10.12,STOP
2023-10-26 11:38:29,P-Usine_A-000223,4.33,94.1,41.6,12.77,RUN
2023-10-26 11:40:50,P-Usine_A-000224,4.23,85.0,59.5,13.27,RUN
2023-10-26 11:48:59,P-Usine_A-000225,3.64,117.7,43.1,12.67,RUN
2023-10-26 11:48:03,P-Usine_A-000226,3.7,86.7,45.0,13.46,RUN
2023-10-26 11:48:51,P-Usine_A-000227,3.91,90.4,53.1,13.83,RUN
2023-10-26 11:50:51,P-Usine_A-000228,3.97,111.2,48.2,13.4,RUN
2023-10-26 11:52:12,P-Usine_A-000229,4.34,87.7,56.7,13.39,RUN
2023-10-26 11:52:41,P-Usine_A-000230,4.14,106.2,54.0,13.58,RUN
2023-10-26 11:52:42,P-Usine_A-000231,4.13,81.8,46.0,13.39,RUN
2023-10-26 11:50:13,P-Usine_A-000232,3.91,93.1,44.2,12.14,RUN
2023-10-26 11:54:00,P-Usine_A-000233,4.13,80.2,58.1,13.23,RUN
2023-10-26 11:49:05,P-Usine_A-000234,4.13,86.0,58.1,10.8,RUN
2023-10-26 11:57:00,P-Usine_A-000235,4.22,999.9,57.2,10.91,RUN
2023-10-26 11:59:44,P-Usine_A-000236,3.78,107.8,46.4,10.39,RUN
2023-10-26 11:55:17,P-Usine_A-000237,3.79,105.7,999.9,10.2,RUN
2023-10-26 12:01:29,P-Usine_A-000238,3.59,115.1,47.1,13.32,RUN
2023-10-26 12:01:54,P-Usine_A-000239,3.93,108.9,51.4,11.83,STOP
2023-10-26 11:56:38,P-Usine_A-000240,3.86,81.0,55.7,13.33,RUN
2023-10-26 12:03:32,P-Usine_A-000241,3.52,109.0,44.4,14.29,RUN
2023-10-26 12:06:22,P-Usine_A-000242,3.6,118.3,50.6,12.59,RUN
2023-10-26 11:59:09,P-Usine_A-000243,4.36,110.2,51.7,14.28,RUN
2023-10-26 12:05:42,P-Usine_A-000244,4.48,103.4,46.5,13.47,STOP
2023-10-26 12:09:18,P-Usine_A-000245,3.97,90.0,56.5,11.72,RUN
2023-10-26 12:02:00,P-Usine_A-000246,4.05,101.8,56.0,11.6,RUN
2023-10-26 12:11:39,P-Usine_A-000247,3.68,106.8,45.8,11.6,RUN
2023-10-26 12:12:27,P-Usine_A-000248,3.67,87.0,45.5,13.85,RUN
2023-10-26 12:11:04,P-Usine_A-000249,4.32,112.0,40.1,10.85,RUN
2023-10-26 12:11:00,P-Usine_A-000250,999.9,117.7,41.4,12.69,RUN
2023-10-26 12:11:51,P-Usine_A-000251,4.36,111.5,41.0,13.63,RUN
2023-10-26 12:14:44,P-Usine_A-000252,3.98,86.5,49.6,10.79,RUN
2023-10-26 12:08:21,P-Usine_A-000253,4.18,112.4,46.8,13.68,RUN
2023-10-26 12:11:10,P-Usine_A-000254,4.05,85.9,41.9,11.14,STOP
2023-10-26 12:16:01,P-Usine_A-000255,3.79,116.5,56.6,11.25,RUN
2023-10-26 12:20:04,P-Usine_A-000256,4.21,101.1,54.5,11.92,RUN
2023-10-26 12:18:44,P-Usine_A-000257,4.14,102.6,45.8,11.37,RUN
2023-10-26 12:19:17,P-Usine_A-000258,4.43,101.4,51.5,14.94,RUN
2023-10-26 12:23:30,P-Usine_A-000259,4.21,82.6,45.8,14.28,RUN
2023-10-26 12:22:29,P-Usine_A-000260,4.4,113.5,53.8,14.01,RUN
2023-10-26 12:16:55,P-Usine_A-000261,3.62,103.4,41.1,10.84,RUN
2023-10-26 12:20:51,P-Usine_A-000262,4.13,105.6,44.8,14.38,RUN
2023-10-26 12:24:21,P-Usine_A-000263,3.74,101.5,48.0,14.49,RUN
2023-10-26 12:25:30,P-Usine_A-000264,3.55,85.0,49.5,12.6,RUN
2023-10-26 12:27:07,P-Usine_A-000265,3.63,101.1,41.9,13.87,RUN
2023-10-26 12:24:45,P-Usine_A-000266,3.85,97.6,57.0,11.63,RUN
2023-10-26 12:25:19,P-Usine_A-000267,4.27,86.2,54.2,11.96,STOP
2023-10-26 12:24:17,P-Usine_A-000268,4.08,85.0,44.5,11.78,STOP
2023-10-26 12:32:22,P-Usine_A-000269,3.96,84.5,51.4,13.09,RUN
2023-10-26 12:26:11,P-Usine_A-000270,4.41,106.8,40.6,11.93,RUN
2023-10-26 12:33:58,P-Usine_A-000271,3.74,103.0,51.6,12.03,RUN
2023-10-26 12:31:43,P-Usine_A-000272,3.67,101.9,47.0,14.76,RUN
2023-10-26 12:30:10,P-Usine_A-000273,3.56,107.3,57.5,11.08,RUN
2023-10-26 12:36:33,P-Usine_A-000274,4.29,81.6,51.1,13.16,RUN
2023-10-26 12:32:12,P-Usine_A-000275,3.97,107.7,59.7,13.01,RUN
2023-10-26 12:33:41,P-Usine_A-000276,4.1,112.4,43.3,10.42,RUN
2023-10-26 12:32:13,P-Usine_A-000277,3.66,114.5,49.9,10.64,RUN
2023-10-26 12:39:49,P-Usine_A-000278,999.9,114.6,44.7,11.16,RUN
2023-10-26 12:37:43,P-Usine_A-000279,4.35,117.7,52.6,11.73,STOP
2023-10-26 12:44:21,P-Usine_A-000280,3.99,116.3,48.0,12.0,RUN
2023-10-26 12:41:12,P-Usine_A-000281,4.08,111.3,50.2,12.13,RUN
2023-10-26 12:44:27,P-Usine_A-000282,3.62,85.9,51.6,10.35,RUN
2023-10-26 12:47:32,P-Usine_A-000283,3.51,94.0,42.7,12.19,RUN
2023-10-26 12:39:36,P-Usine_A-000284,3.8,98.4,58.9,13.65,RUN
2023-10-26 12:47:34,P-Usine_A-000285,4.2,81.5,46.8,14.95,RUN
2023-10-26 12:43:56,P-Usine_A-000286,4.29,81.0,53.4,13.38,RUN
2023-10-26 12:49:33,P-Usine_A-000287,4.27,104.4,57.8,11.97,STOP
2023-10-26 12:52:10,P-Usine_A-000288,4.0,81.3,48.9,11.95,RUN
2023-10-26 12:49:23,P-Usine_A-000289,4.23,116.0,46.8,10.18,RUN
2023-10-26 12:45:01,P-Usine_A-000290,4.28,100.2,46.7,11.46,RUN
2023-10-26 12:49:56,P-Usine_A-000291,3.68,115.9,43.8,12.17,RUN
2023-10-26 12:50:01,P-Usine_A-000292,3.74,90.2,58.3,12.87,RUN
2023-10-26 12:53:05,P-Usine_A-000293,3.64,101.3,58.9,10.15,RUN
2023-10-26 12:57:18,P-Usine_A-000294,3.73,114.9,46.5,14.33,
2023-10-26 12:49:46,P-Usine_A-000295,4.06,83.0,47.1,10.34,STOP
2023-10-26 12:59:12,P-Usine_A-000296,4.31,81.2,59.1,13.14,RUN
2023-10-26 12:55:32,P-Usine_A-000297,4.25,89.7,40.3,12.49,RUN
2023-10-26 12:55:35,P-Usine_A-000298,4.3,90.1,51.3,10.12,RUN
2023-10-26 13:01:01,P-Usine_A-000299,4.47,115.1,56.4,12.75,RUN
2023-10-26 12:58:53,P-Usine_A-000300,4.14,110.5,45.0,12.87,RUN
2023-10-26 13:01:20,P-Usine_A-000301,999.9,99.0,47.5,13.13,RUN
2023-10-26 12:57:58,,4.47,119.4,44.9,11.81,RUN
2023-10-26 12:59:19,P-Usine_A-000303,4.47,99.0,52.9,12.32,RUN
2023-10-26 13:08:05,P-Usine_A-000304,3.95,113.9,49.2,13.21,RUN
2023-10-26 13:03:53,P-Usine_A-000305,4.09,85.3,57.2,11.85,RUN
2023-10-26 13:05:13,P-Usine_A-000306,4.49,107.0,51.9,10.02,RUN
2023-10-26 13:09:23,P-Usine_A-000307,3.78,80.3,53.6,10.83,RUN
2023-10-26 13:04:18,P-Usine_A-000308,3.51,113.7,55.4,14.5,RUN
2023-10-26 13:07:59,P-Usine_A-000309,4.27,109.9,45.0,13.41,RUN
