timestamp,part_id,final_angle_measure,visual_score,is_conform,rebut_reason
2023-10-26 10:24:55,P-Usine_A-000145,90.39,6,1,
2023-10-26 10:23:52,P-Usine_A-000146,91.26,6,1,
2023-10-26 10:23:52,P-Usine_A-000146,91.26,6,1,
2023-10-26 10:23:39,P-Usine_A-000147,89.09,5,1,
2023-10-26 10:30:04,P-Usine_A-000148,90.22,2,0,Visual Defect
2023-10-26 10:28:26,P-Usine_A-000149,89.56,1,0,Visual Defect
2023-10-26 10:34:46,P-Usine_A-000150,88.99,9,1,
2023-10-26 10:33:57,P-Usine_A-000151,90.95,5,1,
2023-10-26 10:30:34,P-Usine_A-000152,90.09,7,1,
2023-10-26 10:31:29,P-Usine_A-000153,89.42,3,0,Visual Defect
2023-10-26 10:30:13,P-Usine_A-000154,89.1,10,1,
2023-10-26 10:39:30,P-Usine_A-000155,90.32,3,0,Visual Defect
2023-10-26 10:31:59,P-Usine_A-000156,89.68,2,0,Visual Defect
2023-10-26 10:40:51,P-Usine_A-000157,89.65,4,1,
2023-10-26 10:43:29,P-Usine_A-000158,89.58,9,1,
2023-10-26 10:41:57,P-Usine_A-000159,89.57,7,1,
2023-10-26 10:37:57,P-Usine_A-000160,89.91,9,1,
2023-10-26 10:44:06,P-Usine_A-000161,90.37,1,0,Visual Defect
2023-10-26 10:44:59,P-Usine_A-000162,90.04,5,1,
2023-10-26 10:48:40,P-Usine_A-000163,89.66,9,1,999.9
2023-10-26 10:45:58,P-Usine_A-000164,90.15,5,1,
2023-10-26 10:45:45,P-Usine_A-000165,90.15,9,1,
2023-10-26 10:50:41,P-Usine_A-000166,91.11,7,1,
2023-10-26 10:50:27,P-Usine_A-000167,90.06,2,0,Visual Defect
2023-10-26 10:48:02,P-Usine_A-000168,90.01,9,1,
2023-10-26 10:46:05,P-Usine_A-000169,89.57,5,1,
2023-10-26 10:51:24,P-Usine_A-000170,89.59,5,1,
2023-10-26 10:54:40,P-Usine_A-000171,89.88,1,0,Visual Defect
2023-10-26 10:57:22,P-Usine_A-000172,90.79,8,1,
2023-10-26 10:56:52,P-Usine_A-000173,89.56,4,1,
2023-10-26 10:50:06,P-Usine_A-000174,89.57,6,1,
2023-10-26 10:58:55,P-Usine_A-000175,90.91,,0,Visual Defect
2023-10-26 10:58:27,P-Usine_A-000176,90.32,5,1,
2023-10-26 11:01:28,P-Usine_A-000177,90.65,5,1,
2023-10-26 11:01:39,P-Usine_A-000178,90.87,4,1,
2023-10-26 10:56:08,P-Usine_A-000179,89.71,1,0,Visual Defect
2023-10-26 10:56:11,P-Usine_A-000180,90.21,10,1,
2023-10-26 10:56:55,P-Usine_A-000181,90.37,6,1,
2023-10-26 10:58:01,P-Usine_A-000182,90.27,1,0,Visual Defect
2023-10-26 11:02:19,P-Usine_A-000183,91.32,1,0,Visual Defect
2023-10-26 11:05:38,P-Usine_A-000184,89.54,10,1,
2023-10-26 11:10:06,P-Usine_A-000185,90.35,2,0,Visual Defect
2023-10-26 11:10:06,P-Usine_A-000185,90.35,2,0,Visual Defect
2023-10-26 11:04:39,P-Usine_A-000186,88.89,10,1,
2023-10-26 11:10:55,P-Usine_A-000187,89.93,4,1,
,P-Usine_A-000188,90.24,9,1,
2023-10-26 11:05:26,P-Usine_A-000189,90.01,3,0,Visual Defect
2023-10-26 11:14:49,P-Usine_A-000190,90.67,1,0,Visual Defect
2023-10-26 11:06:50,P-Usine_A-000191,89.91,5,1,
2023-10-26 11:09:34,P-Usine_A-000192,90.6,1,0,Visual Defect
2023-10-26 11:12:07,P-Usine_A-000193,90.71,2,0,Visual Defect
2023-10-26 11:16:00,P-Usine_A-000194,90.24,8,1,
2023-10-26 11:11:08,P-Usine_A-000195,89.96,9,1,
2023-10-26 11:17:52,P-Usine_A-000196,89.69,6,1,
2023-10-26 11:17:39,P-Usine_A-000197,90.12,5,1,
2023-10-26 11:19:37,P-Usine_A-000198,89.79,3,0,Visual Defect
2023-10-26 11:21:07,P-Usine_A-000199,89.94,6,1,
2023-10-26 11:21:28,P-Usine_A-000200,88.87,2,0,Visual Defect
2023-10-26 11:22:40,P-Usine_A-000201,89.8,7,1,
2023-10-26 11:21:55,P-Usine_A-000202,90.37,2,0,Visual Defect
2023-10-26 11:22:07,P-Usine_A-000203,89.91,1,0,Visual Defect
2023-10-26 11:22:07,P-Usine_A-000203,89.91,1,0,Visual Defect
2023-10-26 11:27:44,P-Usine_A-000204,90.51,3,0,Visual Defect
2023-10-26 11:28:03,P-Usine_A-000205,89.93,9,1,
2023-10-26 11:25:36,P-Usine_A-000206,89.02,6,1,
2023-10-26 11:23:05,P-Usine_A-000207,89.86,9,1,
2023-10-26 11:31:49,P-Usine_A-000208,90.2,3,0,Visual Defect
2023-10-26 11:24:33,P-Usine_A-000209,89.8,9,1,
2023-10-26 11:28:02,P-Usine_A-000210,90.38,9,1,
2023-10-26 11:31:35,P-Usine_A-000211,90.53,6,1,
2023-10-26 11:35:35,P-Usine_A-000212,89.1,8,1,
2023-10-26 11:35:40,P-Usine_A-000213,88.86,6,1,
2023-10-26 11:28:48,P-Usine_A-000214,90.37,1,0,Visual Defect
2023-10-26 11:35:35,P-Usine_A-000215,90.7,1,0,Visual Defect
2023-10-26 11:32:37,P-Usine_A-000216,89.81,4,1,
2023-10-26 11:37:35,P-Usine_A-000217,89.7,3,0,Visual Defect
2023-10-26 11:37:17,P-Usine_A-000218,89.08,9,1,
2023-10-26 11:43:38,P-Usine_A-000219,89.47,8,1,
2023-10-26 11:44:20,P-Usine_A-000220,90.36,3,0,Visual Defect
2023-10-26 11:36:28,P-Usine_A-000221,90.06,4,1,
2023-10-26 11:39:45,P-Usine_A-000222,90.02,8,1,
2023-10-26 11:38:48,P-Usine_A-000223,89.75,5,1,
2023-10-26 11:43:50,P-Usine_A-000224,90.86,4,1,
2023-10-26 11:47:15,P-Usine_A-000225,89.89,5,1,
2023-10-26 11:45:20,P-Usine_A-000226,89.85,2,0,Visual Defect
2023-10-26 11:50:38,P-Usine_A-000227,89.99,10,1,
2023-10-26 11:45:11,P-Usine_A-000228,90.19,3,0,Visual Defect
2023-10-26 11:51:19,P-Usine_A-000229,90.3,3,0,Visual Defect
2023-10-26 11:45:10,P-Usine_A-000230,90.8,7,1,
2023-10-26 11:49:55,P-Usine_A-000231,90.05,8,1,
2023-10-26 11:50:19,P-Usine_A-000232,89.37,4,1,
2023-10-26 11:49:12,P-Usine_A-000233,89.38,8,1,
2023-10-26 11:53:22,P-Usine_A-000234,89.29,9,1,
2023-10-26 11:59:22,P-Usine_A-000235,90.36,5,1,
2023-10-26 11:55:04,P-Usine_A-000236,89.72,9,1,
2023-10-26 11:53:56,P-Usine_A-000237,90.69,3,0,Visual Defect
2023-10-26 12:01:05,P-Usine_A-000238,89.57,3,0,Visual Defect
2023-10-26 11:56:57,P-Usine_A-000239,89.35,7,1,
2023-10-26 11:59:30,P-Usine_A-000240,90.49,8,1,
2023-10-26 12:05:40,P-Usine_A-000241,90.28,5,1,
2023-10-26 12:01:09,P-Usine_A-000242,89.58,6,1,
2023-10-26 12:01:09,P-Usine_A-000242,89.58,6,1,
2023-10-26 12:03:27,P-Usine_A-000243,90.2,6,1,
2023-10-26 12:00:27,P-Usine_A-000244,90.62,1,,Visual Defect
2023-10-26 12:06:12,P-Usine_A-000245,89.31,8,1,
2023-10-26 12:03:46,P-Usine_A-000246,90.07,8,1,
2023-10-26 12:06:19,P-Usine_A-000247,89.76,4,1,
2023-10-26 12:12:35,P-Usine_A-000248,89.78,10,1,
2023-10-26 12:05:25,P-Usine_A-000249,90.35,5,1,
2023-10-26 12:14:15,P-Usine_A-000250,90.49,4,1,
2023-10-26 12:13:17,P-Usine_A-000251,90.42,7,1,
2023-10-26 12:13:17,P-Usine_A-000251,90.42,7,1,
2023-10-26 12:13:48,P-Usine_A-000252,90.39,4,1,
2023-10-26 12:08:51,P-Usine_A-000253,89.75,9,1,
2023-10-26 12:10:17,,90.47,1,0,Visual Defect
2023-10-26 12:16:48,P-Usine_A-000255,90.92,9,1,
2023-10-26 12:14:06,P-Usine_A-000256,89.44,7,1,
2023-10-26 12:16:35,P-Usine_A-000257,89.63,5,1,
2023-10-26 12:21:15,P-Usine_A-000258,90.05,6,1,
2023-10-26 12:23:25,P-Usine_A-000259,90.95,3,0,Visual Defect
2023-10-26 12:23:20,P-Usine_A-000260,90.4,9,1,
2023-10-26 12:16:17,P-Usine_A-000261,89.9,2,0,Visual Defect
2023-10-26 12:26:37,P-Usine_A-000262,89.34,2,0,Visual Defect
2023-10-26 12:19:51,P-Usine_A-000263,90.16,7,1,
2023-10-26 12:28:59,P-Usine_A-000264,89.82,10,1,
2023-10-26 12:20:15,P-Usine_A-000265,89.92,1,0,Visual Defect
2023-10-26 12:28:24,P-Usine_A-000266,90.25,4,1,
2023-10-26 12:24:11,P-Usine_A-000267,89.24,1,0,Visual Defect
2023-10-26 12:30:39,P-Usine_A-000268,999.9,1,0,Visual Defect
2023-10-26 12:27:10,P-Usine_A-000269,89.41,2,0,Visual Defect
2023-10-26 12:30:05,P-Usine_A-000270,89.95,8,1,
2023-10-26 12:26:12,P-Usine_A-000271,89.89,5,1,
2023-10-26 12:28:44,P-Usine_A-000272,90.0,3,999.9,Visual Defect
2023-10-26 12:28:22,P-Usine_A-000273,89.62,8,1,
2023-10-26 12:30:27,P-Usine_A-000274,89.52,3,0,Visual Defect
2023-10-26 12:35:42,P-Usine_A-000275,89.7,1,0,Visual Defect
2023-10-26 12:36:18,P-Usine_A-000276,90.52,6,1,
2023-10-26 12:32:48,P-Usine_A-000277,89.85,6,1,
2023-10-26 12:39:17,P-Usine_A-000278,90.32,5,1,
2023-10-26 12:36:41,P-Usine_A-000279,89.39,10,1,
2023-10-26 12:36:59,P-Usine_A-000280,89.82,3,0,
2023-10-26 12:38:28,P-Usine_A-000281,90.64,3,0,Visual Defect
2023-10-26 12:44:37,P-Usine_A-000282,89.7,8,1,
2023-10-26 12:44:37,P-Usine_A-000282,89.7,8,1,
2023-10-26 12:44:02,P-Usine_A-000283,89.21,3,0,Visual Defect
2023-10-26 12:42:25,P-Usine_A-000284,89.9,2,0,Visual Defect
2023-10-26 12:48:26,P-Usine_A-000285,89.77,6,1,
2023-10-26 12:44:42,P-Usine_A-000286,90.45,4,1,
2023-10-26 12:51:23,P-Usine_A-000287,90.07,5,1,
2023-10-26 12:49:00,P-Usine_A-000288,90.21,3,0,Visual Defect
2023-10-26 12:47:18,P-Usine_A-000289,90.12,2,0,Visual Defect
2023-10-26 12:49:48,P-Usine_A-000290,90.02,1,0,Visual Defect
2023-10-26 12:54:52,P-Usine_A-000291,89.75,1,0,Visual Defect
2023-10-26 12:54:40,P-Usine_A-000292,89.84,3,0,Visual Defect
2023-10-26 12:49:15,P-Usine_A-000293,89.7,8,1,
2023-10-26 12:54:46,P-Usine_A-000294,89.29,3,0,Visual Defect
2023-10-26 12:55:36,P-Usine_A-000295,89.44,4,1,
2023-10-26 12:57:18,P-Usine_A-000296,90.92,8,1,
2023-10-26 12:57:25,P-Usine_A-000297,89.85,5,1,
2023-10-26 12:58:17,P-Usine_A-000298,89.84,8,1,
2023-10-26 12:55:14,P-Usine_A-000299,89.29,4,1,
2023-10-26 12:57:07,P-Usine_A-000300,90.6,3,0,Visual Defect
2023-10-26 12:58:21,P-Usine_A-000301,89.47,6,1,
2023-10-26 12:58:30,P-Usine_A-000302,90.42,7,1,
2023-10-26 13:05:19,P-Usine_A-000303,89.41,4,1,
2023-10-26 13:02:29,P-Usine_A-000304,90.03,8,1,
2023-10-26 13:01:26,P-Usine_A-000305,89.21,8,1,
2023-10-26 13:02:34,P-Usine_A-000306,89.95,8,1,
2023-10-26 13:09:34,P-Usine_A-000307,90.22,5,1,
2023-10-26 13:10:41,P-Usine_A-000308,90.37,10,1,
2023-10-26 13:03:33,,89.97,3,0,Visual Defect
2023-10-26 13:05:46,P-Usine_A-000310,89.55,7,1,
2023-10-26 13:07:46,P-Usine_A-000311,90.97,5,1,
2023-10-26 13:07:05,P-Usine_A-000312,89.65,9,1,
2023-10-26 13:12:51,P-Usine_A-000313,89.5,5,1,
2023-10-26 13:09:48,P-Usine_A-000314,90.22,10,1,
2023-10-26 13:10:16,P-Usine_A-000315,90.63,1,0,Visual Defect
2023-10-26 13:15:13,P-Usine_A-000316,89.24,2,0,Visual Defect
2023-10-26 13:20:08,P-Usine_A-000317,90.16,8,1,
2023-10-26 13:19:05,P-Usine_A-000318,90.32,6,1,
2023-10-26 13:22:32,P-Usine_A-000319,90.96,3,0,
2023-10-26 13:22:14,P-Usine_A-000320,89.98,5,1,
2023-10-26 13:22:14,P-Usine_A-000320,89.98,5,1,
2023-10-26 13:17:38,P-Usine_A-000321,89.67,10,1,
2023-10-26 13:23:13,P-Usine_A-000322,89.8,9,1,
2023-10-26 13:26:42,P-Usine_A-000323,89.92,10,1,
2023-10-26 13:27:00,P-Usine_A-000324,90.11,7,1,
2023-10-26 13:28:29,P-Usine_A-000325,89.83,5,1,
2023-10-26 13:23:51,P-Usine_A-000326,90.26,10,1,
2023-10-26 13:24:32,P-Usine_A-000327,89.69,1,0,Visual Defect
2023-10-26 13:22:46,P-Usine_A-000328,90.96,7,1,
2023-10-26 13:26:17,P-Usine_A-000329,90.71,3,0,Visual Defect
2023-10-26 13:31:17,P-Usine_A-000330,90.4,10,1,
2023-10-26 13:26:05,P-Usine_A-000331,89.69,10,1,
2023-10-26 13:27:21,P-Usine_A-000332,89.28,7,1,
2023-10-26 13:35:02,P-Usine_A-000333,90.67,9,1,
2023-10-26 13:29:19,P-Usine_A-000334,90.85,4,1,
2023-10-26 13:33:42,P-Usine_A-000335,90.52,7,1,
2023-10-26 13:35:11,P-Usine_A-000336,90.45,8,1,
2023-10-26 13:35:11,P-Usine_A-000336,90.45,8,1,
2023-10-26 13:32:51,P-Usine_A-000337,90.12,5,1,
2023-10-26 13:37:40,P-Usine_A-000338,90.1,5,1,
2023-10-26 13:43:36,P-Usine_A-000339,90.44,8,1,
2023-10-26 13:39:12,P-Usine_A-000340,90.4,2,0,Visual Defect
2023-10-26 13:44:30,P-Usine_A-000341,89.41,3,0,Visual Defect
2023-10-26 13:44:30,P-Usine_A-000341,89.41,3,0,Visual Defect
2023-10-26 13:41:14,P-Usine_A-000342,89.17,1,0,Visual Defect
2023-10-26 13:46:00,P-Usine_A-000343,89.83,1,0,Visual Defect
2023-10-26 13:45:44,P-Usine_A-000344,90.08,5,1,
2023-10-26 13:46:34,P-Usine_A-000345,90.34,9,,
2023-10-26 13:45:35,P-Usine_A-000346,89.59,2,0,Visual Defect
2023-10-26 13:49:10,P-Usine_A-000347,90.01,2,0,Visual Defect
2023-10-26 13:49:50,P-Usine_A-000348,90.64,8,1,
2023-10-26 13:45:08,P-Usine_A-000349,89.57,5,999.9,
2023-10-26 13:46:29,P-Usine_A-000350,88.68,6,1,
2023-10-26 13:48:37,P-Usine_A-000351,89.77,4,1,
2023-10-26 13:48:50,P-Usine_A-000352,89.92,9,1,
2023-10-26 13:53:40,P-Usine_A-000353,90.11,6,1,
2023-10-26 13:58:33,P-Usine_A-000354,90.51,5,1,
2023-10-26 13:58:12,P-Usine_A-000355,89.4,5,1,
2023-10-26 13:54:31,P-Usine_A-000356,90.96,6,1,
2023-10-26 13:57:38,P-Usine_A-000357,90.12,1,0,Visual Defect
2023-10-26 14:00:54,P-Usine_A-000358,89.93,5,1,
2023-10-26 13:59:29,P-Usine_A-000359,90.02,6,1,
2023-10-26 13:59:28,P-Usine_A-000360,90.19,10,1,
2023-10-26 14:05:32,P-Usine_A-000361,90.48,5,1,
2023-10-26 13:57:13,P-Usine_A-000362,89.85,5,1,
2023-10-26 14:04:29,P-Usine_A-000363,89.14,1,0,Visual Defect
2023-10-26 14:00:25,P-Usine_A-000364,89.93,2,0,Visual Defect
2023-10-26 14:09:28,P-Usine_A-000365,90.65,2,0,Visual Defect
2023-10-26 14:10:48,P-Usine_A-000366,89.5,8,1,
2023-10-26 14:07:23,P-Usine_A-000367,90.14,7,1,
2023-10-26 14:08:21,P-Usine_A-000368,90.0,9,1,
2023-10-26 14:05:30,P-Usine_A-000369,90.07,1,0,Visual Defect
2023-10-26 14:06:21,P-Usine_A-000370,89.91,1,0,Visual Defect
2023-10-26 14:13:54,P-Usine_A-000371,89.64,9,1,
2023-10-26 14:15:24,P-Usine_A-000372,90.77,9,1,
2023-10-26 14:10:11,P-Usine_A-000373,90.61,1,0,Visual Defect
2023-10-26 14:11:42,P-Usine_A-000374,89.41,5,1,
2023-10-26 14:12:53,P-Usine_A-000375,90.15,1,0,Visual Defect
2023-10-26 14:18:09,P-Usine_A-000376,90.67,6,1,
2023-10-26 14:11:55,P-Usine_A-000377,89.93,2,0,Visual Defect
2023-10-26 14:21:06,P-Usine_A-000378,89.52,6,1,
2023-10-26 14:15:09,P-Usine_A-000379,89.75,5,1,
2023-10-26 14:21:50,P-Usine_A-000380,89.66,3,0,Visual Defect
2023-10-26 14:21:50,P-Usine_A-000380,89.66,3,0,Visual Defect
