timestamp,batch_id,oven_temp_c,immersion_time_sec,coating_thickness_um,energy_kwh
2023-10-26 09:55:09,B-Usine_A-0012,443.5,203.0,85.5,17.54
2023-10-26 09:56:04,B-Usine_A-0012,440.9,189.0,91.6,21.1
2023-10-26 09:51:27,B-Usine_A-0012,452.4,190.0,94.5,22.02
2023-10-26 09:58:50,B-Usine_A-0012,459.3,212.0,94.5,20.81
2023-10-26 09:58:55,B-Usine_A-0012,452.4,182.0,107.3,18.25
2023-10-26 09:59:20,B-Usine_A-0012,459.9,194.0,110.5,23.1
2023-10-26 10:02:21,B-Usine_A-0012,448.7,205.0,97.9,16.76
2023-10-26 09:57:09,B-Usine_A-0012,458.1,210.0,101.6,
2023-10-26 10:02:03,B-Usine_A-0012,459.7,210.0,103.1,24.61
2023-10-26 10:03:07,B-Usine_A-0013,454.1,191.0,108.9,20.27
2023-10-26 10:06:38,B-Usine_A-0013,452.0,238.0,86.6,20.13
2023-10-26 10:05:02,B-Usine_A-0013,440.2,185.0,97.1,17.83
2023-10-26 10:03:32,B-Usine_A-0013,452.2,205.0,110.3,17.31
2023-10-26 10:03:32,B-Usine_A-0013,452.2,205.0,110.3,17.31
2023-10-26 10:07:32,B-Usine_A-0013,443.3,193.0,103.4,23.16
2023-10-26 10:04:40,B-Usine_A-0013,445.6,190.0,90.0,24.46
2023-10-26 10:11:06,B-Usine_A-0013,452.9,237.0,114.5,24.27
2023-10-26 10:07:00,B-Usine_A-0013,453.2,206.0,115.8,16.12
2023-10-26 10:07:23,B-Usine_A-0013,441.3,199.0,116.3,19.83
2023-10-26 10:12:54,B-Usine_A-0013,454.4,188.0,111.1,23.87
2023-10-26 10:07:32,B-Usine_A-0014,442.9,184.0,110.7,18.75
2023-10-26 10:07:32,B-Usine_A-0014,442.9,184.0,110.7,18.75
2023-10-26 10:12:52,B-Usine_A-0014,450.2,222.0,118.1,16.16
2023-10-26 10:17:44,B-Usine_A-0014,448.9,224.0,116.7,22.9
2023-10-26 10:09:41,B-Usine_A-0014,457.5,214.0,115.5,15.74
2023-10-26 10:13:26,B-Usine_A-0014,442.0,219.0,113.2,16.1
2023-10-26 10:12:28,B-Usine_A-0014,457.6,236.0,80.4,15.74
2023-10-26 10:20:16,B-Usine_A-0014,453.6,185.0,114.2,22.63
2023-10-26 10:15:48,B-Usine_A-0014,452.9,184.0,96.2,18.45
2023-10-26 10:14:31,B-Usine_A-0014,440.7,188.0,119.8,19.92
2023-10-26 10:25:18,B-Usine_A-0014,455.2,190.0,102.2,15.83
2023-10-26 10:24:01,B-Usine_A-0015,452.1,199.0,115.9,22.19
2023-10-26 10:23:17,B-Usine_A-0015,450.2,209.0,94.2,18.42
2023-10-26 10:23:36,B-Usine_A-0015,447.5,233.0,99.0,19.6
2023-10-26 10:22:44,B-Usine_A-0015,457.2,216.0,116.0,19.31
2023-10-26 10:26:31,B-Usine_A-0015,451.2,223.0,89.7,19.56
2023-10-26 10:25:44,B-Usine_A-0015,459.9,187.0,82.5,20.55
2023-10-26 10:25:13,B-Usine_A-0015,457.7,222.0,99.8,23.29
2023-10-26 10:28:22,B-Usine_A-0015,453.6,217.0,85.0,17.93
2023-10-26 10:28:22,B-Usine_A-0015,453.6,217.0,85.0,17.93
2023-10-26 10:24:38,B-Usine_A-0015,446.7,199.0,113.5,24.31
2023-10-26 10:34:36,B-Usine_A-0015,459.1,188.0,109.6,16.32
2023-10-26 10:28:01,B-Usine_A-0016,440.6,196.0,116.0,24.33
2023-10-26 10:30:01,B-Usine_A-0016,443.9,204.0,90.5,15.11
2023-10-26 10:31:18,B-Usine_A-0016,459.8,200.0,93.8,19.35
2023-10-26 10:36:16,B-Usine_A-0016,458.9,207.0,102.4,15.96
2023-10-26 10:39:20,B-Usine_A-0016,456.1,215.0,102.0,17.2
2023-10-26 10:32:57,B-Usine_A-0016,459.4,213.0,113.1,15.11
2023-10-26 10:40:51,B-Usine_A-0016,457.1,224.0,87.7,19.98
2023-10-26 10:36:43,B-Usine_A-0016,448.5,193.0,81.2,15.46
2023-10-26 10:36:45,B-Usine_A-0016,454.7,192.0,110.7,23.38
2023-10-26 10:44:40,B-Usine_A-0016,446.2,234.0,116.8,22.37
2023-10-26 10:42:32,B-Usine_A-0017,458.3,190.0,89.7,19.66
2023-10-26 10:45:31,B-Usine_A-0017,443.1,224.0,112.7,21.27
2023-10-26 10:47:32,B-Usine_A-0017,456.3,215.0,80.7,23.65
2023-10-26 10:41:28,B-Usine_A-0017,443.6,226.0,95.7,21.06
2023-10-26 10:43:32,B-Usine_A-0017,450.2,183.0,102.7,15.82
2023-10-26 10:50:21,B-Usine_A-0017,,213.0,89.8,17.06
2023-10-26 10:45:21,B-Usine_A-0017,455.6,194.0,81.8,18.41
2023-10-26 10:53:24,B-Usine_A-0017,454.7,223.0,111.2,18.8
2023-10-26 10:50:49,B-Usine_A-0017,451.1,199.0,106.3,21.74
2023-10-26 10:54:42,B-Usine_A-0017,458.7,233.0,105.1,17.94
2023-10-26 10:49:55,B-Usine_A-0018,457.0,229.0,104.1,24.87
2023-10-26 10:49:19,B-Usine_A-0018,445.1,195.0,106.7,21.98
2023-10-26 10:57:57,B-Usine_A-0018,455.6,206.0,112.9,18.52
2023-10-26 10:51:43,B-Usine_A-0018,445.0,182.0,84.7,22.45
2023-10-26 10:55:23,B-Usine_A-0018,444.1,186.0,112.8,20.31
2023-10-26 10:56:41,B-Usine_A-0018,446.2,191.0,82.4,20.11
2023-10-26 10:59:51,B-Usine_A-0018,447.6,205.0,119.2,19.62
2023-10-26 11:01:28,B-Usine_A-0018,442.7,198.0,118.8,17.2
2023-10-26 10:59:47,B-Usine_A-0018,455.1,218.0,115.8,17.87
2023-10-26 11:02:49,B-Usine_A-0018,459.9,181.0,98.2,24.83
2023-10-26 10:59:52,B-Usine_A-0019,442.1,180.0,93.1,19.13
2023-10-26 11:00:20,B-Usine_A-0019,454.3,214.0,106.8,15.52
2023-10-26 10:59:04,B-Usine_A-0019,443.7,205.0,97.3,16.84
2023-10-26 11:06:06,B-Usine_A-0019,454.2,216.0,94.1,16.59
2023-10-26 11:03:53,B-Usine_A-0019,,194.0,96.1,22.67
2023-10-26 11:04:55,B-Usine_A-0019,455.4,209.0,102.1,22.64
2023-10-26 11:10:47,B-Usine_A-0019,441.3,225.0,95.2,16.79
2023-10-26 11:04:48,B-Usine_A-0019,456.6,188.0,80.7,24.23
2023-10-26 11:09:53,B-Usine_A-0019,448.0,227.0,94.2,15.24
2023-10-26 11:08:30,B-Usine_A-0019,450.3,227.0,80.8,18.0
2023-10-26 11:11:15,B-Usine_A-0020,443.9,226.0,99.8,16.56
2023-10-26 11:10:36,B-Usine_A-0020,456.2,216.0,109.9,18.07
2023-10-26 11:08:50,B-Usine_A-0020,441.4,235.0,103.7,21.31
2023-10-26 11:15:08,B-Usine_A-0020,458.5,183.0,107.8,21.96
2023-10-26 11:12:11,B-Usine_A-0020,446.0,206.0,91.4,17.27
2023-10-26 11:16:01,B-Usine_A-0020,447.9,219.0,117.5,20.3
2023-10-26 11:14:31,B-Usine_A-0020,455.7,197.0,84.7,21.45
2023-10-26 11:21:04,B-Usine_A-0020,450.7,204.0,88.5,18.28
2023-10-26 11:18:09,B-Usine_A-0020,458.5,223.0,119.0,21.2
2023-10-26 11:24:22,B-Usine_A-0020,443.8,217.0,83.6,21.16
2023-10-26 11:23:59,B-Usine_A-0021,447.2,218.0,83.5,16.38
2023-10-26 11:22:04,B-Usine_A-0021,450.1,199.0,90.7,19.33
2023-10-26 11:26:04,B-Usine_A-0021,458.8,222.0,91.5,24.05
2023-10-26 11:27:30,B-Usine_A-0021,455.0,210.0,114.5,15.11
2023-10-26 11:25:56,B-Usine_A-0021,445.9,210.0,83.4,16.91
2023-10-26 11:25:56,B-Usine_A-0021,445.9,210.0,83.4,16.91
2023-10-26 11:22:43,B-Usine_A-0021,457.6,186.0,112.4,23.47
2023-10-26 11:24:42,B-Usine_A-0021,452.8,231.0,111.0,20.62
2023-10-26 11:31:42,B-Usine_A-0021,446.6,230.0,105.4,18.25
2023-10-26 11:26:32,B-Usine_A-0021,453.6,195.0,97.3,23.4
2023-10-26 11:26:04,B-Usine_A-0021,450.6,999.9,97.7,19.46
2023-10-26 11:27:21,B-Usine_A-0022,458.4,211.0,116.2,20.89
2023-10-26 11:34:27,B-Usine_A-0022,445.1,225.0,81.8,20.04
2023-10-26 11:32:22,B-Usine_A-0022,447.3,225.0,105.3,19.36
2023-10-26 11:36:43,B-Usine_A-0022,451.1,216.0,85.7,23.24
2023-10-26 11:31:38,B-Usine_A-0022,446.0,224.0,91.4,18.82
2023-10-26 11:37:08,B-Usine_A-0022,457.9,209.0,110.8,16.13
2023-10-26 11:37:08,B-Usine_A-0022,457.9,209.0,110.8,16.13
2023-10-26 11:34:49,B-Usine_A-0022,445.1,229.0,114.9,22.83
2023-10-26 11:34:19,B-Usine_A-0022,440.9,197.0,94.2,20.3
2023-10-26 11:37:11,B-Usine_A-0022,448.7,229.0,97.5,
2023-10-26 11:44:21,B-Usine_A-0022,444.3,218.0,110.6,16.62
2023-10-26 11:41:08,B-Usine_A-0023,452.6,201.0,87.8,15.99
2023-10-26 11:37:30,B-Usine_A-0023,454.2,200.0,102.4,
2023-10-26 11:40:01,B-Usine_A-0023,454.6,202.0,115.9,23.07
2023-10-26 11:40:18,B-Usine_A-0023,445.4,207.0,97.6,24.15
2023-10-26 11:40:18,B-Usine_A-0023,445.4,207.0,97.6,24.15
2023-10-26 11:46:26,B-Usine_A-0023,457.4,207.0,106.4,24.74
2023-10-26 11:42:18,B-Usine_A-0023,456.8,208.0,100.3,15.29
2023-10-26 11:43:56,B-Usine_A-0023,449.7,207.0,119.7,18.7
2023-10-26 11:44:40,B-Usine_A-0023,455.3,184.0,97.7,18.1
2023-10-26 11:52:45,B-Usine_A-0023,449.5,214.0,115.5,18.3
2023-10-26 11:45:02,B-Usine_A-0023,447.3,180.0,118.1,16.28
2023-10-26 11:48:12,B-Usine_A-0024,450.6,184.0,104.3,20.97
2023-10-26 11:53:38,B-Usine_A-0024,450.0,209.0,112.0,24.63
2023-10-26 11:53:21,B-Usine_A-0024,457.3,204.0,113.4,21.69
2023-10-26 11:54:34,B-Usine_A-0024,444.3,224.0,96.9,17.29
2023-10-26 11:52:01,B-Usine_A-0024,455.6,240.0,119.1,15.18
2023-10-26 11:54:22,B-Usine_A-0024,455.2,233.0,106.0,21.31
2023-10-26 11:55:35,B-Usine_A-0024,440.0,229.0,91.2,19.92
2023-10-26 11:56:26,B-Usine_A-0024,440.9,211.0,89.4,16.52
2023-10-26 11:56:59,B-Usine_A-0024,441.7,217.0,113.3,18.49
2023-10-26 12:01:34,B-Usine_A-0024,458.2,226.0,104.5,21.33
2023-10-26 12:03:04,B-Usine_A-0025,452.9,196.0,91.0,19.45
2023-10-26 11:58:22,B-Usine_A-0025,454.9,188.0,113.0,16.39
2023-10-26 12:03:27,B-Usine_A-0025,447.0,999.9,113.2,23.3
2023-10-26 12:03:12,B-Usine_A-0025,443.8,224.0,103.2,23.06
2023-10-26 12:05:52,B-Usine_A-0025,446.3,212.0,81.3,16.61
2023-10-26 12:06:12,B-Usine_A-0025,449.3,184.0,110.1,22.6
2023-10-26 12:08:47,B-Usine_A-0025,441.3,233.0,113.3,17.86
2023-10-26 12:07:41,B-Usine_A-0025,459.1,222.0,87.0,16.21
2023-10-26 12:13:45,B-Usine_A-0025,443.9,182.0,111.3,24.26
2023-10-26 12:10:43,B-Usine_A-0025,440.7,193.0,104.5,23.34
2023-10-26 12:10:17,B-Usine_A-0026,459.9,219.0,101.4,15.55
2023-10-26 12:11:40,B-Usine_A-0026,458.6,230.0,88.4,24.56
2023-10-26 12:16:26,B-Usine_A-0026,450.5,229.0,89.3,15.71
2023-10-26 12:10:02,B-Usine_A-0026,458.8,,80.4,21.99
2023-10-26 12:16:26,B-Usine_A-0026,452.6,207.0,96.3,20.18
2023-10-26 12:15:28,B-Usine_A-0026,441.8,200.0,105.9,16.58
2023-10-26 12:15:18,B-Usine_A-0026,999.9,183.0,92.4,21.4
2023-10-26 12:13:44,B-Usine_A-0026,446.5,209.0,85.3,23.31
2023-10-26 12:23:49,B-Usine_A-0026,453.0,193.0,96.1,21.04
2023-10-26 12:18:01,B-Usine_A-0026,448.5,196.0,94.7,23.18
2023-10-26 12:19:58,B-Usine_A-0027,456.0,236.0,80.5,22.94
2023-10-26 12:21:35,B-Usine_A-0027,458.5,210.0,90.2,18.8
2023-10-26 12:19:28,B-Usine_A-0027,453.7,195.0,119.0,15.28
2023-10-26 12:24:47,B-Usine_A-0027,446.2,228.0,109.6,22.7
2023-10-26 12:20:20,B-Usine_A-0027,443.3,218.0,89.6,15.79
2023-10-26 12:30:07,B-Usine_A-0027,440.1,210.0,114.7,24.45
2023-10-26 12:31:39,B-Usine_A-0027,448.3,213.0,105.7,23.11
2023-10-26 12:23:43,B-Usine_A-0027,455.9,212.0,104.0,15.37
2023-10-26 12:31:42,B-Usine_A-0027,449.5,186.0,116.2,17.8
2023-10-26 12:27:44,B-Usine_A-0027,443.7,,87.1,20.02
2023-10-26 12:34:54,B-Usine_A-0028,446.0,237.0,115.7,22.3
2023-10-26 12:27:34,B-Usine_A-0028,454.1,180.0,115.9,23.37
2023-10-26 12:36:46,B-Usine_A-0028,457.7,209.0,88.3,999.9
2023-10-26 12:33:49,B-Usine_A-0028,445.3,220.0,109.2,20.17
2023-10-26 12:32:24,B-Usine_A-0028,456.0,210.0,88.5,22.66
2023-10-26 12:40:53,B-Usine_A-0028,458.0,233.0,85.9,16.57
2023-10-26 12:34:58,B-Usine_A-0028,457.4,224.0,90.2,15.4
2023-10-26 12:36:08,B-Usine_A-0028,443.7,202.0,88.1,16.52
2023-10-26 12:39:10,B-Usine_A-0028,446.7,227.0,111.2,19.54
2023-10-26 12:39:10,B-Usine_A-0028,446.7,227.0,111.2,19.54
2023-10-26 12:42:35,B-Usine_A-0028,458.3,196.0,98.9,19.18
2023-10-26 12:43:27,B-Usine_A-0029,448.4,216.0,92.7,22.19
2023-10-26 12:37:53,B-Usine_A-0029,451.9,221.0,87.7,17.52
2023-10-26 12:37:53,B-Usine_A-0029,451.9,221.0,87.7,17.52
2023-10-26 12:43:02,B-Usine_A-0029,458.5,188.0,89.7,15.73
2023-10-26 12:43:06,B-Usine_A-0029,445.5,182.0,118.7,19.19
2023-10-26 12:45:15,B-Usine_A-0029,443.1,206.0,116.9,17.43
2023-10-26 12:42:38,B-Usine_A-0029,450.2,182.0,100.2,24.29
2023-10-26 12:42:31,B-Usine_A-0029,452.0,183.0,110.9,23.4
2023-10-26 12:48:03,B-Usine_A-0029,459.4,186.0,111.5,22.6
2023-10-26 12:49:35,B-Usine_A-0029,459.8,225.0,,24.36
2023-10-26 12:54:33,B-Usine_A-0029,444.8,238.0,104.6,16.84
2023-10-26 12:49:18,B-Usine_A-0030,446.0,180.0,106.3,22.36
2023-10-26 12:54:59,B-Usine_A-0030,456.1,210.0,94.9,19.22
2023-10-26 12:57:31,B-Usine_A-0030,444.7,222.0,106.8,24.53
2023-10-26 12:58:17,B-Usine_A-0030,440.0,205.0,93.7,24.72
2023-10-26 12:55:51,B-Usine_A-0030,445.3,227.0,90.8,21.39
2023-10-26 12:56:53,B-Usine_A-0030,444.4,218.0,,22.06
2023-10-26 12:59:36,B-Usine_A-0030,456.7,224.0,118.4,19.54
2023-10-26 12:58:45,B-Usine_A-0030,450.3,224.0,114.2,21.08
2023-10-26 13:00:14,B-Usine_A-0030,458.7,183.0,93.8,18.83
2023-10-26 12:57:03,B-Usine_A-0030,445.5,224.0,81.3,15.09
2023-10-26 13:04:44,B-Usine_A-0031,451.1,214.0,90.6,15.64
2023-10-26 13:03:40,B-Usine_A-0031,443.1,193.0,116.7,15.18
2023-10-26 13:03:51,B-Usine_A-0031,448.7,211.0,113.1,23.1
2023-10-26 13:03:25,B-Usine_A-0031,446.4,,88.1,18.9
2023-10-26 13:08:18,B-Usine_A-0031,444.2,224.0,104.0,15.89
2023-10-26 13:01:17,B-Usine_A-0031,454.3,239.0,118.9,18.19
2023-10-26 13:02:15,B-Usine_A-0031,457.2,236.0,101.8,22.48
2023-10-26 13:08:33,B-Usine_A-0031,441.7,200.0,84.2,24.61
2023-10-26 13:08:33,B-Usine_A-0031,441.7,200.0,84.2,24.61
2023-10-26 13:09:13,B-Usine_A-0031,457.7,239.0,81.5,20.11
2023-10-26 13:12:13,B-Usine_A-0031,452.3,209.0,109.9,15.59
2023-10-26 13:07:23,B-Usine_A-0032,440.3,206.0,108.5,16.02
2023-10-26 13:06:38,B-Usine_A-0032,447.6,183.0,117.5,21.09
2023-10-26 13:14:40,B-Usine_A-0032,444.0,208.0,102.4,22.44
2023-10-26 13:15:27,B-Usine_A-0032,446.8,199.0,106.9,999.9
2023-10-26 13:18:47,B-Usine_A-0032,448.3,233.0,106.7,24.32
2023-10-26 13:16:25,B-Usine_A-0032,455.5,180.0,105.2,22.13
2023-10-26 13:13:10,B-Usine_A-0032,457.0,212.0,116.3,16.55
2023-10-26 13:19:50,B-Usine_A-0032,457.8,229.0,105.7,18.07
2023-10-26 13:14:27,B-Usine_A-0032,459.7,208.0,105.8,20.12
2023-10-26 13:18:29,B-Usine_A-0032,445.2,208.0,102.3,24.69
2023-10-26 13:20:33,B-Usine_A-0033,444.1,217.0,109.2,19.17
2023-10-26 13:22:56,B-Usine_A-0033,441.5,222.0,82.2,21.26
2023-10-26 13:25:48,B-Usine_A-0033,459.8,999.9,93.0,16.1
2023-10-26 13:27:52,B-Usine_A-0033,442.4,203.0,96.8,22.95
2023-10-26 13:23:12,B-Usine_A-0033,444.5,222.0,103.2,23.32
2023-10-26 13:25:07,B-Usine_A-0033,449.9,220.0,112.9,24.76
2023-10-26 13:21:52,B-Usine_A-0033,456.4,197.0,103.5,23.42
2023-10-26 13:30:48,B-Usine_A-0033,457.4,182.0,93.4,22.55
2023-10-26 13:24:18,B-Usine_A-0033,445.2,208.0,104.6,17.0
2023-10-26 13:28:40,B-Usine_A-0033,444.7,205.0,82.2,16.44
2023-10-26 13:32:28,B-Usine_A-0034,455.8,183.0,111.7,22.17
2023-10-26 13:26:56,B-Usine_A-0034,452.6,231.0,97.2,18.79
2023-10-26 13:26:56,B-Usine_A-0034,452.6,231.0,97.2,18.79
2023-10-26 13:31:29,B-Usine_A-0034,448.7,221.0,101.4,21.38
