timestamp,part_id,applied_pressure_bar,target_angle,actual_angle,hydraulic_temp_c
2023-10-26 08:39:53,P-Usine_A-000043,195.8,90.0,89.71,54.9
2023-10-26 08:40:00,P-Usine_A-000044,189.6,90.0,89.63,48.1
2023-10-26 08:46:19,P-Usine_A-000045,184.9,90.0,90.35,45.7
2023-10-26 08:48:34,P-Usine_A-000046,195.3,90.0,90.18,54.7
2023-10-26 08:48:39,P-Usine_A-000047,188.8,90.0,90.35,48.4
2023-10-26 08:48:16,P-Usine_A-000048,182.8,90.0,90.41,50.2
2023-10-26 08:50:34,P-Usine_A-000049,213.0,90.0,89.85,47.8
2023-10-26 08:53:42,P-Usine_A-000050,195.9,90.0,90.46,999.9
2023-10-26 08:53:42,P-Usine_A-000051,219.7,90.0,90.16,50.0
2023-10-26 08:52:52,P-Usine_A-000052,208.8,90.0,89.36,64.7
2023-10-26 08:51:37,P-Usine_A-000053,219.2,90.0,89.81,64.1
2023-10-26 08:50:06,P-Usine_A-000054,182.4,90.0,999.9,50.2
2023-10-26 08:53:37,P-Usine_A-000055,184.0,90.0,89.73,51.8
2023-10-26 08:52:35,P-Usine_A-000056,196.6,90.0,90.55,62.6
2023-10-26 09:00:51,P-Usine_A-000057,181.4,90.0,89.69,57.5
2023-10-26 09:00:51,P-Usine_A-000057,181.4,90.0,89.69,57.5
2023-10-26 09:00:15,P-Usine_A-000058,181.3,90.0,89.59,48.4
2023-10-26 08:57:18,P-Usine_A-000059,181.8,90.0,89.71,46.3
2023-10-26 08:59:26,P-Usine_A-000060,206.1,90.0,89.94,61.9
2023-10-26 09:05:38,P-Usine_A-000061,215.2,90.0,90.3,53.2
2023-10-26 09:07:22,P-Usine_A-000062,184.0,90.0,999.9,64.4
2023-10-26 09:04:06,P-Usine_A-000063,200.3,90.0,90.49,58.8
2023-10-26 09:07:05,P-Usine_A-000064,180.1,90.0,89.96,63.8
2023-10-26 09:06:19,P-Usine_A-000065,198.9,90.0,89.48,62.8
2023-10-26 09:07:02,P-Usine_A-000066,198.0,90.0,89.56,52.7
2023-10-26 09:09:15,P-Usine_A-000067,214.5,90.0,89.66,46.9
2023-10-26 09:08:40,P-Usine_A-000068,216.1,90.0,89.84,49.9
2023-10-26 09:05:16,P-Usine_A-000069,192.1,90.0,89.43,45.3
2023-10-26 09:15:20,P-Usine_A-000070,201.5,90.0,89.93,53.5
2023-10-26 09:13:36,P-Usine_A-000071,193.7,90.0,90.64,47.7
2023-10-26 09:16:15,P-Usine_A-000072,181.9,90.0,90.17,45.7
2023-10-26 09:15:13,P-Usine_A-000073,208.3,90.0,90.2,48.6
2023-10-26 09:12:10,P-Usine_A-000074,183.9,90.0,89.41,47.5
2023-10-26 09:14:43,P-Usine_A-000075,189.3,90.0,90.5,59.8
2023-10-26 09:19:40,P-Usine_A-000076,191.7,90.0,90.57,53.7
2023-10-26 09:19:34,P-Usine_A-000077,199.1,90.0,89.62,63.3
2023-10-26 09:18:46,P-Usine_A-000078,198.8,90.0,89.47,49.4
2023-10-26 09:17:48,P-Usine_A-000079,999.9,90.0,89.63,50.7
2023-10-26 09:16:26,P-Usine_A-000080,213.6,90.0,90.05,54.7
2023-10-26 09:22:41,P-Usine_A-000081,194.8,90.0,89.71,62.3
2023-10-26 09:20:24,P-Usine_A-000082,183.9,90.0,90.35,55.0
2023-10-26 09:27:55,P-Usine_A-000083,186.1,90.0,90.14,48.4
2023-10-26 09:20:16,P-Usine_A-000084,205.7,90.0,89.5,47.7
2023-10-26 09:27:47,P-Usine_A-000085,191.5,90.0,89.93,56.4
2023-10-26 09:30:16,P-Usine_A-000086,185.4,90.0,90.19,48.7
2023-10-26 09:24:16,P-Usine_A-000087,208.9,90.0,91.45,48.2
2023-10-26 09:27:10,P-Usine_A-000088,197.2,90.0,89.57,55.1
2023-10-26 09:33:39,P-Usine_A-000089,211.9,90.0,90.06,54.2
2023-10-26 09:30:19,P-Usine_A-000090,199.3,90.0,88.77,55.4
2023-10-26 09:29:56,P-Usine_A-000091,209.9,90.0,89.83,46.5
2023-10-26 09:36:56,P-Usine_A-000092,207.9,90.0,90.6,58.5
2023-10-26 09:30:13,P-Usine_A-000093,192.6,90.0,90.35,60.2
2023-10-26 09:29:07,P-Usine_A-000094,190.9,90.0,89.95,52.5
2023-10-26 09:39:11,P-Usine_A-000095,205.5,90.0,90.65,58.8
2023-10-26 09:32:59,P-Usine_A-000096,195.7,90.0,90.03,60.5
2023-10-26 09:38:29,P-Usine_A-000097,198.8,90.0,90.39,64.0
2023-10-26 09:40:24,P-Usine_A-000098,215.8,90.0,90.17,61.3
2023-10-26 09:35:54,P-Usine_A-000099,206.3,90.0,90.04,51.8
2023-10-26 09:43:55,P-Usine_A-000100,212.9,90.0,89.06,50.8
2023-10-26 09:43:49,P-Usine_A-000101,214.2,90.0,90.5,63.1
2023-10-26 09:45:14,P-Usine_A-000102,208.2,90.0,90.34,49.8
2023-10-26 09:39:09,P-Usine_A-000103,212.9,90.0,90.12,55.6
2023-10-26 09:45:57,P-Usine_A-000104,180.5,90.0,89.68,54.5
2023-10-26 09:42:58,P-Usine_A-000105,215.0,90.0,90.51,64.5
2023-10-26 09:48:29,P-Usine_A-000106,,90.0,90.51,55.2
2023-10-26 09:44:41,P-Usine_A-000107,193.4,90.0,89.83,49.7
2023-10-26 09:48:45,P-Usine_A-000108,195.4,90.0,89.87,49.9
2023-10-26 09:53:28,P-Usine_A-000109,203.4,90.0,,47.6
2023-10-26 09:49:19,P-Usine_A-000110,211.6,90.0,90.46,64.8
2023-10-26 09:48:13,P-Usine_A-000111,212.7,90.0,89.67,46.5
2023-10-26 09:54:16,P-Usine_A-000112,187.7,90.0,90.61,52.5
2023-10-26 09:58:13,P-Usine_A-000113,202.7,90.0,90.05,46.7
2023-10-26 09:56:17,P-Usine_A-000114,183.0,90.0,90.37,55.9
2023-10-26 09:54:57,P-Usine_A-000115,206.4,90.0,89.73,59.8
2023-10-26 09:59:50,P-Usine_A-000116,197.5,90.0,89.23,61.0
2023-10-26 09:57:31,P-Usine_A-000117,213.7,90.0,90.88,63.6
2023-10-26 09:54:15,P-Usine_A-000118,203.6,90.0,89.36,54.5
2023-10-26 09:59:33,P-Usine_A-000119,202.5,90.0,88.71,55.9
2023-10-26 10:02:26,P-Usine_A-000120,181.8,90.0,89.71,60.6
2023-10-26 09:57:34,P-Usine_A-000121,191.9,90.0,89.88,48.8
2023-10-26 10:03:17,P-Usine_A-000122,210.6,90.0,89.59,50.3
2023-10-26 09:59:24,P-Usine_A-000123,192.6,90.0,89.58,47.9
2023-10-26 10:07:01,P-Usine_A-000124,210.8,90.0,89.54,63.7
2023-10-26 10:08:15,P-Usine_A-000125,192.2,90.0,90.05,49.2
2023-10-26 10:11:26,P-Usine_A-000126,195.0,90.0,90.08,61.4
2023-10-26 10:04:00,P-Usine_A-000127,199.2,90.0,90.15,51.9
2023-10-26 10:05:15,P-Usine_A-000128,214.0,90.0,89.69,51.7
2023-10-26 10:11:33,P-Usine_A-000129,200.3,90.0,89.98,57.3
2023-10-26 10:10:54,P-Usine_A-000130,193.1,90.0,89.69,59.4
2023-10-26 10:08:41,P-Usine_A-000131,210.9,90.0,89.36,64.4
2023-10-26 10:09:14,P-Usine_A-000132,204.1,90.0,91.15,63.9
2023-10-26 10:17:50,P-Usine_A-000133,189.0,90.0,90.21,60.4
2023-10-26 10:15:31,P-Usine_A-000134,199.0,90.0,90.33,60.1
2023-10-26 10:16:00,P-Usine_A-000135,217.5,90.0,89.54,64.5
2023-10-26 10:18:32,P-Usine_A-000136,217.8,999.9,90.47,56.7
2023-10-26 10:13:30,P-Usine_A-000137,186.0,90.0,89.98,57.1
2023-10-26 10:16:50,P-Usine_A-000138,185.1,90.0,89.44,62.2
2023-10-26 10:21:13,P-Usine_A-000139,185.1,90.0,89.53,59.3
2023-10-26 10:17:09,P-Usine_A-000140,199.9,90.0,89.78,58.0
2023-10-26 10:17:09,P-Usine_A-000140,199.9,90.0,89.78,58.0
2023-10-26 10:24:07,P-Usine_A-000141,215.1,90.0,89.96,46.0
2023-10-26 10:24:16,P-Usine_A-000142,187.8,90.0,89.68,48.1
2023-10-26 10:25:27,P-Usine_A-000143,198.8,90.0,90.31,64.7
2023-10-26 10:24:01,P-Usine_A-000144,195.9,90.0,89.77,60.8
2023-10-26 10:28:18,P-Usine_A-000145,191.9,90.0,90.39,61.3
2023-10-26 10:29:51,P-Usine_A-000146,191.8,90.0,91.26,64.9
2023-10-26 10:27:58,P-Usine_A-000147,209.6,90.0,89.09,64.0
2023-10-26 10:26:00,P-Usine_A-000148,215.0,90.0,90.22,58.3
2023-10-26 10:31:21,P-Usine_A-000149,183.8,90.0,89.56,45.2
2023-10-26 10:35:09,P-Usine_A-000150,186.2,90.0,88.99,53.0
2023-10-26 10:27:41,P-Usine_A-000151,196.6,90.0,90.95,57.4
2023-10-26 10:34:57,P-Usine_A-000152,206.6,90.0,90.09,49.6
2023-10-26 10:37:56,P-Usine_A-000153,205.1,90.0,89.42,58.7
2023-10-26 10:39:13,P-Usine_A-000154,195.6,90.0,89.1,47.6
2023-10-26 10:33:35,P-Usine_A-000155,202.8,90.0,90.32,53.3
2023-10-26 10:36:13,P-Usine_A-000156,216.9,90.0,89.68,56.1
2023-10-26 10:34:53,P-Usine_A-000157,185.0,90.0,89.65,47.8
2023-10-26 10:43:10,P-Usine_A-000158,218.9,90.0,89.58,50.5
2023-10-26 10:39:38,P-Usine_A-000159,208.2,90.0,89.57,49.9
2023-10-26 10:43:16,P-Usine_A-000160,209.6,90.0,89.91,56.7
2023-10-26 10:38:36,P-Usine_A-000161,203.2,90.0,90.37,54.4
2023-10-26 10:39:39,P-Usine_A-000162,205.6,90.0,90.04,50.8
2023-10-26 10:47:24,P-Usine_A-000163,182.3,90.0,89.66,64.9
2023-10-26 10:40:36,P-Usine_A-000164,191.5,90.0,90.15,62.7
2023-10-26 10:50:21,P-Usine_A-000165,208.2,90.0,90.15,47.6
2023-10-26 10:44:52,P-Usine_A-000166,208.5,90.0,91.11,49.6
2023-10-26 10:45:46,P-Usine_A-000167,205.0,90.0,90.06,54.5
2023-10-26 10:49:43,P-Usine_A-000168,192.8,90.0,90.01,47.1
2023-10-26 10:53:41,P-Usine_A-000169,199.0,90.0,89.57,45.0
2023-10-26 10:51:04,P-Usine_A-000170,218.9,90.0,89.59,46.9
2023-10-26 10:48:20,P-Usine_A-000171,192.7,90.0,89.88,48.3
2023-10-26 10:50:04,P-Usine_A-000172,220.0,90.0,90.79,56.7
2023-10-26 10:49:56,P-Usine_A-000173,204.4,90.0,89.56,54.7
2023-10-26 10:55:44,P-Usine_A-000174,203.0,90.0,89.57,55.6
2023-10-26 10:59:44,P-Usine_A-000175,195.0,90.0,90.91,49.0
2023-10-26 10:55:25,P-Usine_A-000176,218.5,90.0,90.32,58.1
2023-10-26 10:53:08,P-Usine_A-000177,219.0,90.0,90.65,46.3
2023-10-26 10:58:29,P-Usine_A-000178,210.5,90.0,90.87,47.4
2023-10-26 11:00:38,P-Usine_A-000179,189.5,90.0,89.71,49.1
2023-10-26 10:59:28,P-Usine_A-000180,183.3,90.0,90.21,64.4
2023-10-26 11:01:35,P-Usine_A-000181,185.3,90.0,90.37,59.3
2023-10-26 10:58:17,P-Usine_A-000182,202.1,90.0,90.27,56.5
2023-10-26 11:03:41,P-Usine_A-000183,189.6,90.0,91.32,63.1
2023-10-26 11:04:57,P-Usine_A-000184,216.9,90.0,89.54,61.5
2023-10-26 11:01:44,P-Usine_A-000185,204.3,90.0,90.35,55.4
2023-10-26 11:11:17,P-Usine_A-000186,184.1,90.0,88.89,64.6
2023-10-26 11:03:23,P-Usine_A-000187,181.6,90.0,89.93,50.9
2023-10-26 11:07:37,P-Usine_A-000188,193.3,90.0,90.24,57.3
2023-10-26 11:04:59,P-Usine_A-000189,205.7,90.0,999.9,59.7
2023-10-26 11:15:17,P-Usine_A-000190,196.2,90.0,90.67,48.1
2023-10-26 11:09:39,P-Usine_A-000191,185.9,90.0,89.91,57.3
,P-Usine_A-000192,192.9,90.0,90.6,53.4
2023-10-26 11:16:34,P-Usine_A-000193,213.9,90.0,90.71,64.3
2023-10-26 11:18:05,P-Usine_A-000194,195.5,90.0,90.24,61.2
2023-10-26 11:19:22,P-Usine_A-000195,200.8,90.0,89.96,49.2
2023-10-26 11:21:22,P-Usine_A-000196,183.9,90.0,89.69,49.6
2023-10-26 11:15:31,P-Usine_A-000197,186.3,90.0,90.12,53.6
2023-10-26 11:16:24,P-Usine_A-000198,209.1,90.0,89.79,57.6
2023-10-26 11:24:07,P-Usine_A-000199,200.6,90.0,89.94,56.0
2023-10-26 11:22:02,P-Usine_A-000200,194.2,90.0,88.87,46.0
2023-10-26 11:25:35,P-Usine_A-000201,214.6,90.0,89.8,47.0
2023-10-26 11:25:34,P-Usine_A-000202,198.7,90.0,90.37,52.1
2023-10-26 11:21:12,P-Usine_A-000203,212.0,90.0,89.91,63.9
,P-Usine_A-000204,181.8,90.0,90.51,50.8
2023-10-26 11:29:44,P-Usine_A-000205,182.5,90.0,89.93,54.6
2023-10-26 11:24:41,P-Usine_A-000206,192.9,90.0,89.02,47.7
2023-10-26 11:28:45,P-Usine_A-000207,200.2,90.0,89.86,60.3
2023-10-26 11:23:38,P-Usine_A-000208,203.9,90.0,90.2,62.4
2023-10-26 11:31:52,P-Usine_A-000209,198.2,90.0,89.8,47.5
2023-10-26 11:33:45,P-Usine_A-000210,,90.0,90.38,62.8
2023-10-26 11:32:18,P-Usine_A-000211,205.2,90.0,90.53,62.9
2023-10-26 11:28:56,P-Usine_A-000212,203.1,90.0,89.1,51.4
2023-10-26 11:34:35,P-Usine_A-000213,193.6,90.0,88.86,57.3
2023-10-26 11:35:23,P-Usine_A-000214,213.3,90.0,90.37,58.6
2023-10-26 11:35:14,P-Usine_A-000215,195.8,90.0,90.7,57.2
2023-10-26 11:31:54,P-Usine_A-000216,190.2,90.0,89.81,45.1
2023-10-26 11:39:54,P-Usine_A-000217,213.9,90.0,89.7,61.9
2023-10-26 11:41:29,P-Usine_A-000218,191.6,90.0,89.08,52.0
2023-10-26 11:37:25,P-Usine_A-000219,199.6,90.0,89.47,60.1
2023-10-26 11:39:20,P-Usine_A-000220,196.7,90.0,90.36,59.0
2023-10-26 11:42:22,P-Usine_A-000221,182.9,90.0,90.06,56.3
2023-10-26 11:39:29,P-Usine_A-000222,203.4,90.0,90.02,58.5
2023-10-26 11:38:43,P-Usine_A-000223,186.0,90.0,89.75,60.3
2023-10-26 11:43:30,P-Usine_A-000224,999.9,90.0,90.86,63.3
2023-10-26 11:40:51,P-Usine_A-000225,196.2,90.0,89.89,52.0
2023-10-26 11:43:14,P-Usine_A-000226,216.4,90.0,89.85,47.2
2023-10-26 11:51:21,P-Usine_A-000227,212.5,90.0,89.99,63.1
2023-10-26 11:43:35,P-Usine_A-000228,187.7,90.0,90.19,45.5
2023-10-26 11:48:46,P-Usine_A-000229,194.9,90.0,90.3,52.4
2023-10-26 11:49:32,P-Usine_A-000230,193.9,,90.8,47.9
2023-10-26 11:51:10,P-Usine_A-000231,180.6,90.0,90.05,51.5
2023-10-26 11:50:48,P-Usine_A-000232,192.7,90.0,89.37,46.4
2023-10-26 11:50:36,P-Usine_A-000233,190.2,90.0,89.38,53.7
2023-10-26 11:48:59,P-Usine_A-000234,198.1,90.0,89.29,57.5
2023-10-26 11:58:52,P-Usine_A-000235,195.4,90.0,90.36,58.2
2023-10-26 11:58:43,P-Usine_A-000236,191.3,90.0,89.72,45.2
2023-10-26 12:01:10,P-Usine_A-000237,207.9,90.0,90.69,55.9
2023-10-26 12:02:53,P-Usine_A-000238,208.2,90.0,89.57,49.8
2023-10-26 11:55:49,P-Usine_A-000239,198.8,90.0,89.35,59.3
2023-10-26 12:03:31,P-Usine_A-000240,181.7,90.0,90.49,63.0
2023-10-26 12:00:51,P-Usine_A-000241,212.3,90.0,90.28,46.0
2023-10-26 12:04:23,P-Usine_A-000242,207.9,90.0,89.58,53.8
2023-10-26 12:04:23,P-Usine_A-000242,207.9,90.0,89.58,53.8
2023-10-26 12:02:13,P-Usine_A-000243,211.8,90.0,90.2,54.0
2023-10-26 12:03:22,P-Usine_A-000244,183.8,90.0,90.62,53.2
2023-10-26 12:08:25,P-Usine_A-000245,191.3,90.0,89.31,60.5
2023-10-26 12:02:57,P-Usine_A-000246,193.6,90.0,90.07,60.0
2023-10-26 12:04:01,P-Usine_A-000247,198.7,90.0,89.76,58.0
2023-10-26 12:08:35,P-Usine_A-000248,203.8,90.0,89.78,60.1
2023-10-26 12:12:40,P-Usine_A-000249,210.3,90.0,90.35,60.7
2023-10-26 12:09:50,P-Usine_A-000250,218.4,90.0,90.49,45.5
2023-10-26 12:09:50,P-Usine_A-000250,218.4,90.0,90.49,45.5
2023-10-26 12:15:11,P-Usine_A-000251,194.3,90.0,90.42,58.6
2023-10-26 12:13:31,P-Usine_A-000252,208.8,90.0,90.39,56.7
2023-10-26 12:11:15,P-Usine_A-000253,212.8,90.0,89.75,63.2
2023-10-26 12:17:57,P-Usine_A-000254,218.5,90.0,90.47,64.4
2023-10-26 12:17:57,P-Usine_A-000254,218.5,90.0,90.47,64.4
2023-10-26 12:20:05,P-Usine_A-000255,181.4,90.0,90.92,47.9
2023-10-26 12:17:55,P-Usine_A-000256,183.0,90.0,89.44,999.9
2023-10-26 12:14:31,P-Usine_A-000257,207.8,90.0,89.63,59.4
2023-10-26 12:22:28,P-Usine_A-000258,185.1,90.0,90.05,46.7
2023-10-26 12:16:16,P-Usine_A-000259,219.8,90.0,90.95,45.4
2023-10-26 12:16:50,P-Usine_A-000260,194.1,90.0,90.4,46.6
2023-10-26 12:22:09,P-Usine_A-000261,187.0,90.0,89.9,51.2
2023-10-26 12:20:44,P-Usine_A-000262,186.8,90.0,89.34,48.4
2023-10-26 12:20:44,P-Usine_A-000262,186.8,90.0,89.34,48.4
2023-10-26 12:20:56,P-Usine_A-000263,196.7,90.0,90.16,47.0
2023-10-26 12:20:56,P-Usine_A-000263,196.7,90.0,90.16,47.0
2023-10-26 12:22:10,P-Usine_A-000264,203.1,90.0,89.82,61.3
2023-10-26 12:23:47,P-Usine_A-000265,181.1,90.0,89.92,49.1
,P-Usine_A-000266,206.7,90.0,90.25,57.3
2023-10-26 12:25:23,P-Usine_A-000267,185.8,90.0,,54.7
2023-10-26 12:29:16,P-Usine_A-000268,197.2,90.0,89.44,47.7
2023-10-26 12:26:14,P-Usine_A-000269,219.9,90.0,89.41,49.1
,P-Usine_A-000270,218.7,90.0,89.95,59.8
2023-10-26 12:35:22,P-Usine_A-000271,182.8,90.0,89.89,48.1
2023-10-26 12:34:41,P-Usine_A-000272,219.3,90.0,90.0,52.5
2023-10-26 12:31:03,P-Usine_A-000273,184.5,90.0,89.62,64.3
2023-10-26 12:33:50,P-Usine_A-000274,203.3,90.0,89.52,45.6
2023-10-26 12:33:50,P-Usine_A-000274,203.3,90.0,89.52,45.6
2023-10-26 12:30:05,P-Usine_A-000275,203.3,90.0,89.7,57.6
2023-10-26 12:39:24,P-Usine_A-000276,208.1,90.0,90.52,57.3
2023-10-26 12:40:39,P-Usine_A-000277,219.0,90.0,89.85,48.3
2023-10-26 12:38:54,P-Usine_A-000278,208.4,90.0,90.32,49.7
2023-10-26 12:40:32,P-Usine_A-000279,213.9,90.0,89.39,56.3
2023-10-26 12:37:15,P-Usine_A-000280,189.5,90.0,89.82,46.8
2023-10-26 12:36:18,P-Usine_A-000281,199.0,90.0,90.64,58.0
2023-10-26 12:45:29,P-Usine_A-000282,188.7,90.0,89.7,63.0
2023-10-26 12:46:13,P-Usine_A-000283,186.4,90.0,89.21,56.8
2023-10-26 12:39:51,P-Usine_A-000284,199.7,90.0,89.9,46.8
2023-10-26 12:43:47,P-Usine_A-000285,999.9,90.0,89.77,64.9
2023-10-26 12:45:22,P-Usine_A-000286,184.6,90.0,90.45,51.1
2023-10-26 12:46:55,P-Usine_A-000287,210.9,90.0,90.07,51.6
2023-10-26 12:50:53,P-Usine_A-000288,184.2,90.0,90.21,54.7
2023-10-26 12:49:31,P-Usine_A-000289,215.0,90.0,90.12,999.9
2023-10-26 12:54:31,P-Usine_A-000290,207.4,90.0,90.02,53.1
2023-10-26 12:49:36,P-Usine_A-000291,200.4,90.0,89.75,55.6
2023-10-26 12:51:53,P-Usine_A-000292,189.4,90.0,89.84,57.0
2023-10-26 12:53:21,P-Usine_A-000293,198.6,90.0,89.7,50.7
2023-10-26 12:49:48,P-Usine_A-000294,191.8,90.0,89.29,62.2
2023-10-26 12:55:19,P-Usine_A-000295,190.6,90.0,89.44,45.6
2023-10-26 12:53:30,P-Usine_A-000296,199.2,90.0,90.92,53.6
2023-10-26 13:00:54,P-Usine_A-000297,194.7,90.0,89.85,50.2
2023-10-26 13:02:34,P-Usine_A-000298,206.6,90.0,89.84,59.5
2023-10-26 12:59:21,P-Usine_A-000299,212.6,90.0,89.29,50.3
2023-10-26 13:02:36,P-Usine_A-000300,196.2,90.0,90.6,60.4
2023-10-26 13:02:36,P-Usine_A-000300,196.2,90.0,90.6,60.4
2023-10-26 13:04:39,P-Usine_A-000301,206.3,90.0,89.47,49.1
2023-10-26 13:02:57,P-Usine_A-000302,183.1,90.0,90.42,54.2
2023-10-26 12:57:56,P-Usine_A-000303,216.8,90.0,89.41,47.7
2023-10-26 13:02:55,P-Usine_A-000304,185.2,90.0,90.03,48.1
2023-10-26 13:08:25,P-Usine_A-000305,212.8,90.0,89.21,45.5
2023-10-26 13:01:52,P-Usine_A-000306,208.1,90.0,89.95,55.6
2023-10-26 13:04:16,P-Usine_A-000307,190.9,90.0,90.22,64.0
2023-10-26 13:05:30,P-Usine_A-000308,187.3,90.0,90.37,48.3
2023-10-26 13:07:41,P-Usine_A-000309,186.8,90.0,89.97,63.0
2023-10-26 13:07:30,P-Usine_A-000310,194.4,90.0,89.55,58.5
2023-10-26 13:12:16,P-Usine_A-000311,180.9,90.0,90.97,60.1
2023-10-26 13:11:38,P-Usine_A-000312,199.9,90.0,89.65,50.3
2023-10-26 13:08:16,P-Usine_A-000313,183.0,90.0,89.5,51.5
2023-10-26 13:17:27,P-Usine_A-000314,182.2,90.0,90.22,57.4
2023-10-26 13:10:32,P-Usine_A-000315,188.6,90.0,90.63,49.7
2023-10-26 13:19:28,P-Usine_A-000316,183.4,90.0,89.24,54.7
2023-10-26 13:11:39,P-Usine_A-000317,202.0,90.0,90.16,49.3
2023-10-26 13:11:39,P-Usine_A-000317,202.0,90.0,90.16,49.3
2023-10-26 13:19:35,P-Usine_A-000318,180.3,90.0,90.32,57.6
2023-10-26 13:19:35,P-Usine_A-000318,180.3,90.0,90.32,57.6
2023-10-26 13:13:43,P-Usine_A-000319,999.9,90.0,90.96,59.1
2023-10-26 13:23:01,P-Usine_A-000320,195.2,90.0,89.98,999.9
2023-10-26 13:21:51,P-Usine_A-000321,188.3,90.0,89.67,45.9
2023-10-26 13:24:09,P-Usine_A-000322,197.6,90.0,89.8,57.5
2023-10-26 13:23:38,P-Usine_A-000323,182.7,90.0,89.92,46.8
2023-10-26 13:23:34,P-Usine_A-000324,193.3,90.0,90.11,55.1
2023-10-26 13:27:44,P-Usine_A-000325,217.3,90.0,89.83,52.5
2023-10-26 13:21:17,P-Usine_A-000326,209.7,90.0,90.26,60.7
2023-10-26 13:22:17,P-Usine_A-000327,216.8,90.0,89.69,53.6
2023-10-26 13:26:02,P-Usine_A-000328,,90.0,90.96,60.5
2023-10-26 13:32:36,P-Usine_A-000329,187.8,90.0,90.71,47.2
2023-10-26 13:25:28,P-Usine_A-000330,191.3,90.0,90.4,49.5
2023-10-26 13:32:56,P-Usine_A-000331,197.6,90.0,89.69,58.9
2023-10-26 13:33:43,P-Usine_A-000332,203.0,90.0,89.28,55.4
2023-10-26 13:28:33,P-Usine_A-000333,197.3,90.0,90.67,53.1
2023-10-26 13:29:17,P-Usine_A-000334,182.4,90.0,90.85,64.9
2023-10-26 13:32:44,P-Usine_A-000335,189.9,90.0,90.52,52.0
2023-10-26 13:36:24,P-Usine_A-000336,190.3,90.0,90.45,56.3
2023-10-26 13:40:44,P-Usine_A-000337,202.5,90.0,90.12,61.1
