timestamp,part_id,defaut_surface,microfissure,defaut_peinture,gravite_defaut,decision,photo_url
2023-10-26 09:20:09,P-Usine_B-000038,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:21:21,P-Usine_B-000039,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:27:16,P-Usine_B-000040,OUI,NON,N/A,MAJEUR,REBUT,http://internal-storage/P-Usine_B-000040_vis.jpg
2023-10-26 09:29:35,P-Usine_B-000041,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:28:22,P-Usine_B-000042,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000042_vis.jpg
2023-10-26 09:30:36,P-Usine_B-000043,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:33:50,P-Usine_B-000044,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:27:42,P-Usine_B-000045,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:26:56,P-Usine_B-000046,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:35:08,P-Usine_B-000047,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:28:32,P-Usine_B-000048,NON,OUI,N/A,AUCUN,OK,
2023-10-26 09:31:50,P-Usine_B-000049,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:35:29,P-Usine_B-000050,OUI,NON,N/A,MAJEUR,REBUT,http://internal-storage/P-Usine_B-000050_vis.jpg
2023-10-26 09:39:09,P-Usine_B-000051,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:41:16,P-Usine_B-000052,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:40:30,P-Usine_B-000053,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:39:07,P-Usine_B-000054,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:41:25,P-Usine_B-000055,NON,NON,N/A,AUCUN,OK,
,P-Usine_B-000056,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:42:17,P-Usine_B-000057,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:43:05,P-Usine_B-000058,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:44:48,P-Usine_B-000059,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:47:22,P-Usine_B-000060,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:44:28,P-Usine_B-000061,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:43:08,P-Usine_B-000062,NON,,N/A,AUCUN,OK,
2023-10-26 09:45:08,P-Usine_B-000063,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:52:45,P-Usine_B-000064,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:50:52,P-Usine_B-000065,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:49:40,P-Usine_B-000066,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:54:36,P-Usine_B-000067,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:54:53,P-Usine_B-000068,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:50:36,P-Usine_B-000069,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:51:56,P-Usine_B-000070,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:56:44,P-Usine_B-000071,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000071_vis.jpg
2023-10-26 09:58:08,P-Usine_B-000072,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:53:43,P-Usine_B-000073,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:55:53,P-Usine_B-000074,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:03:59,P-Usine_B-000075,NON,NON,N/A,AUCUN,OK,
2023-10-26 09:58:09,P-Usine_B-000076,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:06:45,P-Usine_B-000077,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:03:12,P-Usine_B-000078,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:09:04,P-Usine_B-000079,NON,NON,N/A,999.9,OK,
2023-10-26 10:05:11,P-Usine_B-000080,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:05:24,P-Usine_B-000081,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:05:49,P-Usine_B-000082,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:02:59,P-Usine_B-000083,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:10:11,P-Usine_B-000084,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:11:33,P-Usine_B-000085,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000085_vis.jpg
2023-10-26 10:08:52,P-Usine_B-000086,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:10:36,P-Usine_B-000087,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:14:21,P-Usine_B-000088,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:18:21,P-Usine_B-000089,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:11:07,P-Usine_B-000090,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:10:29,P-Usine_B-000091,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:19:38,P-Usine_B-000092,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:14:58,P-Usine_B-000093,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:16:11,P-Usine_B-000094,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:14:27,P-Usine_B-000095,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000095_vis.jpg
2023-10-26 10:14:27,P-Usine_B-000095,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000095_vis.jpg
2023-10-26 10:17:47,P-Usine_B-000096,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:24:58,P-Usine_B-000097,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:22:46,P-Usine_B-000098,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:24:29,P-Usine_B-000099,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:20:40,P-Usine_B-000100,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:26:49,P-Usine_B-000101,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:30:17,P-Usine_B-000102,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:27:24,P-Usine_B-000103,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000103_vis.jpg
2023-10-26 10:24:52,P-Usine_B-000104,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:25:17,P-Usine_B-000105,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:25:53,P-Usine_B-000106,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:25:53,P-Usine_B-000106,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:27:30,P-Usine_B-000107,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:27:47,P-Usine_B-000108,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:28:51,P-Usine_B-000109,NON,NON,999.9,AUCUN,OK,
2023-10-26 10:32:00,,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:31:43,P-Usine_B-000111,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:36:29,P-Usine_B-000112,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:34:00,P-Usine_B-000113,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:43:38,P-Usine_B-000114,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000114_vis.jpg
2023-10-26 10:36:27,P-Usine_B-000115,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:44:29,P-Usine_B-000116,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:44:31,P-Usine_B-000117,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:39:33,P-Usine_B-000118,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000118_vis.jpg
2023-10-26 10:43:24,P-Usine_B-000119,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:43:51,P-Usine_B-000120,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:43:12,P-Usine_B-000121,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000121_vis.jpg
2023-10-26 10:45:17,P-Usine_B-000122,NON,999.9,N/A,AUCUN,OK,
2023-10-26 10:50:28,P-Usine_B-000123,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:48:38,P-Usine_B-000124,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:52:22,P-Usine_B-000125,OUI,NON,N/A,MAJEUR,REBUT,http://internal-storage/P-Usine_B-000125_vis.jpg
2023-10-26 10:51:56,P-Usine_B-000126,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:50:13,P-Usine_B-000127,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:51:11,P-Usine_B-000128,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000128_vis.jpg
2023-10-26 10:53:39,P-Usine_B-000129,NON,NON,999.9,AUCUN,OK,
2023-10-26 10:52:16,P-Usine_B-000130,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:53:38,P-Usine_B-000131,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:00:49,P-Usine_B-000132,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:57:38,P-Usine_B-000133,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:57:38,P-Usine_B-000133,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:01:09,P-Usine_B-000134,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:59:01,P-Usine_B-000135,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:58:32,P-Usine_B-000136,NON,NON,N/A,AUCUN,OK,
2023-10-26 10:58:32,P-Usine_B-000136,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:03:12,P-Usine_B-000137,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:03:12,P-Usine_B-000138,OUI,NON,N/A,MAJEUR,REBUT,http://internal-storage/P-Usine_B-000138_vis.jpg
2023-10-26 11:02:50,P-Usine_B-000139,NON,999.9,N/A,AUCUN,OK,
2023-10-26 11:02:17,P-Usine_B-000140,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:04:43,P-Usine_B-000141,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000141_vis.jpg
2023-10-26 11:05:02,P-Usine_B-000142,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:06:11,P-Usine_B-000143,NON,NON,N/A,AUCUN,999.9,
2023-10-26 11:13:44,P-Usine_B-000144,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:14:07,P-Usine_B-000145,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:08:56,P-Usine_B-000146,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:11:28,P-Usine_B-000147,999.9,NON,N/A,AUCUN,OK,
2023-10-26 11:14:00,P-Usine_B-000148,OUI,NON,N/A,MAJEUR,REBUT,http://internal-storage/P-Usine_B-000148_vis.jpg
2023-10-26 11:12:09,P-Usine_B-000149,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:10:45,P-Usine_B-000150,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:17:09,P-Usine_B-000151,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:14:16,P-Usine_B-000152,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:21:07,P-Usine_B-000153,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:18:42,P-Usine_B-000154,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:23:56,P-Usine_B-000155,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:26:01,P-Usine_B-000156,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:22:14,P-Usine_B-000157,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:21:05,P-Usine_B-000158,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:20:44,P-Usine_B-000159,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:20:52,P-Usine_B-000160,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:26:10,P-Usine_B-000161,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:23:45,P-Usine_B-000162,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:29:56,P-Usine_B-000163,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000163_vis.jpg
2023-10-26 11:25:21,P-Usine_B-000164,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:25:21,P-Usine_B-000164,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:26:59,P-Usine_B-000165,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000165_vis.jpg
2023-10-26 11:28:26,P-Usine_B-000166,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:34:28,P-Usine_B-000167,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:29:34,P-Usine_B-000168,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:30:27,P-Usine_B-000169,NON,NON,N/A,,OK,
2023-10-26 11:31:29,P-Usine_B-000170,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:36:14,P-Usine_B-000171,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000171_vis.jpg
2023-10-26 11:34:51,P-Usine_B-000172,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:32:46,P-Usine_B-000173,OUI,NON,N/A,MAJEUR,REBUT,http://internal-storage/P-Usine_B-000173_vis.jpg
2023-10-26 11:41:46,P-Usine_B-000174,OUI,NON,N/A,MAJEUR,REBUT,http://internal-storage/P-Usine_B-000174_vis.jpg
2023-10-26 11:37:09,P-Usine_B-000175,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:38:09,P-Usine_B-000176,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000176_vis.jpg
2023-10-26 11:43:13,P-Usine_B-000177,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000177_vis.jpg
2023-10-26 11:43:27,P-Usine_B-000178,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:39:28,P-Usine_B-000179,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:43:24,P-Usine_B-000180,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:41:30,P-Usine_B-000181,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:42:34,P-Usine_B-000182,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:49:58,P-Usine_B-000183,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:49:56,P-Usine_B-000184,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:45:55,P-Usine_B-000185,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000185_vis.jpg
2023-10-26 11:54:00,P-Usine_B-000186,NON,NON,999.9,AUCUN,OK,
2023-10-26 11:52:06,P-Usine_B-000187,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:56:37,P-Usine_B-000188,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:56:37,P-Usine_B-000188,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:50:36,P-Usine_B-000189,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:50:43,P-Usine_B-000190,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:00:30,P-Usine_B-000191,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:59:14,P-Usine_B-000192,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:54:35,P-Usine_B-000193,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:56:44,P-Usine_B-000194,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:04:44,P-Usine_B-000195,NON,NON,N/A,AUCUN,OK,
2023-10-26 11:58:19,P-Usine_B-000196,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000196_vis.jpg
2023-10-26 12:05:03,P-Usine_B-000197,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:05:03,P-Usine_B-000197,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:00:49,P-Usine_B-000198,OUI,NON,N/A,MAJEUR,REBUT,http://internal-storage/P-Usine_B-000198_vis.jpg
2023-10-26 12:08:30,P-Usine_B-000199,NON,NON,N/A,,OK,
2023-10-26 12:02:41,P-Usine_B-000200,OUI,NON,N/A,MAJEUR,REBUT,http://internal-storage/P-Usine_B-000200_vis.jpg
2023-10-26 12:10:22,P-Usine_B-000201,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:06:51,P-Usine_B-000202,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:12:46,P-Usine_B-000203,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:06:22,P-Usine_B-000204,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:13:32,P-Usine_B-000205,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:15:48,P-Usine_B-000206,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:13:11,P-Usine_B-000207,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:09:28,P-Usine_B-000208,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:17:27,P-Usine_B-000209,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000209_vis.jpg
2023-10-26 12:13:00,P-Usine_B-000210,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:18:23,P-Usine_B-000211,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000211_vis.jpg
2023-10-26 12:15:17,P-Usine_B-000212,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:16:53,P-Usine_B-000213,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:14:49,P-Usine_B-000214,NON,999.9,N/A,AUCUN,OK,
2023-10-26 12:24:59,P-Usine_B-000215,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:21:09,P-Usine_B-000216,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:19:30,P-Usine_B-000217,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:19:30,P-Usine_B-000217,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:19:45,P-Usine_B-000218,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:27:00,P-Usine_B-000219,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:20:04,P-Usine_B-000220,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:25:46,P-Usine_B-000221,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:30:13,P-Usine_B-000222,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000222_vis.jpg
2023-10-26 12:25:39,P-Usine_B-000223,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:28:08,P-Usine_B-000224,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:34:07,P-Usine_B-000225,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:34:07,P-Usine_B-000225,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:34:16,P-Usine_B-000226,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:33:36,P-Usine_B-000227,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:34:17,P-Usine_B-000228,NON,NON,N/A,999.9,OK,
2023-10-26 12:35:44,P-Usine_B-000229,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:31:59,P-Usine_B-000230,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:37:42,P-Usine_B-000231,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:39:59,P-Usine_B-000232,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:43:12,P-Usine_B-000233,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:35:51,P-Usine_B-000234,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:37:00,P-Usine_B-000235,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:44:37,P-Usine_B-000236,NON,NON,N/A,AUCUN,OK,999.9
2023-10-26 12:38:33,P-Usine_B-000237,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:40:09,P-Usine_B-000238,OUI,NON,N/A,MAJEUR,REBUT,http://internal-storage/P-Usine_B-000238_vis.jpg
2023-10-26 12:40:14,P-Usine_B-000239,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:44:47,P-Usine_B-000240,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:42:20,P-Usine_B-000241,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:43:13,P-Usine_B-000242,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:43:13,P-Usine_B-000242,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:48:03,P-Usine_B-000243,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:48:25,P-Usine_B-000244,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:52:32,P-Usine_B-000245,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000245_vis.jpg
2023-10-26 12:55:16,P-Usine_B-000246,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:54:26,P-Usine_B-000247,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:53:18,P-Usine_B-000248,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:52:57,P-Usine_B-000249,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000249_vis.jpg
2023-10-26 12:54:52,P-Usine_B-000250,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000250_vis.jpg
2023-10-26 13:00:26,P-Usine_B-000251,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:54:06,P-Usine_B-000252,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:58:01,P-Usine_B-000253,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000253_vis.jpg
2023-10-26 12:53:55,P-Usine_B-000254,OUI,NON,N/A,MAJEUR,REBUT,http://internal-storage/P-Usine_B-000254_vis.jpg
2023-10-26 13:01:50,P-Usine_B-000255,NON,NON,N/A,AUCUN,OK,
2023-10-26 12:56:06,P-Usine_B-000256,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000256_vis.jpg
2023-10-26 13:06:11,P-Usine_B-000257,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000257_vis.jpg
2023-10-26 13:02:56,P-Usine_B-000258,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:04:15,P-Usine_B-000259,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:06:39,P-Usine_B-000260,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:02:21,P-Usine_B-000261,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:10:29,P-Usine_B-000262,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:02:44,P-Usine_B-000263,OUI,NON,N/A,MAJEUR,REBUT,http://internal-storage/P-Usine_B-000263_vis.jpg
2023-10-26 13:06:02,P-Usine_B-000264,NON,NON,999.9,AUCUN,OK,
2023-10-26 13:05:22,P-Usine_B-000265,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:05:28,P-Usine_B-000266,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:10:35,P-Usine_B-000267,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000267_vis.jpg
2023-10-26 13:15:34,P-Usine_B-000268,OUI,NON,N/A,MINEUR,RETOUCHE,http://internal-storage/P-Usine_B-000268_vis.jpg
2023-10-26 13:11:09,P-Usine_B-000269,999.9,NON,N/A,AUCUN,OK,
2023-10-26 13:16:50,P-Usine_B-000270,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:10:18,P-Usine_B-000271,NON,NON,N/A,AUCUN,OK,
2023-10-26 13:18:55,P-Usine_B-000272,NON,NON,N/A,AUCUN,OK,
