timestamp,part_id,couple_percage_nm,vitesse_rotation_rpm,nb_cycles_outil,usure_outil_pct,temperature_actuateur,micro_arrets
2023-10-26 08:58:48,P-Usine_B-000044,5.21,2598,45,8.8,39.5,0
2023-10-26 08:58:48,P-Usine_B-000044,5.21,2598,45,8.8,39.5,0
2023-10-26 08:52:36,P-Usine_B-000045,5.22,2445,46,9.0,38.9,0
2023-10-26 08:58:45,P-Usine_B-000046,4.95,2475,47,9.2,44.1,2
2023-10-26 08:53:59,P-Usine_B-000047,5.15,2607,48,9.4,36.9,2
2023-10-26 09:00:31,P-Usine_B-000048,4.65,2582,49,9.6,40.0,0
2023-10-26 09:00:31,P-Usine_B-000048,4.65,2582,49,9.6,40.0,0
2023-10-26 09:03:29,P-Usine_B-000049,4.96,2551,50,9.8,40.2,0
2023-10-26 09:03:40,P-Usine_B-000050,5.66,2420,51,10.0,35.9,2
2023-10-26 09:03:40,P-Usine_B-000050,5.66,2420,51,10.0,35.9,2
2023-10-26 09:01:02,P-Usine_B-000051,5.28,2531,52,10.2,35.5,1
2023-10-26 09:07:04,P-Usine_B-000052,5.76,2533,53,10.4,40.9,1
2023-10-26 09:03:58,P-Usine_B-000053,4.07,2518,54,10.6,41.8,2
2023-10-26 09:02:29,P-Usine_B-000054,5.53,2506,55,10.8,36.9,0
2023-10-26 09:06:22,P-Usine_B-000055,4.73,2417,56,11.0,44.5,0
2023-10-26 09:06:22,P-Usine_B-000055,4.73,2417,56,11.0,44.5,0
2023-10-26 09:03:24,P-Usine_B-000056,5.19,2436,57,11.2,43.2,1
2023-10-26 09:02:33,P-Usine_B-000057,5.04,2513,58,11.4,41.6,1
2023-10-26 09:04:42,P-Usine_B-000058,5.39,2537,59,11.6,35.9,2
2023-10-26 09:14:11,P-Usine_B-000059,4.8,2509,60,11.8,42.8,1
2023-10-26 09:10:52,P-Usine_B-000060,4.66,2492,61,12.0,37.3,2
2023-10-26 09:07:11,P-Usine_B-000061,5.89,2582,62,12.2,40.7,0
2023-10-26 09:14:35,P-Usine_B-000062,5.25,2495,63,12.4,40.0,2
2023-10-26 09:08:39,P-Usine_B-000063,4.49,2476,64,12.6,35.5,2
2023-10-26 09:18:03,P-Usine_B-000064,5.5,2480,65,12.8,37.8,2
2023-10-26 09:17:55,P-Usine_B-000065,4.24,2449,66,13.0,42.5,1
2023-10-26 09:10:42,P-Usine_B-000066,4.32,2458,67,13.2,40.1,1
2023-10-26 09:16:14,P-Usine_B-000067,5.45,2460,68,,35.3,1
2023-10-26 09:19:08,P-Usine_B-000068,4.44,2497,69,13.6,36.4,1
2023-10-26 09:14:02,P-Usine_B-000069,4.64,2521,70,13.8,35.8,2
2023-10-26 09:17:55,P-Usine_B-000070,4.89,2507,71,14.0,37.6,2
2023-10-26 09:16:02,P-Usine_B-000071,4.9,2538,72,14.2,38.4,1
2023-10-26 09:17:34,P-Usine_B-000072,5.96,2441,73,14.4,36.3,0
2023-10-26 09:27:15,P-Usine_B-000073,5.58,2483,74,14.6,44.3,2
2023-10-26 09:24:18,P-Usine_B-000074,4.31,2508,75,14.8,43.1,999.9
2023-10-26 09:24:16,,4.51,2533,76,15.0,41.2,0
2023-10-26 09:25:53,P-Usine_B-000076,5.06,2449,77,15.2,36.5,1
2023-10-26 09:27:11,P-Usine_B-000077,5.28,2492,78,15.4,37.7,1
2023-10-26 09:32:51,P-Usine_B-000078,5.53,2516,79,15.6,41.3,0
2023-10-26 09:26:34,P-Usine_B-000079,5.16,2435,80,15.8,38.7,0
2023-10-26 09:28:53,P-Usine_B-000080,4.23,2495,81,16.0,40.8,1
2023-10-26 09:26:19,P-Usine_B-000081,5.55,2456,82,16.2,36.2,1
2023-10-26 09:32:31,P-Usine_B-000082,4.78,2440,83,16.4,39.0,2
2023-10-26 09:33:24,P-Usine_B-000083,4.09,2515,84,16.6,35.7,2
2023-10-26 09:33:10,P-Usine_B-000084,4.31,2549,85,16.8,36.0,2
2023-10-26 09:32:29,P-Usine_B-000085,5.99,2567,86,17.0,41.5,1
2023-10-26 09:34:32,P-Usine_B-000086,4.52,2553,87,17.2,37.2,0
2023-10-26 09:33:47,P-Usine_B-000087,5.18,2513,88,17.4,43.3,2
2023-10-26 09:40:19,P-Usine_B-000088,4.13,2472,89,17.6,43.2,0
2023-10-26 09:40:22,P-Usine_B-000089,5.37,2452,90,999.9,39.0,2
2023-10-26 09:36:37,P-Usine_B-000090,5.15,2455,91,18.0,37.7,1
2023-10-26 09:44:56,P-Usine_B-000091,4.31,2501,92,18.2,43.4,2
2023-10-26 09:45:50,P-Usine_B-000092,5.09,2592,93,18.4,41.5,2
2023-10-26 09:41:28,P-Usine_B-000093,5.52,2485,94,18.6,36.5,1
2023-10-26 09:40:51,P-Usine_B-000094,4.4,2614,95,18.8,43.3,0
2023-10-26 09:43:51,P-Usine_B-000095,5.14,2420,96,19.0,37.3,2
2023-10-26 09:45:52,P-Usine_B-000096,4.7,2473,97,19.2,36.8,2
2023-10-26 09:44:00,P-Usine_B-000097,,2495,98,19.4,35.7,2
2023-10-26 09:50:40,P-Usine_B-000098,4.21,2433,99,19.6,37.0,1
2023-10-26 09:50:40,P-Usine_B-000098,4.21,2433,99,19.6,37.0,1
2023-10-26 09:48:34,P-Usine_B-000099,5.94,2551,100,19.8,39.9,0
2023-10-26 09:45:35,P-Usine_B-000100,5.5,2492,101,20.0,39.2,1
2023-10-26 09:49:55,P-Usine_B-000101,4.65,2599,102,20.2,43.5,2
2023-10-26 09:51:23,P-Usine_B-000102,4.57,2445,103,20.4,36.0,0
2023-10-26 09:49:32,P-Usine_B-000103,5.24,2462,104,20.6,40.6,2
2023-10-26 09:53:06,P-Usine_B-000104,4.81,2525,105,20.8,38.9,0
2023-10-26 09:58:12,P-Usine_B-000105,5.08,2462,106,21.0,35.1,1
2023-10-26 09:59:05,P-Usine_B-000106,4.53,2511,107,21.2,40.9,1
2023-10-26 09:58:54,P-Usine_B-000107,5.39,2506,108,21.4,35.0,2
2023-10-26 10:01:47,P-Usine_B-000108,4.35,2448,109,21.6,35.1,1
2023-10-26 10:00:57,P-Usine_B-000109,4.16,2390,110,21.8,38.5,0
2023-10-26 09:58:11,P-Usine_B-000110,5.89,2427,111,22.0,41.1,0
2023-10-26 10:02:14,P-Usine_B-000111,5.68,2427,112,22.2,45.0,0
2023-10-26 10:02:59,P-Usine_B-000112,4.44,2489,113,22.4,44.6,1
2023-10-26 10:07:10,P-Usine_B-000113,4.35,2457,114,22.6,38.1,0
2023-10-26 10:02:03,P-Usine_B-000114,5.18,2504,115,22.8,42.5,0
2023-10-26 10:06:30,P-Usine_B-000115,5.4,2464,116,23.0,42.9,0
2023-10-26 10:05:50,P-Usine_B-000116,5.65,2497,117,23.2,40.0,0
2023-10-26 10:11:07,P-Usine_B-000117,5.39,2448,118,23.4,37.3,1
2023-10-26 10:05:57,P-Usine_B-000118,5.92,2549,119,23.6,37.1,2
2023-10-26 10:13:39,P-Usine_B-000119,5.35,2522,120,23.8,43.3,0
2023-10-26 10:11:48,P-Usine_B-000120,5.64,2523,121,24.0,36.5,0
2023-10-26 10:14:43,P-Usine_B-000121,4.78,2581,122,24.2,38.9,0
2023-10-26 10:15:57,P-Usine_B-000122,5.4,2411,123,24.4,41.9,0
2023-10-26 10:10:57,P-Usine_B-000123,4.88,2457,124,24.6,42.9,1
2023-10-26 10:11:56,P-Usine_B-000124,4.35,2481,125,24.8,35.3,2
2023-10-26 10:12:12,P-Usine_B-000125,4.01,2437,126,25.0,42.9,0
2023-10-26 10:15:09,P-Usine_B-000126,5.44,2539,127,25.2,36.0,0
2023-10-26 10:17:34,P-Usine_B-000127,5.57,2458,999.9,25.4,44.3,1
2023-10-26 10:15:44,P-Usine_B-000128,5.79,2459,129,25.6,37.5,0
2023-10-26 10:19:17,P-Usine_B-000129,4.93,2441,130,25.8,38.1,0
2023-10-26 10:23:02,P-Usine_B-000130,5.87,2579,131,26.0,42.6,1
2023-10-26 10:18:51,P-Usine_B-000131,5.27,2519,132,26.2,39.6,1
2023-10-26 10:17:32,P-Usine_B-000132,5.14,2475,133,26.4,42.8,0
2023-10-26 10:21:08,P-Usine_B-000133,,2494,134,26.6,38.6,0
2023-10-26 10:21:37,P-Usine_B-000134,5.3,2483,135,26.8,42.4,1
2023-10-26 10:20:29,P-Usine_B-000135,5.35,2469,136,27.0,42.0,0
2023-10-26 10:24:55,P-Usine_B-000136,4.45,2484,137,27.2,44.0,0
2023-10-26 10:28:55,P-Usine_B-000137,5.74,2497,138,27.4,40.9,1
2023-10-26 10:32:34,P-Usine_B-000138,4.2,2531,139,27.6,39.7,0
2023-10-26 10:29:16,P-Usine_B-000139,5.79,2422,140,27.8,35.6,1
2023-10-26 10:28:27,P-Usine_B-000140,4.36,2503,141,28.0,38.1,1
2023-10-26 10:30:29,P-Usine_B-000141,4.61,2496,142,28.2,40.3,2
2023-10-26 10:28:21,P-Usine_B-000142,5.24,2418,143,28.4,38.9,1
2023-10-26 10:31:27,P-Usine_B-000143,5.45,2554,144,28.6,39.1,1
2023-10-26 10:33:59,P-Usine_B-000144,5.91,2355,145,28.8,41.1,1
2023-10-26 10:29:58,P-Usine_B-000145,5.57,2481,146,29.0,37.9,0
2023-10-26 10:32:02,P-Usine_B-000146,4.43,2500,147,29.2,39.3,2
2023-10-26 10:40:18,P-Usine_B-000147,5.44,2478,148,29.4,44.4,2
2023-10-26 10:39:30,P-Usine_B-000148,4.2,2484,149,29.6,36.2,0
2023-10-26 10:42:38,P-Usine_B-000149,5.49,2576,150,29.8,43.2,0
2023-10-26 10:43:18,P-Usine_B-000150,5.19,2531,151,30.0,41.7,0
2023-10-26 10:46:03,P-Usine_B-000151,4.55,2589,152,30.2,41.2,2
2023-10-26 10:43:22,P-Usine_B-000152,5.86,2511,153,30.4,40.3,2
2023-10-26 10:38:27,P-Usine_B-000153,5.99,2598,154,30.6,39.3,1
2023-10-26 10:40:30,P-Usine_B-000154,5.52,2519,155,30.8,37.9,1
2023-10-26 10:44:30,P-Usine_B-000155,5.48,2471,156,31.0,38.7,1
2023-10-26 10:48:56,P-Usine_B-000156,5.0,2396,157,31.2,38.9,0
2023-10-26 10:51:27,P-Usine_B-000157,5.03,999.9,158,31.4,36.0,1
2023-10-26 10:44:22,P-Usine_B-000158,5.25,2568,159,31.6,39.3,2
2023-10-26 10:48:35,P-Usine_B-000159,5.03,2507,160,31.8,39.4,1
2023-10-26 10:50:07,P-Usine_B-000160,5.73,2549,161,32.0,44.2,0
2023-10-26 10:56:05,P-Usine_B-000161,4.61,2531,162,32.2,39.6,2
2023-10-26 10:54:13,P-Usine_B-000162,4.85,2420,163,32.4,42.8,1
2023-10-26 10:48:14,P-Usine_B-000163,5.53,2485,164,32.6,35.6,2
2023-10-26 10:49:30,P-Usine_B-000164,4.02,2425,165,32.8,39.3,2
2023-10-26 10:54:14,P-Usine_B-000165,5.75,2548,166,33.0,42.6,2
2023-10-26 10:51:14,P-Usine_B-000166,4.95,2525,167,33.2,36.2,2
2023-10-26 10:57:32,P-Usine_B-000167,5.41,2616,168,33.4,40.9,0
2023-10-26 10:53:29,P-Usine_B-000168,4.47,2431,169,33.6,36.7,2
2023-10-26 10:57:54,P-Usine_B-000169,4.93,2534,170,33.8,42.7,2
2023-10-26 10:56:18,P-Usine_B-000170,5.35,2452,171,34.0,42.7,1
2023-10-26 10:57:00,P-Usine_B-000171,4.71,2368,172,34.2,44.5,1
2023-10-26 10:59:16,P-Usine_B-000172,5.11,2439,173,34.4,35.6,1
2023-10-26 11:02:22,P-Usine_B-000173,4.39,2565,174,34.6,44.3,0
2023-10-26 11:03:51,P-Usine_B-000174,999.9,2562,175,34.8,39.9,0
2023-10-26 11:03:54,P-Usine_B-000175,4.05,2525,176,35.0,44.2,0
2023-10-26 11:02:20,P-Usine_B-000176,5.93,2501,177,35.2,43.2,0
2023-10-26 11:05:40,P-Usine_B-000177,5.47,2546,178,35.4,39.1,1
2023-10-26 11:10:43,P-Usine_B-000178,5.84,2473,179,35.6,37.2,0
2023-10-26 11:05:05,P-Usine_B-000179,4.01,2518,180,35.8,35.1,2
2023-10-26 11:12:29,P-Usine_B-000180,4.63,2517,181,36.0,35.8,0
2023-10-26 11:09:39,P-Usine_B-000181,5.32,2514,182,36.2,35.9,1
2023-10-26 11:14:00,P-Usine_B-000182,5.68,2566,183,36.4,43.1,1
2023-10-26 11:13:15,P-Usine_B-000183,5.83,2565,184,36.6,39.6,2
2023-10-26 11:14:50,P-Usine_B-000184,5.38,2535,185,36.8,36.5,1
2023-10-26 11:10:46,P-Usine_B-000185,4.31,2518,186,37.0,44.9,0
2023-10-26 11:14:47,P-Usine_B-000186,4.98,2578,187,37.2,40.3,0
2023-10-26 11:18:04,P-Usine_B-000187,4.37,2520,188,37.4,35.8,1
2023-10-26 11:20:26,P-Usine_B-000188,5.23,2546,189,37.6,38.4,2
2023-10-26 11:15:35,P-Usine_B-000189,4.31,2602,190,37.8,44.4,2
2023-10-26 11:23:42,P-Usine_B-000190,5.44,2500,,38.0,43.5,0
2023-10-26 11:16:40,P-Usine_B-000191,5.95,2524,192,38.2,42.6,0
2023-10-26 11:22:11,P-Usine_B-000192,4.96,2583,193,38.4,35.2,1
2023-10-26 11:26:06,P-Usine_B-000193,5.19,2514,194,38.6,39.0,1
2023-10-26 11:25:36,P-Usine_B-000194,4.54,2574,195,38.8,42.6,0
2023-10-26 11:30:22,P-Usine_B-000195,5.29,2546,196,39.0,35.9,1
2023-10-26 11:29:30,P-Usine_B-000196,5.44,2447,197,39.2,35.6,2
2023-10-26 11:32:13,P-Usine_B-000197,5.33,2445,198,39.4,35.3,2
2023-10-26 11:24:33,P-Usine_B-000198,5.47,2522,199,39.6,44.6,0
2023-10-26 11:28:50,P-Usine_B-000199,4.37,2440,200,39.8,35.8,1
2023-10-26 11:31:31,P-Usine_B-000200,5.36,2476,201,40.0,43.2,0
2023-10-26 11:34:49,P-Usine_B-000201,4.44,2542,202,40.2,39.3,1
2023-10-26 11:34:10,P-Usine_B-000202,5.43,999.9,203,40.4,37.9,0
2023-10-26 11:30:09,P-Usine_B-000203,4.26,2485,204,40.6,36.8,1
2023-10-26 11:37:41,P-Usine_B-000204,4.29,2472,205,40.8,43.2,0
2023-10-26 11:31:01,P-Usine_B-000205,5.05,2546,206,41.0,37.4,0
2023-10-26 11:41:04,P-Usine_B-000206,5.47,2568,207,,35.1,0
2023-10-26 11:33:44,P-Usine_B-000207,5.93,2513,208,41.4,41.7,1
2023-10-26 11:36:41,P-Usine_B-000208,5.77,2496,209,41.6,35.4,1
2023-10-26 11:41:15,P-Usine_B-000209,5.79,2562,210,41.8,43.9,2
2023-10-26 11:40:33,P-Usine_B-000210,4.95,2601,211,42.0,37.3,1
2023-10-26 11:43:46,P-Usine_B-000211,5.85,2436,212,42.2,38.0,1
2023-10-26 11:43:46,P-Usine_B-000211,5.85,2436,212,42.2,38.0,1
2023-10-26 11:39:46,P-Usine_B-000212,5.11,2499,213,42.4,44.3,2
2023-10-26 11:42:10,P-Usine_B-000213,5.2,2502,214,42.6,44.0,1
2023-10-26 11:41:55,P-Usine_B-000214,5.23,2488,215,42.8,35.5,2
2023-10-26 11:43:30,P-Usine_B-000215,5.4,2501,216,43.0,40.3,1
2023-10-26 11:49:59,P-Usine_B-000216,4.91,2528,217,43.2,40.9,0
2023-10-26 11:50:26,P-Usine_B-000217,4.69,2507,218,43.4,38.5,1
2023-10-26 11:42:52,P-Usine_B-000218,4.31,2509,219,43.6,41.6,1
2023-10-26 11:50:26,P-Usine_B-000219,5.93,2536,220,43.8,38.3,0
2023-10-26 11:48:51,P-Usine_B-000220,5.26,2528,221,44.0,37.7,0
2023-10-26 11:55:17,P-Usine_B-000221,4.07,2514,222,44.2,42.0,1
2023-10-26 11:53:22,P-Usine_B-000222,4.75,2474,223,44.4,39.9,0
2023-10-26 11:49:58,P-Usine_B-000223,4.69,2460,224,44.6,38.1,0
2023-10-26 11:51:52,P-Usine_B-000224,5.43,2531,225,44.8,41.2,1
2023-10-26 11:51:37,P-Usine_B-000225,4.29,2549,226,45.0,44.9,0
2023-10-26 11:55:21,P-Usine_B-000226,5.65,2394,227,45.2,36.7,0
2023-10-26 12:01:38,P-Usine_B-000227,5.36,2456,228,45.4,35.4,2
2023-10-26 12:02:23,P-Usine_B-000228,5.21,2474,229,45.6,35.5,1
2023-10-26 11:57:01,P-Usine_B-000229,5.03,2477,230,45.8,40.7,2
2023-10-26 11:57:07,P-Usine_B-000230,4.58,2415,231,46.0,43.7,1
2023-10-26 11:57:12,P-Usine_B-000231,5.61,2494,232,46.2,44.7,2
2023-10-26 11:57:12,P-Usine_B-000231,5.61,2494,232,46.2,44.7,2
2023-10-26 12:05:47,P-Usine_B-000232,5.76,2501,233,46.4,36.3,1
2023-10-26 12:02:45,P-Usine_B-000233,5.23,999.9,234,46.6,40.3,1
2023-10-26 12:04:25,P-Usine_B-000234,4.56,2448,235,46.8,42.5,2
2023-10-26 12:07:22,P-Usine_B-000235,5.06,2472,236,47.0,37.9,2
2023-10-26 12:01:32,P-Usine_B-000236,5.94,2399,237,47.2,44.9,0
2023-10-26 12:02:25,P-Usine_B-000237,4.94,2553,238,47.4,40.7,0
2023-10-26 12:04:44,P-Usine_B-000238,4.23,2378,239,47.6,45.0,1
2023-10-26 12:11:57,P-Usine_B-000239,4.54,2552,240,47.8,41.1,0
2023-10-26 12:05:18,P-Usine_B-000240,4.3,2452,241,48.0,38.0,2
2023-10-26 12:06:39,P-Usine_B-000241,5.28,2459,242,48.2,42.2,1
2023-10-26 12:09:02,P-Usine_B-000242,5.99,2523,243,48.4,43.8,2
2023-10-26 12:16:20,P-Usine_B-000243,4.25,2529,244,48.6,36.9,0
2023-10-26 12:15:15,P-Usine_B-000244,4.11,2488,245,48.8,42.1,2
2023-10-26 12:10:48,P-Usine_B-000245,4.02,2562,246,49.0,38.2,0
2023-10-26 12:11:42,P-Usine_B-000246,5.13,2549,247,49.2,40.3,0
2023-10-26 12:16:32,P-Usine_B-000247,5.41,2686,248,49.4,39.7,2
2023-10-26 12:16:32,P-Usine_B-000247,5.41,2686,248,49.4,39.7,2
2023-10-26 12:16:09,P-Usine_B-000248,5.7,2530,249,49.6,35.2,0
2023-10-26 12:15:16,P-Usine_B-000249,5.89,2526,999.9,49.8,44.2,0
2023-10-26 12:18:23,P-Usine_B-000250,4.03,2477,251,50.0,41.4,2
2023-10-26 12:23:20,P-Usine_B-000251,5.84,2434,252,50.2,41.3,0
2023-10-26 12:19:47,P-Usine_B-000252,5.52,2570,253,50.4,40.3,1
2023-10-26 12:22:00,P-Usine_B-000253,4.05,2509,254,50.6,35.4,2
2023-10-26 12:27:33,P-Usine_B-000254,4.94,2537,255,50.8,39.7,1
2023-10-26 12:21:52,P-Usine_B-000255,4.98,2429,256,51.0,44.7,0
2023-10-26 12:26:47,P-Usine_B-000256,4.18,2548,257,51.2,35.5,2
2023-10-26 12:26:59,P-Usine_B-000257,5.55,2492,258,51.4,42.9,0
2023-10-26 12:31:39,P-Usine_B-000258,5.54,2479,259,51.6,44.3,1
2023-10-26 12:30:35,P-Usine_B-000259,4.56,2513,260,51.8,39.3,1
2023-10-26 12:31:49,P-Usine_B-000260,4.95,2488,261,52.0,39.4,1
2023-10-26 12:30:50,P-Usine_B-000261,5.33,2477,262,52.2,39.0,0
2023-10-26 12:30:50,P-Usine_B-000261,5.33,2477,262,52.2,39.0,0
2023-10-26 12:28:54,P-Usine_B-000262,4.06,2548,263,52.4,41.9,
2023-10-26 12:32:03,P-Usine_B-000263,5.58,2482,264,52.6,37.5,0
2023-10-26 12:31:20,P-Usine_B-000264,5.64,2514,265,52.8,36.2,1
2023-10-26 12:36:22,P-Usine_B-000265,5.16,2478,266,53.0,36.0,1
2023-10-26 12:30:09,P-Usine_B-000266,4.35,2586,267,53.2,36.9,0
2023-10-26 12:36:50,P-Usine_B-000267,5.28,2460,268,53.4,40.9,0
2023-10-26 12:37:49,P-Usine_B-000268,4.06,2446,269,53.6,35.4,0
2023-10-26 12:34:06,P-Usine_B-000269,5.86,2471,270,53.8,999.9,0
2023-10-26 12:36:23,P-Usine_B-000270,4.07,2543,271,54.0,38.7,1
2023-10-26 12:35:54,P-Usine_B-000271,5.63,2437,272,54.2,37.4,2
2023-10-26 12:40:29,P-Usine_B-000272,4.49,2542,273,54.4,42.7,0
2023-10-26 12:43:44,P-Usine_B-000273,5.57,2469,274,54.6,35.9,0
2023-10-26 12:46:16,P-Usine_B-000274,5.82,2464,275,54.8,38.1,2
2023-10-26 12:43:20,P-Usine_B-000275,5.27,2497,276,55.0,35.5,1
2023-10-26 12:43:25,P-Usine_B-000276,4.97,2509,277,55.2,39.9,1
2023-10-26 12:49:52,P-Usine_B-000277,4.81,2537,278,55.4,36.2,2
2023-10-26 12:43:06,P-Usine_B-000278,5.83,2508,279,55.6,36.9,0
2023-10-26 12:43:53,P-Usine_B-000279,4.86,2532,280,55.8,44.3,2
2023-10-26 12:51:00,P-Usine_B-000280,4.71,2483,281,56.0,41.5,0
2023-10-26 12:51:23,P-Usine_B-000281,4.0,2456,282,56.2,42.6,1
2023-10-26 12:48:01,P-Usine_B-000282,4.23,2561,283,56.4,38.8,2
2023-10-26 12:56:18,P-Usine_B-000283,5.02,2482,284,56.6,37.3,0
2023-10-26 12:48:47,P-Usine_B-000284,4.25,2503,285,56.8,39.1,2
2023-10-26 12:48:47,P-Usine_B-000284,4.25,2503,285,56.8,39.1,2
2023-10-26 12:55:08,P-Usine_B-000285,5.68,2461,286,57.0,35.3,0
2023-10-26 12:54:08,P-Usine_B-000286,4.57,,287,57.2,41.4,0
2023-10-26 12:54:39,P-Usine_B-000287,4.23,2495,288,57.4,41.7,1
2023-10-26 12:54:12,P-Usine_B-000288,4.38,2496,289,57.6,36.6,1
2023-10-26 12:58:48,P-Usine_B-000289,5.95,2500,290,57.8,35.5,0
2023-10-26 12:56:33,P-Usine_B-000290,4.55,2444,291,58.0,38.1,2
2023-10-26 12:59:06,P-Usine_B-000291,5.0,2524,292,58.2,44.3,999.9
2023-10-26 13:02:23,P-Usine_B-000292,5.68,2614,293,58.4,39.4,0
2023-10-26 13:04:19,P-Usine_B-000293,5.5,2538,294,58.6,44.8,0
2023-10-26 13:03:03,P-Usine_B-000294,5.62,2527,295,58.8,38.9,0
2023-10-26 13:00:37,P-Usine_B-000295,4.92,2500,296,59.0,41.2,1
2023-10-26 13:06:10,P-Usine_B-000296,4.85,2518,297,59.2,37.6,1
2023-10-26 13:05:18,P-Usine_B-000297,5.26,2521,298,59.4,37.3,2
2023-10-26 13:02:37,P-Usine_B-000298,4.87,2423,299,59.6,44.2,0
2023-10-26 13:05:37,P-Usine_B-000299,4.91,2498,300,59.8,37.1,0
2023-10-26 13:05:00,P-Usine_B-000300,5.05,2459,301,60.0,44.9,1
2023-10-26 13:08:13,P-Usine_B-000301,5.41,2563,302,60.2,40.3,0
2023-10-26 13:12:52,P-Usine_B-000302,5.06,2511,303,60.4,39.0,2
2023-10-26 13:07:32,P-Usine_B-000303,5.04,2521,304,60.6,40.1,2
2023-10-26 13:12:25,P-Usine_B-000304,5.21,2431,305,60.8,39.4,0
2023-10-26 13:09:32,P-Usine_B-000305,4.35,2544,306,61.0,44.8,1
2023-10-26 13:12:51,P-Usine_B-000306,4.78,2464,307,61.2,42.0,1
2023-10-26 13:18:23,P-Usine_B-000307,5.9,2488,308,61.4,42.3,2
2023-10-26 13:16:10,P-Usine_B-000308,4.13,2536,309,61.6,35.0,1
2023-10-26 13:13:10,P-Usine_B-000309,4.89,,310,61.8,43.7,0
2023-10-26 13:21:48,P-Usine_B-000310,4.77,2533,311,62.0,43.3,0
2023-10-26 13:16:09,P-Usine_B-000311,4.57,2544,312,62.2,44.5,0
2023-10-26 13:22:54,P-Usine_B-000312,5.21,2639,313,62.4,37.0,2
