timestamp,batch_id,oven_temp_c,immersion_time_sec,coating_thickness_um,energy_kwh
2023-10-26 08:31:38,B-Usine_B-0004,459.3,218.0,105.3,19.44
2023-10-26 08:35:38,B-Usine_B-0004,453.6,225.0,105.2,24.09
2023-10-26 08:31:54,B-Usine_B-0004,455.5,193.0,84.5,20.37
2023-10-26 08:33:17,B-Usine_B-0004,449.3,183.0,89.9,16.48
2023-10-26 08:40:05,B-Usine_B-0004,457.0,187.0,81.9,16.3
2023-10-26 08:40:47,B-Usine_B-0004,440.9,227.0,,24.01
2023-10-26 08:36:33,B-Usine_B-0004,449.0,,110.0,17.26
2023-10-26 08:35:40,B-Usine_B-0004,447.1,193.0,106.6,22.88
2023-10-26 08:42:58,B-Usine_B-0005,442.5,205.0,99.4,24.3
2023-10-26 08:45:19,B-Usine_B-0005,444.7,224.0,108.2,23.86
2023-10-26 08:43:56,B-Usine_B-0005,453.3,201.0,116.8,22.96
2023-10-26 08:45:11,B-Usine_B-0005,451.2,205.0,90.7,15.17
2023-10-26 08:45:42,B-Usine_B-0005,447.8,190.0,108.8,20.98
2023-10-26 08:50:25,B-Usine_B-0005,449.9,183.0,99.3,21.6
2023-10-26 08:49:42,B-Usine_B-0005,455.1,226.0,115.4,19.94
2023-10-26 08:49:42,B-Usine_B-0005,455.1,226.0,115.4,19.94
2023-10-26 08:48:47,B-Usine_B-0005,444.5,191.0,84.3,23.3
2023-10-26 08:51:28,B-Usine_B-0005,443.6,224.0,86.5,17.07
2023-10-26 08:45:04,B-Usine_B-0005,451.4,185.0,117.7,24.09
2023-10-26 08:52:04,B-Usine_B-0006,440.8,219.0,119.6,19.36
2023-10-26 08:54:08,B-Usine_B-0006,458.6,215.0,118.0,
2023-10-26 08:57:17,B-Usine_B-0006,447.2,217.0,999.9,23.67
2023-10-26 08:53:44,B-Usine_B-0006,444.7,187.0,97.2,21.0
2023-10-26 08:58:16,B-Usine_B-0006,447.0,228.0,85.2,18.5
2023-10-26 08:52:05,B-Usine_B-0006,459.0,228.0,105.6,17.61
2023-10-26 08:57:04,B-Usine_B-0006,452.3,209.0,119.5,19.3
2023-10-26 08:54:23,B-Usine_B-0006,455.9,183.0,93.4,17.8
2023-10-26 08:59:22,B-Usine_B-0006,453.4,195.0,95.6,20.44
2023-10-26 08:55:04,B-Usine_B-0006,452.1,205.0,107.0,16.31
2023-10-26 09:01:04,B-Usine_B-0007,448.8,202.0,116.0,22.68
2023-10-26 08:57:47,B-Usine_B-0007,458.0,205.0,89.8,15.98
2023-10-26 09:00:17,B-Usine_B-0007,442.4,228.0,104.6,17.36
2023-10-26 09:07:53,B-Usine_B-0007,454.0,210.0,999.9,17.13
2023-10-26 09:00:43,B-Usine_B-0007,441.9,196.0,92.7,20.07
2023-10-26 09:03:34,B-Usine_B-0007,445.5,206.0,100.5,20.58
2023-10-26 09:07:18,B-Usine_B-0007,444.0,223.0,112.1,16.35
2023-10-26 09:07:42,B-Usine_B-0007,454.2,216.0,103.6,21.23
2023-10-26 09:07:42,B-Usine_B-0007,442.6,185.0,99.3,23.18
2023-10-26 09:08:06,B-Usine_B-0007,444.5,240.0,105.0,24.93
2023-10-26 09:09:28,B-Usine_B-0008,447.1,212.0,102.1,21.14
2023-10-26 09:11:38,,451.9,234.0,102.4,19.08
2023-10-26 09:14:58,B-Usine_B-0008,455.5,182.0,112.0,21.77
2023-10-26 09:16:34,B-Usine_B-0008,452.1,226.0,92.9,16.04
2023-10-26 09:18:01,B-Usine_B-0008,454.4,218.0,119.2,20.22
2023-10-26 09:18:41,B-Usine_B-0008,456.0,189.0,82.1,15.35
2023-10-26 09:11:47,B-Usine_B-0008,457.6,223.0,80.4,20.29
2023-10-26 09:13:57,B-Usine_B-0008,455.8,219.0,112.9,15.72
2023-10-26 09:21:31,B-Usine_B-0008,459.7,201.0,100.8,20.18
2023-10-26 09:15:55,B-Usine_B-0008,443.3,233.0,111.1,15.86
2023-10-26 09:19:35,B-Usine_B-0009,459.5,233.0,115.2,23.47
2023-10-26 09:19:31,B-Usine_B-0009,452.3,200.0,86.9,16.76
2023-10-26 09:20:55,B-Usine_B-0009,452.9,199.0,106.5,22.44
2023-10-26 09:27:04,B-Usine_B-0009,446.5,211.0,85.9,16.67
2023-10-26 09:28:38,B-Usine_B-0009,454.2,235.0,104.4,19.72
2023-10-26 09:23:47,B-Usine_B-0009,999.9,222.0,86.9,16.7
2023-10-26 09:28:38,B-Usine_B-0009,441.6,196.0,106.9,22.73
2023-10-26 09:26:29,B-Usine_B-0009,459.9,210.0,92.2,19.0
2023-10-26 09:31:48,B-Usine_B-0009,444.0,202.0,96.6,24.76
2023-10-26 09:27:31,B-Usine_B-0009,449.3,223.0,106.6,16.75
2023-10-26 09:29:37,B-Usine_B-0010,442.5,216.0,100.7,21.4
2023-10-26 09:35:36,B-Usine_B-0010,444.1,193.0,81.9,17.35
2023-10-26 09:32:07,B-Usine_B-0010,441.7,204.0,105.4,24.56
2023-10-26 09:32:12,B-Usine_B-0010,444.5,191.0,103.3,15.14
2023-10-26 09:32:12,B-Usine_B-0010,444.5,191.0,103.3,15.14
2023-10-26 09:35:24,B-Usine_B-0010,457.3,194.0,97.6,20.1
2023-10-26 09:34:14,B-Usine_B-0010,441.0,233.0,111.5,
2023-10-26 09:39:57,B-Usine_B-0010,442.4,189.0,114.2,20.45
2023-10-26 09:41:47,B-Usine_B-0010,449.7,198.0,85.0,20.69
2023-10-26 09:38:33,B-Usine_B-0010,443.3,190.0,80.8,15.75
2023-10-26 09:39:54,B-Usine_B-0010,441.4,235.0,104.6,19.35
2023-10-26 09:37:01,B-Usine_B-0011,442.8,234.0,111.2,21.41
2023-10-26 09:38:48,B-Usine_B-0011,444.5,184.0,96.7,23.25
2023-10-26 09:40:05,B-Usine_B-0011,452.2,239.0,87.5,19.52
2023-10-26 09:48:30,B-Usine_B-0011,450.0,183.0,109.4,16.4
2023-10-26 09:46:45,B-Usine_B-0011,440.6,217.0,98.6,17.62
2023-10-26 09:50:13,B-Usine_B-0011,447.4,233.0,118.2,15.45
2023-10-26 09:49:11,B-Usine_B-0011,446.0,194.0,113.9,16.64
2023-10-26 09:42:38,B-Usine_B-0011,453.9,234.0,106.6,21.51
2023-10-26 09:48:41,B-Usine_B-0011,448.9,198.0,108.9,23.23
2023-10-26 09:52:16,B-Usine_B-0011,445.3,202.0,104.3,21.23
2023-10-26 09:55:13,B-Usine_B-0012,457.7,222.0,104.6,23.26
2023-10-26 09:51:52,B-Usine_B-0012,456.6,207.0,93.0,18.95
2023-10-26 09:53:49,B-Usine_B-0012,449.6,190.0,83.1,20.14
2023-10-26 09:55:03,B-Usine_B-0012,448.2,185.0,93.6,21.35
2023-10-26 09:54:21,B-Usine_B-0012,457.1,189.0,100.2,15.4
2023-10-26 09:52:56,B-Usine_B-0012,459.8,185.0,81.0,21.32
2023-10-26 09:51:28,B-Usine_B-0012,449.3,223.0,94.2,23.69
2023-10-26 09:54:58,B-Usine_B-0012,453.9,183.0,87.1,23.63
2023-10-26 10:01:14,B-Usine_B-0012,450.2,230.0,117.6,24.52
2023-10-26 09:53:56,B-Usine_B-0012,458.9,189.0,102.5,15.32
2023-10-26 10:03:49,B-Usine_B-0013,457.5,220.0,103.8,20.98
2023-10-26 10:00:27,B-Usine_B-0013,456.1,232.0,111.5,18.32
2023-10-26 10:04:14,B-Usine_B-0013,442.1,219.0,115.1,18.7
2023-10-26 10:00:33,B-Usine_B-0013,455.7,235.0,96.2,20.2
2023-10-26 10:06:14,B-Usine_B-0013,443.3,193.0,103.9,18.95
2023-10-26 10:03:03,B-Usine_B-0013,446.0,203.0,86.5,
2023-10-26 10:10:26,B-Usine_B-0013,456.0,999.9,88.8,21.0
2023-10-26 10:02:20,,453.4,191.0,100.8,16.66
2023-10-26 10:09:02,B-Usine_B-0013,454.0,215.0,108.0,24.99
2023-10-26 10:10:24,B-Usine_B-0013,451.2,215.0,98.8,15.89
2023-10-26 10:05:08,B-Usine_B-0014,443.7,221.0,97.1,22.59
2023-10-26 10:11:38,B-Usine_B-0014,451.0,194.0,97.2,16.76
2023-10-26 10:10:17,B-Usine_B-0014,459.0,219.0,88.6,18.24
2023-10-26 10:14:37,B-Usine_B-0014,442.3,222.0,117.7,18.09
2023-10-26 10:11:43,B-Usine_B-0014,442.4,208.0,107.1,15.29
2023-10-26 10:15:42,B-Usine_B-0014,459.0,180.0,99.5,24.0
2023-10-26 10:14:41,B-Usine_B-0014,448.2,196.0,87.7,22.38
2023-10-26 10:14:43,B-Usine_B-0014,445.1,202.0,87.9,22.07
2023-10-26 10:15:13,B-Usine_B-0014,443.3,236.0,111.6,16.68
2023-10-26 10:14:45,B-Usine_B-0014,457.1,212.0,82.3,22.7
2023-10-26 10:18:45,B-Usine_B-0015,440.5,231.0,113.6,21.42
2023-10-26 10:26:00,B-Usine_B-0015,442.7,185.0,117.4,17.7
2023-10-26 10:23:25,B-Usine_B-0015,443.6,208.0,102.6,20.95
2023-10-26 10:24:21,B-Usine_B-0015,452.2,218.0,102.7,19.28
2023-10-26 10:27:08,B-Usine_B-0015,451.0,219.0,111.6,21.58
2023-10-26 10:26:15,B-Usine_B-0015,450.0,199.0,87.5,24.99
2023-10-26 10:22:00,B-Usine_B-0015,447.6,219.0,98.1,18.23
2023-10-26 10:25:36,B-Usine_B-0015,446.9,201.0,113.0,23.26
2023-10-26 10:29:47,B-Usine_B-0015,453.9,215.0,116.6,22.65
2023-10-26 10:32:58,B-Usine_B-0015,441.5,207.0,82.4,15.25
2023-10-26 10:32:28,B-Usine_B-0016,452.9,222.0,95.0,20.11
2023-10-26 10:30:57,B-Usine_B-0016,457.8,199.0,81.9,18.74
2023-10-26 10:31:29,B-Usine_B-0016,446.7,224.0,96.3,16.43
2023-10-26 10:34:14,B-Usine_B-0016,449.0,205.0,91.7,24.72
2023-10-26 10:32:23,B-Usine_B-0016,440.3,226.0,92.5,19.87
2023-10-26 10:33:57,B-Usine_B-0016,454.8,185.0,105.8,18.46
2023-10-26 10:31:46,B-Usine_B-0016,446.9,999.9,106.6,20.36
2023-10-26 10:32:33,B-Usine_B-0016,457.4,197.0,103.0,20.52
2023-10-26 10:36:23,B-Usine_B-0016,445.0,198.0,92.0,19.96
2023-10-26 10:39:20,B-Usine_B-0016,459.9,210.0,105.0,22.91
2023-10-26 10:35:31,B-Usine_B-0017,443.2,193.0,80.3,15.27
2023-10-26 10:44:40,B-Usine_B-0017,444.1,229.0,118.3,22.78
2023-10-26 10:39:42,B-Usine_B-0017,445.6,211.0,103.8,19.78
2023-10-26 10:43:48,B-Usine_B-0017,449.7,196.0,80.2,19.98
2023-10-26 10:48:34,B-Usine_B-0017,455.0,208.0,113.7,23.17
2023-10-26 10:44:39,B-Usine_B-0017,447.2,206.0,117.2,21.07
2023-10-26 10:46:01,B-Usine_B-0017,450.9,196.0,116.9,17.32
,B-Usine_B-0017,453.6,193.0,88.9,19.87
2023-10-26 10:44:14,B-Usine_B-0017,444.8,238.0,117.8,16.47
2023-10-26 10:52:59,B-Usine_B-0017,443.0,190.0,114.7,24.88
2023-10-26 10:48:32,B-Usine_B-0018,459.3,205.0,100.2,22.31
2023-10-26 10:48:32,B-Usine_B-0018,459.3,205.0,100.2,22.31
2023-10-26 10:47:22,B-Usine_B-0018,454.0,194.0,112.1,15.43
2023-10-26 10:49:01,B-Usine_B-0018,444.1,221.0,104.7,24.02
2023-10-26 10:52:40,B-Usine_B-0018,447.2,216.0,103.7,20.02
2023-10-26 10:52:44,B-Usine_B-0018,447.1,214.0,114.3,16.78
2023-10-26 10:52:52,B-Usine_B-0018,458.7,205.0,84.4,16.34
2023-10-26 10:59:26,B-Usine_B-0018,446.6,196.0,90.4,22.08
2023-10-26 10:56:12,B-Usine_B-0018,450.7,210.0,117.5,20.4
2023-10-26 10:58:11,B-Usine_B-0018,451.9,201.0,119.8,22.91
2023-10-26 10:55:57,B-Usine_B-0018,442.9,193.0,92.0,17.87
2023-10-26 10:54:46,B-Usine_B-0019,443.9,199.0,95.4,23.42
2023-10-26 10:58:01,B-Usine_B-0019,448.1,213.0,84.3,17.43
2023-10-26 11:04:01,B-Usine_B-0019,455.3,199.0,98.1,16.72
2023-10-26 11:04:57,B-Usine_B-0019,440.6,194.0,116.2,16.31
2023-10-26 10:58:45,B-Usine_B-0019,448.6,184.0,80.7,21.7
2023-10-26 11:08:56,,453.9,206.0,116.5,19.12
2023-10-26 11:06:24,B-Usine_B-0019,442.4,182.0,87.5,21.52
2023-10-26 11:03:19,B-Usine_B-0019,451.8,190.0,110.4,16.56
2023-10-26 11:09:37,B-Usine_B-0019,446.4,180.0,103.6,23.63
2023-10-26 11:09:37,B-Usine_B-0019,446.4,180.0,103.6,23.63
2023-10-26 11:06:37,B-Usine_B-0019,443.1,232.0,91.7,17.58
2023-10-26 11:12:43,B-Usine_B-0020,452.5,239.0,92.9,23.98
2023-10-26 11:10:57,B-Usine_B-0020,444.5,208.0,93.4,18.66
2023-10-26 11:14:44,B-Usine_B-0020,457.4,204.0,97.8,23.73
2023-10-26 11:14:48,B-Usine_B-0020,459.5,239.0,98.3,21.93
2023-10-26 11:08:58,B-Usine_B-0020,444.1,219.0,82.6,24.58
2023-10-26 11:11:19,B-Usine_B-0020,448.1,232.0,80.9,18.85
2023-10-26 11:14:24,B-Usine_B-0020,458.5,192.0,86.3,22.56
2023-10-26 11:19:45,B-Usine_B-0020,445.6,230.0,117.8,21.26
2023-10-26 11:12:59,B-Usine_B-0020,441.2,228.0,117.4,17.12
2023-10-26 11:20:37,B-Usine_B-0020,459.2,211.0,109.0,20.4
2023-10-26 11:19:17,B-Usine_B-0021,455.0,200.0,107.4,15.29
2023-10-26 11:20:55,B-Usine_B-0021,442.4,183.0,82.9,17.9
2023-10-26 11:22:28,B-Usine_B-0021,448.0,233.0,95.0,18.23
2023-10-26 11:22:47,,453.4,216.0,119.1,23.07
2023-10-26 11:27:55,B-Usine_B-0021,458.7,217.0,107.6,23.75
2023-10-26 11:21:03,B-Usine_B-0021,448.2,237.0,117.0,18.7
2023-10-26 11:30:13,B-Usine_B-0021,449.1,196.0,116.6,20.01
2023-10-26 11:24:33,B-Usine_B-0021,452.3,237.0,91.8,24.03
2023-10-26 11:22:41,B-Usine_B-0021,444.6,187.0,92.1,15.8
2023-10-26 11:29:24,B-Usine_B-0021,442.3,189.0,85.4,21.94
2023-10-26 11:31:49,B-Usine_B-0022,443.1,192.0,91.4,22.4
2023-10-26 11:26:48,B-Usine_B-0022,452.6,226.0,82.3,15.97
2023-10-26 11:32:25,B-Usine_B-0022,441.3,202.0,97.8,16.83
2023-10-26 11:33:50,B-Usine_B-0022,447.6,230.0,88.7,18.61
2023-10-26 11:35:23,B-Usine_B-0022,,201.0,111.6,21.08
2023-10-26 11:36:04,B-Usine_B-0022,457.5,195.0,96.8,18.16
2023-10-26 11:38:20,B-Usine_B-0022,459.9,217.0,90.3,24.96
2023-10-26 11:35:26,B-Usine_B-0022,454.7,225.0,94.0,21.73
2023-10-26 11:33:06,B-Usine_B-0022,451.3,203.0,100.7,20.0
2023-10-26 11:42:45,B-Usine_B-0022,457.2,226.0,97.8,24.89
2023-10-26 11:39:03,B-Usine_B-0023,457.9,233.0,91.9,22.59
2023-10-26 11:39:47,B-Usine_B-0023,454.5,229.0,86.2,20.01
2023-10-26 11:36:37,B-Usine_B-0023,459.2,200.0,112.4,23.4
2023-10-26 11:44:12,B-Usine_B-0023,450.9,236.0,102.2,15.37
2023-10-26 11:43:13,B-Usine_B-0023,452.1,221.0,114.1,19.16
2023-10-26 11:43:13,B-Usine_B-0023,452.1,221.0,114.1,19.16
2023-10-26 11:41:34,B-Usine_B-0023,454.5,237.0,118.0,23.72
2023-10-26 11:44:37,B-Usine_B-0023,452.6,183.0,96.2,18.26
2023-10-26 11:43:07,B-Usine_B-0023,459.3,222.0,107.9,15.85
2023-10-26 11:50:16,B-Usine_B-0023,443.2,,102.2,21.5
2023-10-26 11:45:44,B-Usine_B-0023,449.0,183.0,81.6,24.33
2023-10-26 11:45:37,B-Usine_B-0024,459.8,219.0,117.1,24.37
2023-10-26 11:54:35,B-Usine_B-0024,447.5,197.0,104.2,21.04
2023-10-26 11:54:07,B-Usine_B-0024,441.1,226.0,90.3,16.99
2023-10-26 11:53:06,B-Usine_B-0024,458.8,183.0,112.5,21.87
2023-10-26 11:58:00,B-Usine_B-0024,446.0,234.0,86.4,22.02
2023-10-26 11:58:00,B-Usine_B-0024,446.0,234.0,86.4,22.02
2023-10-26 11:49:11,B-Usine_B-0024,452.6,190.0,116.9,23.35
2023-10-26 11:58:04,B-Usine_B-0024,455.7,196.0,107.8,18.17
2023-10-26 11:55:10,B-Usine_B-0024,455.8,186.0,91.5,20.37
2023-10-26 11:59:00,B-Usine_B-0024,440.4,201.0,118.2,15.35
2023-10-26 12:00:08,B-Usine_B-0024,445.5,227.0,108.2,18.73
2023-10-26 11:59:42,B-Usine_B-0025,441.4,233.0,97.9,16.39
2023-10-26 11:55:37,B-Usine_B-0025,443.9,217.0,85.6,19.9
2023-10-26 12:04:31,B-Usine_B-0025,447.6,239.0,100.7,15.46
2023-10-26 12:05:32,B-Usine_B-0025,451.8,221.0,81.3,21.76
2023-10-26 12:06:54,B-Usine_B-0025,459.6,194.0,999.9,20.09
2023-10-26 12:00:06,B-Usine_B-0025,447.9,209.0,111.5,23.94
2023-10-26 12:00:45,B-Usine_B-0025,444.5,206.0,99.2,22.23
2023-10-26 12:02:57,B-Usine_B-0025,450.1,224.0,88.4,23.35
2023-10-26 12:09:48,B-Usine_B-0025,450.5,210.0,102.5,21.99
2023-10-26 12:08:30,B-Usine_B-0025,999.9,208.0,106.3,24.25
2023-10-26 12:09:34,B-Usine_B-0026,454.4,183.0,107.4,23.92
2023-10-26 12:10:23,B-Usine_B-0026,442.3,237.0,111.7,16.07
2023-10-26 12:07:05,B-Usine_B-0026,448.0,224.0,98.4,22.49
2023-10-26 12:12:11,B-Usine_B-0026,459.0,234.0,83.8,21.33
2023-10-26 12:10:57,B-Usine_B-0026,445.7,227.0,108.0,999.9
,B-Usine_B-0026,451.2,224.0,80.4,22.46
2023-10-26 12:16:11,B-Usine_B-0026,448.7,225.0,99.8,16.72
2023-10-26 12:18:58,B-Usine_B-0026,443.8,214.0,86.6,19.52
2023-10-26 12:14:56,B-Usine_B-0026,455.2,229.0,103.1,21.62
2023-10-26 12:17:43,B-Usine_B-0026,457.1,205.0,102.3,22.31
2023-10-26 12:20:44,B-Usine_B-0027,444.7,189.0,89.6,16.0
2023-10-26 12:16:18,B-Usine_B-0027,456.6,202.0,83.3,24.73
2023-10-26 12:20:59,B-Usine_B-0027,444.4,181.0,,17.29
2023-10-26 12:25:09,B-Usine_B-0027,441.5,187.0,95.8,23.25
2023-10-26 12:18:23,B-Usine_B-0027,440.1,185.0,107.6,23.51
2023-10-26 12:28:13,B-Usine_B-0027,442.0,239.0,85.6,20.87
2023-10-26 12:26:48,B-Usine_B-0027,440.2,222.0,93.3,19.28
2023-10-26 12:27:50,B-Usine_B-0027,446.9,209.0,112.8,20.55
2023-10-26 12:22:48,B-Usine_B-0027,458.3,204.0,92.6,21.5
2023-10-26 12:24:04,B-Usine_B-0027,440.6,203.0,110.1,20.84
2023-10-26 12:32:09,B-Usine_B-0028,452.4,188.0,81.9,16.41
2023-10-26 12:32:39,B-Usine_B-0028,443.5,193.0,99.4,15.03
2023-10-26 12:31:15,B-Usine_B-0028,452.9,221.0,91.3,22.61
2023-10-26 12:29:46,B-Usine_B-0028,458.6,234.0,86.2,24.15
2023-10-26 12:32:12,B-Usine_B-0028,447.5,237.0,97.3,24.44
2023-10-26 12:35:15,B-Usine_B-0028,459.8,200.0,96.3,24.04
2023-10-26 12:30:10,B-Usine_B-0028,456.6,226.0,104.7,15.0
2023-10-26 12:38:49,B-Usine_B-0028,446.2,186.0,95.9,15.5
2023-10-26 12:35:12,B-Usine_B-0028,448.4,217.0,109.3,15.67
2023-10-26 12:37:33,B-Usine_B-0028,459.5,219.0,114.4,19.58
2023-10-26 12:43:13,B-Usine_B-0029,445.1,225.0,87.1,24.89
2023-10-26 12:43:35,B-Usine_B-0029,454.9,185.0,110.5,17.78
2023-10-26 12:40:31,B-Usine_B-0029,455.1,194.0,85.6,15.19
2023-10-26 12:39:58,B-Usine_B-0029,453.1,235.0,112.3,21.72
2023-10-26 12:45:26,B-Usine_B-0029,449.8,181.0,84.9,19.35
2023-10-26 12:41:57,B-Usine_B-0029,444.0,229.0,103.2,20.26
2023-10-26 12:45:53,B-Usine_B-0029,,195.0,111.7,24.08
2023-10-26 12:42:24,B-Usine_B-0029,458.6,201.0,112.8,17.03
2023-10-26 12:46:42,B-Usine_B-0029,453.8,227.0,104.9,20.54
2023-10-26 12:46:50,B-Usine_B-0029,455.3,195.0,100.4,15.0
2023-10-26 12:49:39,B-Usine_B-0030,446.1,199.0,107.2,16.64
2023-10-26 12:50:24,B-Usine_B-0030,455.0,203.0,118.7,21.95
2023-10-26 12:52:06,B-Usine_B-0030,453.3,209.0,113.0,22.72
2023-10-26 12:50:12,B-Usine_B-0030,452.4,192.0,91.0,22.89
2023-10-26 12:55:43,B-Usine_B-0030,445.2,180.0,81.6,18.09
2023-10-26 12:54:28,B-Usine_B-0030,457.5,187.0,80.7,21.55
2023-10-26 12:50:56,B-Usine_B-0030,455.0,198.0,,15.27
2023-10-26 12:57:52,B-Usine_B-0030,452.2,195.0,109.4,23.23
2023-10-26 12:51:41,B-Usine_B-0030,453.8,216.0,103.3,20.18
2023-10-26 12:58:14,B-Usine_B-0030,999.9,183.0,100.8,18.43
2023-10-26 12:56:42,B-Usine_B-0031,449.4,237.0,94.9,19.97
2023-10-26 13:01:19,B-Usine_B-0031,446.6,195.0,94.8,15.57
2023-10-26 13:01:55,B-Usine_B-0031,451.2,182.0,92.8,18.14
2023-10-26 12:58:34,B-Usine_B-0031,456.6,196.0,82.4,23.92
2023-10-26 13:06:43,B-Usine_B-0031,447.7,193.0,117.0,16.7
2023-10-26 13:05:06,B-Usine_B-0031,458.6,204.0,117.7,16.81
2023-10-26 13:03:09,B-Usine_B-0031,454.7,187.0,110.3,24.72
2023-10-26 13:04:52,B-Usine_B-0031,443.0,219.0,107.8,19.68
2023-10-26 13:11:13,B-Usine_B-0031,458.3,195.0,105.6,15.23
2023-10-26 13:07:36,B-Usine_B-0031,448.7,206.0,108.6,15.32
2023-10-26 13:04:02,B-Usine_B-0032,455.8,206.0,84.5,18.06
2023-10-26 13:04:02,B-Usine_B-0032,455.8,206.0,84.5,18.06
2023-10-26 13:05:00,B-Usine_B-0032,443.8,226.0,113.4,15.06
2023-10-26 13:11:57,B-Usine_B-0032,458.1,221.0,91.9,19.08
2023-10-26 13:07:43,B-Usine_B-0032,451.8,234.0,81.1,22.09
2023-10-26 13:13:09,B-Usine_B-0032,449.7,199.0,112.7,16.58
2023-10-26 13:15:10,B-Usine_B-0032,455.6,193.0,114.8,15.55
2023-10-26 13:18:15,B-Usine_B-0032,445.3,219.0,82.8,21.1
2023-10-26 13:20:21,B-Usine_B-0032,459.4,194.0,94.1,20.39
2023-10-26 13:14:17,B-Usine_B-0032,456.7,218.0,87.6,24.15
2023-10-26 13:15:34,B-Usine_B-0032,443.4,213.0,93.3,16.92
2023-10-26 13:16:37,B-Usine_B-0033,453.9,196.0,89.0,24.47
2023-10-26 13:17:51,B-Usine_B-0033,452.1,222.0,90.7,22.45
2023-10-26 13:20:12,B-Usine_B-0033,452.7,191.0,103.2,17.93
2023-10-26 13:25:00,B-Usine_B-0033,445.3,194.0,96.1,24.38
2023-10-26 13:18:37,B-Usine_B-0033,448.6,235.0,91.2,21.37
2023-10-26 13:22:39,B-Usine_B-0033,455.2,210.0,103.0,15.38
2023-10-26 13:20:02,B-Usine_B-0033,444.9,220.0,91.5,19.04
2023-10-26 13:20:02,B-Usine_B-0033,444.9,220.0,91.5,19.04
2023-10-26 13:22:57,B-Usine_B-0033,459.9,184.0,103.2,16.58
2023-10-26 13:29:49,B-Usine_B-0033,456.8,181.0,80.0,16.49
2023-10-26 13:23:05,B-Usine_B-0033,458.3,186.0,86.1,16.71
2023-10-26 13:26:01,B-Usine_B-0034,453.7,188.0,92.8,16.94
2023-10-26 13:28:39,B-Usine_B-0034,458.3,225.0,111.5,20.88
2023-10-26 13:27:28,B-Usine_B-0034,444.9,206.0,82.5,15.63
2023-10-26 13:36:28,B-Usine_B-0034,447.3,217.0,81.9,21.36
2023-10-26 13:28:37,B-Usine_B-0034,442.0,196.0,104.1,15.62
2023-10-26 13:32:09,B-Usine_B-0034,441.5,188.0,108.7,15.24
,B-Usine_B-0034,444.8,214.0,103.5,18.34
2023-10-26 13:38:39,B-Usine_B-0034,458.7,216.0,95.2,17.53
2023-10-26 13:36:01,B-Usine_B-0034,441.5,221.0,98.9,22.73
2023-10-26 13:37:56,B-Usine_B-0034,457.3,236.0,102.0,20.64
2023-10-26 13:41:23,B-Usine_B-0035,451.8,208.0,115.9,24.36
