timestamp,part_id,num_serie,num_lot_prod,client,date_expedition,quantite_lot,certificat_conf
2023-10-26 09:54:40,P-Usine_B-000060,P-Usine_B-000060,L-Usine_B-202343,Airbus,2023-10-30,50,CERT-P-Usine_B-000060
2023-10-26 09:51:19,P-Usine_B-000061,P-Usine_B-000061,L-Usine_B-202343,Airbus,2023-10-28,50,CERT-P-Usine_B-000061
2023-10-26 09:55:44,P-Usine_B-000062,P-Usine_B-000062,L-Usine_B-202343,Airbus,2023-10-31,50,CERT-P-Usine_B-000062
2023-10-26 09:50:55,P-Usine_B-000063,P-Usine_B-000063,L-Usine_B-202343,Dassault,2023-10-29,50,CERT-P-Usine_B-000063
2023-10-26 09:53:09,P-Usine_B-000064,P-Usine_B-000064,L-Usine_B-202343,Airbus,2023-10-27,50,CERT-P-Usine_B-000064
2023-10-26 09:58:10,P-Usine_B-000065,P-Usine_B-000065,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000065
2023-10-26 09:59:32,P-Usine_B-000066,,L-Usine_B-202343,Airbus,2023-10-29,50,CERT-P-Usine_B-000066
2023-10-26 09:56:44,P-Usine_B-000067,P-Usine_B-000067,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000067
2023-10-26 10:00:14,P-Usine_B-000068,P-Usine_B-000068,L-Usine_B-202343,Safran,2023-10-30,50,CERT-P-Usine_B-000068
2023-10-26 09:58:05,P-Usine_B-000069,P-Usine_B-000069,L-Usine_B-202343,Airbus,2023-10-29,50,CERT-P-Usine_B-000069
2023-10-26 10:04:42,P-Usine_B-000070,P-Usine_B-000070,L-Usine_B-202343,Dassault,2023-10-30,50,999.9
2023-10-26 10:03:15,P-Usine_B-000072,P-Usine_B-000072,L-Usine_B-202343,999.9,2023-10-31,50,CERT-P-Usine_B-000072
2023-10-26 09:58:27,P-Usine_B-000073,P-Usine_B-000073,L-Usine_B-202343,Safran,2023-10-29,50,CERT-P-Usine_B-000073
2023-10-26 10:06:11,P-Usine_B-000074,P-Usine_B-000074,L-Usine_B-202343,Dassault,2023-10-27,50,CERT-P-Usine_B-000074
2023-10-26 10:01:47,P-Usine_B-000075,P-Usine_B-000075,L-Usine_B-202343,Dassault,2023-10-30,50,CERT-P-Usine_B-000075
2023-10-26 10:03:23,P-Usine_B-000076,P-Usine_B-000076,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000076
2023-10-26 10:04:38,P-Usine_B-000077,P-Usine_B-000077,L-Usine_B-202343,Airbus,2023-10-29,50,CERT-P-Usine_B-000077
2023-10-26 10:05:17,P-Usine_B-000078,P-Usine_B-000078,L-Usine_B-202343,Safran,2023-10-27,50,CERT-P-Usine_B-000078
2023-10-26 10:08:39,P-Usine_B-000079,P-Usine_B-000079,L-Usine_B-202343,Safran,2023-10-29,50,CERT-P-Usine_B-000079
2023-10-26 10:05:18,P-Usine_B-000080,P-Usine_B-000080,L-Usine_B-202343,Dassault,2023-10-28,50,CERT-P-Usine_B-000080
2023-10-26 10:12:54,P-Usine_B-000081,P-Usine_B-000081,L-Usine_B-202343,Dassault,2023-10-28,50,CERT-P-Usine_B-000081
2023-10-26 10:06:59,P-Usine_B-000082,P-Usine_B-000082,L-Usine_B-202343,Safran,2023-10-28,50,CERT-P-Usine_B-000082
2023-10-26 10:08:54,P-Usine_B-000083,P-Usine_B-000083,L-Usine_B-202343,Dassault,2023-10-30,50,CERT-P-Usine_B-000083
2023-10-26 10:08:54,P-Usine_B-000083,P-Usine_B-000083,L-Usine_B-202343,Dassault,2023-10-30,50,CERT-P-Usine_B-000083
2023-10-26 10:13:06,P-Usine_B-000084,P-Usine_B-000084,L-Usine_B-202343,Airbus,2023-10-27,50,CERT-P-Usine_B-000084
2023-10-26 10:11:58,P-Usine_B-000086,P-Usine_B-000086,L-Usine_B-202343,Airbus,2023-10-27,50,CERT-P-Usine_B-000086
2023-10-26 10:15:32,P-Usine_B-000087,P-Usine_B-000087,L-Usine_B-202343,Airbus,2023-10-27,50,CERT-P-Usine_B-000087
2023-10-26 10:13:12,P-Usine_B-000088,P-Usine_B-000088,L-Usine_B-202343,Safran,999.9,50,CERT-P-Usine_B-000088
2023-10-26 10:20:41,P-Usine_B-000089,P-Usine_B-000089,L-Usine_B-202343,Airbus,2023-10-28,50,CERT-P-Usine_B-000089
2023-10-26 10:14:54,P-Usine_B-000090,P-Usine_B-000090,L-Usine_B-202343,Airbus,2023-10-29,50,CERT-P-Usine_B-000090
2023-10-26 10:18:33,P-Usine_B-000091,P-Usine_B-000091,L-Usine_B-202343,Safran,2023-10-27,50,CERT-P-Usine_B-000091
2023-10-26 10:25:38,P-Usine_B-000092,P-Usine_B-000092,L-Usine_B-202343,Dassault,2023-10-29,50,CERT-P-Usine_B-000092
2023-10-26 10:20:50,P-Usine_B-000093,P-Usine_B-000093,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000093
2023-10-26 10:26:29,P-Usine_B-000094,P-Usine_B-000094,L-Usine_B-202343,Airbus,2023-10-31,50,CERT-P-Usine_B-000094
2023-10-26 10:22:27,P-Usine_B-000096,P-Usine_B-000096,L-Usine_B-202343,Safran,2023-10-30,50,CERT-P-Usine_B-000096
2023-10-26 10:28:45,P-Usine_B-000097,P-Usine_B-000097,L-Usine_B-202343,Airbus,2023-10-31,50,CERT-P-Usine_B-000097
2023-10-26 10:27:48,P-Usine_B-000098,P-Usine_B-000098,L-Usine_B-202343,Airbus,2023-10-29,50,CERT-P-Usine_B-000098
2023-10-26 10:26:58,P-Usine_B-000099,P-Usine_B-000099,L-Usine_B-202343,Airbus,2023-10-28,50,CERT-P-Usine_B-000099
2023-10-26 10:26:48,P-Usine_B-000100,P-Usine_B-000100,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000100
2023-10-26 10:29:13,P-Usine_B-000101,P-Usine_B-000101,L-Usine_B-202343,Dassault,2023-10-27,50,CERT-P-Usine_B-000101
2023-10-26 10:28:26,P-Usine_B-000102,P-Usine_B-000102,L-Usine_B-202343,Safran,2023-10-31,50,CERT-P-Usine_B-000102
2023-10-26 10:33:23,P-Usine_B-000104,P-Usine_B-000104,L-Usine_B-202343,Safran,2023-10-30,50,CERT-P-Usine_B-000104
2023-10-26 10:36:00,P-Usine_B-000105,P-Usine_B-000105,L-Usine_B-202343,Safran,2023-10-31,50,CERT-P-Usine_B-000105
2023-10-26 10:37:45,P-Usine_B-000106,P-Usine_B-000106,L-Usine_B-202343,Dassault,2023-10-30,50,CERT-P-Usine_B-000106
2023-10-26 10:40:19,P-Usine_B-000107,P-Usine_B-000107,L-Usine_B-202343,Dassault,2023-10-27,50,CERT-P-Usine_B-000107
2023-10-26 10:41:47,P-Usine_B-000108,P-Usine_B-000108,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000108
2023-10-26 10:43:28,P-Usine_B-000109,P-Usine_B-000109,L-Usine_B-202343,Dassault,2023-10-29,50,CERT-P-Usine_B-000109
2023-10-26 10:44:07,P-Usine_B-000110,P-Usine_B-000110,L-Usine_B-202343,Safran,2023-10-29,50,CERT-P-Usine_B-000110
2023-10-26 10:45:47,P-Usine_B-000111,P-Usine_B-000111,L-Usine_B-202343,Airbus,2023-10-28,50,CERT-P-Usine_B-000111
2023-10-26 10:41:37,P-Usine_B-000112,P-Usine_B-000112,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000112
2023-10-26 10:38:27,P-Usine_B-000113,P-Usine_B-000113,L-Usine_B-202343,Safran,2023-10-28,50,CERT-P-Usine_B-000113
2023-10-26 10:49:07,P-Usine_B-000115,P-Usine_B-000115,L-Usine_B-202343,Safran,2023-10-29,50,CERT-P-Usine_B-000115
2023-10-26 10:45:58,P-Usine_B-000116,P-Usine_B-000116,L-Usine_B-202343,Dassault,2023-10-28,50,
2023-10-26 10:43:33,P-Usine_B-000117,P-Usine_B-000117,L-Usine_B-202343,Dassault,2023-10-30,50,CERT-P-Usine_B-000117
2023-10-26 10:52:20,P-Usine_B-000119,P-Usine_B-000119,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000119
2023-10-26 10:49:13,P-Usine_B-000120,P-Usine_B-000120,L-Usine_B-202343,Dassault,2023-10-30,50,CERT-P-Usine_B-000120
2023-10-26 10:49:02,P-Usine_B-000122,P-Usine_B-000122,L-Usine_B-202343,Dassault,2023-10-29,50,CERT-P-Usine_B-000122
2023-10-26 10:52:25,P-Usine_B-000123,P-Usine_B-000123,L-Usine_B-202343,Dassault,2023-10-30,50,CERT-P-Usine_B-000123
2023-10-26 10:51:26,P-Usine_B-000124,P-Usine_B-000124,L-Usine_B-202343,Safran,2023-10-30,50,CERT-P-Usine_B-000124
2023-10-26 10:58:22,P-Usine_B-000126,P-Usine_B-000126,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000126
2023-10-26 10:52:01,P-Usine_B-000127,P-Usine_B-000127,L-Usine_B-202343,Safran,2023-10-29,50,CERT-P-Usine_B-000127
2023-10-26 10:55:54,P-Usine_B-000129,P-Usine_B-000129,L-Usine_B-202343,Airbus,2023-10-30,50,CERT-P-Usine_B-000129
2023-10-26 10:55:25,P-Usine_B-000130,P-Usine_B-000130,L-Usine_B-202343,Dassault,2023-10-29,50,CERT-P-Usine_B-000130
2023-10-26 11:01:44,P-Usine_B-000131,P-Usine_B-000131,L-Usine_B-202343,Airbus,2023-10-27,50,CERT-P-Usine_B-000131
2023-10-26 10:56:56,P-Usine_B-000132,P-Usine_B-000132,L-Usine_B-202343,Airbus,2023-10-28,50,CERT-P-Usine_B-000132
2023-10-26 11:00:51,P-Usine_B-000133,P-Usine_B-000133,L-Usine_B-202343,Dassault,2023-10-28,50,CERT-P-Usine_B-000133
2023-10-26 11:02:40,P-Usine_B-000134,P-Usine_B-000134,L-Usine_B-202343,Safran,2023-10-28,50,CERT-P-Usine_B-000134
2023-10-26 11:09:57,P-Usine_B-000135,P-Usine_B-000135,L-Usine_B-202343,Safran,2023-10-27,50,CERT-P-Usine_B-000135
2023-10-26 11:08:39,P-Usine_B-000136,P-Usine_B-000136,L-Usine_B-202343,Safran,2023-10-29,50,CERT-P-Usine_B-000136
2023-10-26 11:06:39,P-Usine_B-000137,P-Usine_B-000137,L-Usine_B-202343,Dassault,2023-10-29,50,CERT-P-Usine_B-000137
2023-10-26 11:05:04,P-Usine_B-000139,P-Usine_B-000139,L-Usine_B-202343,Safran,2023-10-29,50,CERT-P-Usine_B-000139
2023-10-26 11:10:32,P-Usine_B-000140,P-Usine_B-000140,L-Usine_B-202343,Airbus,2023-10-30,50,CERT-P-Usine_B-000140
2023-10-26 11:13:54,P-Usine_B-000142,P-Usine_B-000142,L-Usine_B-202343,Airbus,2023-10-30,50,CERT-P-Usine_B-000142
2023-10-26 11:14:58,P-Usine_B-000143,P-Usine_B-000143,L-Usine_B-202343,Safran,2023-10-27,50,CERT-P-Usine_B-000143
2023-10-26 11:15:48,P-Usine_B-000144,P-Usine_B-000144,L-Usine_B-202343,Airbus,2023-10-31,50,CERT-P-Usine_B-000144
2023-10-26 11:18:53,P-Usine_B-000145,P-Usine_B-000145,L-Usine_B-202343,Safran,2023-10-30,50,CERT-P-Usine_B-000145
2023-10-26 11:19:37,P-Usine_B-000146,P-Usine_B-000146,L-Usine_B-202343,Safran,2023-10-27,50,CERT-P-Usine_B-000146
2023-10-26 11:13:41,P-Usine_B-000147,P-Usine_B-000147,L-Usine_B-202343,Safran,2023-10-30,50,CERT-P-Usine_B-000147
2023-10-26 11:16:20,P-Usine_B-000149,P-Usine_B-000149,L-Usine_B-202343,Dassault,2023-10-27,50,CERT-P-Usine_B-000149
2023-10-26 11:18:21,P-Usine_B-000150,P-Usine_B-000150,L-Usine_B-202343,Dassault,2023-10-30,50,CERT-P-Usine_B-000150
2023-10-26 11:24:19,P-Usine_B-000151,P-Usine_B-000151,L-Usine_B-202343,Airbus,2023-10-31,50,CERT-P-Usine_B-000151
2023-10-26 11:23:28,P-Usine_B-000152,P-Usine_B-000152,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000152
2023-10-26 11:28:00,P-Usine_B-000153,P-Usine_B-000153,L-Usine_B-202343,Dassault,2023-10-28,50,CERT-P-Usine_B-000153
2023-10-26 11:20:32,P-Usine_B-000154,P-Usine_B-000154,L-Usine_B-202343,Dassault,2023-10-27,50,CERT-P-Usine_B-000154
2023-10-26 11:21:27,P-Usine_B-000155,P-Usine_B-000155,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000155
2023-10-26 11:26:37,P-Usine_B-000156,P-Usine_B-000156,L-Usine_B-202343,Airbus,2023-10-28,50,CERT-P-Usine_B-000156
2023-10-26 11:31:46,P-Usine_B-000157,P-Usine_B-000157,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000157
2023-10-26 11:31:04,P-Usine_B-000158,P-Usine_B-000158,L-Usine_B-202343,Airbus,2023-10-29,50,CERT-P-Usine_B-000158
2023-10-26 11:30:26,P-Usine_B-000159,P-Usine_B-000159,L-Usine_B-202343,Airbus,2023-10-31,50,CERT-P-Usine_B-000159
2023-10-26 11:34:03,P-Usine_B-000160,P-Usine_B-000160,L-Usine_B-202343,Safran,2023-10-28,50,CERT-P-Usine_B-000160
2023-10-26 11:31:26,P-Usine_B-000161,P-Usine_B-000161,L-Usine_B-202343,Safran,2023-10-27,50,CERT-P-Usine_B-000161
2023-10-26 11:36:23,P-Usine_B-000162,P-Usine_B-000162,L-Usine_B-202343,Safran,2023-10-30,50,CERT-P-Usine_B-000162
2023-10-26 11:33:14,P-Usine_B-000164,P-Usine_B-000164,L-Usine_B-202343,Dassault,2023-10-28,50,CERT-P-Usine_B-000164
2023-10-26 11:36:11,P-Usine_B-000166,P-Usine_B-000166,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000166
2023-10-26 11:36:14,P-Usine_B-000167,P-Usine_B-000167,L-Usine_B-202343,Airbus,2023-10-30,50,CERT-P-Usine_B-000167
2023-10-26 11:35:58,P-Usine_B-000168,P-Usine_B-000168,L-Usine_B-202343,Safran,2023-10-31,50,CERT-P-Usine_B-000168
2023-10-26 11:42:29,P-Usine_B-000169,P-Usine_B-000169,L-Usine_B-202343,Dassault,2023-10-28,50,CERT-P-Usine_B-000169
2023-10-26 11:36:56,P-Usine_B-000170,P-Usine_B-000170,L-Usine_B-202343,Dassault,2023-10-30,50,CERT-P-Usine_B-000170
2023-10-26 11:43:05,P-Usine_B-000172,P-Usine_B-000172,L-Usine_B-202343,Dassault,2023-10-27,50,CERT-P-Usine_B-000172
2023-10-26 11:44:52,P-Usine_B-000175,P-Usine_B-000175,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000175
2023-10-26 11:46:22,P-Usine_B-000178,P-Usine_B-000178,L-Usine_B-202343,Dassault,2023-10-29,50,CERT-P-Usine_B-000178
2023-10-26 11:44:19,P-Usine_B-000179,P-Usine_B-000179,L-Usine_B-202343,Dassault,2023-10-28,50,CERT-P-Usine_B-000179
2023-10-26 11:45:46,P-Usine_B-000180,P-Usine_B-000180,L-Usine_B-202343,Airbus,2023-10-30,50,CERT-P-Usine_B-000180
2023-10-26 11:54:41,P-Usine_B-000181,P-Usine_B-000181,L-Usine_B-202343,Safran,2023-10-30,50,CERT-P-Usine_B-000181
2023-10-26 11:52:54,P-Usine_B-000182,P-Usine_B-000182,L-Usine_B-202343,Airbus,2023-10-29,50,CERT-P-Usine_B-000182
2023-10-26 11:57:03,P-Usine_B-000183,P-Usine_B-000183,L-Usine_B-202343,Airbus,2023-10-27,50,CERT-P-Usine_B-000183
2023-10-26 11:54:59,P-Usine_B-000184,P-Usine_B-000184,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000184
2023-10-26 11:58:45,P-Usine_B-000186,P-Usine_B-000186,L-Usine_B-202343,Dassault,2023-10-27,50,CERT-P-Usine_B-000186
2023-10-26 11:55:45,P-Usine_B-000187,P-Usine_B-000187,L-Usine_B-202343,Dassault,2023-10-28,50,CERT-P-Usine_B-000187
2023-10-26 11:58:12,P-Usine_B-000188,P-Usine_B-000188,L-Usine_B-202343,Airbus,2023-10-28,50,CERT-P-Usine_B-000188
2023-10-26 11:56:59,P-Usine_B-000189,P-Usine_B-000189,L-Usine_B-202343,Airbus,2023-10-28,50,CERT-P-Usine_B-000189
2023-10-26 12:01:24,P-Usine_B-000190,P-Usine_B-000190,L-Usine_B-202343,Safran,2023-10-30,50,CERT-P-Usine_B-000190
2023-10-26 12:01:37,P-Usine_B-000191,P-Usine_B-000191,L-Usine_B-202343,Safran,2023-10-29,50,CERT-P-Usine_B-000191
2023-10-26 12:00:26,P-Usine_B-000192,P-Usine_B-000192,L-Usine_B-202343,Safran,2023-10-28,50,CERT-P-Usine_B-000192
2023-10-26 12:05:41,P-Usine_B-000193,P-Usine_B-000193,L-Usine_B-202343,Airbus,2023-10-27,50,CERT-P-Usine_B-000193
2023-10-26 12:01:25,P-Usine_B-000194,P-Usine_B-000194,L-Usine_B-202343,Dassault,2023-10-30,50,CERT-P-Usine_B-000194
2023-10-26 12:07:36,P-Usine_B-000195,P-Usine_B-000195,L-Usine_B-202343,Safran,2023-10-27,50,CERT-P-Usine_B-000195
2023-10-26 12:04:21,P-Usine_B-000197,P-Usine_B-000197,L-Usine_B-202343,Safran,2023-10-28,50,CERT-P-Usine_B-000197
2023-10-26 12:11:14,P-Usine_B-000199,P-Usine_B-000199,L-Usine_B-202343,Safran,2023-10-29,50,CERT-P-Usine_B-000199
2023-10-26 12:14:24,P-Usine_B-000201,P-Usine_B-000201,L-Usine_B-202343,Airbus,2023-10-27,50,CERT-P-Usine_B-000201
2023-10-26 12:12:11,P-Usine_B-000202,P-Usine_B-000202,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000202
2023-10-26 12:14:34,P-Usine_B-000203,P-Usine_B-000203,L-Usine_B-202343,Safran,2023-10-28,50,CERT-P-Usine_B-000203
2023-10-26 12:12:52,P-Usine_B-000204,P-Usine_B-000204,L-Usine_B-202343,Safran,2023-10-31,50,CERT-P-Usine_B-000204
2023-10-26 12:12:10,,P-Usine_B-000205,L-Usine_B-202343,Dassault,2023-10-27,50,CERT-P-Usine_B-000205
2023-10-26 12:12:52,P-Usine_B-000206,P-Usine_B-000206,L-Usine_B-202343,Safran,2023-10-29,50,CERT-P-Usine_B-000206
2023-10-26 12:19:42,P-Usine_B-000207,P-Usine_B-000207,L-Usine_B-202343,Dassault,2023-10-27,50,CERT-P-Usine_B-000207
2023-10-26 12:13:45,P-Usine_B-000208,P-Usine_B-000208,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000208
2023-10-26 12:16:52,P-Usine_B-000210,P-Usine_B-000210,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000210
2023-10-26 12:26:25,P-Usine_B-000212,P-Usine_B-000212,L-Usine_B-202343,Safran,2023-10-31,50,CERT-P-Usine_B-000212
2023-10-26 12:22:39,P-Usine_B-000213,P-Usine_B-000213,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000213
2023-10-26 12:26:43,P-Usine_B-000214,P-Usine_B-000214,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000214
2023-10-26 12:27:03,P-Usine_B-000215,P-Usine_B-000215,L-Usine_B-202343,Dassault,2023-10-30,50,CERT-P-Usine_B-000215
2023-10-26 12:24:52,P-Usine_B-000216,P-Usine_B-000216,L-Usine_B-202343,Airbus,2023-10-29,50,CERT-P-Usine_B-000216
2023-10-26 12:29:57,P-Usine_B-000217,P-Usine_B-000217,L-Usine_B-202343,Dassault,2023-10-29,50,CERT-P-Usine_B-000217
2023-10-26 12:29:11,P-Usine_B-000218,P-Usine_B-000218,L-Usine_B-202343,Dassault,2023-10-29,50,CERT-P-Usine_B-000218
2023-10-26 12:24:12,P-Usine_B-000219,P-Usine_B-000219,L-Usine_B-202343,Airbus,2023-10-31,50,CERT-P-Usine_B-000219
2023-10-26 12:31:44,P-Usine_B-000220,P-Usine_B-000220,L-Usine_B-202343,Safran,2023-10-30,50,CERT-P-Usine_B-000220
2023-10-26 12:31:44,P-Usine_B-000220,P-Usine_B-000220,L-Usine_B-202343,Safran,2023-10-30,50,CERT-P-Usine_B-000220
2023-10-26 12:34:26,P-Usine_B-000221,P-Usine_B-000221,L-Usine_B-202343,Dassault,2023-10-31,50,CERT-P-Usine_B-000221
