timestamp,part_id,batch_id,temp_four_c,courbe_montee_ok,duree_palier_min,temps_refroidissement_min,durete_sortie_hrc,lot_four
2023-10-26 09:10:29,P-Usine_B-000037,OVEN-0001,842.1,OK,59.9,27.9,55.1,OVEN-0001
2023-10-26 09:06:52,P-Usine_B-000038,OVEN-0001,854.8,OK,62.9,31.0,56.2,OVEN-0001
2023-10-26 09:05:32,P-Usine_B-000039,OVEN-0001,839.7,OK,60.4,26.1,56.6,OVEN-0001
2023-10-26 09:09:24,P-Usine_B-000040,OVEN-0001,850.8,OK,62.0,28.5,57.7,OVEN-0001
2023-10-26 09:14:16,P-Usine_B-000041,OVEN-0001,863.1,OK,58.7,27.7,56.6,OVEN-0001
2023-10-26 09:14:16,P-Usine_B-000041,OVEN-0001,863.1,OK,58.7,27.7,56.6,OVEN-0001
2023-10-26 09:09:50,P-Usine_B-000042,OVEN-0001,847.7,OK,55.6,29.3,58.1,OVEN-0001
2023-10-26 09:12:22,P-Usine_B-000043,OVEN-0001,848.2,NOK,61.0,30.4,57.8,OVEN-0001
2023-10-26 09:12:23,P-Usine_B-000044,OVEN-0001,846.1,OK,60.5,29.0,55.7,OVEN-0001
2023-10-26 09:12:11,P-Usine_B-000045,OVEN-0001,858.3,OK,59.9,31.7,55.4,OVEN-0001
2023-10-26 09:17:46,P-Usine_B-000046,OVEN-0001,844.5,OK,59.1,31.8,57.1,OVEN-0001
2023-10-26 09:16:56,P-Usine_B-000047,OVEN-0001,858.3,OK,62.0,28.2,61.5,OVEN-0001
2023-10-26 09:16:17,P-Usine_B-000048,OVEN-0001,854.4,OK,59.4,30.5,57.5,OVEN-0001
2023-10-26 09:14:46,P-Usine_B-000049,OVEN-0001,854.7,OK,58.2,28.8,57.1,OVEN-0001
2023-10-26 09:17:32,P-Usine_B-000050,OVEN-0001,841.0,OK,61.2,29.3,54.9,OVEN-0001
2023-10-26 09:17:32,P-Usine_B-000050,OVEN-0001,841.0,OK,61.2,29.3,54.9,OVEN-0001
2023-10-26 09:18:28,P-Usine_B-000051,OVEN-0002,860.2,OK,63.6,33.9,56.3,OVEN-0002
2023-10-26 09:23:48,P-Usine_B-000052,OVEN-0002,844.7,OK,60.6,29.5,57.3,OVEN-0002
2023-10-26 09:23:37,P-Usine_B-000053,OVEN-0002,850.4,OK,61.7,33.0,59.0,OVEN-0002
2023-10-26 09:22:57,P-Usine_B-000054,OVEN-0002,843.9,OK,57.4,30.0,57.4,OVEN-0002
2023-10-26 09:26:16,P-Usine_B-000055,OVEN-0002,846.0,OK,61.6,29.7,55.7,OVEN-0002
2023-10-26 09:26:06,P-Usine_B-000056,OVEN-0002,851.0,OK,55.3,28.3,57.1,OVEN-0002
2023-10-26 09:31:07,P-Usine_B-000057,OVEN-0002,845.0,OK,60.7,29.9,59.0,OVEN-0002
2023-10-26 09:31:13,P-Usine_B-000058,OVEN-0002,858.6,OK,58.9,29.4,55.7,OVEN-0002
2023-10-26 09:24:59,P-Usine_B-000059,OVEN-0002,857.6,OK,60.3,31.0,60.7,OVEN-0002
2023-10-26 09:24:59,P-Usine_B-000059,OVEN-0002,857.6,OK,60.3,31.0,60.7,OVEN-0002
2023-10-26 09:31:47,P-Usine_B-000060,OVEN-0002,843.6,OK,63.0,29.9,59.9,OVEN-0002
2023-10-26 09:31:56,P-Usine_B-000061,OVEN-0002,858.7,OK,59.5,30.2,56.4,OVEN-0002
2023-10-26 09:30:14,P-Usine_B-000062,OVEN-0002,852.0,OK,59.9,29.7,58.4,999.9
2023-10-26 09:28:25,P-Usine_B-000063,OVEN-0002,857.4,OK,59.2,29.8,58.8,OVEN-0002
2023-10-26 09:37:52,P-Usine_B-000064,OVEN-0002,842.5,OK,59.2,31.0,57.0,OVEN-0002
2023-10-26 09:35:48,P-Usine_B-000065,OVEN-0002,858.8,OK,58.0,26.1,59.5,OVEN-0002
2023-10-26 09:31:17,P-Usine_B-000066,,842.9,OK,58.5,27.5,54.1,OVEN-0002
2023-10-26 09:37:27,P-Usine_B-000067,OVEN-0002,851.9,OK,63.4,32.3,56.9,OVEN-0002
2023-10-26 09:38:23,P-Usine_B-000068,OVEN-0002,846.0,OK,62.4,27.9,56.7,OVEN-0002
2023-10-26 09:41:36,P-Usine_B-000069,OVEN-0002,843.9,OK,63.1,28.3,58.3,OVEN-0002
2023-10-26 09:38:03,P-Usine_B-000070,OVEN-0002,852.3,OK,61.4,31.1,56.8,OVEN-0002
2023-10-26 09:37:21,P-Usine_B-000071,OVEN-0002,858.2,OK,59.2,,56.5,OVEN-0002
2023-10-26 09:46:18,P-Usine_B-000072,OVEN-0002,849.2,OK,63.0,27.9,56.9,OVEN-0002
2023-10-26 09:45:49,P-Usine_B-000073,OVEN-0002,847.4,OK,59.6,27.2,57.9,OVEN-0002
2023-10-26 09:44:37,P-Usine_B-000074,OVEN-0002,855.4,OK,57.1,32.5,56.9,OVEN-0002
2023-10-26 09:44:29,P-Usine_B-000075,OVEN-0002,843.9,OK,59.8,29.2,57.0,OVEN-0002
2023-10-26 09:47:42,P-Usine_B-000076,OVEN-0002,845.7,OK,55.5,32.5,58.0,OVEN-0002
2023-10-26 09:42:16,P-Usine_B-000077,OVEN-0002,855.1,OK,58.8,30.0,60.4,OVEN-0002
2023-10-26 09:45:01,P-Usine_B-000078,OVEN-0002,846.9,OK,61.6,26.8,56.4,OVEN-0002
2023-10-26 09:51:28,P-Usine_B-000079,OVEN-0002,846.0,OK,61.5,27.7,59.6,OVEN-0002
2023-10-26 09:52:19,P-Usine_B-000080,OVEN-0002,848.2,OK,65.2,31.4,57.6,OVEN-0002
2023-10-26 09:53:01,P-Usine_B-000081,OVEN-0002,847.0,OK,58.2,31.6,59.6,OVEN-0002
2023-10-26 09:51:59,P-Usine_B-000082,OVEN-0002,847.4,OK,60.4,29.9,56.4,OVEN-0002
2023-10-26 09:54:41,P-Usine_B-000083,OVEN-0002,845.1,OK,61.3,30.3,62.4,OVEN-0002
2023-10-26 09:54:46,P-Usine_B-000084,OVEN-0002,848.9,OK,62.1,32.8,57.3,OVEN-0002
2023-10-26 09:56:18,P-Usine_B-000085,OVEN-0002,851.1,OK,57.9,28.7,60.0,OVEN-0002
2023-10-26 09:59:10,P-Usine_B-000086,OVEN-0002,850.0,OK,60.2,29.8,58.0,OVEN-0002
2023-10-26 09:57:43,P-Usine_B-000087,OVEN-0002,855.9,OK,56.0,31.4,60.7,OVEN-0002
2023-10-26 09:58:17,P-Usine_B-000088,OVEN-0002,843.4,OK,58.5,32.7,59.4,OVEN-0002
2023-10-26 10:01:23,P-Usine_B-000089,OVEN-0002,858.2,OK,60.7,29.5,53.8,OVEN-0002
2023-10-26 10:00:17,P-Usine_B-000090,OVEN-0002,849.0,OK,57.4,29.5,58.9,OVEN-0002
2023-10-26 10:04:01,P-Usine_B-000091,OVEN-0002,842.8,OK,62.0,26.9,57.0,OVEN-0002
2023-10-26 10:03:05,P-Usine_B-000092,OVEN-0002,850.8,OK,58.8,33.0,58.1,OVEN-0002
2023-10-26 10:01:02,P-Usine_B-000093,OVEN-0002,844.8,OK,61.1,28.7,58.4,OVEN-0002
2023-10-26 10:01:02,P-Usine_B-000093,OVEN-0002,844.8,OK,61.1,28.7,58.4,OVEN-0002
2023-10-26 10:00:27,P-Usine_B-000094,OVEN-0002,845.2,OK,61.6,30.9,60.5,OVEN-0002
2023-10-26 09:59:27,P-Usine_B-000095,OVEN-0002,844.8,OK,58.9,29.7,55.9,OVEN-0002
2023-10-26 10:09:51,P-Usine_B-000096,OVEN-0002,856.5,OK,58.4,33.4,59.6,OVEN-0002
2023-10-26 10:03:22,P-Usine_B-000097,OVEN-0002,843.0,OK,61.2,31.5,58.9,OVEN-0002
2023-10-26 10:07:26,P-Usine_B-000098,OVEN-0002,855.8,OK,59.3,30.5,57.4,OVEN-0002
2023-10-26 10:12:18,P-Usine_B-000099,OVEN-0002,849.2,OK,64.1,28.1,54.3,OVEN-0002
2023-10-26 10:12:02,P-Usine_B-000100,OVEN-0002,844.2,OK,61.4,29.4,55.8,OVEN-0002
2023-10-26 10:08:41,P-Usine_B-000101,OVEN-0003,852.6,OK,61.2,28.9,58.2,OVEN-0003
2023-10-26 10:12:43,P-Usine_B-000102,OVEN-0003,854.3,OK,59.2,27.4,56.9,OVEN-0003
2023-10-26 10:09:11,P-Usine_B-000103,OVEN-0003,843.8,OK,59.5,30.6,53.5,OVEN-0003
2023-10-26 10:12:21,P-Usine_B-000104,OVEN-0003,849.9,OK,60.4,29.0,55.5,OVEN-0003
2023-10-26 10:11:23,P-Usine_B-000105,OVEN-0003,849.9,OK,60.7,32.0,58.7,OVEN-0003
2023-10-26 10:18:00,P-Usine_B-000106,OVEN-0003,846.2,OK,60.3,29.0,57.1,OVEN-0003
2023-10-26 10:13:14,P-Usine_B-000107,OVEN-0003,851.5,OK,62.6,28.7,57.1,OVEN-0003
2023-10-26 10:19:19,P-Usine_B-000108,OVEN-0003,845.3,OK,58.5,30.1,59.7,OVEN-0003
2023-10-26 10:20:49,P-Usine_B-000109,OVEN-0003,853.4,OK,60.0,34.1,60.8,OVEN-0003
2023-10-26 10:20:12,P-Usine_B-000110,OVEN-0003,851.5,OK,60.3,33.8,61.4,OVEN-0003
2023-10-26 10:25:15,P-Usine_B-000111,OVEN-0003,850.9,OK,59.8,26.9,,OVEN-0003
2023-10-26 10:23:38,P-Usine_B-000112,OVEN-0003,851.5,OK,58.5,28.3,59.4,OVEN-0003
2023-10-26 10:18:06,P-Usine_B-000113,OVEN-0003,854.4,OK,61.3,27.0,59.9,OVEN-0003
2023-10-26 10:24:17,P-Usine_B-000114,OVEN-0003,843.8,OK,62.0,32.8,56.5,OVEN-0003
2023-10-26 10:22:07,P-Usine_B-000115,OVEN-0003,852.3,OK,59.2,27.4,59.9,OVEN-0003
2023-10-26 10:24:30,P-Usine_B-000116,OVEN-0003,856.2,OK,59.5,27.7,56.9,OVEN-0003
2023-10-26 10:23:29,P-Usine_B-000117,OVEN-0003,848.1,OK,66.3,29.2,54.8,OVEN-0003
2023-10-26 10:27:52,P-Usine_B-000118,OVEN-0003,839.0,OK,59.3,29.5,58.0,OVEN-0003
2023-10-26 10:24:51,P-Usine_B-000119,OVEN-0003,853.8,OK,57.1,29.8,57.5,OVEN-0003
2023-10-26 10:32:52,P-Usine_B-000120,OVEN-0003,844.1,OK,60.3,30.3,58.3,OVEN-0003
2023-10-26 10:27:56,P-Usine_B-000121,OVEN-0003,857.7,OK,60.3,31.4,57.6,OVEN-0003
2023-10-26 10:30:11,P-Usine_B-000122,OVEN-0003,837.9,OK,57.6,31.5,57.4,OVEN-0003
2023-10-26 10:34:26,P-Usine_B-000123,OVEN-0003,853.2,OK,58.7,30.2,57.5,OVEN-0003
2023-10-26 10:38:24,P-Usine_B-000124,OVEN-0003,842.8,OK,60.1,26.8,59.0,OVEN-0003
2023-10-26 10:33:01,P-Usine_B-000125,OVEN-0003,849.3,OK,59.5,29.7,55.5,OVEN-0003
2023-10-26 10:37:10,P-Usine_B-000126,OVEN-0003,848.6,OK,60.1,32.2,59.9,OVEN-0003
2023-10-26 10:39:35,P-Usine_B-000127,OVEN-0003,855.7,OK,62.3,32.7,59.0,OVEN-0003
2023-10-26 10:36:53,P-Usine_B-000128,OVEN-0003,852.0,OK,59.1,30.7,55.9,OVEN-0003
2023-10-26 10:40:49,P-Usine_B-000129,OVEN-0003,841.3,OK,58.0,31.1,57.0,OVEN-0003
2023-10-26 10:39:35,P-Usine_B-000130,OVEN-0003,850.6,OK,59.9,30.5,56.6,OVEN-0003
2023-10-26 10:37:36,P-Usine_B-000131,OVEN-0003,849.2,OK,57.6,32.7,57.9,OVEN-0003
2023-10-26 10:45:35,P-Usine_B-000132,OVEN-0003,848.4,999.9,60.5,28.4,57.3,OVEN-0003
2023-10-26 10:43:22,P-Usine_B-000133,OVEN-0003,848.5,OK,59.5,33.2,56.2,OVEN-0003
2023-10-26 10:46:10,P-Usine_B-000134,OVEN-0003,846.7,OK,59.7,27.1,52.8,OVEN-0003
2023-10-26 10:45:48,P-Usine_B-000135,OVEN-0003,854.1,OK,60.6,29.8,54.0,OVEN-0003
2023-10-26 10:48:49,P-Usine_B-000136,OVEN-0003,848.8,OK,58.8,29.5,57.4,OVEN-0003
2023-10-26 10:50:52,P-Usine_B-000137,OVEN-0003,848.6,OK,61.7,28.3,58.7,OVEN-0003
2023-10-26 10:50:09,P-Usine_B-000138,OVEN-0003,846.8,OK,59.8,30.0,61.1,OVEN-0003
2023-10-26 10:51:52,P-Usine_B-000139,OVEN-0003,852.7,OK,59.7,31.6,56.3,OVEN-0003
2023-10-26 10:51:28,P-Usine_B-000140,OVEN-0003,853.7,OK,64.3,30.3,58.1,OVEN-0003
2023-10-26 10:55:26,P-Usine_B-000141,OVEN-0003,848.5,OK,63.0,27.4,56.4,OVEN-0003
2023-10-26 10:48:59,P-Usine_B-000142,OVEN-0003,841.8,OK,61.7,27.4,56.8,OVEN-0003
2023-10-26 10:55:08,P-Usine_B-000143,OVEN-0003,838.1,OK,59.9,30.7,56.0,OVEN-0003
2023-10-26 10:55:01,P-Usine_B-000144,OVEN-0003,851.7,OK,60.8,32.4,57.3,OVEN-0003
2023-10-26 10:55:17,P-Usine_B-000145,OVEN-0003,843.8,OK,56.9,30.4,58.4,OVEN-0003
2023-10-26 10:52:11,P-Usine_B-000146,OVEN-0003,844.5,OK,60.3,29.3,59.1,OVEN-0003
2023-10-26 10:55:04,P-Usine_B-000147,OVEN-0003,847.3,OK,56.6,31.9,57.7,OVEN-0003
2023-10-26 10:54:30,,OVEN-0003,853.9,OK,60.2,29.7,58.0,OVEN-0003
2023-10-26 11:03:47,P-Usine_B-000149,OVEN-0003,848.6,OK,61.5,29.0,59.7,OVEN-0003
2023-10-26 10:57:55,P-Usine_B-000150,OVEN-0003,835.7,OK,61.0,31.6,59.2,OVEN-0003
2023-10-26 10:58:48,P-Usine_B-000151,OVEN-0004,844.3,OK,59.7,28.6,58.9,OVEN-0004
2023-10-26 11:01:53,P-Usine_B-000152,OVEN-0004,852.7,OK,58.6,30.8,58.8,OVEN-0004
2023-10-26 11:01:39,P-Usine_B-000153,OVEN-0004,850.6,OK,58.9,30.4,58.5,OVEN-0004
2023-10-26 11:00:28,P-Usine_B-000154,OVEN-0004,858.4,OK,59.4,32.0,55.3,OVEN-0004
2023-10-26 11:03:32,P-Usine_B-000155,OVEN-0004,856.1,OK,57.9,31.1,59.5,OVEN-0004
2023-10-26 11:01:22,P-Usine_B-000156,OVEN-0004,850.2,,57.6,29.5,59.9,OVEN-0004
2023-10-26 11:10:58,P-Usine_B-000157,OVEN-0004,842.7,OK,59.5,30.5,60.1,OVEN-0004
2023-10-26 11:11:58,P-Usine_B-000158,OVEN-0004,843.8,OK,63.0,30.7,60.4,OVEN-0004
2023-10-26 11:10:49,P-Usine_B-000159,OVEN-0004,849.1,OK,60.5,29.5,57.4,OVEN-0004
2023-10-26 11:11:42,P-Usine_B-000160,OVEN-0004,853.7,OK,58.1,32.8,58.2,OVEN-0004
2023-10-26 11:13:56,P-Usine_B-000161,OVEN-0004,851.5,OK,58.5,29.8,60.7,OVEN-0004
2023-10-26 11:08:37,P-Usine_B-000162,OVEN-0004,849.4,OK,63.8,29.2,57.4,OVEN-0004
2023-10-26 11:16:57,P-Usine_B-000163,OVEN-0004,853.8,OK,58.8,31.6,57.8,OVEN-0004
2023-10-26 11:17:32,P-Usine_B-000164,OVEN-0004,847.2,OK,61.5,28.8,57.8,OVEN-0004
2023-10-26 11:10:08,P-Usine_B-000165,OVEN-0004,845.0,OK,59.7,29.7,58.5,OVEN-0004
2023-10-26 11:15:18,P-Usine_B-000166,OVEN-0004,844.4,OK,58.2,31.4,58.6,OVEN-0004
2023-10-26 11:15:52,P-Usine_B-000167,OVEN-0004,850.8,OK,59.1,31.2,59.8,OVEN-0004
2023-10-26 11:22:16,P-Usine_B-000168,OVEN-0004,846.9,OK,64.2,29.7,56.3,OVEN-0004
2023-10-26 11:23:38,P-Usine_B-000169,OVEN-0004,852.1,OK,61.1,29.0,57.6,OVEN-0004
2023-10-26 11:22:22,P-Usine_B-000170,OVEN-0004,843.4,OK,65.4,34.1,58.6,OVEN-0004
2023-10-26 11:20:36,P-Usine_B-000171,OVEN-0004,857.3,OK,59.3,32.7,59.9,OVEN-0004
2023-10-26 11:20:36,P-Usine_B-000171,OVEN-0004,857.3,OK,59.3,32.7,59.9,OVEN-0004
2023-10-26 11:26:01,P-Usine_B-000172,OVEN-0004,849.3,OK,61.7,31.7,59.1,OVEN-0004
2023-10-26 11:24:16,P-Usine_B-000173,OVEN-0004,850.5,OK,58.5,33.0,58.3,OVEN-0004
2023-10-26 11:27:06,P-Usine_B-000174,OVEN-0004,842.4,OK,57.6,29.8,57.5,OVEN-0004
2023-10-26 11:20:15,P-Usine_B-000175,OVEN-0004,853.4,OK,60.3,28.1,58.7,OVEN-0004
2023-10-26 11:27:15,P-Usine_B-000176,OVEN-0004,845.0,OK,61.5,32.6,60.9,OVEN-0004
2023-10-26 11:22:37,P-Usine_B-000177,OVEN-0004,853.0,OK,61.9,32.3,57.9,OVEN-0004
2023-10-26 11:25:58,P-Usine_B-000178,OVEN-0004,851.4,OK,61.3,31.8,56.2,OVEN-0004
2023-10-26 11:26:27,P-Usine_B-000179,OVEN-0004,853.9,OK,60.4,32.0,55.5,OVEN-0004
2023-10-26 11:33:11,,OVEN-0004,839.8,OK,62.2,30.6,58.3,OVEN-0004
2023-10-26 11:33:45,P-Usine_B-000181,OVEN-0004,848.7,OK,60.6,28.0,61.3,OVEN-0004
2023-10-26 11:33:02,P-Usine_B-000182,OVEN-0004,849.6,OK,59.1,26.4,55.2,OVEN-0004
2023-10-26 11:31:14,P-Usine_B-000183,OVEN-0004,844.4,OK,62.3,30.5,56.9,OVEN-0004
2023-10-26 11:30:09,P-Usine_B-000184,OVEN-0004,855.2,OK,62.2,32.6,57.6,OVEN-0004
2023-10-26 11:33:08,P-Usine_B-000185,OVEN-0004,848.1,OK,62.4,27.8,58.8,OVEN-0004
2023-10-26 11:41:01,P-Usine_B-000186,OVEN-0004,859.2,OK,60.8,32.4,58.1,OVEN-0004
2023-10-26 11:33:37,P-Usine_B-000187,OVEN-0004,853.7,OK,,28.6,56.7,OVEN-0004
2023-10-26 11:38:34,P-Usine_B-000188,OVEN-0004,859.2,OK,58.7,28.1,60.1,OVEN-0004
2023-10-26 11:35:48,P-Usine_B-000189,OVEN-0004,862.4,OK,58.0,28.6,57.6,OVEN-0004
2023-10-26 11:45:26,P-Usine_B-000190,OVEN-0004,839.2,OK,59.9,30.0,59.1,OVEN-0004
2023-10-26 11:40:04,P-Usine_B-000191,OVEN-0004,852.6,OK,60.2,34.3,55.2,OVEN-0004
2023-10-26 11:45:43,P-Usine_B-000192,OVEN-0004,846.0,OK,62.9,34.4,56.0,OVEN-0004
2023-10-26 11:39:31,P-Usine_B-000193,OVEN-0004,849.6,OK,61.1,30.8,60.1,OVEN-0004
2023-10-26 11:40:26,P-Usine_B-000194,OVEN-0004,847.6,OK,58.5,31.2,57.5,OVEN-0004
2023-10-26 11:40:26,P-Usine_B-000194,OVEN-0004,847.6,OK,58.5,31.2,57.5,OVEN-0004
2023-10-26 11:45:02,P-Usine_B-000195,OVEN-0004,853.7,OK,60.6,30.6,57.2,OVEN-0004
2023-10-26 11:45:02,P-Usine_B-000195,OVEN-0004,853.7,OK,60.6,30.6,57.2,OVEN-0004
2023-10-26 11:41:58,P-Usine_B-000196,OVEN-0004,852.6,OK,59.9,32.5,58.0,OVEN-0004
2023-10-26 11:45:16,P-Usine_B-000197,OVEN-0004,856.7,OK,60.6,30.8,59.9,OVEN-0004
2023-10-26 11:48:01,P-Usine_B-000198,OVEN-0004,853.8,OK,60.6,30.3,56.9,OVEN-0004
2023-10-26 11:49:13,P-Usine_B-000199,OVEN-0004,858.5,OK,62.5,28.9,58.8,OVEN-0004
2023-10-26 11:51:52,P-Usine_B-000200,OVEN-0004,847.3,OK,59.5,28.0,57.3,OVEN-0004
2023-10-26 11:54:45,P-Usine_B-000201,OVEN-0005,855.5,OK,58.4,29.3,55.3,OVEN-0005
2023-10-26 11:54:45,P-Usine_B-000201,OVEN-0005,855.5,OK,58.4,29.3,55.3,OVEN-0005
2023-10-26 11:47:36,P-Usine_B-000202,OVEN-0005,853.9,OK,58.4,31.1,57.9,OVEN-0005
2023-10-26 11:50:23,P-Usine_B-000203,OVEN-0005,856.2,OK,65.0,31.1,59.9,OVEN-0005
2023-10-26 11:50:04,P-Usine_B-000204,OVEN-0005,852.5,OK,58.6,31.4,57.1,OVEN-0005
2023-10-26 11:54:51,P-Usine_B-000205,OVEN-0005,856.5,OK,61.4,32.6,54.9,OVEN-0005
2023-10-26 11:58:48,P-Usine_B-000206,OVEN-0005,840.8,OK,57.2,30.5,58.5,OVEN-0005
2023-10-26 11:58:48,P-Usine_B-000206,OVEN-0005,840.8,OK,57.2,30.5,58.5,OVEN-0005
2023-10-26 11:58:15,P-Usine_B-000207,OVEN-0005,854.0,OK,59.2,29.8,58.2,OVEN-0005
2023-10-26 11:56:15,P-Usine_B-000208,OVEN-0005,857.0,OK,60.8,26.3,61.7,OVEN-0005
2023-10-26 11:56:20,P-Usine_B-000209,OVEN-0005,842.2,OK,61.8,30.6,57.6,OVEN-0005
2023-10-26 11:55:46,P-Usine_B-000210,OVEN-0005,854.6,OK,59.1,33.1,59.3,OVEN-0005
2023-10-26 12:02:26,P-Usine_B-000211,OVEN-0005,848.4,OK,58.1,28.0,60.1,OVEN-0005
2023-10-26 12:05:52,P-Usine_B-000212,OVEN-0005,847.4,OK,58.2,27.3,57.0,OVEN-0005
2023-10-26 12:06:36,P-Usine_B-000213,OVEN-0005,999.9,OK,63.5,30.8,60.4,OVEN-0005
2023-10-26 12:07:28,P-Usine_B-000214,OVEN-0005,856.4,OK,57.7,30.9,55.0,OVEN-0005
2023-10-26 12:06:06,P-Usine_B-000215,OVEN-0005,844.2,OK,62.3,30.7,60.8,OVEN-0005
2023-10-26 12:01:06,P-Usine_B-000216,OVEN-0005,843.8,OK,60.8,28.1,60.6,OVEN-0005
2023-10-26 12:11:46,P-Usine_B-000217,OVEN-0005,850.7,OK,61.8,32.4,55.7,OVEN-0005
2023-10-26 12:10:21,P-Usine_B-000218,OVEN-0005,843.5,OK,57.1,31.8,59.0,OVEN-0005
2023-10-26 12:05:44,P-Usine_B-000219,OVEN-0005,853.7,OK,61.0,27.7,55.8,OVEN-0005
2023-10-26 12:10:37,P-Usine_B-000220,OVEN-0005,844.5,OK,56.8,29.5,60.4,OVEN-0005
2023-10-26 12:15:06,P-Usine_B-000221,OVEN-0005,846.6,OK,60.5,26.5,55.8,OVEN-0005
2023-10-26 12:11:25,P-Usine_B-000222,OVEN-0005,851.1,OK,59.4,29.5,59.1,OVEN-0005
2023-10-26 12:09:02,P-Usine_B-000223,OVEN-0005,852.6,OK,61.5,30.2,56.8,OVEN-0005
2023-10-26 12:16:41,P-Usine_B-000224,OVEN-0005,849.3,OK,62.6,28.0,57.1,OVEN-0005
