timestamp,part_id,punch_force_kn,vibration_level,motor_temp_c,cycle_count,status
2023-10-26 10:10:37,P-Usine_B-000134,310.5,1.46,53.0,134,RUN
2023-10-26 10:12:57,P-Usine_B-000135,321.8,0.51,57.5,135,RUN
2023-10-26 10:11:57,P-Usine_B-000136,336.5,1.73,70.6,136,RUN
2023-10-26 10:11:58,P-Usine_B-000137,283.9,0.54,57.5,137,RUN
2023-10-26 10:12:31,P-Usine_B-000138,251.0,1.58,62.1,138,RUN
2023-10-26 10:17:47,P-Usine_B-000139,277.4,1.68,55.7,139,RUN
2023-10-26 10:23:07,P-Usine_B-000140,314.4,0.81,64.4,140,
2023-10-26 10:19:48,P-Usine_B-000141,313.6,1.73,56.0,141,RUN
2023-10-26 10:19:50,P-Usine_B-000142,252.8,1.16,73.2,142,RUN
2023-10-26 10:24:10,P-Usine_B-000143,324.8,1.6,72.8,143,RUN
2023-10-26 10:22:27,P-Usine_B-000144,252.0,2.0,74.0,144,RUN
2023-10-26 10:20:39,P-Usine_B-000145,292.4,1.74,62.0,145,RUN
2023-10-26 10:29:35,P-Usine_B-000146,305.4,999.9,60.9,146,RUN
2023-10-26 10:29:38,P-Usine_B-000147,273.3,1.28,70.3,147,RUN
2023-10-26 10:23:02,P-Usine_B-000148,324.0,0.67,77.6,148,RUN
2023-10-26 10:25:07,P-Usine_B-000149,323.5,1.09,72.2,149,RUN
2023-10-26 10:30:10,P-Usine_B-000150,271.3,1.28,67.3,150,RUN
2023-10-26 10:34:01,P-Usine_B-000151,276.9,1.59,52.7,151,RUN
2023-10-26 10:31:14,,270.6,0.52,57.6,152,RUN
2023-10-26 10:31:51,P-Usine_B-000153,311.0,1.99,65.9,153,RUN
2023-10-26 10:37:32,P-Usine_B-000154,293.3,1.58,74.9,154,RUN
2023-10-26 10:33:33,P-Usine_B-000155,265.4,1.84,67.2,155,RUN
2023-10-26 10:31:06,P-Usine_B-000156,312.3,1.39,51.5,156,RUN
2023-10-26 10:39:29,P-Usine_B-000157,289.7,1.69,72.2,157,RUN
2023-10-26 10:38:54,P-Usine_B-000158,320.8,0.84,52.5,158,RUN
2023-10-26 10:37:15,P-Usine_B-000159,297.9,1.16,72.7,159,RUN
2023-10-26 10:34:18,P-Usine_B-000160,265.9,1.9,61.8,160,RUN
2023-10-26 10:43:02,P-Usine_B-000161,321.6,1.47,72.6,161,RUN
2023-10-26 10:43:05,P-Usine_B-000162,255.6,1.96,54.9,162,RUN
2023-10-26 10:45:22,P-Usine_B-000163,286.8,1.55,55.7,163,RUN
2023-10-26 10:43:16,P-Usine_B-000164,348.1,0.65,61.8,164,RUN
2023-10-26 10:39:48,P-Usine_B-000165,337.7,0.67,78.3,165,RUN
2023-10-26 10:42:35,P-Usine_B-000166,343.0,1.32,54.1,166,RUN
2023-10-26 10:48:30,P-Usine_B-000167,306.1,0.99,51.2,167,RUN
2023-10-26 10:49:32,P-Usine_B-000168,332.4,1.59,67.0,168,RUN
2023-10-26 10:50:01,P-Usine_B-000169,297.4,0.62,52.4,169,RUN
2023-10-26 10:47:20,P-Usine_B-000170,286.1,0.93,66.5,170,RUN
2023-10-26 10:52:21,P-Usine_B-000171,343.9,0.51,57.2,171,RUN
2023-10-26 10:51:01,P-Usine_B-000172,297.2,1.22,72.0,172,RUN
2023-10-26 10:52:59,P-Usine_B-000173,325.1,1.87,63.8,173,RUN
2023-10-26 10:48:59,P-Usine_B-000174,294.9,0.99,60.2,174,RUN
2023-10-26 10:53:06,P-Usine_B-000175,295.4,1.49,74.2,175,RUN
2023-10-26 10:57:56,P-Usine_B-000176,310.8,1.57,54.7,176,RUN
2023-10-26 10:57:48,P-Usine_B-000177,295.2,1.09,68.2,177,RUN
2023-10-26 10:57:38,P-Usine_B-000178,295.9,0.87,69.1,999.9,RUN
2023-10-26 10:55:12,P-Usine_B-000179,314.6,1.02,77.1,179,RUN
2023-10-26 11:00:40,P-Usine_B-000180,292.1,1.38,51.7,180,RUN
2023-10-26 10:58:55,P-Usine_B-000181,321.2,1.21,73.3,181,RUN
2023-10-26 10:57:44,P-Usine_B-000182,269.1,1.36,55.3,182,RUN
2023-10-26 11:05:54,P-Usine_B-000183,294.1,1.61,53.0,183,RUN
2023-10-26 11:00:55,P-Usine_B-000184,343.3,1.74,53.4,184,RUN
2023-10-26 10:59:45,P-Usine_B-000185,273.0,1.0,52.1,185,RUN
2023-10-26 11:00:05,P-Usine_B-000186,311.1,0.77,55.2,186,RUN
2023-10-26 11:01:56,P-Usine_B-000187,301.3,1.15,52.0,187,RUN
2023-10-26 11:07:24,P-Usine_B-000188,339.4,1.71,,188,RUN
2023-10-26 11:07:19,P-Usine_B-000189,346.6,1.38,74.3,189,RUN
2023-10-26 11:13:23,P-Usine_B-000190,275.6,0.62,52.0,190,RUN
2023-10-26 11:11:53,P-Usine_B-000191,310.0,1.38,72.5,191,RUN
2023-10-26 11:06:42,P-Usine_B-000192,253.1,1.84,56.2,192,RUN
2023-10-26 11:08:16,P-Usine_B-000193,327.2,0.67,79.2,193,RUN
2023-10-26 11:15:18,P-Usine_B-000194,281.3,1.25,64.7,194,RUN
2023-10-26 11:13:54,P-Usine_B-000195,251.8,1.66,72.8,195,RUN
2023-10-26 11:10:30,P-Usine_B-000196,289.3,0.6,55.5,196,RUN
2023-10-26 11:15:03,P-Usine_B-000197,323.9,0.98,63.9,197,RUN
2023-10-26 11:19:23,P-Usine_B-000198,323.4,1.0,71.2,198,RUN
2023-10-26 11:21:35,P-Usine_B-000199,336.4,1.56,61.0,199,RUN
2023-10-26 11:21:25,P-Usine_B-000200,303.7,1.24,63.3,200,RUN
2023-10-26 11:21:25,P-Usine_B-000200,303.7,1.24,63.3,200,RUN
2023-10-26 11:20:32,P-Usine_B-000201,330.4,0.84,79.3,201,RUN
2023-10-26 11:15:39,P-Usine_B-000202,254.1,0.58,72.6,202,RUN
2023-10-26 11:25:28,P-Usine_B-000203,330.7,1.03,64.0,203,RUN
2023-10-26 11:26:08,P-Usine_B-000204,267.7,1.67,62.8,204,RUN
2023-10-26 11:22:57,P-Usine_B-000205,325.2,1.24,61.6,205,RUN
2023-10-26 11:25:29,P-Usine_B-000206,252.5,1.52,63.6,206,RUN
2023-10-26 11:22:29,P-Usine_B-000207,266.1,1.12,58.8,207,RUN
2023-10-26 11:30:02,P-Usine_B-000208,344.2,1.92,59.2,208,RUN
2023-10-26 11:27:52,P-Usine_B-000209,332.2,1.17,60.3,209,RUN
2023-10-26 11:24:18,P-Usine_B-000210,341.6,1.17,65.6,210,RUN
2023-10-26 11:30:56,P-Usine_B-000211,285.1,1.52,51.1,211,RUN
2023-10-26 11:30:56,P-Usine_B-000211,285.1,1.52,51.1,211,RUN
2023-10-26 11:29:07,P-Usine_B-000212,318.2,1.45,66.5,212,RUN
2023-10-26 11:33:22,P-Usine_B-000213,311.3,1.16,63.1,213,RUN
2023-10-26 11:32:00,P-Usine_B-000214,250.2,1.72,66.0,214,RUN
2023-10-26 11:35:40,P-Usine_B-000215,344.9,1.35,69.4,215,RUN
2023-10-26 11:32:42,P-Usine_B-000216,273.6,1.68,62.8,216,RUN
2023-10-26 11:32:55,P-Usine_B-000217,258.1,1.11,74.0,217,RUN
2023-10-26 11:31:33,P-Usine_B-000218,316.6,1.63,72.6,218,RUN
2023-10-26 11:35:57,P-Usine_B-000219,334.4,0.95,55.3,219,RUN
2023-10-26 11:42:59,P-Usine_B-000220,296.8,0.8,50.0,220,RUN
2023-10-26 11:40:09,P-Usine_B-000221,302.7,1.93,75.4,221,RUN
2023-10-26 11:38:40,P-Usine_B-000222,268.0,1.85,64.7,222,RUN
2023-10-26 11:38:40,P-Usine_B-000222,268.0,1.85,64.7,222,RUN
2023-10-26 11:38:14,P-Usine_B-000223,338.1,0.81,58.7,223,RUN
2023-10-26 11:46:04,P-Usine_B-000224,325.0,1.39,67.5,224,RUN
2023-10-26 11:39:26,P-Usine_B-000225,345.0,0.99,64.3,225,RUN
2023-10-26 11:43:59,P-Usine_B-000226,325.7,1.31,58.3,226,RUN
2023-10-26 11:48:29,P-Usine_B-000227,308.0,1.82,70.7,227,RUN
2023-10-26 11:49:25,P-Usine_B-000228,328.2,1.07,53.2,228,RUN
2023-10-26 11:46:19,P-Usine_B-000229,343.8,0.62,61.4,229,RUN
2023-10-26 11:53:04,P-Usine_B-000230,339.4,1.49,65.7,230,RUN
2023-10-26 11:50:28,P-Usine_B-000231,328.9,0.8,70.8,231,RUN
2023-10-26 11:46:45,P-Usine_B-000232,326.0,1.36,70.2,232,RUN
2023-10-26 11:47:54,P-Usine_B-000233,346.2,0.79,55.1,233,RUN
2023-10-26 11:48:03,P-Usine_B-000234,338.5,1.7,66.5,234,RUN
2023-10-26 11:52:00,P-Usine_B-000235,272.6,1.75,62.3,235,RUN
2023-10-26 11:52:01,P-Usine_B-000236,326.9,1.3,60.8,236,RUN
2023-10-26 11:59:32,P-Usine_B-000237,340.1,1.99,61.0,237,RUN
2023-10-26 11:57:39,P-Usine_B-000238,276.3,1.17,54.9,238,RUN
2023-10-26 11:57:00,P-Usine_B-000239,278.3,1.87,57.4,239,RUN
2023-10-26 11:55:30,P-Usine_B-000240,285.2,1.78,50.5,240,RUN
2023-10-26 11:58:17,P-Usine_B-000241,290.0,1.71,56.7,241,RUN
2023-10-26 11:59:19,P-Usine_B-000242,346.1,0.78,72.8,242,RUN
2023-10-26 11:57:34,P-Usine_B-000243,255.4,1.94,75.9,243,RUN
2023-10-26 11:57:56,P-Usine_B-000244,284.7,1.33,63.3,244,RUN
2023-10-26 12:05:55,P-Usine_B-000245,290.8,1.6,58.2,245,RUN
2023-10-26 12:02:38,P-Usine_B-000246,316.7,0.78,55.1,246,RUN
2023-10-26 12:08:06,P-Usine_B-000247,262.9,0.95,56.1,247,RUN
2023-10-26 12:08:06,P-Usine_B-000247,262.9,0.95,56.1,247,RUN
2023-10-26 12:06:17,P-Usine_B-000248,291.2,1.45,78.1,248,RUN
2023-10-26 12:09:28,P-Usine_B-000249,328.6,1.05,65.9,249,RUN
2023-10-26 12:09:28,P-Usine_B-000249,328.6,1.05,65.9,249,RUN
2023-10-26 12:06:28,P-Usine_B-000250,336.2,1.61,63.9,250,RUN
2023-10-26 12:06:22,P-Usine_B-000251,285.8,1.9,65.0,251,RUN
2023-10-26 12:12:53,P-Usine_B-000252,347.1,1.97,57.4,252,RUN
2023-10-26 12:10:32,P-Usine_B-000253,308.8,1.97,78.3,253,RUN
2023-10-26 12:13:07,P-Usine_B-000254,313.4,0.8,50.7,254,RUN
,P-Usine_B-000255,261.8,1.32,77.0,255,RUN
2023-10-26 12:13:59,P-Usine_B-000256,320.7,1.68,60.6,256,RUN
,P-Usine_B-000257,345.6,1.47,71.6,257,RUN
2023-10-26 12:18:15,P-Usine_B-000258,344.8,1.05,69.8,258,RUN
2023-10-26 12:17:52,P-Usine_B-000259,338.6,1.64,69.8,259,RUN
2023-10-26 12:14:06,P-Usine_B-000260,345.4,0.65,76.9,260,RUN
2023-10-26 12:14:06,P-Usine_B-000260,345.4,0.65,76.9,260,RUN
2023-10-26 12:14:47,P-Usine_B-000261,346.7,1.01,67.5,261,RUN
2023-10-26 12:17:12,P-Usine_B-000262,250.4,1.97,54.3,262,RUN
2023-10-26 12:23:53,P-Usine_B-000263,270.6,1.93,77.5,263,RUN
2023-10-26 12:20:11,P-Usine_B-000264,274.8,1.6,53.0,264,RUN
2023-10-26 12:18:21,P-Usine_B-000265,271.9,1.84,53.2,265,RUN
2023-10-26 12:20:51,P-Usine_B-000266,271.8,1.93,58.1,266,RUN
2023-10-26 12:27:16,P-Usine_B-000267,324.7,1.89,58.5,267,RUN
2023-10-26 12:28:49,P-Usine_B-000268,304.3,0.98,79.6,268,RUN
2023-10-26 12:28:18,P-Usine_B-000269,267.3,1.4,79.1,269,RUN
2023-10-26 12:30:19,P-Usine_B-000270,344.0,0.86,57.4,270,RUN
2023-10-26 12:31:12,P-Usine_B-000271,335.4,1.36,63.8,271,RUN
2023-10-26 12:25:14,P-Usine_B-000272,278.0,1.92,55.6,272,RUN
2023-10-26 12:34:31,P-Usine_B-000273,274.1,0.82,54.6,273,RUN
2023-10-26 12:27:52,P-Usine_B-000274,270.9,1.98,58.4,274,RUN
2023-10-26 12:29:10,P-Usine_B-000275,276.9,0.52,53.1,275,RUN
2023-10-26 12:35:52,P-Usine_B-000276,253.7,1.54,56.0,276,RUN
2023-10-26 12:35:58,P-Usine_B-000277,284.4,0.68,66.6,277,RUN
2023-10-26 12:35:13,P-Usine_B-000278,325.3,0.95,61.3,278,RUN
2023-10-26 12:36:01,P-Usine_B-000279,287.2,0.99,69.2,279,RUN
2023-10-26 12:33:59,P-Usine_B-000280,269.9,1.52,56.7,280,RUN
2023-10-26 12:36:42,P-Usine_B-000281,315.8,0.82,60.1,281,RUN
2023-10-26 12:42:30,P-Usine_B-000282,269.1,0.61,73.0,282,RUN
2023-10-26 12:39:03,P-Usine_B-000283,284.5,0.63,63.7,283,RUN
2023-10-26 12:39:22,P-Usine_B-000284,296.8,0.95,75.9,284,RUN
2023-10-26 12:40:01,P-Usine_B-000285,323.4,1.72,71.6,285,RUN
2023-10-26 12:43:09,P-Usine_B-000286,258.8,0.88,72.6,286,RUN
2023-10-26 12:40:20,P-Usine_B-000287,288.0,0.52,71.0,287,RUN
2023-10-26 12:46:02,P-Usine_B-000288,309.0,1.39,62.2,288,RUN
2023-10-26 12:43:20,P-Usine_B-000289,285.9,0.96,56.5,289,RUN
2023-10-26 12:47:01,P-Usine_B-000290,266.6,1.31,62.1,290,RUN
2023-10-26 12:47:01,P-Usine_B-000290,266.6,1.31,62.1,290,RUN
2023-10-26 12:49:27,P-Usine_B-000291,280.8,1.31,50.7,291,RUN
2023-10-26 12:52:16,P-Usine_B-000292,310.4,0.54,69.1,292,RUN
2023-10-26 12:50:42,P-Usine_B-000293,314.4,0.57,65.7,293,RUN
2023-10-26 12:51:34,P-Usine_B-000294,307.0,1.86,66.7,294,RUN
2023-10-26 12:53:59,P-Usine_B-000295,321.6,0.73,62.7,295,RUN
2023-10-26 12:57:26,P-Usine_B-000296,262.0,1.68,52.6,296,RUN
2023-10-26 12:58:43,P-Usine_B-000297,279.3,1.79,78.3,297,RUN
2023-10-26 12:57:19,P-Usine_B-000298,274.5,1.63,67.8,298,RUN
2023-10-26 13:01:07,P-Usine_B-000299,286.0,1.94,59.4,299,RUN
2023-10-26 13:00:14,P-Usine_B-000300,272.2,1.3,50.3,300,RUN
2023-10-26 13:03:11,P-Usine_B-000301,283.6,0.8,77.8,301,RUN
2023-10-26 13:02:47,P-Usine_B-000302,306.9,0.87,71.2,302,RUN
2023-10-26 13:02:52,P-Usine_B-000303,297.7,1.86,61.6,303,RUN
2023-10-26 12:58:08,P-Usine_B-000304,310.0,1.09,72.5,304,RUN
2023-10-26 13:00:15,P-Usine_B-000305,264.5,0.75,56.9,305,RUN
2023-10-26 13:05:19,P-Usine_B-000306,287.5,1.67,73.5,306,RUN
2023-10-26 13:00:11,P-Usine_B-000307,298.8,0.75,52.4,307,RUN
2023-10-26 13:09:07,P-Usine_B-000308,302.1,1.0,51.2,308,RUN
2023-10-26 13:05:21,P-Usine_B-000309,258.8,0.55,67.0,309,RUN
2023-10-26 13:06:28,P-Usine_B-000310,292.4,1.15,54.8,310,RUN
2023-10-26 13:09:19,P-Usine_B-000311,348.5,1.55,69.4,311,RUN
2023-10-26 13:13:45,P-Usine_B-000312,253.4,1.83,79.5,312,RUN
2023-10-26 13:11:08,P-Usine_B-000313,306.1,1.83,79.2,313,RUN
2023-10-26 13:13:26,P-Usine_B-000314,339.0,1.9,76.3,314,RUN
2023-10-26 13:07:36,P-Usine_B-000315,340.2,1.26,51.6,315,RUN
2023-10-26 13:12:26,P-Usine_B-000316,300.1,1.15,66.4,316,RUN
2023-10-26 13:09:47,P-Usine_B-000317,332.4,1.26,67.3,999.9,RUN
2023-10-26 13:16:49,P-Usine_B-000318,273.4,1.88,56.6,318,RUN
2023-10-26 13:18:57,P-Usine_B-000319,318.9,1.01,65.1,319,RUN
2023-10-26 13:17:18,P-Usine_B-000320,281.4,1.54,56.1,320,RUN
2023-10-26 13:16:07,P-Usine_B-000321,332.1,1.59,74.3,321,RUN
2023-10-26 13:18:39,P-Usine_B-000322,263.5,0.88,69.2,322,RUN
