timestamp,part_id,final_angle_measure,visual_score,is_conform,rebut_reason
2023-10-26 08:32:30,P-Usine_B-000035,89.96,4,1,
2023-10-26 08:39:08,P-Usine_B-000036,90.0,9,1,
2023-10-26 08:34:30,P-Usine_B-000037,89.98,6,1,
2023-10-26 08:40:44,P-Usine_B-000038,90.01,1,0,Visual Defect
2023-10-26 08:36:55,P-Usine_B-000039,90.25,4,1,
2023-10-26 08:41:44,P-Usine_B-000040,89.5,5,1,
2023-10-26 08:46:19,P-Usine_B-000041,89.49,3,0,Visual Defect
2023-10-26 08:45:16,P-Usine_B-000042,89.48,2,0,Visual Defect
2023-10-26 08:42:44,P-Usine_B-000043,90.26,2,0,Visual Defect
2023-10-26 08:39:48,P-Usine_B-000044,89.19,8,1,
2023-10-26 08:41:58,P-Usine_B-000045,90.16,10,1,
,P-Usine_B-000046,90.88,2,0,Visual Defect
2023-10-26 08:49:53,P-Usine_B-000047,90.54,6,1,
2023-10-26 08:52:24,P-Usine_B-000048,89.72,5,1,
2023-10-26 08:50:57,P-Usine_B-000049,90.85,4,1,
2023-10-26 08:54:14,P-Usine_B-000050,89.38,4,1,
2023-10-26 08:46:55,P-Usine_B-000051,88.94,4,1,
2023-10-26 08:46:54,P-Usine_B-000052,89.92,1,0,Visual Defect
2023-10-26 08:55:38,P-Usine_B-000053,89.08,9,1,
2023-10-26 08:52:33,P-Usine_B-000054,90.14,3,0,Visual Defect
2023-10-26 08:55:17,P-Usine_B-000055,89.9,3,0,Visual Defect
2023-10-26 08:53:29,P-Usine_B-000056,90.72,9,1,999.9
2023-10-26 09:00:22,P-Usine_B-000057,90.03,7,1,
2023-10-26 09:01:27,P-Usine_B-000058,90.0,2,0,Visual Defect
2023-10-26 08:54:10,P-Usine_B-000059,89.73,7,1,
2023-10-26 08:58:06,P-Usine_B-000060,90.19,4,1,
2023-10-26 09:02:42,P-Usine_B-000061,89.78,4,1,
2023-10-26 09:01:24,P-Usine_B-000062,89.94,10,1,
2023-10-26 09:05:17,P-Usine_B-000063,90.1,9,1,
2023-10-26 09:04:47,P-Usine_B-000064,89.66,8,1,
2023-10-26 09:07:35,P-Usine_B-000065,90.5,4,1,
2023-10-26 09:07:35,P-Usine_B-000065,90.5,4,1,
2023-10-26 09:06:21,P-Usine_B-000066,90.01,5,1,
2023-10-26 09:07:21,P-Usine_B-000067,89.84,10,1,
2023-10-26 09:05:19,P-Usine_B-000068,89.31,1,0,Visual Defect
2023-10-26 09:05:19,P-Usine_B-000068,89.31,1,0,Visual Defect
2023-10-26 09:05:28,P-Usine_B-000069,89.36,3,0,Visual Defect
2023-10-26 09:04:46,P-Usine_B-000070,90.57,3,0,Visual Defect
2023-10-26 09:10:45,P-Usine_B-000071,90.02,8,1,
2023-10-26 09:15:48,P-Usine_B-000072,89.89,5,1,
2023-10-26 09:12:09,P-Usine_B-000073,90.3,6,1,
2023-10-26 09:18:34,P-Usine_B-000074,89.67,10,1,
2023-10-26 09:12:21,P-Usine_B-000075,89.9,1,0,Visual Defect
2023-10-26 09:12:21,P-Usine_B-000075,89.9,1,0,Visual Defect
2023-10-26 09:12:09,P-Usine_B-000076,89.24,3,0,Visual Defect
2023-10-26 09:16:58,P-Usine_B-000077,89.65,3,0,Visual Defect
2023-10-26 09:18:23,P-Usine_B-000078,89.61,2,0,Visual Defect
2023-10-26 09:18:24,P-Usine_B-000079,89.65,,1,
2023-10-26 09:22:40,P-Usine_B-000080,90.8,9,1,
2023-10-26 09:16:17,P-Usine_B-000081,89.76,6,1,
2023-10-26 09:19:40,P-Usine_B-000082,90.52,4,999.9,
2023-10-26 09:20:37,P-Usine_B-000083,90.55,10,1,
2023-10-26 09:23:01,P-Usine_B-000084,90.33,6,1,
2023-10-26 09:20:36,P-Usine_B-000085,89.83,6,1,
2023-10-26 09:29:56,P-Usine_B-000086,90.33,3,0,Visual Defect
2023-10-26 09:25:55,P-Usine_B-000087,90.65,1,,Visual Defect
2023-10-26 09:31:50,P-Usine_B-000088,90.2,8,1,
2023-10-26 09:27:26,P-Usine_B-000089,89.99,8,1,
2023-10-26 09:27:26,P-Usine_B-000089,89.99,8,1,
2023-10-26 09:29:50,P-Usine_B-000090,90.16,3,0,Visual Defect
2023-10-26 09:27:22,P-Usine_B-000091,88.93,3,0,Visual Defect
2023-10-26 09:27:22,P-Usine_B-000091,88.93,3,0,Visual Defect
2023-10-26 09:35:27,P-Usine_B-000092,89.99,6,1,
2023-10-26 09:35:17,P-Usine_B-000093,89.3,1,0,Visual Defect
2023-10-26 09:33:56,P-Usine_B-000094,90.25,3,999.9,Visual Defect
2023-10-26 09:37:23,P-Usine_B-000095,90.04,10,1,
2023-10-26 09:38:16,P-Usine_B-000096,89.58,7,1,
2023-10-26 09:38:16,P-Usine_B-000096,89.58,7,1,
2023-10-26 09:32:03,P-Usine_B-000097,89.37,7,1,
2023-10-26 09:40:57,P-Usine_B-000098,89.5,1,0,Visual Defect
2023-10-26 09:36:48,P-Usine_B-000099,89.85,9,1,
2023-10-26 09:40:55,P-Usine_B-000100,89.68,6,1,
2023-10-26 09:42:19,P-Usine_B-000101,90.9,999.9,1,
2023-10-26 09:42:22,P-Usine_B-000102,90.37,2,0,Visual Defect
2023-10-26 09:45:57,P-Usine_B-000103,90.21,7,1,
2023-10-26 09:43:57,P-Usine_B-000104,90.49,8,1,
2023-10-26 09:40:12,P-Usine_B-000105,90.78,5,1,
2023-10-26 09:44:51,P-Usine_B-000106,88.93,4,1,
2023-10-26 09:46:21,P-Usine_B-000107,89.56,7,1,
2023-10-26 09:49:43,P-Usine_B-000108,90.8,5,1,
2023-10-26 09:49:30,P-Usine_B-000109,89.44,5,1,
2023-10-26 09:47:31,P-Usine_B-000110,89.59,1,0,Visual Defect
2023-10-26 09:52:36,P-Usine_B-000111,90.52,9,1,
2023-10-26 09:50:19,P-Usine_B-000112,90.2,10,1,
2023-10-26 09:52:15,P-Usine_B-000113,90.28,4,1,
2023-10-26 09:54:03,P-Usine_B-000114,89.13,6,1,
2023-10-26 09:51:45,P-Usine_B-000115,89.6,3,0,Visual Defect
2023-10-26 09:54:41,P-Usine_B-000116,91.1,9,1,
2023-10-26 09:54:48,P-Usine_B-000117,90.13,7,1,
2023-10-26 09:56:33,P-Usine_B-000118,89.57,8,1,
2023-10-26 09:53:04,P-Usine_B-000119,88.82,6,1,
2023-10-26 09:59:07,P-Usine_B-000120,89.91,4,1,
2023-10-26 10:01:14,P-Usine_B-000121,90.79,7,1,
2023-10-26 10:01:55,P-Usine_B-000122,90.18,2,0,Visual Defect
2023-10-26 10:01:21,P-Usine_B-000123,89.58,4,1,
2023-10-26 10:04:25,P-Usine_B-000124,90.78,2,0,Visual Defect
2023-10-26 10:00:51,P-Usine_B-000125,89.47,9,1,
2023-10-26 10:00:51,P-Usine_B-000125,89.47,9,1,
2023-10-26 10:05:59,P-Usine_B-000126,90.91,3,0,Visual Defect
2023-10-26 10:09:37,P-Usine_B-000127,89.94,1,0,Visual Defect
2023-10-26 10:10:40,P-Usine_B-000128,89.76,5,1,
2023-10-26 10:05:13,P-Usine_B-000129,91.1,8,1,
2023-10-26 10:09:11,P-Usine_B-000130,90.16,6,1,
2023-10-26 10:05:00,P-Usine_B-000131,90.64,3,0,Visual Defect
2023-10-26 10:10:05,P-Usine_B-000132,90.27,8,1,
2023-10-26 10:09:55,P-Usine_B-000133,90.54,8,1,
2023-10-26 10:13:32,P-Usine_B-000134,90.47,5,1,
2023-10-26 10:11:59,P-Usine_B-000135,90.08,2,0,Visual Defect
2023-10-26 10:18:35,P-Usine_B-000136,89.38,4,1,
2023-10-26 10:20:32,P-Usine_B-000137,90.4,9,1,
2023-10-26 10:17:51,,90.22,1,0,Visual Defect
2023-10-26 10:19:33,P-Usine_B-000139,89.83,3,0,Visual Defect
2023-10-26 10:23:33,P-Usine_B-000140,90.31,9,1,
2023-10-26 10:16:31,P-Usine_B-000141,90.0,9,1,
2023-10-26 10:22:55,P-Usine_B-000142,90.2,3,0,Visual Defect
2023-10-26 10:23:28,P-Usine_B-000143,90.19,8,1,
2023-10-26 10:28:17,P-Usine_B-000144,89.72,10,1,
2023-10-26 10:25:36,P-Usine_B-000145,89.64,2,0,Visual Defect
2023-10-26 10:22:18,P-Usine_B-000146,89.33,2,0,Visual Defect
2023-10-26 10:30:53,P-Usine_B-000147,89.86,8,1,
2023-10-26 10:29:34,P-Usine_B-000148,89.83,8,1,
2023-10-26 10:25:02,P-Usine_B-000149,89.6,10,1,
2023-10-26 10:27:57,P-Usine_B-000150,90.13,4,1,
2023-10-26 10:29:25,P-Usine_B-000151,89.94,1,0,Visual Defect
2023-10-26 10:32:14,P-Usine_B-000152,90.81,9,1,
2023-10-26 10:30:30,P-Usine_B-000153,89.92,5,1,
2023-10-26 10:30:08,P-Usine_B-000154,89.89,9,1,
2023-10-26 10:38:25,P-Usine_B-000155,88.98,3,0,Visual Defect
2023-10-26 10:38:46,P-Usine_B-000156,89.35,10,1,
2023-10-26 10:35:17,P-Usine_B-000157,90.11,1,0,Visual Defect
,P-Usine_B-000158,89.95,1,0,Visual Defect
2023-10-26 10:42:35,P-Usine_B-000159,90.81,1,0,Visual Defect
2023-10-26 10:34:29,P-Usine_B-000160,90.14,8,1,
2023-10-26 10:40:58,P-Usine_B-000161,89.9,4,1,
2023-10-26 10:37:23,P-Usine_B-000162,89.61,9,1,
2023-10-26 10:43:26,P-Usine_B-000163,89.99,6,1,
2023-10-26 10:42:04,P-Usine_B-000164,90.78,3,0,Visual Defect
2023-10-26 10:39:04,P-Usine_B-000165,89.89,4,1,
2023-10-26 10:48:50,P-Usine_B-000166,89.71,6,1,
2023-10-26 10:47:59,P-Usine_B-000167,90.12,5,1,
2023-10-26 10:42:06,P-Usine_B-000168,89.99,1,0,Visual Defect
2023-10-26 10:42:06,P-Usine_B-000168,89.99,1,0,Visual Defect
2023-10-26 10:51:33,P-Usine_B-000169,90.55,9,1,
2023-10-26 10:45:08,P-Usine_B-000170,89.78,9,1,
2023-10-26 10:49:08,P-Usine_B-000171,89.43,2,0,Visual Defect
2023-10-26 10:50:35,P-Usine_B-000172,89.0,9,1,
2023-10-26 10:50:35,P-Usine_B-000172,89.0,9,1,
2023-10-26 10:53:24,P-Usine_B-000173,89.48,8,1,
2023-10-26 10:49:02,P-Usine_B-000174,89.65,1,0,Visual Defect
2023-10-26 10:56:19,P-Usine_B-000175,89.34,10,1,
2023-10-26 10:56:33,P-Usine_B-000176,89.94,8,1,
2023-10-26 11:00:18,P-Usine_B-000177,89.37,8,1,
2023-10-26 10:56:56,P-Usine_B-000178,90.25,5,1,
2023-10-26 10:53:25,P-Usine_B-000179,90.23,2,0,Visual Defect
2023-10-26 10:59:52,P-Usine_B-000180,90.16,8,1,
2023-10-26 11:01:05,P-Usine_B-000181,90.21,5,1,
2023-10-26 10:59:07,P-Usine_B-000182,90.27,1,0,Visual Defect
2023-10-26 11:01:02,P-Usine_B-000183,89.62,8,1,
2023-10-26 10:57:40,P-Usine_B-000184,89.96,4,1,
2023-10-26 11:08:19,P-Usine_B-000185,90.05,5,1,
2023-10-26 11:01:02,P-Usine_B-000186,89.34,5,1,
2023-10-26 11:02:41,P-Usine_B-000187,89.75,5,1,
2023-10-26 11:11:10,P-Usine_B-000188,89.88,5,1,
2023-10-26 11:03:59,P-Usine_B-000189,90.72,7,1,
2023-10-26 11:11:59,P-Usine_B-000190,89.91,3,0,Visual Defect
2023-10-26 11:10:44,P-Usine_B-000191,90.99,1,0,Visual Defect
2023-10-26 11:14:37,P-Usine_B-000192,90.32,2,0,Visual Defect
2023-10-26 11:14:46,P-Usine_B-000193,89.71,6,1,
2023-10-26 11:17:00,P-Usine_B-000194,90.3,3,0,Visual Defect
2023-10-26 11:11:05,P-Usine_B-000195,89.32,10,1,
2023-10-26 11:16:02,P-Usine_B-000196,89.58,7,1,
2023-10-26 11:18:31,P-Usine_B-000197,89.07,9,1,
2023-10-26 11:18:10,P-Usine_B-000198,89.68,8,1,
2023-10-26 11:16:25,P-Usine_B-000199,90.94,7,1,
2023-10-26 11:13:39,P-Usine_B-000200,90.24,7,999.9,
2023-10-26 11:17:06,P-Usine_B-000201,89.72,1,0,Visual Defect
2023-10-26 11:21:29,P-Usine_B-000202,90.04,3,0,Visual Defect
2023-10-26 11:20:55,P-Usine_B-000203,89.9,9,1,
2023-10-26 11:19:02,P-Usine_B-000204,89.57,4,1,
2023-10-26 11:25:28,P-Usine_B-000205,89.41,4,1,
2023-10-26 11:26:39,P-Usine_B-000206,89.78,3,0,Visual Defect
2023-10-26 11:21:29,P-Usine_B-000207,89.9,8,1,
2023-10-26 11:24:02,P-Usine_B-000208,90.39,1,0,Visual Defect
2023-10-26 11:26:29,P-Usine_B-000209,90.49,8,1,
2023-10-26 11:25:36,P-Usine_B-000210,89.87,8,1,
2023-10-26 11:28:29,P-Usine_B-000211,90.82,3,0,Visual Defect
2023-10-26 11:34:25,P-Usine_B-000212,90.72,1,0,Visual Defect
2023-10-26 11:33:46,P-Usine_B-000213,90.2,1,0,Visual Defect
2023-10-26 11:31:00,P-Usine_B-000214,90.52,7,1,
2023-10-26 11:36:56,P-Usine_B-000215,90.1,8,1,
2023-10-26 11:37:08,P-Usine_B-000216,89.72,8,1,
2023-10-26 11:37:04,P-Usine_B-000217,89.71,2,0,Visual Defect
2023-10-26 11:35:49,P-Usine_B-000218,90.42,1,0,Visual Defect
2023-10-26 11:32:49,P-Usine_B-000219,90.03,1,0,Visual Defect
2023-10-26 11:38:54,P-Usine_B-000220,90.71,4,1,
2023-10-26 11:42:23,P-Usine_B-000221,88.73,1,0,Visual Defect
2023-10-26 11:35:48,P-Usine_B-000222,90.71,1,0,Visual Defect
2023-10-26 11:38:05,P-Usine_B-000223,90.79,6,1,
2023-10-26 11:45:36,P-Usine_B-000224,89.79,2,0,Visual Defect
2023-10-26 11:47:58,P-Usine_B-000225,89.56,5,1,
2023-10-26 11:48:02,P-Usine_B-000226,90.06,10,1,
2023-10-26 11:45:28,P-Usine_B-000227,89.69,3,0,Visual Defect
2023-10-26 11:49:59,P-Usine_B-000228,90.55,4,1,
2023-10-26 11:43:37,P-Usine_B-000229,89.72,1,0,Visual Defect
2023-10-26 11:51:13,P-Usine_B-000230,89.66,7,1,
2023-10-26 11:54:01,P-Usine_B-000231,89.71,10,1,
2023-10-26 11:53:01,P-Usine_B-000232,89.67,7,1,
2023-10-26 11:50:48,P-Usine_B-000233,90.16,8,1,
2023-10-26 11:48:16,P-Usine_B-000234,90.27,4,1,
2023-10-26 11:58:07,P-Usine_B-000235,89.38,9,1,
2023-10-26 11:58:39,P-Usine_B-000236,90.13,4,1,
2023-10-26 11:59:23,,90.46,9,1,
2023-10-26 11:57:31,P-Usine_B-000238,90.33,9,1,
2023-10-26 12:01:25,P-Usine_B-000239,89.82,4,1,
2023-10-26 12:01:27,P-Usine_B-000240,89.57,9,1,
2023-10-26 12:02:52,P-Usine_B-000241,89.7,2,,Visual Defect
2023-10-26 11:54:55,P-Usine_B-000242,89.85,9,1,
2023-10-26 11:59:14,P-Usine_B-000243,90.01,5,1,
2023-10-26 12:04:27,P-Usine_B-000244,89.79,1,0,Visual Defect
2023-10-26 12:01:42,P-Usine_B-000245,90.52,7,1,
2023-10-26 12:01:34,P-Usine_B-000246,89.81,10,1,
2023-10-26 12:07:52,P-Usine_B-000247,90.15,5,1,
2023-10-26 12:03:38,P-Usine_B-000248,89.64,5,999.9,
2023-10-26 12:04:43,P-Usine_B-000249,89.44,2,0,Visual Defect
2023-10-26 12:06:48,P-Usine_B-000250,89.59,5,1,
2023-10-26 12:04:42,P-Usine_B-000251,89.9,3,0,Visual Defect
2023-10-26 12:12:57,P-Usine_B-000252,89.62,10,1,
2023-10-26 12:15:50,P-Usine_B-000253,89.76,6,1,
2023-10-26 12:15:20,P-Usine_B-000254,89.5,4,1,
2023-10-26 12:09:50,P-Usine_B-000255,90.0,3,0,Visual Defect
2023-10-26 12:09:00,P-Usine_B-000256,89.86,1,0,Visual Defect
2023-10-26 12:10:37,P-Usine_B-000257,90.54,5,1,
2023-10-26 12:10:37,P-Usine_B-000257,90.54,5,1,
2023-10-26 12:17:11,P-Usine_B-000258,89.92,5,1,
2023-10-26 12:17:49,P-Usine_B-000259,90.21,9,1,
2023-10-26 12:22:15,P-Usine_B-000260,89.96,3,0,Visual Defect
2023-10-26 12:18:46,P-Usine_B-000261,90.45,4,1,
2023-10-26 12:22:45,P-Usine_B-000262,89.98,7,1,
2023-10-26 12:25:47,P-Usine_B-000263,89.39,6,1,
2023-10-26 12:18:33,P-Usine_B-000264,89.88,2,0,999.9
2023-10-26 12:21:15,P-Usine_B-000265,88.62,8,1,
2023-10-26 12:28:34,P-Usine_B-000266,89.2,1,0,Visual Defect
2023-10-26 12:26:34,P-Usine_B-000267,89.55,6,1,
2023-10-26 12:28:15,P-Usine_B-000268,90.61,8,1,
2023-10-26 12:24:50,P-Usine_B-000269,89.8,5,1,
2023-10-26 12:28:06,P-Usine_B-000270,90.08,6,1,
2023-10-26 12:33:35,P-Usine_B-000271,90.93,6,1,
2023-10-26 12:26:02,P-Usine_B-000272,89.44,3,0,Visual Defect
2023-10-26 12:33:30,P-Usine_B-000273,89.34,5,1,
2023-10-26 12:31:37,P-Usine_B-000274,89.23,8,1,
2023-10-26 12:31:26,,90.27,1,0,Visual Defect
2023-10-26 12:30:04,P-Usine_B-000276,90.09,9,1,
2023-10-26 12:36:47,P-Usine_B-000277,89.77,7,1,
2023-10-26 12:35:28,P-Usine_B-000278,90.02,4,1,
2023-10-26 12:39:24,P-Usine_B-000279,90.33,5,999.9,
2023-10-26 12:42:01,P-Usine_B-000280,89.98,2,0,Visual Defect
2023-10-26 12:42:01,P-Usine_B-000280,89.98,2,0,Visual Defect
2023-10-26 12:36:36,P-Usine_B-000281,89.61,7,1,
2023-10-26 12:44:00,P-Usine_B-000282,90.32,5,1,
2023-10-26 12:38:10,P-Usine_B-000283,89.96,7,1,
2023-10-26 12:43:14,P-Usine_B-000284,90.19,5,1,
2023-10-26 12:41:03,P-Usine_B-000285,90.28,5,1,
2023-10-26 12:40:21,P-Usine_B-000286,90.16,8,1,
2023-10-26 12:49:15,P-Usine_B-000287,89.26,7,1,
2023-10-26 12:45:55,P-Usine_B-000288,91.21,2,0,Visual Defect
2023-10-26 12:46:10,P-Usine_B-000289,89.55,8,1,
2023-10-26 12:46:10,P-Usine_B-000289,89.55,8,1,
2023-10-26 12:50:26,P-Usine_B-000290,90.37,7,1,
2023-10-26 12:44:04,P-Usine_B-000291,89.88,2,0,Visual Defect
2023-10-26 12:49:36,P-Usine_B-000292,90.34,6,1,
2023-10-26 12:54:38,P-Usine_B-000293,89.23,2,0,Visual Defect
2023-10-26 12:56:50,P-Usine_B-000294,89.85,8,1,
2023-10-26 12:54:54,P-Usine_B-000295,90.19,4,1,
2023-10-26 12:54:27,P-Usine_B-000296,89.8,5,1,
2023-10-26 12:57:07,P-Usine_B-000297,90.48,8,1,
2023-10-26 12:58:06,P-Usine_B-000298,89.85,3,0,Visual Defect
2023-10-26 12:57:48,P-Usine_B-000299,90.6,10,1,
2023-10-26 12:59:42,P-Usine_B-000300,90.42,1,0,Visual Defect
2023-10-26 13:00:58,P-Usine_B-000301,90.51,8,1,
2023-10-26 13:04:20,P-Usine_B-000302,89.53,8,1,
2023-10-26 13:04:05,P-Usine_B-000303,90.42,8,1,
2023-10-26 12:58:05,P-Usine_B-000304,89.64,5,1,
2023-10-26 13:05:23,P-Usine_B-000305,90.31,4,1,
2023-10-26 13:05:32,P-Usine_B-000306,89.88,10,1,
2023-10-26 13:01:51,P-Usine_B-000307,89.29,7,1,
2023-10-26 13:09:32,P-Usine_B-000308,89.86,1,0,Visual Defect
2023-10-26 13:05:04,P-Usine_B-000309,89.92,2,0,Visual Defect
2023-10-26 13:08:29,P-Usine_B-000310,90.04,4,1,
2023-10-26 13:10:48,P-Usine_B-000311,89.81,9,1,
2023-10-26 13:07:48,P-Usine_B-000312,90.02,7,1,
2023-10-26 13:09:32,P-Usine_B-000313,89.88,5,1,
2023-10-26 13:11:52,P-Usine_B-000314,90.33,10,1,
2023-10-26 13:10:28,P-Usine_B-000315,89.97,8,1,
2023-10-26 13:13:06,P-Usine_B-000316,89.52,10,1,
2023-10-26 13:18:32,P-Usine_B-000317,89.86,3,0,Visual Defect
2023-10-26 13:11:44,P-Usine_B-000318,90.0,2,0,Visual Defect
2023-10-26 13:14:34,P-Usine_B-000319,90.57,10,1,
2023-10-26 13:17:25,P-Usine_B-000320,,6,1,
2023-10-26 13:19:47,P-Usine_B-000321,90.46,10,1,
2023-10-26 13:15:04,P-Usine_B-000322,90.7,9,1,
2023-10-26 13:24:10,P-Usine_B-000323,90.08,10,1,
2023-10-26 13:25:38,P-Usine_B-000324,89.74,3,0,Visual Defect
2023-10-26 13:23:07,P-Usine_B-000325,89.62,3,0,Visual Defect
2023-10-26 13:27:23,P-Usine_B-000326,90.05,4,1,
2023-10-26 13:26:56,P-Usine_B-000327,90.09,9,1,
,P-Usine_B-000328,90.34,8,1,
2023-10-26 13:24:54,P-Usine_B-000329,90.19,10,1,
2023-10-26 13:26:35,P-Usine_B-000330,89.59,3,0,Visual Defect
2023-10-26 13:24:30,P-Usine_B-000331,90.25,4,1,
2023-10-26 13:30:20,P-Usine_B-000332,89.62,5,1,
2023-10-26 13:26:04,P-Usine_B-000333,90.62,9,1,
2023-10-26 13:29:09,P-Usine_B-000334,89.86,9,1,
2023-10-26 13:35:53,P-Usine_B-000335,89.62,999.9,0,Visual Defect
2023-10-26 13:32:24,P-Usine_B-000336,89.67,9,1,
2023-10-26 13:39:03,P-Usine_B-000337,89.65,5,1,
2023-10-26 13:34:13,P-Usine_B-000338,89.9,7,1,
2023-10-26 13:34:01,P-Usine_B-000339,90.69,4,1,999.9
2023-10-26 13:33:15,P-Usine_B-000340,90.47,2,0,Visual Defect
2023-10-26 13:39:42,P-Usine_B-000341,89.8,2,0,Visual Defect
2023-10-26 13:44:15,P-Usine_B-000342,89.89,5,1,
2023-10-26 13:42:20,P-Usine_B-000343,89.67,8,1,
2023-10-26 13:41:10,P-Usine_B-000344,89.46,5,1,
2023-10-26 13:41:28,P-Usine_B-000345,89.9,999.9,1,
2023-10-26 13:40:01,P-Usine_B-000346,90.38,10,1,
2023-10-26 13:48:36,P-Usine_B-000347,89.76,6,1,
2023-10-26 13:49:47,P-Usine_B-000348,90.93,3,0,Visual Defect
2023-10-26 13:49:49,P-Usine_B-000349,90.84,5,1,
2023-10-26 13:48:10,P-Usine_B-000350,89.69,4,1,
2023-10-26 13:49:49,P-Usine_B-000351,90.23,9,1,
2023-10-26 13:47:42,P-Usine_B-000352,90.97,9,1,
2023-10-26 13:55:33,P-Usine_B-000353,89.65,9,1,
2023-10-26 13:53:26,P-Usine_B-000354,90.32,8,1,
2023-10-26 13:53:14,P-Usine_B-000355,89.78,7,1,
2023-10-26 13:48:27,P-Usine_B-000356,90.83,4,1,
2023-10-26 13:55:07,P-Usine_B-000357,90.35,3,0,Visual Defect
2023-10-26 13:51:53,P-Usine_B-000358,89.33,2,0,Visual Defect
2023-10-26 13:55:55,P-Usine_B-000359,90.12,5,1,
2023-10-26 13:53:23,P-Usine_B-000360,89.4,4,1,
2023-10-26 13:58:23,P-Usine_B-000361,90.24,3,0,Visual Defect
2023-10-26 13:55:14,P-Usine_B-000362,89.7,10,1,
,P-Usine_B-000363,88.99,6,1,
2023-10-26 14:01:36,P-Usine_B-000364,90.18,8,1,
2023-10-26 14:03:49,P-Usine_B-000365,89.69,3,0,Visual Defect
2023-10-26 14:05:11,P-Usine_B-000366,90.01,9,1,
2023-10-26 14:00:48,P-Usine_B-000367,89.79,4,1,
2023-10-26 14:01:10,P-Usine_B-000368,90.38,6,1,
2023-10-26 14:05:55,P-Usine_B-000369,89.66,7,1,
2023-10-26 14:02:13,P-Usine_B-000370,90.25,5,1,
2023-10-26 14:05:02,P-Usine_B-000371,89.94,1,0,Visual Defect
2023-10-26 14:05:41,P-Usine_B-000372,89.98,5,1,
2023-10-26 14:08:20,P-Usine_B-000373,,7,1,
2023-10-26 14:12:43,P-Usine_B-000374,90.52,3,0,Visual Defect
2023-10-26 14:15:10,P-Usine_B-000375,89.65,7,1,
2023-10-26 14:12:23,P-Usine_B-000376,90.4,4,1,
2023-10-26 14:13:58,P-Usine_B-000377,90.99,8,1,
2023-10-26 14:13:33,P-Usine_B-000378,89.86,5,1,
2023-10-26 14:11:22,P-Usine_B-000379,89.24,7,1,
2023-10-26 14:14:52,P-Usine_B-000380,90.73,4,1,
2023-10-26 14:15:02,P-Usine_B-000381,90.06,8,1,
2023-10-26 14:22:16,P-Usine_B-000382,90.23,1,0,Visual Defect
2023-10-26 14:22:16,P-Usine_B-000382,90.23,1,0,Visual Defect
2023-10-26 14:22:17,P-Usine_B-000383,89.43,6,1,
2023-10-26 14:23:53,P-Usine_B-000384,89.57,6,1,
2023-10-26 14:24:15,P-Usine_B-000385,90.62,5,1,
2023-10-26 14:24:40,P-Usine_B-000386,89.54,7,1,
2023-10-26 14:24:46,P-Usine_B-000387,90.91,7,1,
