timestamp,part_id,vitesse_broche_rpm,avance_outil,profondeur_passe,temp_broche,temp_piece,vibration_broche,couple_moteur,puissance_conso_kw,temps_cycle_theo,temps_cycle_reel,nb_pieces_prod,nb_pieces_nok,id_machine,version_prog,num_outil,usure_outil_pct,etat_machine,alarmes
2023-10-26 08:40:18,P-Usine_B-000036,11978,2011.0,3.08,51.7,31.7,0.555,11.15,7.75,120.0,121.3,36,0,CNU-01,v2.4,2,18.2,RUN,NONE
2023-10-26 08:46:32,,11898,2006.0,2.94,44.4,43.4,0.428,11.69,5.14,120.0,122.1,37,0,CNU-02,v2.4,5,18.5,RUN,NONE
2023-10-26 08:40:56,P-Usine_B-000038,11937,2130.0,2.84,48.2,43.7,0.544,13.14,6.68,120.0,119.0,38,0,CNU-01,v2.4,5,20.1,RUN,NONE
2023-10-26 08:45:33,P-Usine_B-000039,12101,2086.0,2.93,40.2,38.6,0.402,10.04,5.68,120.0,122.3,39,0,CNU-02,v2.4,3,19.9,RUN,NONE
2023-10-26 08:48:42,P-Usine_B-000040,11948,2158.0,3.02,50.3,30.8,0.637,12.72,6.23,120.0,122.8,40,0,CNU-01,v2.4,4,20.9,RUN,NONE
2023-10-26 08:49:20,P-Usine_B-000041,12274,1944.0,3.14,53.5,43.5,0.597,10.09,6.89,120.0,123.8,41,0,CNU-02,v2.4,5,24.3,RUN,NONE
2023-10-26 08:49:57,P-Usine_B-000042,12234,1983.0,2.8,43.5,35.4,0.575,13.25,7.33,120.0,126.4,42,0,CNU-01,v2.4,3,23.5,RUN,NONE
2023-10-26 08:48:06,P-Usine_B-000043,11910,1914.0,3.02,49.4,39.9,0.459,10.53,5.78,120.0,119.5,43,0,CNU-02,v2.4,1,22.9,,NONE
2023-10-26 08:49:07,P-Usine_B-000044,12005,2172.0,2.83,51.2,34.6,0.397,13.38,7.03,120.0,121.9,44,0,CNU-01,v2.4,3,25.1,RUN,NONE
2023-10-26 08:46:33,P-Usine_B-000045,11848,2099.0,2.87,45.8,35.6,0.599,11.69,6.39,120.0,120.3,45,0,CNU-02,v2.4,4,25.4,RUN,NONE
2023-10-26 08:53:00,P-Usine_B-000046,11755,2158.0,2.82,47.0,999.9,0.579,14.4,5.4,120.0,124.2,46,0,CNU-01,v2.4,5,24.2,RUN,NONE
2023-10-26 08:49:54,P-Usine_B-000047,12035,2050.0,3.1,50.3,40.8,0.578,14.21,5.56,120.0,121.4,47,0,CNU-02,v2.4,1,27.1,RUN,NONE
2023-10-26 08:48:38,P-Usine_B-000048,11904,1935.0,3.14,43.6,39.0,0.492,10.02,5.46,120.0,125.9,48,0,CNU-01,v2.4,5,26.4,RUN,NONE
2023-10-26 08:58:32,P-Usine_B-000049,12317,1844.0,2.93,54.6,42.3,0.617,12.15,6.81,120.0,121.3,49,0,CNU-02,v2.4,4,29.0,RUN,NONE
2023-10-26 08:58:47,P-Usine_B-000050,,2189.0,3.11,54.9,32.7,0.526,11.64,6.72,120.0,121.7,50,0,CNU-01,v2.4,3,25.6,RUN,NONE
2023-10-26 09:00:37,P-Usine_B-000051,12154,1921.0,3.06,49.8,31.7,0.433,13.37,6.6,120.0,121.7,51,0,CNU-02,v2.4,1,27.2,RUN,NONE
2023-10-26 08:53:08,P-Usine_B-000052,11779,2139.0,3.14,54.9,36.3,0.391,10.77,6.84,120.0,124.8,52,0,CNU-01,v2.4,2,30.3,RUN,NONE
2023-10-26 09:02:05,P-Usine_B-000053,12138,1871.0,2.96,43.5,40.5,0.6,13.75,5.98,120.0,121.0,53,0,CNU-02,v2.4,2,28.6,RUN,NONE
2023-10-26 09:02:01,P-Usine_B-000054,12090,2103.0,3.19,48.7,42.7,0.434,14.11,7.28,120.0,121.1,54,0,CNU-01,v2.4,5,31.1,RUN,NONE
2023-10-26 08:56:51,P-Usine_B-000055,11855,2198.0,2.98,41.5,42.5,0.446,11.35,7.52,120.0,121.2,55,0,CNU-02,v2.4,3,27.8,RUN,NONE
2023-10-26 09:03:04,P-Usine_B-000056,11860,2112.0,3.18,50.8,41.2,0.591,10.15,7.3,120.0,121.3,56,0,CNU-01,v2.4,2,33.0,RUN,NONE
2023-10-26 09:01:07,P-Usine_B-000057,11839,1951.0,2.8,43.9,30.4,0.394,13.15,6.68,120.0,117.3,57,0,CNU-02,v2.4,2,31.0,RUN,NONE
2023-10-26 09:03:34,P-Usine_B-000058,11900,2039.0,3.09,41.6,43.2,0.335,14.87,5.41,120.0,120.6,58,0,CNU-01,v2.4,1,30.0,RUN,NONE
2023-10-26 08:59:15,P-Usine_B-000059,11902,1950.0,3.17,52.2,39.5,0.621,12.01,5.36,120.0,120.8,59,0,CNU-02,v2.4,4,33.6,RUN,NONE
2023-10-26 09:00:32,P-Usine_B-000060,12360,2153.0,3.16,53.1,44.8,0.332,10.84,5.36,120.0,122.0,60,0,CNU-01,v2.4,2,31.4,RUN,NONE
2023-10-26 09:01:08,P-Usine_B-000061,11990,1963.0,2.83,52.2,33.1,0.521,14.18,5.23,120.0,120.6,61,0,CNU-02,v2.4,5,33.5,RUN,NONE
2023-10-26 09:06:57,P-Usine_B-000062,12176,1876.0,2.85,43.5,39.3,0.295,14.65,7.72,120.0,123.6,62,0,CNU-01,v2.4,2,31.6,RUN,NONE
2023-10-26 09:07:11,P-Usine_B-000063,11812,1991.0,3.04,44.0,36.6,0.505,12.9,6.37,120.0,123.4,63,0,CNU-02,v2.4,2,32.8,RUN,NONE
2023-10-26 09:07:11,P-Usine_B-000064,11852,1861.0,2.81,54.7,36.7,0.55,13.25,5.71,120.0,119.7,64,0,CNU-01,v2.4,1,33.0,RUN,NONE
2023-10-26 09:07:06,P-Usine_B-000065,12437,1981.0,2.99,53.5,38.9,0.478,10.16,7.28,120.0,121.2,65,0,CNU-02,v2.4,2,35.5,999.9,NONE
2023-10-26 09:08:15,P-Usine_B-000066,12068,1826.0,2.98,49.1,44.5,0.356,11.71,6.92,120.0,122.9,66,0,CNU-01,v2.4,4,34.9,RUN,NONE
2023-10-26 09:14:32,P-Usine_B-000067,12415,2191.0,3.02,45.7,33.7,0.614,10.18,6.27,120.0,121.6,67,0,CNU-02,v2.4,4,38.0,RUN,NONE
2023-10-26 09:15:39,P-Usine_B-000068,12233,2039.0,3.1,53.8,36.0,0.691,11.66,7.45,120.0,121.4,68,0,CNU-01,v2.4,4,35.1,RUN,NONE
2023-10-26 09:16:03,P-Usine_B-000069,11941,2050.0,2.92,52.4,38.4,0.473,13.74,5.89,120.0,124.1,69,0,CNU-02,v2.4,3,38.1,RUN,NONE
2023-10-26 09:19:19,P-Usine_B-000070,11993,1810.0,2.94,45.1,34.7,0.526,10.85,5.95,120.0,119.3,70,0,CNU-01,v2.4,3,37.5,RUN,NONE
2023-10-26 09:17:45,P-Usine_B-000071,11845,2034.0,3.18,40.2,43.7,0.386,14.03,6.58,120.0,121.5,71,0,CNU-02,v2.4,5,37.8,RUN,NONE
2023-10-26 09:17:48,P-Usine_B-000072,12194,1856.0,3.17,45.6,43.6,0.34,10.22,5.32,120.0,120.8,72,0,CNU-01,v2.4,1,40.1,RUN,NONE
2023-10-26 09:13:32,P-Usine_B-000073,11863,999.9,3.07,41.5,35.3,0.559,14.5,5.06,120.0,121.6,73,0,CNU-02,v2.4,2,40.4,RUN,NONE
2023-10-26 09:17:53,P-Usine_B-000074,12220,2134.0,3.13,40.9,30.4,0.747,10.91,5.69,120.0,122.9,74,0,CNU-01,v2.4,5,38.4,RUN,NONE
2023-10-26 09:22:36,P-Usine_B-000075,12019,1976.0,3.04,54.6,36.2,0.537,14.11,7.98,120.0,124.3,75,0,CNU-02,v2.4,5,37.8,RUN,NONE
2023-10-26 09:15:56,P-Usine_B-000076,11936,1960.0,3.02,50.7,32.8,0.439,12.73,6.47,120.0,121.8,76,0,CNU-01,v2.4,3,40.6,RUN,NONE
2023-10-26 09:17:59,P-Usine_B-000077,11965,1945.0,2.91,41.3,44.5,0.354,10.47,7.09,120.0,120.2,77,0,CNU-02,v2.4,5,42.8,RUN,NONE
2023-10-26 09:20:45,P-Usine_B-000078,12437,1813.0,2.97,54.3,31.3,0.763,10.71,6.54,120.0,120.0,78,0,CNU-01,v2.4,1,39.7,RUN,NONE
2023-10-26 09:21:15,P-Usine_B-000079,11869,1860.0,2.83,41.7,39.1,0.329,12.29,5.87,120.0,122.8,79,0,CNU-02,v2.4,5,44.4,RUN,NONE
2023-10-26 09:25:34,P-Usine_B-000080,11876,2195.0,3.09,43.7,32.3,0.465,13.07,5.01,120.0,120.6,80,0,CNU-01,v2.4,1,43.0,RUN,NONE
2023-10-26 09:22:01,P-Usine_B-000081,12053,2103.0,2.98,41.2,42.2,0.551,12.57,7.63,120.0,121.0,81,0,CNU-02,v2.4,5,44.0,RUN,NONE
2023-10-26 09:29:06,P-Usine_B-000082,12207,2174.0,3.16,43.6,36.8,0.471,11.78,5.52,120.0,121.6,82,0,CNU-01,v2.4,5,44.4,RUN,NONE
2023-10-26 09:26:28,P-Usine_B-000083,12312,2072.0,2.98,49.3,40.1,0.545,13.11,7.88,120.0,120.2,83,0,CNU-02,v2.4,5,42.4,RUN,NONE
2023-10-26 09:25:00,P-Usine_B-000084,11949,1802.0,3.17,42.3,37.3,0.517,11.26,6.07,120.0,121.1,84,0,CNU-01,v2.4,5,43.0,RUN,NONE
2023-10-26 09:27:36,P-Usine_B-000085,11610,1986.0,2.84,52.9,32.5,0.509,13.37,5.71,120.0,118.3,85,0,CNU-02,v2.4,3,44.2,RUN,NONE
2023-10-26 09:31:51,P-Usine_B-000086,12128,2004.0,3.08,50.5,40.1,0.339,12.3,7.68,120.0,122.8,86,0,CNU-01,v2.4,3,45.6,RUN,NONE
2023-10-26 09:27:50,P-Usine_B-000087,12055,2017.0,2.95,48.0,37.2,0.306,11.03,6.44,120.0,120.8,87,0,CNU-02,v2.4,4,45.8,RUN,NONE
2023-10-26 09:29:17,P-Usine_B-000088,11838,1995.0,3.05,49.6,41.0,0.698,10.22,7.59,120.0,119.1,88,0,CNU-01,v2.4,4,45.3,RUN,NONE
2023-10-26 09:29:07,P-Usine_B-000089,12076,2002.0,3.0,50.3,36.7,0.625,10.23,7.51,120.0,121.9,89,0,CNU-02,v2.4,1,45.6,RUN,NONE
2023-10-26 09:35:37,P-Usine_B-000090,12284,1853.0,2.86,49.7,40.6,0.522,14.52,7.04,120.0,120.1,90,0,CNU-01,v2.4,4,46.8,RUN,NONE
2023-10-26 09:35:34,P-Usine_B-000091,11994,1948.0,3.11,48.4,42.5,0.515,11.05,5.19,120.0,122.6,91,0,CNU-02,v2.4,2,50.0,RUN,NONE
2023-10-26 09:36:53,P-Usine_B-000092,12275,1935.0,3.16,54.6,32.8,0.637,13.18,5.22,120.0,124.4,92,0,CNU-01,v2.4,2,50.3,RUN,NONE
2023-10-26 09:34:31,P-Usine_B-000093,11993,1996.0,2.87,54.3,40.8,0.468,13.62,6.99,120.0,124.5,93,0,CNU-02,v2.4,4,46.9,RUN,NONE
2023-10-26 09:34:22,P-Usine_B-000094,11979,2136.0,2.88,46.9,30.5,0.453,12.84,7.37,120.0,123.4,94,0,CNU-01,v2.4,2,50.8,RUN,NONE
2023-10-26 09:43:04,P-Usine_B-000095,12062,1885.0,3.09,43.0,32.4,0.56,10.97,6.26,120.0,121.5,95,0,CNU-02,v2.4,4,51.0,RUN,NONE
2023-10-26 09:43:04,P-Usine_B-000095,12062,1885.0,3.09,43.0,32.4,0.56,10.97,6.26,120.0,121.5,95,0,CNU-02,v2.4,4,51.0,RUN,NONE
2023-10-26 09:36:54,P-Usine_B-000096,12016,1943.0,3.05,48.6,33.7,0.61,11.7,5.15,120.0,122.7,96,0,CNU-01,v2.4,1,50.6,RUN,NONE
2023-10-26 09:37:53,P-Usine_B-000097,11978,1840.0,2.92,40.8,33.3,0.508,14.44,5.78,120.0,121.4,97,0,CNU-02,v2.4,2,51.7,RUN,NONE
2023-10-26 09:44:31,P-Usine_B-000098,11674,2000.0,2.93,42.0,31.0,0.384,11.6,6.47,120.0,121.6,98,0,CNU-01,v2.4,5,52.5,RUN,NONE
2023-10-26 09:45:23,P-Usine_B-000099,11734,1926.0,2.98,52.8,34.3,0.443,12.39,5.97,120.0,123.9,99,0,CNU-02,v2.4,2,52.6,RUN,NONE
2023-10-26 09:48:33,P-Usine_B-000100,12450,2009.0,3.19,52.9,38.3,0.481,12.37,7.28,120.0,122.9,100,0,CNU-01,v2.4,1,54.8,RUN,NONE
2023-10-26 09:45:48,P-Usine_B-000101,11447,2181.0,2.85,52.0,31.4,0.472,13.25,7.2,120.0,121.7,101,0,CNU-02,v2.4,1,53.6,RUN,NONE
2023-10-26 09:42:09,P-Usine_B-000102,11770,2037.0,3.0,51.1,38.1,0.606,12.08,7.8,120.0,123.8,102,0,CNU-01,v2.4,4,55.8,RUN,999.9
2023-10-26 09:49:26,P-Usine_B-000103,12187,2026.0,2.86,47.0,31.5,0.456,11.47,999.9,120.0,123.7,103,0,CNU-02,v2.4,3,53.3,RUN,NONE
2023-10-26 09:52:33,P-Usine_B-000104,11986,1931.0,2.81,54.6,36.9,0.515,13.54,5.6,120.0,120.0,104,0,CNU-01,v2.4,1,56.4,RUN,NONE
2023-10-26 09:51:37,P-Usine_B-000105,11774,2010.0,2.97,48.1,41.3,0.395,11.36,5.61,120.0,120.4,105,0,CNU-02,v2.4,1,55.8,RUN,NONE
2023-10-26 09:48:23,P-Usine_B-000106,11615,2032.0,2.88,46.7,37.7,0.639,10.59,6.99,120.0,120.9,106,0,CNU-01,v2.4,5,53.3,RUN,NONE
2023-10-26 09:51:40,P-Usine_B-000107,11961,2176.0,3.04,52.6,36.5,0.592,13.03,7.25,120.0,122.9,107,0,CNU-02,v2.4,4,58.1,RUN,NONE
2023-10-26 09:50:44,P-Usine_B-000108,12007,2023.0,2.91,46.6,39.2,0.577,11.95,7.6,120.0,120.6,108,0,CNU-01,v2.4,1,58.3,RUN,NONE
2023-10-26 09:49:43,P-Usine_B-000109,12220,2034.0,3.01,53.0,41.2,0.486,11.62,5.17,120.0,123.8,109,0,CNU-02,v2.4,2,58.8,RUN,NONE
2023-10-26 09:52:43,P-Usine_B-000110,12133,1972.0,3.06,50.9,34.1,0.39,12.25,7.73,120.0,123.9,110,0,CNU-01,v2.4,4,57.9,RUN,NONE
2023-10-26 09:53:12,P-Usine_B-000111,11708,2166.0,3.01,42.7,42.9,0.517,11.27,6.92,120.0,121.5,111,0,CNU-02,v2.4,1,56.6,RUN,NONE
2023-10-26 09:56:46,P-Usine_B-000112,11915,2059.0,3.03,52.1,35.4,0.426,12.25,6.77,120.0,120.7,112,0,CNU-01,v2.4,4,58.5,RUN,NONE
2023-10-26 10:01:25,P-Usine_B-000113,11800,2068.0,2.91,51.3,30.7,0.55,11.85,6.21,120.0,121.6,113,0,CNU-02,v2.4,5,59.6,RUN,NONE
2023-10-26 09:57:45,P-Usine_B-000114,11905,2160.0,3.06,46.6,33.5,0.285,11.72,5.1,120.0,124.1,114,0,CNU-01,v2.4,5,57.9,RUN,NONE
2023-10-26 09:55:48,P-Usine_B-000115,12209,1805.0,2.95,48.8,41.5,0.67,12.58,5.69,120.0,115.1,115,0,CNU-02,v2.4,3,62.1,RUN,NONE
2023-10-26 10:01:45,P-Usine_B-000116,11953,1824.0,2.88,52.2,33.9,0.635,10.77,7.75,120.0,119.4,116,0,CNU-01,v2.4,3,62.4,RUN,NONE
2023-10-26 10:04:45,P-Usine_B-000117,11988,2136.0,2.96,51.0,42.7,0.5,10.05,6.62,120.0,121.0,117,0,CNU-02,v2.4,4,63.2,RUN,NONE
2023-10-26 09:58:56,P-Usine_B-000118,11784,1896.0,3.06,44.8,32.3,0.679,12.72,6.77,120.0,122.3,118,0,CNU-01,v2.4,1,60.0,RUN,NONE
2023-10-26 10:06:35,P-Usine_B-000119,11954,1859.0,2.8,52.4,41.9,0.44,10.2,6.04,120.0,122.7,119,0,CNU-02,v2.4,1,63.6,RUN,NONE
2023-10-26 10:04:06,P-Usine_B-000120,12157,2080.0,3.16,51.3,32.8,0.387,10.82,5.29,120.0,125.4,120,0,CNU-01,v2.4,2,65.0,RUN,NONE
2023-10-26 10:02:13,P-Usine_B-000121,11935,2125.0,2.82,46.5,41.7,0.413,12.49,7.13,120.0,119.5,121,0,CNU-02,v2.4,5,61.7,RUN,NONE
2023-10-26 10:02:46,P-Usine_B-000122,11810,2085.0,2.89,43.2,39.7,0.437,13.97,5.43,120.0,114.5,122,0,CNU-01,v2.4,4,64.8,RUN,NONE
2023-10-26 10:06:58,P-Usine_B-000123,12333,2135.0,2.95,44.7,42.0,0.372,10.31,6.11,120.0,122.1,123,0,CNU-02,v2.4,3,62.4,RUN,NONE
2023-10-26 10:11:42,P-Usine_B-000124,11811,2157.0,3.18,45.5,31.2,0.559,11.83,7.68,,122.5,124,0,CNU-01,v2.4,4,62.1,RUN,NONE
2023-10-26 10:11:42,P-Usine_B-000125,11980,1820.0,3.15,42.2,30.2,0.438,10.64,7.54,120.0,121.6,125,0,CNU-02,v2.4,4,63.6,RUN,NONE
2023-10-26 10:08:40,P-Usine_B-000126,12068,1848.0,3.13,50.9,43.0,0.563,14.16,6.97,120.0,122.0,126,0,CNU-01,v2.4,2,67.4,RUN,NONE
2023-10-26 10:16:16,P-Usine_B-000127,11857,1841.0,2.98,46.3,37.0,0.302,11.96,6.82,120.0,119.0,127,0,CNU-02,v2.4,3,64.9,RUN,NONE
2023-10-26 10:09:14,P-Usine_B-000128,12224,1980.0,3.04,47.5,41.8,0.616,11.85,5.72,120.0,123.1,128,0,CNU-01,v2.4,1,64.5,RUN,NONE
2023-10-26 10:14:15,P-Usine_B-000129,12079,2138.0,3.13,46.9,34.7,0.553,13.53,7.95,120.0,124.0,129,0,CNU-02,v2.4,2,65.9,RUN,NONE
2023-10-26 10:16:36,P-Usine_B-000130,12286,1991.0,2.94,47.5,40.9,0.529,10.18,6.55,120.0,127.0,130,0,CNU-01,v2.4,2,69.7,RUN,NONE
2023-10-26 10:18:30,P-Usine_B-000131,12039,2081.0,3.09,48.5,32.2,0.47,10.66,7.45,120.0,125.2,131,0,CNU-02,v2.4,5,69.8,RUN,NONE
2023-10-26 10:14:45,P-Usine_B-000132,12107,2054.0,2.85,52.6,32.9,0.464,10.53,7.33,120.0,120.5,132,0,CNU-01,v2.4,2,70.6,RUN,NONE
2023-10-26 10:21:18,P-Usine_B-000133,11895,2073.0,3.15,43.2,34.8,0.615,12.91,5.1,120.0,120.3,133,0,CNU-02,v2.4,2,66.7,RUN,NONE
2023-10-26 10:14:33,P-Usine_B-000134,12304,2195.0,3.18,45.8,44.7,0.447,11.4,5.89,120.0,120.8,134,0,CNU-01,v2.4,4,71.7,RUN,NONE
2023-10-26 10:22:17,P-Usine_B-000135,12033,1812.0,3.01,42.1,36.2,0.423,14.13,6.85,120.0,121.6,135,0,CNU-02,v2.4,4,70.0,RUN,NONE
2023-10-26 10:25:43,P-Usine_B-000136,12184,1904.0,2.89,47.2,35.5,0.58,14.14,7.82,120.0,122.1,136,0,CNU-01,v2.4,5,69.5,RUN,NONE
2023-10-26 10:25:43,P-Usine_B-000136,12184,1904.0,2.89,47.2,35.5,0.58,14.14,7.82,120.0,122.1,136,0,CNU-01,v2.4,5,69.5,RUN,NONE
2023-10-26 10:18:58,P-Usine_B-000137,12335,2080.0,2.88,46.4,39.5,0.401,14.55,6.46,120.0,120.0,137,0,CNU-02,v2.4,5,71.1,RUN,NONE
2023-10-26 10:18:15,P-Usine_B-000138,11525,1999.0,3.19,44.9,38.4,0.436,10.23,5.89,120.0,124.0,138,0,CNU-01,v2.4,5,73.4,RUN,NONE
2023-10-26 10:20:46,P-Usine_B-000139,12121,1901.0,3.07,53.9,41.8,0.341,10.12,5.78,120.0,124.3,139,0,CNU-02,v2.4,5,70.5,RUN,NONE
2023-10-26 10:26:21,P-Usine_B-000140,12029,2009.0,2.87,53.8,32.1,0.493,12.95,5.73,120.0,121.7,140,0,CNU-01,v2.4,4,72.1,RUN,NONE
2023-10-26 10:22:02,P-Usine_B-000141,12196,2106.0,3.03,45.3,35.7,0.567,11.84,6.94,120.0,123.5,141,0,CNU-02,v2.4,4,72.1,RUN,NONE
2023-10-26 10:31:43,P-Usine_B-000142,11631,1908.0,3.12,40.9,35.8,0.327,13.29,5.03,120.0,123.8,142,0,CNU-01,v2.4,3,75.5,RUN,NONE
2023-10-26 10:25:17,P-Usine_B-000143,12086,2168.0,2.9,49.3,34.1,0.442,12.95,5.33,120.0,122.8,143,0,CNU-02,v2.4,3,72.1,RUN,NONE
2023-10-26 10:26:41,P-Usine_B-000144,11964,2153.0,2.84,45.5,43.5,0.593,11.86,6.01,120.0,118.7,144,0,CNU-01,v2.4,2,75.1,RUN,NONE
2023-10-26 10:32:41,P-Usine_B-000145,12256,1944.0,3.18,42.6,35.8,0.624,12.42,5.08,120.0,124.9,145,0,CNU-02,v2.4,1,76.0,RUN,NONE
