timestamp,part_id,id_piece,dim_x,dim_y,dim_z,tol_min,tol_max,ecart_nominale,resultat,type_defaut,id_operateur
2023-10-26 09:10:10,P-Usine_B-000032,P-Usine_B-000032,100.042,999.9,25.031,-0.05,0.05,0.042,OK,NONE,AUTO-VIS-01
2023-10-26 09:14:30,P-Usine_B-000033,P-Usine_B-000033,99.983,49.979,24.966,-0.05,0.05,0.034,OK,NONE,AUTO-VIS-01
2023-10-26 09:16:08,P-Usine_B-000034,P-Usine_B-000034,100.004,50.03,24.968,-0.05,0.05,0.032,OK,NONE,AUTO-VIS-01
2023-10-26 09:14:30,P-Usine_B-000035,P-Usine_B-000035,99.978,49.972,24.984,-0.05,0.05,0.028,OK,NONE,AUTO-VIS-01
2023-10-26 09:20:32,P-Usine_B-000036,P-Usine_B-000036,100.002,49.997,24.996,-0.05,0.05,0.004,OK,NONE,AUTO-VIS-01
2023-10-26 09:21:28,P-Usine_B-000037,P-Usine_B-000037,100.008,50.021,24.981,-0.05,0.05,0.021,OK,NONE,AUTO-VIS-01
2023-10-26 09:18:35,P-Usine_B-000038,P-Usine_B-000038,100.007,49.984,24.991,-0.05,0.05,0.016,OK,NONE,AUTO-VIS-01
2023-10-26 09:20:59,P-Usine_B-000039,P-Usine_B-000039,99.98,50.0,25.007,-0.05,0.05,0.02,OK,NONE,AUTO-VIS-01
2023-10-26 09:23:30,P-Usine_B-000040,P-Usine_B-000040,100.015,50.006,24.996,-0.05,0.05,0.015,OK,NONE,AUTO-VIS-01
2023-10-26 09:19:21,P-Usine_B-000041,P-Usine_B-000041,99.981,49.966,24.952,-0.05,0.05,0.048,OK,NONE,AUTO-VIS-01
2023-10-26 09:21:47,P-Usine_B-000042,P-Usine_B-000042,99.958,49.975,24.973,-0.05,0.05,0.042,OK,NONE,AUTO-VIS-01
2023-10-26 09:24:26,P-Usine_B-000043,P-Usine_B-000043,99.993,49.997,24.986,-0.05,0.05,0.014,OK,NONE,AUTO-VIS-01
2023-10-26 09:28:50,P-Usine_B-000044,P-Usine_B-000044,99.999,49.979,24.982,-0.05,0.05,0.021,OK,NONE,AUTO-VIS-01
2023-10-26 09:24:18,P-Usine_B-000045,P-Usine_B-000045,100.027,49.989,24.985,-0.05,0.05,0.027,OK,NONE,AUTO-VIS-01
2023-10-26 09:30:37,P-Usine_B-000046,P-Usine_B-000046,99.987,49.981,25.005,-0.05,0.05,0.019,OK,NONE,AUTO-VIS-01
2023-10-26 09:26:24,P-Usine_B-000047,P-Usine_B-000047,100.003,50.001,24.996,-0.05,0.05,0.004,OK,NONE,AUTO-VIS-01
2023-10-26 09:30:26,P-Usine_B-000048,P-Usine_B-000048,100.045,50.025,25.027,-0.05,0.05,0.045,OK,NONE,AUTO-VIS-01
2023-10-26 09:25:11,P-Usine_B-000049,P-Usine_B-000049,100.02,49.996,24.996,-0.05,0.05,0.02,OK,NONE,AUTO-VIS-01
2023-10-26 09:33:52,P-Usine_B-000050,P-Usine_B-000050,100.0,50.008,24.992,-0.05,0.05,0.008,OK,NONE,AUTO-VIS-01
2023-10-26 09:28:51,P-Usine_B-000051,P-Usine_B-000051,99.984,49.957,24.991,-0.05,0.05,0.043,OK,NONE,AUTO-VIS-01
2023-10-26 09:36:07,P-Usine_B-000052,P-Usine_B-000052,99.996,50.008,24.989,-0.05,0.05,0.011,OK,NONE,AUTO-VIS-01
2023-10-26 09:33:56,P-Usine_B-000053,P-Usine_B-000053,99.988,50.014,24.991,-0.05,0.05,0.014,OK,NONE,AUTO-VIS-01
2023-10-26 09:31:46,P-Usine_B-000054,P-Usine_B-000054,99.998,50.02,24.979,-0.05,0.05,0.021,OK,NONE,AUTO-VIS-01
2023-10-26 09:34:07,P-Usine_B-000055,P-Usine_B-000055,99.993,49.984,25.018,-0.05,0.05,0.018,OK,NONE,AUTO-VIS-01
2023-10-26 09:36:59,P-Usine_B-000056,P-Usine_B-000056,99.994,50.005,25.014,-0.05,0.05,0.014,OK,NONE,AUTO-VIS-01
2023-10-26 09:37:58,P-Usine_B-000057,P-Usine_B-000057,100.055,49.984,25.004,-0.05,0.05,0.055,OK,NONE,AUTO-VIS-01
2023-10-26 09:36:14,P-Usine_B-000058,P-Usine_B-000058,100.0,50.016,25.03,-0.05,0.05,0.03,OK,NONE,AUTO-VIS-01
2023-10-26 09:34:59,P-Usine_B-000059,P-Usine_B-000059,99.989,49.988,25.066,-0.05,0.05,0.066,OK,NONE,AUTO-VIS-01
2023-10-26 09:43:22,P-Usine_B-000060,P-Usine_B-000060,100.034,49.989,25.007,-0.05,0.05,0.034,OK,NONE,AUTO-VIS-01
2023-10-26 09:44:48,P-Usine_B-000061,P-Usine_B-000061,99.965,50.012,25.005,-0.05,0.05,0.035,OK,NONE,AUTO-VIS-01
2023-10-26 09:45:50,P-Usine_B-000062,P-Usine_B-000062,100.03,50.004,24.97,-0.05,0.05,0.03,OK,NONE,AUTO-VIS-01
2023-10-26 09:42:22,P-Usine_B-000063,P-Usine_B-000063,100.004,49.967,24.968,-0.05,0.05,0.033,OK,NONE,AUTO-VIS-01
2023-10-26 09:44:42,P-Usine_B-000064,P-Usine_B-000064,99.974,49.994,24.977,-0.05,0.05,0.026,OK,NONE,AUTO-VIS-01
2023-10-26 09:45:51,P-Usine_B-000065,P-Usine_B-000065,100.027,49.992,25.04,-0.05,0.05,0.04,OK,NONE,AUTO-VIS-01
2023-10-26 09:48:05,P-Usine_B-000066,P-Usine_B-000066,100.026,50.002,24.972,-0.05,0.05,0.028,OK,NONE,AUTO-VIS-01
2023-10-26 09:48:05,P-Usine_B-000066,P-Usine_B-000066,100.026,50.002,24.972,-0.05,0.05,0.028,OK,NONE,AUTO-VIS-01
2023-10-26 09:45:48,P-Usine_B-000067,P-Usine_B-000067,99.962,50.027,24.982,-0.05,0.05,0.038,OK,NONE,AUTO-VIS-01
2023-10-26 09:44:20,,P-Usine_B-000068,99.994,49.997,25.014,-0.05,0.05,0.014,OK,NONE,AUTO-VIS-01
2023-10-26 09:53:17,P-Usine_B-000069,P-Usine_B-000069,100.02,49.992,24.974,-0.05,0.05,0.026,OK,NONE,AUTO-VIS-01
2023-10-26 09:48:57,P-Usine_B-000070,P-Usine_B-000070,100.021,49.978,25.006,-0.05,0.05,0.022,OK,NONE,AUTO-VIS-01
2023-10-26 09:53:29,P-Usine_B-000071,P-Usine_B-000071,100.037,50.02,25.007,-0.05,0.05,0.037,OK,NONE,AUTO-VIS-01
2023-10-26 09:49:44,P-Usine_B-000072,P-Usine_B-000072,99.946,49.996,24.99,-0.05,0.05,0.054,OK,NONE,AUTO-VIS-01
2023-10-26 09:53:32,P-Usine_B-000073,P-Usine_B-000073,99.981,49.956,25.024,-0.05,0.05,0.044,OK,NONE,AUTO-VIS-01
2023-10-26 09:55:12,P-Usine_B-000074,P-Usine_B-000074,100.017,49.977,25.0,-0.05,0.05,0.023,OK,NONE,AUTO-VIS-01
2023-10-26 09:53:39,P-Usine_B-000075,P-Usine_B-000075,99.988,50.02,25.003,-0.05,0.05,0.02,OK,NONE,AUTO-VIS-01
2023-10-26 09:56:43,P-Usine_B-000076,P-Usine_B-000076,99.965,49.993,25.02,-0.05,0.05,0.035,OK,NONE,AUTO-VIS-01
2023-10-26 09:58:28,P-Usine_B-000077,P-Usine_B-000077,99.996,49.96,25.007,-0.05,0.05,,OK,NONE,AUTO-VIS-01
2023-10-26 10:01:28,P-Usine_B-000078,P-Usine_B-000078,100.028,49.996,24.956,-0.05,0.05,0.044,OK,NONE,AUTO-VIS-01
2023-10-26 09:56:57,P-Usine_B-000079,P-Usine_B-000079,100.014,50.018,25.027,-0.05,0.05,0.027,OK,NONE,AUTO-VIS-01
2023-10-26 10:01:10,P-Usine_B-000080,P-Usine_B-000080,100.023,49.988,25.017,-0.05,0.05,0.023,OK,NONE,AUTO-VIS-01
2023-10-26 09:58:35,P-Usine_B-000081,P-Usine_B-000081,99.994,49.992,25.006,-0.05,0.05,0.008,OK,NONE,AUTO-VIS-01
2023-10-26 10:03:45,P-Usine_B-000082,P-Usine_B-000082,100.012,50.033,24.999,-0.05,0.05,0.033,OK,NONE,AUTO-VIS-01
2023-10-26 10:01:31,P-Usine_B-000083,P-Usine_B-000083,100.002,50.02,24.99,-0.05,0.05,0.02,OK,NONE,AUTO-VIS-01
2023-10-26 10:07:04,P-Usine_B-000084,P-Usine_B-000084,100.006,50.003,25.008,-0.05,0.05,999.9,OK,NONE,AUTO-VIS-01
2023-10-26 10:04:07,P-Usine_B-000085,,99.973,50.014,25.026,-0.05,0.05,0.027,OK,NONE,AUTO-VIS-01
2023-10-26 10:06:45,P-Usine_B-000086,P-Usine_B-000086,99.975,50.009,25.026,-0.05,0.05,0.026,OK,NONE,AUTO-VIS-01
2023-10-26 10:03:59,P-Usine_B-000087,P-Usine_B-000087,100.036,50.019,24.987,-0.05,0.05,0.036,OK,NONE,AUTO-VIS-01
2023-10-26 10:10:15,P-Usine_B-000088,P-Usine_B-000088,100.035,49.941,24.977,-0.05,0.05,0.059,OK,NONE,AUTO-VIS-01
2023-10-26 10:10:07,P-Usine_B-000089,P-Usine_B-000089,100.009,50.011,24.988,-0.05,0.05,0.012,OK,NONE,AUTO-VIS-01
2023-10-26 10:12:58,P-Usine_B-000090,P-Usine_B-000090,99.98,50.023,24.99,-0.05,0.05,0.023,OK,NONE,AUTO-VIS-01
2023-10-26 10:12:04,P-Usine_B-000091,P-Usine_B-000091,100.003,49.985,25.017,-0.05,0.05,0.017,OK,NONE,AUTO-VIS-01
2023-10-26 10:08:33,P-Usine_B-000092,P-Usine_B-000092,100.003,50.003,25.035,-0.05,0.05,0.035,OK,NONE,AUTO-VIS-01
2023-10-26 10:10:07,P-Usine_B-000093,P-Usine_B-000093,99.995,50.012,24.996,-0.05,0.05,0.012,OK,NONE,AUTO-VIS-01
2023-10-26 10:11:00,P-Usine_B-000094,P-Usine_B-000094,100.005,49.998,25.024,-0.05,0.05,0.024,OK,NONE,AUTO-VIS-01
2023-10-26 10:19:03,P-Usine_B-000095,P-Usine_B-000095,99.949,49.974,24.974,-0.05,0.05,0.051,OK,NONE,AUTO-VIS-01
2023-10-26 10:11:28,P-Usine_B-000096,P-Usine_B-000096,99.98,50.039,24.994,-0.05,0.05,0.039,OK,NONE,AUTO-VIS-01
2023-10-26 10:19:00,P-Usine_B-000097,P-Usine_B-000097,99.985,49.999,25.006,-0.05,0.05,0.015,OK,NONE,AUTO-VIS-01
2023-10-26 10:19:00,P-Usine_B-000097,P-Usine_B-000097,99.985,49.999,25.006,-0.05,0.05,0.015,OK,NONE,AUTO-VIS-01
2023-10-26 10:15:01,P-Usine_B-000098,P-Usine_B-000098,100.025,50.001,24.948,-0.05,0.05,0.052,OK,NONE,AUTO-VIS-01
2023-10-26 10:15:00,P-Usine_B-000099,P-Usine_B-000099,100.014,49.995,25.046,-0.05,0.05,0.046,OK,NONE,AUTO-VIS-01
2023-10-26 10:19:48,P-Usine_B-000100,P-Usine_B-000100,100.024,50.006,25.019,-0.05,0.05,0.024,OK,NONE,AUTO-VIS-01
2023-10-26 10:21:06,P-Usine_B-000101,P-Usine_B-000101,99.997,50.009,25.022,-0.05,0.05,0.022,OK,NONE,AUTO-VIS-01
2023-10-26 10:20:40,P-Usine_B-000102,P-Usine_B-000102,100.0,49.987,24.998,-0.05,0.05,0.013,OK,NONE,AUTO-VIS-01
2023-10-26 10:22:38,P-Usine_B-000103,P-Usine_B-000103,100.029,49.965,24.991,-0.05,0.05,0.035,OK,NONE,AUTO-VIS-01
2023-10-26 10:25:34,P-Usine_B-000104,P-Usine_B-000104,99.978,50.011,24.995,-0.05,0.05,0.022,OK,NONE,AUTO-VIS-01
2023-10-26 10:21:41,P-Usine_B-000105,P-Usine_B-000105,99.993,49.978,25.002,-0.05,0.05,0.022,OK,NONE,AUTO-VIS-01
2023-10-26 10:28:37,P-Usine_B-000106,P-Usine_B-000106,99.995,50.002,25.005,-0.05,0.05,0.005,OK,NONE,AUTO-VIS-01
2023-10-26 10:27:08,P-Usine_B-000107,P-Usine_B-000107,100.048,49.996,25.012,-0.05,0.05,0.048,OK,NONE,AUTO-VIS-01
2023-10-26 10:31:51,P-Usine_B-000108,P-Usine_B-000108,100.004,50.041,24.973,-0.05,0.05,0.041,OK,NONE,AUTO-VIS-01
2023-10-26 10:26:48,P-Usine_B-000109,P-Usine_B-000109,99.967,50.0,24.975,-0.05,0.05,0.033,OK,NONE,AUTO-VIS-01
2023-10-26 10:30:18,P-Usine_B-000110,P-Usine_B-000110,99.978,49.985,25.016,-0.05,0.05,0.022,OK,NONE,AUTO-VIS-01
2023-10-26 10:30:48,P-Usine_B-000111,P-Usine_B-000111,99.979,49.992,24.975,-0.05,0.05,0.025,OK,NONE,AUTO-VIS-01
2023-10-26 10:35:12,P-Usine_B-000112,P-Usine_B-000112,99.967,50.017,24.987,-0.05,0.05,0.033,OK,NONE,AUTO-VIS-01
2023-10-26 10:36:00,P-Usine_B-000113,P-Usine_B-000113,100.008,49.971,25.015,-0.05,0.05,0.029,OK,NONE,AUTO-VIS-01
2023-10-26 10:37:10,P-Usine_B-000114,P-Usine_B-000114,100.003,50.004,25.005,-0.05,0.05,0.005,OK,NONE,AUTO-VIS-01
2023-10-26 10:37:11,P-Usine_B-000115,P-Usine_B-000115,100.008,50.042,24.982,-0.05,0.05,0.042,OK,NONE,AUTO-VIS-01
2023-10-26 10:34:31,,P-Usine_B-000116,99.997,49.978,24.966,-0.05,0.05,0.034,OK,NONE,AUTO-VIS-01
2023-10-26 10:40:44,P-Usine_B-000117,P-Usine_B-000117,100.007,50.005,24.99,-0.05,0.05,0.01,OK,NONE,AUTO-VIS-01
2023-10-26 10:36:35,P-Usine_B-000118,P-Usine_B-000118,100.011,49.982,25.021,-0.05,0.05,0.021,OK,NONE,AUTO-VIS-01
2023-10-26 10:42:25,P-Usine_B-000119,P-Usine_B-000119,100.003,50.024,25.009,-0.05,0.05,0.024,OK,NONE,AUTO-VIS-01
2023-10-26 10:44:43,P-Usine_B-000120,P-Usine_B-000120,100.034,50.005,24.999,-0.05,0.05,0.034,OK,NONE,AUTO-VIS-01
2023-10-26 10:37:58,P-Usine_B-000121,P-Usine_B-000121,99.972,49.984,24.987,-0.05,0.05,0.028,OK,NONE,AUTO-VIS-01
2023-10-26 10:41:37,P-Usine_B-000122,P-Usine_B-000122,100.006,49.995,25.023,-0.05,0.05,0.023,OK,NONE,AUTO-VIS-01
2023-10-26 10:44:24,P-Usine_B-000123,P-Usine_B-000123,99.994,50.012,24.991,-0.05,0.05,999.9,OK,NONE,AUTO-VIS-01
2023-10-26 10:45:31,P-Usine_B-000124,P-Usine_B-000124,99.98,50.008,25.026,-0.05,0.05,0.026,OK,NONE,AUTO-VIS-01
2023-10-26 10:44:44,P-Usine_B-000125,P-Usine_B-000125,100.04,50.026,25.006,-0.05,0.05,0.04,OK,NONE,AUTO-VIS-01
2023-10-26 10:45:20,P-Usine_B-000126,P-Usine_B-000126,100.015,49.982,24.975,-0.05,0.05,0.025,OK,NONE,AUTO-VIS-01
2023-10-26 10:49:30,P-Usine_B-000127,P-Usine_B-000127,99.981,50.019,24.998,-0.05,0.05,0.019,OK,NONE,AUTO-VIS-01
2023-10-26 10:49:30,P-Usine_B-000127,P-Usine_B-000127,99.981,50.019,24.998,-0.05,0.05,0.019,OK,NONE,AUTO-VIS-01
2023-10-26 10:48:26,P-Usine_B-000128,P-Usine_B-000128,100.011,50.004,24.997,-0.05,0.05,0.011,OK,NONE,AUTO-VIS-01
2023-10-26 10:48:55,P-Usine_B-000129,P-Usine_B-000129,100.023,50.015,24.992,-0.05,0.05,0.023,OK,NONE,AUTO-VIS-01
2023-10-26 10:48:55,P-Usine_B-000129,P-Usine_B-000129,100.023,50.015,24.992,-0.05,0.05,0.023,OK,NONE,AUTO-VIS-01
2023-10-26 10:47:45,P-Usine_B-000130,P-Usine_B-000130,100.04,50.019,25.003,-0.05,0.05,0.04,OK,NONE,AUTO-VIS-01
2023-10-26 10:54:52,P-Usine_B-000131,P-Usine_B-000131,99.98,49.99,25.009,-0.05,0.05,0.02,OK,NONE,AUTO-VIS-01
2023-10-26 10:50:52,P-Usine_B-000132,P-Usine_B-000132,99.983,50.017,25.012,-0.05,0.05,0.017,OK,NONE,AUTO-VIS-01
2023-10-26 10:56:42,P-Usine_B-000133,P-Usine_B-000133,99.983,49.961,24.981,-0.05,0.05,0.039,OK,NONE,AUTO-VIS-01
2023-10-26 10:56:52,P-Usine_B-000134,P-Usine_B-000134,100.004,50.009,25.01,-0.05,0.05,0.01,OK,NONE,AUTO-VIS-01
2023-10-26 10:54:25,P-Usine_B-000135,P-Usine_B-000135,100.012,49.983,24.993,-0.05,0.05,0.017,OK,NONE,AUTO-VIS-01
2023-10-26 10:59:01,P-Usine_B-000136,P-Usine_B-000136,100.004,49.985,24.997,-0.05,0.05,0.015,OK,NONE,AUTO-VIS-01
2023-10-26 10:55:01,P-Usine_B-000137,P-Usine_B-000137,99.993,49.976,25.018,-0.05,0.05,0.024,OK,NONE,AUTO-VIS-01
2023-10-26 11:01:22,P-Usine_B-000138,P-Usine_B-000138,100.023,50.0,24.997,-0.05,0.05,0.023,OK,NONE,AUTO-VIS-01
2023-10-26 10:56:02,P-Usine_B-000139,P-Usine_B-000139,100.013,49.989,25.015,-0.05,0.05,0.015,OK,NONE,AUTO-VIS-01
2023-10-26 10:58:29,P-Usine_B-000140,P-Usine_B-000140,99.987,49.972,24.996,-0.05,0.05,0.028,OK,NONE,AUTO-VIS-01
2023-10-26 10:56:31,P-Usine_B-000141,P-Usine_B-000141,100.028,49.988,25.009,-0.05,0.05,0.028,OK,NONE,AUTO-VIS-01
2023-10-26 10:58:13,P-Usine_B-000142,P-Usine_B-000142,100.015,50.011,24.985,-0.05,0.05,0.015,OK,NONE,AUTO-VIS-01
2023-10-26 10:59:52,P-Usine_B-000143,P-Usine_B-000143,99.981,50.008,25.02,-0.05,0.05,0.02,OK,NONE,AUTO-VIS-01
2023-10-26 11:00:30,P-Usine_B-000144,P-Usine_B-000144,99.999,50.005,25.001,-0.05,0.05,0.005,OK,NONE,AUTO-VIS-01
2023-10-26 11:01:59,P-Usine_B-000145,P-Usine_B-000145,100.015,50.04,25.017,-0.05,0.05,0.04,OK,NONE,AUTO-VIS-01
2023-10-26 11:09:46,P-Usine_B-000146,P-Usine_B-000146,99.987,49.978,24.993,-0.05,0.05,0.022,OK,NONE,AUTO-VIS-01
2023-10-26 11:05:18,P-Usine_B-000147,P-Usine_B-000147,100.014,49.979,24.994,-0.05,0.05,0.021,OK,NONE,AUTO-VIS-01
2023-10-26 11:04:37,P-Usine_B-000148,P-Usine_B-000148,100.011,49.99,25.008,-0.05,0.05,0.011,OK,NONE,AUTO-VIS-01
2023-10-26 11:04:37,P-Usine_B-000148,P-Usine_B-000148,100.011,49.99,25.008,-0.05,0.05,0.011,OK,NONE,AUTO-VIS-01
2023-10-26 11:10:25,P-Usine_B-000149,P-Usine_B-000149,100.035,49.968,25.007,-0.05,0.05,0.035,OK,NONE,AUTO-VIS-01
2023-10-26 11:12:09,P-Usine_B-000150,P-Usine_B-000150,99.983,50.02,24.995,-0.05,0.05,0.02,OK,NONE,AUTO-VIS-01
2023-10-26 11:15:41,P-Usine_B-000151,P-Usine_B-000151,99.998,50.008,25.002,-0.05,0.05,0.008,OK,NONE,AUTO-VIS-01
2023-10-26 11:14:59,P-Usine_B-000152,P-Usine_B-000152,99.973,49.986,24.996,-0.05,0.05,0.027,OK,NONE,AUTO-VIS-01
2023-10-26 11:14:16,P-Usine_B-000153,P-Usine_B-000153,99.975,49.981,25.008,-0.05,0.05,0.025,OK,NONE,AUTO-VIS-01
2023-10-26 11:10:04,P-Usine_B-000154,P-Usine_B-000154,99.984,49.981,24.972,-0.05,0.05,0.028,OK,NONE,AUTO-VIS-01
2023-10-26 11:12:02,P-Usine_B-000155,P-Usine_B-000155,99.993,50.016,25.019,-0.05,0.05,0.019,OK,NONE,AUTO-VIS-01
2023-10-26 11:13:56,P-Usine_B-000156,P-Usine_B-000156,100.011,49.976,25.007,-0.05,0.05,0.024,OK,NONE,AUTO-VIS-01
2023-10-26 11:16:57,,P-Usine_B-000157,100.014,50.031,25.003,-0.05,0.05,0.031,OK,NONE,AUTO-VIS-01
2023-10-26 11:13:11,P-Usine_B-000158,P-Usine_B-000158,100.005,49.946,25.037,-0.05,0.05,0.054,OK,NONE,AUTO-VIS-01
2023-10-26 11:22:00,P-Usine_B-000159,P-Usine_B-000159,100.028,49.976,25.004,-0.05,0.05,0.028,OK,NONE,AUTO-VIS-01
2023-10-26 11:19:38,P-Usine_B-000160,P-Usine_B-000160,99.995,49.988,25.024,-0.05,0.05,0.024,OK,NONE,AUTO-VIS-01
2023-10-26 11:25:55,P-Usine_B-000161,P-Usine_B-000161,99.989,49.99,24.986,-0.05,0.05,0.014,OK,NONE,AUTO-VIS-01
2023-10-26 11:18:55,P-Usine_B-000162,P-Usine_B-000162,100.021,49.979,24.977,-0.05,0.05,0.023,OK,NONE,AUTO-VIS-01
2023-10-26 11:18:55,P-Usine_B-000162,P-Usine_B-000162,100.021,49.979,24.977,-0.05,0.05,0.023,OK,NONE,AUTO-VIS-01
2023-10-26 11:18:06,P-Usine_B-000163,P-Usine_B-000163,100.024,49.996,25.021,-0.05,0.05,0.024,OK,NONE,AUTO-VIS-01
2023-10-26 11:21:46,P-Usine_B-000164,P-Usine_B-000164,100.01,50.007,24.946,-0.05,0.05,0.054,OK,NONE,AUTO-VIS-01
2023-10-26 11:24:27,P-Usine_B-000165,P-Usine_B-000165,99.992,50.018,25.006,-0.05,0.05,0.018,OK,NONE,AUTO-VIS-01
2023-10-26 11:22:37,P-Usine_B-000166,P-Usine_B-000166,100.008,50.0,24.999,-0.05,0.05,0.008,OK,NONE,AUTO-VIS-01
2023-10-26 11:28:26,P-Usine_B-000167,P-Usine_B-000167,100.006,50.032,25.044,-0.05,0.05,0.044,OK,NONE,AUTO-VIS-01
2023-10-26 11:24:27,P-Usine_B-000168,P-Usine_B-000168,99.989,49.995,25.003,-0.05,0.05,0.011,OK,NONE,AUTO-VIS-01
2023-10-26 11:30:10,P-Usine_B-000169,P-Usine_B-000169,100.006,50.01,24.978,-0.05,0.05,0.022,OK,NONE,AUTO-VIS-01
2023-10-26 11:29:05,P-Usine_B-000170,P-Usine_B-000170,99.987,50.007,25.005,-0.05,0.05,0.013,OK,NONE,AUTO-VIS-01
