timestamp,part_id,laser_power_kw,cutting_speed_mms,head_temp_c,gas_consumption,status
2023-10-26 08:50:19,P-Usine_B-000053,3.9,111.1,41.4,10.01,RUN
2023-10-26 08:51:07,P-Usine_B-000054,4.44,100.1,59.6,12.96,RUN
2023-10-26 08:59:04,P-Usine_B-000055,4.5,103.5,44.8,,RUN
2023-10-26 08:53:40,P-Usine_B-000056,3.91,106.1,43.1,14.2,RUN
2023-10-26 08:54:03,P-Usine_B-000057,4.08,95.6,49.4,13.07,RUN
2023-10-26 08:58:52,P-Usine_B-000058,3.99,102.5,48.9,10.77,RUN
2023-10-26 08:56:58,P-Usine_B-000059,3.54,115.7,50.1,13.97,RUN
2023-10-26 09:03:50,P-Usine_B-000060,4.15,92.6,56.2,11.35,RUN
2023-10-26 09:03:50,P-Usine_B-000060,4.15,92.6,56.2,11.35,RUN
2023-10-26 08:58:47,P-Usine_B-000061,4.13,115.2,45.8,10.0,RUN
2023-10-26 09:04:55,P-Usine_B-000062,3.87,83.5,56.3,10.54,RUN
2023-10-26 09:06:19,P-Usine_B-000063,3.98,93.6,57.4,14.4,RUN
2023-10-26 09:06:19,P-Usine_B-000063,3.98,93.6,57.4,14.4,RUN
2023-10-26 09:08:38,P-Usine_B-000064,4.1,84.6,46.6,13.61,RUN
2023-10-26 09:07:12,P-Usine_B-000065,3.81,86.1,45.7,10.79,RUN
2023-10-26 09:09:14,P-Usine_B-000066,4.08,101.5,52.4,13.5,RUN
2023-10-26 09:10:05,P-Usine_B-000067,4.13,114.8,56.9,11.16,RUN
2023-10-26 09:04:50,P-Usine_B-000068,3.65,107.5,47.1,14.09,RUN
2023-10-26 09:07:50,P-Usine_B-000069,3.82,92.8,58.1,10.5,RUN
2023-10-26 09:05:28,P-Usine_B-000070,4.11,120.0,52.4,999.9,RUN
2023-10-26 09:07:30,P-Usine_B-000071,3.82,103.1,52.8,12.67,RUN
2023-10-26 09:07:20,P-Usine_B-000072,3.68,104.0,52.9,14.98,
2023-10-26 09:10:59,P-Usine_B-000073,4.29,87.3,51.6,11.35,RUN
2023-10-26 09:18:15,P-Usine_B-000074,4.14,86.8,55.8,12.54,RUN
2023-10-26 09:10:09,P-Usine_B-000075,4.04,109.6,40.4,10.5,RUN
2023-10-26 09:10:09,P-Usine_B-000075,4.04,109.6,40.4,10.5,RUN
2023-10-26 09:13:33,P-Usine_B-000076,3.6,92.1,53.5,10.1,RUN
2023-10-26 09:13:28,P-Usine_B-000077,4.11,102.3,55.9,10.53,RUN
2023-10-26 09:18:58,P-Usine_B-000078,3.52,97.7,51.1,14.6,RUN
2023-10-26 09:15:34,P-Usine_B-000079,4.05,96.9,57.8,11.86,RUN
2023-10-26 09:21:27,P-Usine_B-000080,3.55,96.3,42.9,10.08,RUN
2023-10-26 09:17:26,P-Usine_B-000081,3.54,116.5,41.6,10.43,RUN
2023-10-26 09:23:43,P-Usine_B-000082,4.23,89.7,59.4,12.63,RUN
2023-10-26 09:23:15,P-Usine_B-000083,3.56,88.9,45.0,12.94,RUN
2023-10-26 09:26:31,P-Usine_B-000084,4.39,80.6,45.2,14.36,RUN
2023-10-26 09:20:53,P-Usine_B-000085,4.24,103.7,41.7,14.82,RUN
2023-10-26 09:26:53,P-Usine_B-000086,4.3,112.4,50.0,14.74,RUN
2023-10-26 09:26:30,P-Usine_B-000087,4.0,113.1,52.7,14.6,STOP
2023-10-26 09:31:42,P-Usine_B-000088,4.08,108.0,52.0,14.16,RUN
2023-10-26 09:28:06,P-Usine_B-000089,3.54,83.7,57.1,11.12,RUN
2023-10-26 09:33:48,P-Usine_B-000090,3.7,83.5,53.7,999.9,STOP
2023-10-26 09:34:10,P-Usine_B-000091,4.46,94.8,50.7,12.3,STOP
2023-10-26 09:33:06,P-Usine_B-000092,4.16,119.3,56.2,12.44,RUN
2023-10-26 09:33:29,P-Usine_B-000093,4.09,86.9,49.9,12.41,RUN
2023-10-26 09:28:40,P-Usine_B-000094,4.15,100.1,44.1,10.91,RUN
2023-10-26 09:38:19,P-Usine_B-000095,3.98,91.6,59.8,12.42,RUN
2023-10-26 09:36:05,P-Usine_B-000096,3.55,90.5,42.5,11.83,RUN
2023-10-26 09:38:21,P-Usine_B-000097,3.71,113.8,47.2,12.53,RUN
2023-10-26 09:37:01,P-Usine_B-000098,4.25,113.3,40.9,12.68,RUN
2023-10-26 09:41:01,P-Usine_B-000099,4.43,105.6,47.9,14.98,RUN
2023-10-26 09:40:33,P-Usine_B-000100,4.5,119.9,56.3,11.39,RUN
2023-10-26 09:44:49,P-Usine_B-000101,4.42,116.9,51.8,11.54,RUN
2023-10-26 09:46:22,P-Usine_B-000102,3.57,106.6,46.5,12.65,RUN
2023-10-26 09:46:01,P-Usine_B-000103,4.37,83.7,56.8,10.49,RUN
2023-10-26 09:43:34,P-Usine_B-000104,4.18,81.5,51.1,14.29,RUN
2023-10-26 09:47:22,P-Usine_B-000105,4.36,91.5,52.3,13.35,RUN
2023-10-26 09:45:59,P-Usine_B-000106,3.93,95.2,45.5,12.42,RUN
2023-10-26 09:41:39,P-Usine_B-000107,4.22,92.8,42.5,13.55,RUN
2023-10-26 09:46:11,P-Usine_B-000108,4.08,98.8,45.1,12.93,RUN
2023-10-26 09:52:06,,4.31,80.1,57.5,14.66,RUN
2023-10-26 09:52:51,P-Usine_B-000110,4.08,97.0,48.4,12.02,RUN
2023-10-26 09:48:02,P-Usine_B-000111,4.32,96.6,43.3,11.42,RUN
2023-10-26 09:50:57,P-Usine_B-000112,4.34,101.6,54.9,10.96,RUN
2023-10-26 09:54:53,P-Usine_B-000113,4.41,90.2,59.4,12.18,RUN
2023-10-26 09:51:37,P-Usine_B-000114,4.5,112.8,53.2,12.4,RUN
2023-10-26 09:52:48,P-Usine_B-000115,4.13,101.5,42.0,12.76,RUN
2023-10-26 09:56:10,P-Usine_B-000116,4.37,101.5,57.7,10.9,RUN
2023-10-26 09:57:27,P-Usine_B-000117,4.05,80.8,50.0,14.84,RUN
2023-10-26 09:59:42,P-Usine_B-000118,4.33,82.6,56.9,11.49,RUN
2023-10-26 09:53:11,P-Usine_B-000119,4.07,106.8,49.7,12.76,RUN
2023-10-26 09:55:44,P-Usine_B-000120,3.92,91.5,48.6,10.7,RUN
2023-10-26 10:03:50,P-Usine_B-000121,4.0,109.1,56.5,11.65,RUN
2023-10-26 10:04:55,P-Usine_B-000122,4.41,81.5,45.1,13.51,RUN
2023-10-26 10:06:05,P-Usine_B-000123,3.53,91.0,50.1,13.33,RUN
2023-10-26 10:01:38,P-Usine_B-000124,4.19,100.1,47.8,13.36,RUN
2023-10-26 10:01:38,P-Usine_B-000124,4.19,100.1,47.8,13.36,RUN
2023-10-26 10:07:09,P-Usine_B-000125,3.85,100.6,57.1,14.55,RUN
2023-10-26 10:08:01,P-Usine_B-000126,4.15,86.0,58.0,12.03,RUN
2023-10-26 10:01:50,P-Usine_B-000127,3.58,94.6,57.8,14.14,RUN
2023-10-26 10:01:50,P-Usine_B-000127,3.58,94.6,57.8,14.14,RUN
2023-10-26 10:09:04,P-Usine_B-000128,4.1,97.1,43.8,11.88,RUN
2023-10-26 10:10:28,P-Usine_B-000129,3.57,86.9,49.2,11.13,RUN
2023-10-26 10:03:48,P-Usine_B-000130,4.41,999.9,41.0,13.9,RUN
2023-10-26 10:09:27,P-Usine_B-000131,4.23,118.6,50.2,10.12,RUN
2023-10-26 10:12:41,P-Usine_B-000132,3.72,111.4,52.2,13.93,RUN
2023-10-26 10:14:39,P-Usine_B-000133,3.81,88.8,51.2,12.8,RUN
2023-10-26 10:08:15,P-Usine_B-000134,3.69,91.6,48.3,11.36,RUN
2023-10-26 10:18:30,P-Usine_B-000135,999.9,114.9,44.1,12.39,RUN
2023-10-26 10:19:25,P-Usine_B-000136,3.52,83.9,51.1,13.83,RUN
2023-10-26 10:15:19,P-Usine_B-000137,3.52,85.6,56.5,12.81,RUN
2023-10-26 10:19:09,P-Usine_B-000138,4.33,91.4,54.9,14.83,RUN
2023-10-26 10:18:16,P-Usine_B-000139,4.12,82.2,43.4,11.27,RUN
2023-10-26 10:22:56,P-Usine_B-000140,4.38,97.0,999.9,11.11,RUN
2023-10-26 10:23:26,P-Usine_B-000141,4.21,80.2,51.0,10.41,RUN
2023-10-26 10:24:35,P-Usine_B-000142,3.97,84.0,53.0,10.19,RUN
2023-10-26 10:17:27,P-Usine_B-000143,3.89,117.2,59.7,12.68,RUN
2023-10-26 10:20:13,P-Usine_B-000144,4.2,117.1,48.1,14.21,RUN
2023-10-26 10:26:40,P-Usine_B-000145,3.74,111.4,41.2,10.57,RUN
2023-10-26 10:27:44,P-Usine_B-000146,3.83,82.2,46.0,14.06,RUN
2023-10-26 10:27:03,P-Usine_B-000147,4.17,93.7,46.2,13.9,RUN
2023-10-26 10:26:39,P-Usine_B-000148,3.78,88.9,40.9,13.28,RUN
2023-10-26 10:28:19,P-Usine_B-000149,4.15,115.1,41.8,13.34,RUN
2023-10-26 10:30:48,P-Usine_B-000150,3.58,84.6,48.5,11.71,RUN
2023-10-26 10:26:47,P-Usine_B-000151,3.81,98.6,55.8,10.34,RUN
2023-10-26 10:35:16,P-Usine_B-000152,4.25,110.5,51.7,12.36,RUN
2023-10-26 10:27:57,P-Usine_B-000153,3.74,112.3,51.1,14.84,RUN
2023-10-26 10:31:11,P-Usine_B-000154,3.9,87.4,45.6,11.0,RUN
2023-10-26 10:29:33,P-Usine_B-000155,3.72,109.8,47.4,12.04,RUN
2023-10-26 10:36:15,P-Usine_B-000156,4.46,107.2,41.9,13.88,RUN
2023-10-26 10:38:48,P-Usine_B-000157,3.8,91.2,40.7,13.9,RUN
2023-10-26 10:38:31,P-Usine_B-000158,4.01,98.9,49.6,11.95,RUN
2023-10-26 10:41:59,P-Usine_B-000159,3.64,88.4,59.4,12.38,RUN
2023-10-26 10:34:41,P-Usine_B-000160,3.57,112.5,57.9,12.18,RUN
2023-10-26 10:38:34,P-Usine_B-000161,4.23,88.8,58.0,10.16,RUN
2023-10-26 10:40:39,P-Usine_B-000162,4.47,104.3,51.1,12.17,RUN
2023-10-26 10:44:07,P-Usine_B-000163,4.24,80.6,46.9,11.43,RUN
2023-10-26 10:43:37,P-Usine_B-000164,4.03,111.4,55.9,14.24,RUN
2023-10-26 10:42:11,P-Usine_B-000165,3.86,94.1,40.9,10.34,RUN
2023-10-26 10:43:20,P-Usine_B-000166,4.37,82.5,50.3,10.83,RUN
2023-10-26 10:49:18,P-Usine_B-000167,3.62,120.0,55.3,14.74,RUN
2023-10-26 10:43:05,P-Usine_B-000168,3.9,108.2,49.9,11.23,RUN
2023-10-26 10:52:31,P-Usine_B-000169,3.83,107.5,51.1,13.59,RUN
2023-10-26 10:44:38,P-Usine_B-000170,3.77,118.7,54.9,13.62,RUN
2023-10-26 10:49:23,P-Usine_B-000171,3.67,90.9,42.7,13.65,RUN
2023-10-26 10:47:00,P-Usine_B-000172,3.65,104.7,50.2,10.65,RUN
2023-10-26 10:52:32,P-Usine_B-000173,3.83,86.3,52.1,14.32,RUN
2023-10-26 10:56:27,P-Usine_B-000174,4.11,93.0,54.4,11.66,RUN
2023-10-26 10:58:00,P-Usine_B-000175,4.05,101.3,42.3,12.59,RUN
2023-10-26 10:57:22,P-Usine_B-000176,3.83,81.8,53.0,14.76,RUN
2023-10-26 10:59:51,P-Usine_B-000177,4.29,114.8,46.0,12.02,STOP
2023-10-26 10:54:04,P-Usine_B-000178,4.2,99.1,58.6,10.71,RUN
2023-10-26 10:57:44,P-Usine_B-000179,4.06,108.9,55.4,10.25,RUN
2023-10-26 10:56:53,P-Usine_B-000180,3.96,84.3,43.4,14.6,RUN
2023-10-26 10:58:12,P-Usine_B-000181,4.46,95.4,42.3,13.69,RUN
2023-10-26 11:04:10,P-Usine_B-000182,3.96,105.7,50.2,12.67,RUN
2023-10-26 11:06:13,,4.35,101.5,42.1,10.31,RUN
2023-10-26 11:02:54,P-Usine_B-000184,3.59,84.3,50.4,13.86,RUN
2023-10-26 11:03:14,P-Usine_B-000185,4.32,101.5,48.4,13.88,RUN
2023-10-26 11:01:09,P-Usine_B-000186,3.79,86.4,55.8,10.27,STOP
2023-10-26 11:08:35,P-Usine_B-000187,3.54,119.7,41.5,10.03,RUN
2023-10-26 11:05:04,P-Usine_B-000188,4.17,105.4,41.0,10.97,RUN
2023-10-26 11:06:57,P-Usine_B-000189,4.4,112.7,55.0,13.98,RUN
2023-10-26 11:04:13,P-Usine_B-000190,4.35,86.8,53.8,14.1,RUN
2023-10-26 11:07:06,P-Usine_B-000191,4.08,106.2,56.3,10.46,RUN
2023-10-26 11:06:49,P-Usine_B-000192,3.88,85.6,55.8,10.22,RUN
2023-10-26 11:13:07,P-Usine_B-000193,3.91,119.0,40.9,10.36,RUN
2023-10-26 11:15:37,,4.15,97.4,42.0,12.15,RUN
2023-10-26 11:15:59,P-Usine_B-000195,4.37,104.0,46.8,10.16,RUN
2023-10-26 11:17:56,P-Usine_B-000196,4.41,84.8,52.2,13.12,RUN
2023-10-26 11:11:09,P-Usine_B-000197,4.49,85.4,41.0,13.32,RUN
2023-10-26 11:17:40,P-Usine_B-000198,4.46,104.0,57.3,13.85,RUN
2023-10-26 11:13:47,P-Usine_B-000199,3.86,119.5,51.1,12.52,RUN
2023-10-26 11:17:17,P-Usine_B-000200,4.21,83.1,46.7,14.37,RUN
2023-10-26 11:18:01,P-Usine_B-000201,3.71,101.0,57.0,10.38,RUN
2023-10-26 11:24:21,P-Usine_B-000202,4.31,84.6,56.2,10.25,RUN
2023-10-26 11:26:02,P-Usine_B-000203,3.63,101.0,47.8,13.59,RUN
2023-10-26 11:26:15,P-Usine_B-000204,4.0,106.4,41.5,11.54,RUN
2023-10-26 11:21:14,P-Usine_B-000205,3.58,88.0,55.2,11.35,RUN
2023-10-26 11:25:40,P-Usine_B-000206,4.04,81.5,51.1,14.02,RUN
2023-10-26 11:29:33,P-Usine_B-000207,3.68,81.7,49.0,14.66,RUN
2023-10-26 11:25:29,P-Usine_B-000208,3.54,112.9,45.8,14.66,RUN
2023-10-26 11:25:00,P-Usine_B-000209,4.05,81.4,46.8,14.77,RUN
2023-10-26 11:31:29,P-Usine_B-000210,4.49,81.2,52.0,12.52,RUN
2023-10-26 11:31:56,P-Usine_B-000211,4.23,118.3,42.1,14.09,RUN
2023-10-26 11:34:17,P-Usine_B-000212,3.87,83.0,47.7,12.97,RUN
2023-10-26 11:32:24,P-Usine_B-000213,3.9,94.2,52.8,11.74,RUN
2023-10-26 11:32:39,P-Usine_B-000214,4.43,91.0,53.8,12.47,STOP
2023-10-26 11:28:55,P-Usine_B-000215,3.88,99.4,50.8,13.12,RUN
2023-10-26 11:29:25,P-Usine_B-000216,4.49,92.5,57.1,10.47,RUN
2023-10-26 11:33:30,P-Usine_B-000217,3.8,103.1,48.4,12.67,RUN
2023-10-26 11:37:57,P-Usine_B-000218,3.94,95.5,40.4,13.64,
2023-10-26 11:35:58,P-Usine_B-000219,3.54,103.0,44.1,12.48,RUN
2023-10-26 11:37:41,P-Usine_B-000220,4.36,105.0,57.0,15.0,RUN
2023-10-26 11:37:41,P-Usine_B-000220,4.36,105.0,57.0,15.0,RUN
2023-10-26 11:40:59,P-Usine_B-000221,4.01,93.9,44.2,13.4,RUN
2023-10-26 11:35:50,P-Usine_B-000222,4.22,106.8,,10.55,RUN
2023-10-26 11:44:21,P-Usine_B-000223,3.53,92.2,46.9,10.24,RUN
2023-10-26 11:46:40,P-Usine_B-000224,4.05,117.2,57.6,11.21,STOP
2023-10-26 11:47:47,P-Usine_B-000225,3.73,120.0,47.8,12.05,RUN
2023-10-26 11:43:43,P-Usine_B-000226,4.16,116.6,59.2,10.61,RUN
2023-10-26 11:42:53,P-Usine_B-000227,3.97,102.5,46.8,14.07,RUN
2023-10-26 11:42:02,P-Usine_B-000228,3.72,80.2,49.9,10.25,RUN
2023-10-26 11:45:55,P-Usine_B-000229,4.29,105.9,56.9,11.33,RUN
2023-10-26 11:44:41,P-Usine_B-000230,4.42,91.4,47.9,10.07,RUN
2023-10-26 11:45:22,P-Usine_B-000231,4.07,95.9,54.6,10.03,RUN
2023-10-26 11:48:40,P-Usine_B-000232,3.89,95.3,44.2,11.05,RUN
2023-10-26 11:50:07,P-Usine_B-000233,4.21,83.5,41.9,11.45,RUN
2023-10-26 11:52:11,P-Usine_B-000234,3.82,96.5,56.4,10.59,RUN
2023-10-26 11:53:14,P-Usine_B-000235,3.74,85.4,53.8,13.45,RUN
2023-10-26 11:49:15,P-Usine_B-000236,4.02,101.5,58.9,12.46,RUN
2023-10-26 11:51:26,P-Usine_B-000237,4.04,88.4,59.1,14.53,RUN
2023-10-26 11:51:28,P-Usine_B-000238,4.47,93.2,57.3,11.05,RUN
2023-10-26 11:52:25,P-Usine_B-000239,3.93,82.9,43.7,10.69,RUN
2023-10-26 12:00:19,P-Usine_B-000240,4.13,85.5,999.9,11.08,RUN
2023-10-26 11:59:39,P-Usine_B-000241,4.43,106.0,47.8,11.63,RUN
2023-10-26 12:02:04,P-Usine_B-000242,4.33,999.9,53.1,12.0,RUN
2023-10-26 12:00:26,P-Usine_B-000243,4.48,114.9,44.6,10.71,RUN
2023-10-26 12:06:33,P-Usine_B-000244,4.04,83.6,59.6,14.51,RUN
2023-10-26 12:05:41,P-Usine_B-000245,3.87,110.1,50.0,14.21,RUN
2023-10-26 12:07:12,P-Usine_B-000246,3.63,103.7,58.5,14.38,RUN
2023-10-26 12:06:52,P-Usine_B-000247,3.73,84.7,56.7,12.75,RUN
2023-10-26 12:06:26,P-Usine_B-000248,4.01,109.0,54.5,14.84,RUN
2023-10-26 12:10:16,P-Usine_B-000249,3.63,107.8,58.5,11.73,RUN
2023-10-26 12:12:46,P-Usine_B-000250,3.74,110.5,49.0,11.9,RUN
2023-10-26 12:07:03,P-Usine_B-000251,4.37,101.4,45.9,10.47,RUN
2023-10-26 12:11:55,P-Usine_B-000252,3.95,102.2,45.6,11.43,RUN
2023-10-26 12:13:19,P-Usine_B-000253,4.04,104.9,40.7,13.94,RUN
2023-10-26 12:14:05,P-Usine_B-000254,3.61,108.4,46.1,11.66,RUN
2023-10-26 12:08:14,P-Usine_B-000255,3.76,108.0,51.0,14.05,RUN
2023-10-26 12:12:03,P-Usine_B-000256,3.74,87.6,46.6,11.25,RUN
2023-10-26 12:12:03,P-Usine_B-000256,3.74,87.6,46.6,11.25,RUN
2023-10-26 12:15:12,P-Usine_B-000257,4.05,101.3,45.7,13.21,RUN
2023-10-26 12:11:27,P-Usine_B-000258,3.65,98.1,56.0,10.69,RUN
2023-10-26 12:18:20,P-Usine_B-000259,3.78,89.2,49.6,13.8,RUN
2023-10-26 12:19:27,P-Usine_B-000260,4.42,93.8,40.4,12.18,RUN
2023-10-26 12:17:03,P-Usine_B-000261,3.91,118.5,50.4,12.17,RUN
2023-10-26 12:24:19,P-Usine_B-000262,4.36,110.2,42.7,11.16,RUN
2023-10-26 12:23:57,P-Usine_B-000263,3.88,108.1,43.2,13.99,RUN
2023-10-26 12:23:41,P-Usine_B-000264,4.45,83.5,42.3,10.56,RUN
2023-10-26 12:23:15,P-Usine_B-000265,4.48,91.8,56.0,13.46,RUN
2023-10-26 12:27:07,P-Usine_B-000266,3.53,116.7,49.2,14.37,RUN
2023-10-26 12:20:20,P-Usine_B-000267,3.8,97.4,50.9,14.56,RUN
2023-10-26 12:20:20,P-Usine_B-000267,3.8,97.4,50.9,14.56,RUN
2023-10-26 12:21:36,P-Usine_B-000268,999.9,88.7,56.4,10.54,RUN
2023-10-26 12:30:59,P-Usine_B-000269,3.95,81.5,48.9,13.91,RUN
2023-10-26 12:28:06,P-Usine_B-000270,3.78,109.1,49.9,12.71,RUN
2023-10-26 12:29:08,P-Usine_B-000271,999.9,95.8,41.8,13.31,RUN
2023-10-26 12:32:07,P-Usine_B-000272,4.4,102.9,57.9,10.64,RUN
2023-10-26 12:28:45,P-Usine_B-000273,3.64,115.0,57.2,11.16,RUN
2023-10-26 12:35:35,P-Usine_B-000274,3.83,88.3,56.0,10.69,STOP
2023-10-26 12:33:52,P-Usine_B-000275,3.69,95.5,58.3,13.63,RUN
2023-10-26 12:30:38,P-Usine_B-000276,4.27,105.8,46.4,13.39,RUN
2023-10-26 12:32:41,P-Usine_B-000277,4.49,91.2,47.8,12.54,RUN
2023-10-26 12:32:41,P-Usine_B-000277,4.49,91.2,47.8,12.54,RUN
2023-10-26 12:38:10,P-Usine_B-000278,4.49,87.1,59.1,13.05,RUN
2023-10-26 12:40:47,P-Usine_B-000279,4.42,107.8,51.8,14.57,RUN
2023-10-26 12:36:29,P-Usine_B-000280,4.12,105.0,42.8,12.32,RUN
2023-10-26 12:38:49,P-Usine_B-000281,3.97,80.3,52.0,12.02,RUN
2023-10-26 12:41:03,P-Usine_B-000282,3.68,94.5,58.2,12.3,RUN
2023-10-26 12:41:03,P-Usine_B-000282,3.68,94.5,58.2,12.3,RUN
2023-10-26 12:40:30,P-Usine_B-000283,4.1,111.7,57.6,12.42,RUN
2023-10-26 12:41:12,P-Usine_B-000284,4.17,106.0,56.3,14.53,RUN
2023-10-26 12:38:53,P-Usine_B-000285,3.84,100.8,46.0,14.59,RUN
2023-10-26 12:44:50,P-Usine_B-000286,3.78,92.8,56.1,12.7,RUN
2023-10-26 12:48:51,P-Usine_B-000287,3.54,115.9,56.5,11.7,RUN
2023-10-26 12:46:30,P-Usine_B-000288,3.67,85.3,52.5,13.35,RUN
2023-10-26 12:46:48,P-Usine_B-000289,3.91,103.3,44.9,10.1,RUN
2023-10-26 12:52:31,P-Usine_B-000290,4.45,96.4,999.9,11.42,RUN
2023-10-26 12:45:43,P-Usine_B-000291,3.95,100.8,46.9,12.76,STOP
2023-10-26 12:46:58,P-Usine_B-000292,3.56,117.3,40.4,11.19,RUN
2023-10-26 12:53:55,P-Usine_B-000293,3.96,107.8,46.7,12.33,RUN
2023-10-26 12:54:48,P-Usine_B-000294,4.19,86.3,43.4,10.15,RUN
2023-10-26 12:54:19,P-Usine_B-000295,3.59,106.7,43.6,13.1,STOP
2023-10-26 12:51:03,P-Usine_B-000296,4.07,108.0,52.2,11.47,RUN
2023-10-26 12:53:15,P-Usine_B-000297,4.01,114.6,55.5,13.55,RUN
2023-10-26 12:56:57,P-Usine_B-000298,3.6,109.6,49.2,13.09,RUN
2023-10-26 12:51:31,P-Usine_B-000299,3.85,95.4,46.1,14.75,RUN
2023-10-26 12:56:27,P-Usine_B-000300,3.71,98.7,49.7,10.85,RUN
2023-10-26 12:56:33,P-Usine_B-000301,3.81,87.6,54.4,13.71,RUN
2023-10-26 13:03:29,P-Usine_B-000302,4.49,111.2,48.2,13.78,RUN
2023-10-26 13:03:29,P-Usine_B-000302,4.49,111.2,48.2,13.78,RUN
2023-10-26 12:58:17,P-Usine_B-000303,4.22,100.1,40.4,12.42,RUN
2023-10-26 13:03:43,P-Usine_B-000304,4.05,97.8,40.4,14.25,RUN
2023-10-26 13:03:36,P-Usine_B-000305,4.37,82.1,41.2,11.7,RUN
2023-10-26 13:00:14,P-Usine_B-000306,4.48,110.4,49.3,10.46,STOP
